"","id","adj.P.Val.XBirA.over.No_BirA","AveExpr.XBirA.over.No_BirA","Log.P.Value.XBirA.over.No_BirA","logFC.XBirA.over.No_BirA","P.Value.XBirA.over.No_BirA","t.XBirA.over.No_BirA","Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian","Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian","Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian","Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian","Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian","Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian","id.query","id.mapped","id.concat","id.1","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","Proteome.unique_peptides","Proteome.numSpectra","Proteome.totalIntensity","Proteome.pct_cov"
"663","Q8K297",4.92426e-06,-0.350333333,68.10812532,2.175,1.54592e-07,22.69535762,-1.2995,-1.376,-1.638,0.753,0.684,0.7745,"Q8K297","Colgalt1","Q8K297_Colgalt1","Q8K297","Colgalt1",1,43,18,18,"Q8K297","MOUSE",71401.6,31.4,511,511.1,228.61,228.61,NA,617,"Procollagen galactosyltransferase 1","endoplasmic reticulum lumen|membrane|","metabolic process|","procollagen galactosyltransferase activity|",18,43,4.63e+10,"31.4%"
"2326","A0PJK7",2.3915e-06,-0.406,75.19693415,2.175,3.02208e-08,28.69021536,-1.4685,-1.529,-1.483,0.59,0.824,0.6305,"A0PJK7","Cdhr5","A0PJK7_Cdhr5","A0PJK7","Cdhr5",1,8,5,5,"A0PJK7|Q8VHF2|Q8VHF2-2","MOUSE",88624.8,7.9,2055,2055.1,45.14,45.14,NA,831,"Cadherin-related family member 5","plasma membrane|coated pit|integral component of membrane|extracellular exosome|","homophilic cell adhesion via plasma membrane adhesion molecules|","calcium ion binding|beta-catenin binding|",5,8,1.46e+09,"7.9%"
"2804","A0A0A6YX40",3.83205e-05,-0.338166667,53.32866071,2.174,4.64659e-06,13.44879661,-1.1155,-1.375,-1.785,0.807,0.68,0.7595,"A0A0A6YX40","Igsf3","A0A0A6YX40_Igsf3","A0A0A6YX40","Igsf3",1,3,2,2,"A0A0A6YX40|Q6ZQA6","MOUSE",138169.5,2.2,2533,2533.1,28.58,28.58,NA,1214,"Immunoglobulin superfamily member 3","cell surface|","lacrimal gland development|","",2,3,1.43e+08,"2.2%"
"257","P43406",4.05934e-06,-0.341833333,69.73083139,2.170666667,1.06394e-07,24.02489064,-1.2785,-1.425,-1.578,0.756,0.659,0.8155,"P43406","Itgav","P43406_Itgav","P43406","Itgav",1,99,34,34,"P43406|A2AKI5","MOUSE",116441.9,36.1,184,184.1,420.67,420.67,NA,1044,"Integrin alpha-V","intracellular|plasma membrane|focal adhesion|integrin complex|external side of plasma membrane|cell surface|membrane|lamellipodium membrane|filopodium membrane|microvillus membrane|ruffle membrane|integrin alphav-beta3 complex|integrin alphav-beta5 complex|integrin alphav-beta8 complex|alphav-beta3 integrin-IGF-1-IGF1R complex|extracellular exosome|","angiogenesis|blood vessel development|inflammatory response|cell adhesion|cell-matrix adhesion|integrin-mediated signaling pathway|positive regulation of cell proliferation|fertilization|negative regulation of macrophage derived foam cell differentiation|negative regulation of lipid storage|cell growth|cell migration|positive regulation of cell migration|cell-substrate adhesion|negative regulation of lipid transport|detection of molecule of bacterial origin|positive regulation of osteoblast proliferation|heterotypic cell-cell adhesion|substrate adhesion-dependent cell spreading|gonad morphogenesis|endodermal cell differentiation|apolipoprotein A-I-mediated signaling pathway|T cell activation|apoptotic cell clearance|endothelial cell migration|regulation of bone resorption|negative regulation of low-density lipoprotein particle receptor biosynthetic process|positive regulation of cell adhesion|viral entry into host cell|focal adhesion assembly|negative regulation of lipoprotein metabolic process|regulation of phagocytosis|negative chemotaxis|release of sequestered calcium ion into cytosol|trophoblast giant cell differentiation|ERK1 and ERK2 cascade|calcium ion transmembrane transport|response to nitric oxide|extrinsic apoptotic signaling pathway in absence of ligand|regulation of apoptotic cell clearance|negative regulation of entry of bacterium into host cell|negative regulation of extrinsic apoptotic signaling pathway|","fibronectin binding|protease binding|voltage-gated calcium channel activity|metal ion binding|protein heterodimerization activity|transforming growth factor beta binding|extracellular matrix binding|extracellular matrix protein binding|opsonin binding|protein kinase C binding|insulin-like growth factor I binding|",34,99,6.16e+10,"36.1%"
"2729","O70443",0.000757156,-0.471166667,38.01655783,2.170666667,0.000157886,7.659269638,-1.2305,-1.177,-2.262,0.483,0.707,0.6525,"O70443","Gnaz","O70443_Gnaz","O70443","Gnaz",1,4,3,3,"O70443","MOUSE",41362.4,7.8,2458,2458.1,30.82,30.82,NA,355,"Guanine nucleotide-binding protein G(z) subunit alpha","cytosol|heterotrimeric G-protein complex|membrane|extracellular exosome|","G-protein coupled receptor signaling pathway|adenylate cyclase-modulating G-protein coupled receptor signaling pathway|adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway|metabolic process|","GTPase activity|signal transducer activity|GTP binding|G-protein beta/gamma-subunit complex binding|G-protein coupled serotonin receptor binding|metal ion binding|",3,4,4.34e+08,"7.8%"
"1700","Q5SSH8",8.07581e-06,-0.334166667,63.6047971,2.168666667,4.36034e-07,19.3706276,-1.3835,-1.229,-1.643,0.785,0.657,0.8085,"Q5SSH8","Cyb5d2","Q5SSH8_Cyb5d2","Q5SSH8","Cyb5d2",1,17,6,6,"Q5SSH8|Q5SSH8-2","MOUSE",29560.9,28.5,1453,1453.1,85.51,85.51,NA,263,"Neuferricin","extracellular region|endomembrane system|membrane|","positive regulation of neuron differentiation|","heme binding|",6,17,2.03e+09,"28.5%"
"593","Q9DBH5",2.3915e-06,-0.298666667,74.89812046,2.167666667,3.23734e-08,28.41102551,-1.4015,-1.31,-1.436,0.898,0.672,0.7855,"Q9DBH5","Lman2","Q9DBH5_Lman2","Q9DBH5","Lman2",1,83,16,16,"Q9DBH5","MOUSE",40771.4,53.3,450,450.1,246.77,246.77,NA,358,"Vesicular integral-membrane protein VIP36","Golgi membrane|extracellular space|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of plasma membrane|cell surface|extracellular exosome|","retrograde vesicle-mediated transport, Golgi to ER|protein transport|positive regulation of phagocytosis|","glycoprotein binding|mannose binding|carbohydrate binding|heat shock protein binding|metal ion binding|",16,83,3.02e+11,"53.3%"
"2406","Q9Z138",1.08929e-05,-0.336833333,61.47411201,2.16,7.12178e-07,17.96734695,-1.3225,-1.255,-1.673,0.841,0.645,0.7435,"Q9Z138","NotFound","Q9Z138_NotFound","Q9Z138","Ror2",1,4,4,4,"Q9Z138|E9PUN5|Q9Z139","MOUSE",106601.1,5.6,2133,2133.1,41.61,41.61,NA,944,"Tyrosine-protein kinase transmembrane receptor ROR2","intracellular|plasma membrane|integral component of plasma membrane|","skeletal system development|cartilage condensation|somitogenesis|transmembrane receptor protein tyrosine kinase signaling pathway|Wnt signaling pathway, calcium modulating pathway|smoothened signaling pathway|JNK cascade|negative regulation of cell proliferation|peptidyl-tyrosine phosphorylation|cell differentiation|positive regulation of cell migration|BMP signaling pathway|embryonic genitalia morphogenesis|inner ear morphogenesis|embryonic digit morphogenesis|cell fate commitment|positive regulation of transcription, DNA-templated|Wnt signaling pathway, planar cell polarity pathway|SMAD protein signal transduction|regulation of canonical Wnt signaling pathway|negative regulation of canonical Wnt signaling pathway|positive regulation of canonical Wnt signaling pathway|","transmembrane receptor protein tyrosine kinase activity|frizzled binding|protein binding|ATP binding|Wnt-protein binding|",4,4,1.3e+09,"5.6%"
"2163","Q9DBZ1",9.90729e-05,-0.3745,48.47605532,2.159333333,1.42035e-05,11.29030541,-1.1155,-1.347,-1.9,0.762,0.605,0.7485,"Q9DBZ1","Ikbip","Q9DBZ1_Ikbip","Q9DBZ1","Ikbip",1,7,5,4,"Q9DBZ1|E9QMH7","MOUSE",42588.3,15.2,1894,1894.1,54.41,36.7,NA,373,"Inhibitor of nuclear factor kappa-B kinase-interacting protein","endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|","","",5,7,4.57e+08,"15.2%"
"900","Q8VHI3",2.18797e-06,-0.303166667,78.06988251,2.156,1.55959e-08,31.51515945,-1.3615,-1.351,-1.431,0.829,0.663,0.8325,"Q8VHI3","Pofut2","Q8VHI3_Pofut2","Q8VHI3","Pofut2",1,39,16,16,"Q8VHI3","MOUSE",49770.7,34.2,723,723.1,180.44,180.44,NA,429,"GDP-fucose protein O-fucosyltransferase 2","endoplasmic reticulum|Golgi apparatus|","mesoderm formation|fucose metabolic process|regulation of gene expression|regulation of epithelial to mesenchymal transition|fucosylation|protein O-linked fucosylation|regulation of secretion|","fucosyltransferase activity|peptide-O-fucosyltransferase activity|",16,39,1.89e+10,"34.2%"
"979","Q9ESG4",3.01896e-06,-0.303833333,73.1253471,2.156,4.86929e-08,26.74114074,-1.2415,-1.397,-1.507,0.767,0.727,0.8285,"Q9ESG4","Cltrn","Q9ESG4_Cltrn","Q9ESG4","Tmem27",1,48,10,10,"Q9ESG4","MOUSE",25354.8,34.2,798,798.1,165.85,165.85,NA,222,"Collectrin","cytoplasm|integral component of membrane|brush border membrane|extracellular exosome|","proteolysis|positive regulation of SNARE complex assembly|positive regulation of insulin secretion involved in cellular response to glucose stimulus|positive regulation of calcium ion-dependent exocytosis|positive regulation of amino acid transport|","protein binding|metallopeptidase activity|peptidyl-dipeptidase activity|",10,48,2.87e+11,"34.2%"
"548","Q9WTS2",6.83044e-06,-0.2565,64.73609713,2.154666667,3.36039e-07,20.15826961,-1.2185,-1.287,-1.496,0.914,0.642,0.9065,"Q9WTS2","Fut8","Q9WTS2_Fut8","Q9WTS2","Fut8",1,53,20,20,"Q9WTS2","MOUSE",67012,34.7,414,414.1,260.54,260.54,NA,575,"Alpha-(1,6)-fucosyltransferase","cytoplasm|membrane|integral component of membrane|Golgi cisterna membrane|extracellular exosome|","protein N-linked glycosylation|transforming growth factor beta receptor signaling pathway|integrin-mediated signaling pathway|respiratory gaseous exchange|cell migration|protein N-linked glycosylation via asparagine|protein glycosylation in Golgi|N-glycan fucosylation|receptor metabolic process|GDP-L-fucose metabolic process|","glycoprotein 6-alpha-L-fucosyltransferase activity|transferase activity, transferring glycosyl groups|SH3 domain binding|alpha-(1->6)-fucosyltransferase activity|",20,53,4.18e+10,"34.7%"
"1971","Q9R069",2.99089e-05,-0.385833333,54.60553897,2.151333333,3.46295e-06,14.07752269,-1.2705,-1.293,-1.821,0.666,0.784,0.6195,"Q9R069","Bcam","Q9R069_Bcam","Q9R069","Bcam",1,10,6,6,"Q9R069","MOUSE",68467.7,10.6,1709,1709.1,65.09,65.09,NA,622,"Basal cell adhesion molecule","plasma membrane|integral component of plasma membrane|cell surface|extracellular exosome|","cell adhesion|cell-matrix adhesion|","laminin receptor activity|protein C-terminus binding|laminin binding|",6,10,4.69e+08,"10.6%"
"1358","Q9CRD2",5.21283e-05,-0.3105,51.79067843,2.146666667,6.62113e-06,12.72644674,-1.2375,-1.176,-1.738,0.602,0.72,0.9665,"Q9CRD2","Emc2","Q9CRD2_Emc2","Q9CRD2","Emc2",1,24,9,9,"Q9CRD2","MOUSE",35105.2,40.7,1129,1129.1,117.08,117.08,NA,297,"ER membrane protein complex subunit 2","nucleolus|cytoplasm|mitochondrion|endoplasmic reticulum|ER membrane protein complex|","","",9,24,5.17e+10,"40.7%"
"1184","Q62426",4.29339e-06,-0.289166667,69.34651535,2.142,1.16238e-07,23.70328054,-1.3865,-1.442,-1.252,0.818,0.629,0.8985,"Q62426","Cstb","Q62426_Cstb","Q62426","Cstb",1,26,11,11,"Q62426","MOUSE",11159.5,98.9,974,974.1,138.97,138.97,NA,98,"Cystatin-B","extracellular space|nucleus|nucleolus|cytoplasm|extracellular exosome|","adult locomotory behavior|negative regulation of peptidase activity|negative regulation of endopeptidase activity|negative regulation of proteolysis|","protease binding|endopeptidase inhibitor activity|cysteine-type endopeptidase inhibitor activity|poly(A) RNA binding|",11,26,2.7e+10,"98.9%"
"215","A2A7A7",2.3915e-06,-0.293666667,75.16656849,2.137666667,3.04329e-08,28.65364839,-1.3925,-1.289,-1.406,0.894,0.748,0.6835,"A2A7A7","H6pd","A2A7A7_H6pd","A2A7A7","H6pd",1,126,34,34,"A2A7A7|Q8CF","MOUSE",90478.8,45.6,153,153.1,465.29,465.29,NA,797,"GDH/6PGL endoplasmic bifunctional protein","mitochondrion|","glucose metabolic process|pentose-phosphate shunt|oxidation-reduction process|response to alcohol|","glucose-6-phosphate dehydrogenase activity|6-phosphogluconolactonase activity|carbohydrate binding|NADP binding|",34,126,3.02e+11,"45.6%"
"1307","Q61847-2",5.48396e-05,-0.362833333,51.50207391,2.136,7.07608e-06,12.59499563,-1.3005,-1.158,-1.834,0.657,0.68,0.7785,"Q61847","Mep1b","Q61847-2_Mep1b","Q61847-2","Mep1b",1,20,11,11,"Q61847-2|Q61847","MOUSE",81373.1,21.3,1081,1081.1,123.23,123.23,NA,704,"Isoform 2 of Meprin A subunit beta","plasma membrane|membrane|integral component of membrane|","proteolysis|inflammatory response|toxin transport|","metalloendopeptidase activity|zinc ion binding|",11,20,8.69e+09,"21.3%"
"1925","Q8R242",3.08185e-06,-0.326,72.73616535,2.135666667,5.32578e-08,26.38153121,-1.4025,-1.28,-1.499,0.736,0.652,0.8375,"Q8R242","Ctbs","Q8R242_Ctbs","Q8R242","Ctbs",1,10,5,5,"Q8R242|Q8R242-2","MOUSE",42036,16.6,1665,1665.1,68.39,68.39,NA,366,"Di-N-acetylchitobiase","extracellular region|extracellular space|lysosome|extracellular exosome|","chitin catabolic process|oligosaccharide catabolic process|","chitinase activity|chitin binding|",5,10,1.15e+09,"16.6%"
"1071","E9Q5D9",6.1855e-05,-0.0965,50.91193671,2.128666667,8.10599e-06,12.3301212,-1.1715,-1.015,-1.296,0.977,0.622,1.3045,"E9Q5D9","Igfbp7","E9Q5D9_Igfbp7","E9Q5D9","Igfbp7",1,27,11,11,"E9Q5D9|F8WH23|Q61581","MOUSE",33887.1,40.2,879,879.1,153.25,153.25,NA,313,"Insulin-like growth factor-binding protein 7","extracellular space|extracellular matrix|extracellular exosome|","regulation of cell growth|cell adhesion|","insulin-like growth factor binding|",11,27,7.79e+09,"40.2%"
"545","Q91WV7",6.13777e-06,-0.2895,65.59095817,2.125333333,2.75997e-07,20.77399717,-1.2245,-1.323,-1.509,0.787,0.628,0.9045,"Q91WV7","Slc3a1","Q91WV7_Slc3a1","Q91WV7","Slc3a1",1,60,21,21,"Q91WV7","MOUSE",78573,35.4,411,411.1,262.02,262.02,NA,685,"Neutral and basic amino acid transport protein rBAT","mitochondrial inner membrane|vacuolar membrane|integral component of plasma membrane|brush border membrane|extracellular exosome|","carbohydrate metabolic process|amino acid transport|","catalytic activity|protein binding|cation binding|protein heterodimerization activity|",21,60,4.88e+10,"35.4%"
"1328","Q91XL3",0.000265273,-0.017333333,43.45299659,2.123,4.51544e-05,9.392938107,-1.0025,-0.888,-1.346,1.298,0.547,1.2875,"Q91XL3","Uxs1","Q91XL3_Uxs1","Q91XL3","Uxs1",1,16,8,8,"Q91XL3|G5E8H4","MOUSE",47665.9,31.1,1101,1101.1,120.8,120.8,NA,420,"UDP-glucuronic acid decarboxylase 1","mitochondrion|integral component of membrane|Golgi cisterna membrane|extracellular exosome|","UDP-D-xylose biosynthetic process|protein tetramerization|","protein homodimerization activity|UDP-glucuronate decarboxylase activity|NAD+ binding|",8,16,3.79e+09,"31.1%"
"1114","Q5I012-3",7.76447e-05,-0.281,49.77447155,2.121666667,1.0533e-05,11.8340709,-1.0915,-1.197,-1.737,0.928,0.598,0.8135,"Q5I012","Slc38a10","Q5I012-3_Slc38a10","Q5I012-3","Slc38a10",1,20,11,11,"Q5I012-3|Q5I012-4|Q5I012|J3QNE8|Q5I012-2|Q5I012-6|Q5I012-5","MOUSE",116909.1,15.8,915,915.1,146.85,146.85,NA,1090,"Isoform 3 of Putative sodium-coupled neutral amino acid transporter 10","Golgi apparatus|integral component of membrane|","amino acid transmembrane transport|sodium ion transport|bone development|","amino acid transmembrane transporter activity|",11,20,2.24e+09,"15.8%"
"1948","Q9EP72",2.03293e-05,-0.292333333,56.86500658,2.116333333,2.05826e-06,15.2586036,-1.1565,-1.258,-1.637,0.68,0.69,0.9275,"Q9EP72","Emc7","Q9EP72_Emc7","Q9EP72","Emc7",1,17,7,7,"Q9EP72","MOUSE",26309.9,29,1686,1686.1,66.79,66.79,NA,241,"ER membrane protein complex subunit 7","integral component of membrane|ER membrane protein complex|","","carbohydrate binding|",7,17,1.05e+10,"29.0%"
"3177","Q3UHN9",6.02967e-06,-0.334,66.04718319,2.115666667,2.48474e-07,21.11005039,-1.3175,-1.291,-1.567,0.63,0.68,0.8615,"Q3UHN9","Ndst1","Q3UHN9_Ndst1","Q3UHN9","Ndst1",1,3,3,3,"Q3UHN9","MOUSE",101408.4,3.2,2922,2922.1,19.57,19.57,NA,882,"Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1","Golgi membrane|integral component of membrane|","MAPK cascade|polysaccharide biosynthetic process|protein deacetylation|protein sulfation|inflammatory response|smoothened signaling pathway|respiratory gaseous exchange|fibroblast growth factor receptor signaling pathway|organ morphogenesis|heparan sulfate proteoglycan biosynthetic process|glycosaminoglycan metabolic process|heparin biosynthetic process|forebrain development|midbrain development|embryonic neurocranium morphogenesis|embryonic viscerocranium morphogenesis|","sulfotransferase activity|[heparan sulfate]-glucosamine N-sulfotransferase activity|deacetylase activity|",3,3,7.6e+08,"3.2%"
"1956","P02468",2.18644e-06,-0.312333333,79.22286689,2.113,1.19595e-08,32.79681036,-1.3265,-1.401,-1.379,0.801,0.647,0.7845,"P02468","NotFound","P02468_NotFound","P02468","Lamc1",1,10,7,7,"P02468|F8VQJ3","MOUSE",182943.8,6.2,1694,1694.1,66.09,66.09,NA,1607,"Laminin subunit gamma-1","extracellular region|basement membrane|basal lamina|extracellular matrix|laminin-10 complex|extracellular exosome|basement membrane|extracellular matrix|","protein complex assembly|cell adhesion|cell migration|extracellular matrix disassembly|neuron projection development|hemidesmosome assembly|substrate adhesion-dependent cell spreading|","extracellular matrix structural constituent|protein binding|glycosphingolipid binding|",7,10,5.79e+08,"6.2%"
"1364","Q69ZU6",2.18644e-06,-0.366,79.35883451,2.111,1.15909e-08,32.9513079,-1.3785,-1.367,-1.519,0.658,0.727,0.6835,"Q69ZU6","Thsd7a","Q69ZU6_Thsd7a","Q69ZU6","Thsd7a",1,19,10,10,"E9QNR5|E9PWD2|Q69ZU6","MOUSE",191111.8,7.2,1135,1135.1,115.92,115.92,NA,1645,"Thrombospondin type-1 domain-containing protein 7A","plasma membrane|integral component of membrane|extracellular exosome|","angiogenesis|cell differentiation|","",10,19,1.55e+09,"7.2%"
"2057","A2AJQ3",0.000171494,-0.318833333,45.60475472,2.108,2.75121e-05,10.16761619,-1.0245,-1.259,-1.835,0.696,0.591,0.9185,"A2AJQ3","Dpy19l4","A2AJQ3_Dpy19l4","A2AJQ3","Dpy19l4",1,9,4,4,"A2AJQ3|A2AJQ3-2","MOUSE",84344.2,5.9,1791,1791.1,60.26,60.26,NA,722,"Probable C-mannosyltransferase DPY19L4","nuclear inner membrane|integral component of membrane|","protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan|","mannosyltransferase activity|",4,9,2.74e+09,"5.9%"
"2358","F2Z436",0.000107163,-0.420833333,48.01558978,2.106666667,1.57921e-05,11.10302262,-1.0875,-1.448,-1.887,0.726,0.603,0.5685,"F2Z436","NotFound","F2Z436_NotFound","F2Z436","Xylt2",1,9,5,1,"F2Z436","MOUSE",68545,8.5,2087,2087.1,43.84,5.25,NA,607,"Xylosyltransferase 2","membrane|","glycosaminoglycan biosynthetic process|proteoglycan biosynthetic process|heparin biosynthetic process|","acetylglucosaminyltransferase activity|protein xylosyltransferase activity|",5,9,5.72e+08,"8.5%"
"3307","Q7TSK7",9.35684e-05,-0.064,48.76603674,2.098333333,1.32861e-05,11.40972266,-1.1745,-1.135,-1.03,1.323,0.561,1.0715,"Q7TSK7","Adamtsl2","Q7TSK7_Adamtsl2","Q7TSK7","Adamtsl2",1,2,2,2,"Q7TSK7","MOUSE",109068.3,3.6,3105,3105.1,16.52,16.52,NA,957,"ADAMTS-like protein 2","extracellular region|proteinaceous extracellular matrix|","proteolysis|negative regulation of transforming growth factor beta receptor signaling pathway|","metalloendopeptidase activity|zinc ion binding|",2,2,1.89e+08,"3.6%"
"308","Q9QY81",1.23686e-05,-0.325166667,60.57322545,2.094,8.7635e-07,17.40400962,-1.2875,-1.223,-1.606,0.62,0.874,0.6715,"Q9QY81","Nup210","Q9QY81_Nup210","Q9QY81","Nup210",1,88,29,29,"Q9QY81|A0A0R4J1I6","MOUSE",205066.8,20.3,227,227.1,377.25,377.25,NA,1886,"Nuclear pore membrane glycoprotein 210","nuclear envelope|nuclear pore|endoplasmic reticulum membrane|membrane|nuclear membrane|","protein transport|mRNA transport|","protein dimerization activity|",29,88,4.67e+10,"20.3%"
