R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM  
2.233,2.454,2.228,1.993,2.2655,2.1015,2.252,2.486,2.3705,Q8VCS3,Q8VCS3,Fam20b,1,24,9,9,Q8VCS3,MOUSE,47036.2,27.6,1085,1085.1,122.53,122.53,NA,409,Glycosaminoglycan xylosylkinase,Golgi membrane|nucleoplasm|Golgi apparatus|integral component of membrane|,phosphorylation|positive regulation of protein targeting to mitochondrion|,"ATP binding|kinase activity|phosphotransferase activity, alcohol group as acceptor|",9,24,1.46E+10,0.276,2.36E-06,-0.364333333,75.9168631,2.227666667,2.56E-08,29.41567996,-1.3895,-1.502,-1.543,0.746,0.65,0.8525,undefined,9,NA,TRUE
1.177,1.306,1.217,0.823,0.9765,0.9055,1.044,1.251,1.1715,O35350,O35350,Capn1,1,21,15,15,O35350,MOUSE,82789.5,22,1087,1087.1,122.47,122.47,NA,713,Calpain-1 catalytic subunit,cytoplasm|mitochondrion|lysosome|cytosol|plasma membrane|focal adhesion|membrane|extracellular exosome|,proteolysis|protein autoprocessing|receptor catabolic process|mammary gland involution|,calcium-dependent cysteine-type endopeptidase activity|calcium ion binding|protein binding|cytoskeletal protein binding|,15,21,1.37E+10,0.22,4.57E-05,-0.049666667,52.43986241,1.091666667,5.70E-06,12.99969653,-0.5095,-0.609,-0.668,0.609,0.355,0.5245,undefined,9,NA,NA
2.46,2.245,2.544,1.55,1.5155,1.8185,2.383,2.257,2.4585,Q91XL3,Q91XL3,Uxs1,1,16,8,8,Q91XL3|G5E8H4,MOUSE,47665.9,31.1,1101,1101.1,120.8,120.8,NA,420,UDP-glucuronic acid decarboxylase 1,mitochondrion|integral component of membrane|Golgi cisterna membrane|extracellular exosome|,UDP-D-xylose biosynthetic process|protein tetramerization|,protein homodimerization activity|UDP-glucuronate decarboxylase activity|NAD+ binding|,8,16,3.79E+09,0.311,0.000265273,-0.017333333,43.45299659,2.123,4.52E-05,9.392938107,-1.0025,-0.888,-1.346,1.298,0.547,1.2875,undefined,9,NA,TRUE
2.465,2.407,2.63,2.474,2.2975,2.3685,2.722,2.717,3.0095,O09043,O09043,Napsa,1,37,7,7,O09043,MOUSE,45942.9,24.1,1108,1108.1,120.03,120.03,NA,419,Napsin-A,extracellular space|lysosome|extracellular exosome|alveolar lamellar body|,protein catabolic process|membrane protein proteolysis|surfactant homeostasis|,endopeptidase activity|aspartic-type endopeptidase activity|protein binding|peptidase activity|,7,37,1.26E+11,0.241,6.44E-06,-0.353833333,65.14928171,2.490666667,3.06E-07,20.45362352,-1.7835,-1.543,-1.471,0.811,0.758,1.1055,PC,9,TRUE,NA
0.532,0.517,0.479,0.45,0.3555,0.2715,0.791,0.626,0.5285,Q68FL4,Q68FL4,Ahcyl2,1,7,9,4,Q68FL4|F8WGT1|F8WI65|Q68FL4-2|H3BKT5,MOUSE,67925.2,17.4,1120,1120.2,99.06,44.81,NA,613,Putative adenosylhomocysteinase 3,endoplasmic reticulum|cytosol|neuron projection|intracellular membrane-bounded organelle|,one-carbon metabolic process|S-adenosylmethionine cycle|,adenosylhomocysteinase activity|,4,7,2.66E+08,0.088,0.004040163,0.014333333,29.73234676,0.543666667,0.001063568,5.520914684,-0.3845,-0.225,-0.163,0.316,0.121,0.4215,undefined,7,NA,NA
2.397,2.566,2.664,1.925,2.0395,2.2595,1.971,2.205,2.5065,O09164,O09164,Sod3,1,39,7,7,O09164,MOUSE,27733.7,37.4,1131,1131.1,116.93,116.93,NA,251,Extracellular superoxide dismutase [Cu-Zn],extracellular space|nucleus|cytoplasm|Golgi lumen|trans-Golgi network|extracellular exosome|extracellular matrix|,response to hypoxia|removal of superoxide radicals|response to copper ion|oxidation-reduction process|,superoxide dismutase activity|copper ion binding|protein binding|zinc ion binding|,7,39,2.87E+10,0.374,9.85E-06,-0.237,62.06366581,2.270333333,6.22E-07,18.34547724,-1.2315,-1.306,-1.579,1.066,0.716,0.9125,PC,9,TRUE,NA
0.958,1.06,1.277,0.694,0.6555,0.8625,1.03,1.088,1.2385,P70277,P70277,St6galnac2,1,19,10,10,P70277,MOUSE,42709.2,28.6,1138,1138.1,115.81,115.81,NA,373,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",integral component of Golgi membrane|,protein glycosylation|sialylation|,sialyltransferase activity|,10,19,2.74E+09,0.286,0.000283646,0.0245,43.11829317,1.016,4.88E-05,9.277239333,-0.4965,-0.364,-0.59,0.64,0.317,0.6405,undefined,9,NA,TRUE
1.493,1.435,1.737,1.519,1.5305,1.7275,1.619,1.676,1.8515,Q99KR8,Q99KR8,Fuca2,1,19,10,10,Q99KR8,MOUSE,53929.5,23.8,1142,1142.1,115.66,115.66,NA,461,Plasma alpha-L-fucosidase,extracellular space|extracellular exosome|,fucose metabolic process|response to bacterium|glycoside catabolic process|regulation of entry of bacterium into host cell|,alpha-L-fucosidase activity|,10,19,4.58E+10,0.238,3.83E-05,-0.187333333,53.34059721,1.642333333,4.63E-06,13.45454993,-0.9145,-0.834,-1.277,0.541,0.686,0.6745,PC,9,TRUE,NA
2.025,1.923,2.008,1.771,1.5945,1.7065,2.03,1.811,2.0085,Q9JLL0,Q9JLL0,Crim1,1,19,12,12,Q9JLL0,MOUSE,121480.9,13.1,1151,1151.1,114.53,114.53,NA,1037,Cysteine-rich motor neuron 1 protein,integral component of membrane|extracellular exosome|,regulation of cell growth|negative regulation of endopeptidase activity|,serine-type endopeptidase inhibitor activity|insulin-like growth factor binding|PDZ domain binding|,12,19,4.45E+09,0.131,8.99E-06,-0.177833333,62.8358301,2.022666667,5.20E-07,18.85237389,-1.2545,-1.02,-1.293,0.89,0.66,0.9505,undefined,9,TRUE,TRUE
1.183,1.109,1.233,1.086,0.9395,1.0765,1.299,1.095,1.2755,Q9R013,Q9R013,Ctsf,1,24,9,9,Q9R013,MOUSE,52287.6,25.7,1154,1154.1,114.02,114.02,NA,462,Cathepsin F,extracellular space|lysosome|extracellular exosome|extracellular vesicle|,proteolysis involved in cellular protein catabolic process|,cysteine-type endopeptidase activity|cysteine-type peptidase activity|,9,24,4.68E+09,0.257,2.29E-05,-0.058833333,56.19698804,1.177333333,2.40E-06,14.77534553,-0.6795,-0.524,-0.739,0.591,0.432,0.5665,undefined,9,TRUE,NA
1.269,0.918,1.178,1.11,0.9485,1.1585,1.285,0.834,1.4255,Q3U492,Q3U492,Kcp,1,19,11,11,Q3U492|Q3U492-2|E9QNB3|E0CYL0,MOUSE,178777.4,10.3,1157,1157.1,113.66,113.66,NA,1550,Kielin/chordin-like protein,extracellular space|,hematopoietic progenitor cell differentiation|positive regulation of BMP signaling pathway|,protein binding|,11,19,5.94E+08,0.103,3.14E-05,-0.044833333,54.33546521,1.272,3.69E-06,13.94227801,-0.7635,-0.486,-0.793,0.582,0.569,0.6225,PC,9,TRUE,NA
2.162,2.192,2.305,1.78,1.6985,1.8775,2.128,1.935,2.2155,Q6PB93,Q6PB93,Galnt2,1,18,11,10,Q6PB93|Q6PB93-2,MOUSE,65255.1,22.6,1161,1161.1,113.37,98.71,NA,570,Polypeptide N-acetylgalactosaminyltransferase 2,Golgi apparatus|Golgi stack|Golgi lumen|membrane|integral component of membrane|Golgi cisterna membrane|perinuclear region of cytoplasm|extracellular exosome|Golgi apparatus|,immunoglobulin biosynthetic process|protein O-linked glycosylation|O-glycan processing|protein O-linked glycosylation via serine|protein O-linked glycosylation via threonine|,polypeptide N-acetylgalactosaminyltransferase activity|manganese ion binding|carbohydrate binding|,11,18,3.20E+09,0.226,1.26E-05,-0.1935,60.41539096,2.015333333,9.09E-07,17.30708035,-1.1925,-1.041,-1.37,0.945,0.624,0.8735,PC,9,NA,TRUE
1.534,1.87,1.826,1.621,1.9725,1.9285,1.56,1.892,1.8525,O08832,O08832,Galnt4,1,2,3,2,O08832,MOUSE,67409.5,5,1161,1161.2,24.26,9.6,NA,578,Polypeptide N-acetylgalactosaminyltransferase 4,Golgi membrane|integral component of membrane|perinuclear region of cytoplasm|extracellular exosome|Golgi apparatus|,protein glycosylation|,polypeptide N-acetylgalactosaminyltransferase activity|carbohydrate binding|metal ion binding|,2,2,3.12E+08,0.032,1.50E-05,-0.249,59.01354416,1.819,1.26E-06,16.46863625,-0.9325,-1.207,-1.336,0.596,0.749,0.6365,undefined,9,NA,TRUE
0.879,1.131,1.058,0.519,0.7795,0.9095,0.82,1.112,1.0005,Q3U9N4,Q3U9N4,Grn,1,22,7,7,Q3U9N4|P28798,MOUSE,70037.8,18.1,1175,1175.1,111.95,111.95,NA,602,Granulins,extracellular space|mitochondrion|cell surface|intracellular membrane-bounded organelle|extracellular exosome|,blastocyst hatching|embryo implantation|response to estradiol|chondrocyte proliferation|synaptic vesicle endocytosis|positive regulation of epithelial cell proliferation|male mating behavior|positive regulation of dendritic spine development|neural precursor cell proliferation|,poly(A) RNA binding|,7,22,4.44E+09,0.181,0.000479693,0.087833333,40.32247488,1.164666667,9.28E-05,8.358062306,-0.2905,-0.559,-0.634,0.779,0.408,0.8235,PC,9,TRUE,NA
0.956,0.984,0.97,0.739,0.7525,0.8705,1.027,1.013,1.0965,Q9R0E2,Q9R0E2,Plod1,1,13,10,10,Q9R0E2|A8Y5E6,MOUSE,84164,16.7,1181,1181.1,110.82,110.82,NA,728,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",rough endoplasmic reticulum membrane|extracellular exosome|,response to hypoxia|epidermis development|peptidyl-lysine hydroxylation|cellular response to hormone stimulus|oxidation-reduction process|,ferrous iron binding|procollagen-lysine 5-dioxygenase activity|L-ascorbic acid binding|peptide binding|,10,13,1.38E+09,0.167,6.08E-05,-0.007333333,51.00299467,0.929666667,7.94E-06,12.26701402,-0.4385,-0.416,-0.562,0.507,0.34,0.5255,PC,9,TRUE,NA
0.521,0.392,0.618,0.405,0.2745,0.4945,0.489,0.318,0.4275,E9Q9C3,E9Q9C3,Afdn,1,16,10,10,E9Q9C3|Q9QZQ1|Q9QZQ1-2|E9Q852|E9PYX7,MOUSE,208278.9,6.6,1186,1186.1,109.78,109.78,NA,1827,Afadin,nucleoplasm|cytoplasm|plasma membrane|cell-cell junction|adherens junction|cell-cell adherens junction|cell junction|apical part of cell|,signal transduction|positive regulation of GTPase activity|establishment of endothelial intestinal barrier|,protein binding|Ras GTPase binding|,10,16,1.68E+09,0.066,0.001632888,0.031166667,34.21288187,0.429333333,0.000379063,6.565177342,-0.2285,-0.085,-0.237,0.283,0.197,0.2575,NC,6,NA,NA
0.447,0.448,0.443,0.465,0.4815,0.4755,0.471,0.468,0.4665,D3YV00,D3YV00,Atp9b,1,2,5,2,D3YV00|P98195|A0A286YCV0|P98195-2,MOUSE,130526.2,5.2,1189,1189.2,40.37,16.2,NA,1146,Phospholipid-transporting ATPase,endosome|trans-Golgi network|plasma membrane|integral component of membrane|perinuclear region of cytoplasm|,"retrograde vesicle-mediated transport, Golgi to ER|endocytosis|metabolic process|phospholipid translocation|establishment of protein localization to Golgi|",magnesium ion binding|phospholipid-translocating ATPase activity|ATP binding|,2,2,12800000,0.027,0.00022567,-0.0175,44.26683701,0.482666667,3.74E-05,9.58556738,-0.2575,-0.251,-0.268,0.202,0.243,0.2265,undefined,7,NA,TRUE
0.504,0.862,0.469,0.375,0.7475,0.3725,0.834,1.154,0.7505,Q60604,Q60604,Scin,1,16,10,10,Q60604|Q60604-2,MOUSE,80708.6,15.1,1190,1190.1,109.42,109.42,NA,715,Adseverin,cytoplasm|cytoskeleton|brush border|extracellular exosome|,negative regulation of cell proliferation|regulation of chondrocyte differentiation|sequestering of actin monomers|positive regulation of apoptotic process|positive regulation of megakaryocyte differentiation|actin filament severing|positive regulation of actin nucleation|actin filament capping|,calcium ion binding|actin filament binding|,10,16,7.41E+09,0.151,0.005910807,-0.026666667,27.74175985,0.683,0.001681992,5.079914817,-0.2775,-0.583,-0.244,0.256,0.143,0.5455,NC,7,NA,NA
2.507,2.635,2.356,2.571,2.8045,2.4845,2.245,2.467,2.0845,Q9DBX3,Q9DBX3,Susd2,1,14,10,10,Q9DBX3|Q9DBX3-2|Q9DBX3-3,MOUSE,92237.4,12.1,1192,1192.1,108.98,108.98,NA,820,Sushi domain-containing protein 2,plasma membrane|integral component of membrane|extracellular exosome|,receptor-mediated endocytosis|immune response|negative regulation of cell division|negative regulation of cell cycle G1/S phase transition|,scavenger receptor activity|polysaccharide binding|,10,14,2.75E+09,0.121,2.39E-06,-0.441,75.02470673,2.396333333,3.14E-08,28.77958889,-1.6215,-1.695,-1.601,0.737,0.908,0.6265,undefined,9,TRUE,TRUE
1.601,2.171,2.123,1.355,1.8945,2.0885,1.726,2.122,2.4525,O88819,O88819,Fut9,1,14,7,7,O88819,MOUSE,42553.7,35.6,1196,1196.1,108.64,108.64,NA,359,"Alpha-(1,3)-fucosyltransferase 9",integral component of membrane|Golgi cisterna membrane|,protein glycosylation|nervous system development|fucosylation|,alpha-(1->3)-fucosyltransferase activity|,7,14,1.77E+09,0.356,4.23E-05,-0.1415,52.8385839,1.872,5.20E-06,13.21456287,-0.8385,-1.217,-1.177,0.744,0.613,1.0265,undefined,9,NA,TRUE
0.695,0.536,0.647,-0.012,-0.1555,-0.0445,0.608,0.445,0.5605,Q8CCK0,Q8CCK0,H2afy2,1,3,5,3,Q8CCK0,MOUSE,40319.7,17.2,1199,1199.2,57.35,27.17,NA,372,Core histone macro-H2A.2,nucleosome|nuclear chromatin|Barr body|nucleus|nucleoplasm|extracellular exosome|ESC/E(Z) complex|,"negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|brain development|dosage compensation|chromatin modification|positive regulation of keratinocyte differentiation|negative regulation of gene expression, epigenetic|establishment of protein localization to chromatin|negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter|",RNA polymerase II regulatory region sequence-specific DNA binding|chromatin DNA binding|transcription regulatory region DNA binding|protein heterodimerization activity|,3,3,6.80E+07,0.102,0.291258763,0.13,6.73916787,0.175,0.211876706,1.381437336,-0.0335,0.138,0.023,0.438,-0.047,0.2615,NC,5,NA,NA
1.162,1.076,1.109,1.467,1.3975,1.5065,1.313,1.14,1.2905,Q5SSE9,Q5SSE9,Abca13,1,13,9,9,Q5SSE9|Q5SSE9-2|Q5SSE9-3,MOUSE,573565.2,2.9,1200,1200.1,108.43,108.43,NA,5034,ATP-binding cassette sub-family A member 13,integral component of plasma membrane|intracellular membrane-bounded organelle|,metabolic process|cholesterol efflux|phospholipid efflux|transmembrane transport|,"ATP binding|phospholipid transporter activity|cholesterol transporter activity|ATPase activity, coupled to transmembrane movement of substances|",9,13,1.12E+09,0.029,7.38E-05,-0.0485,50.04963753,1.298666667,9.89E-06,11.95235281,-0.7295,-0.643,-0.721,0.411,0.828,0.5635,undefined,9,NA,TRUE
0.265,0.569,0.583,0.092,0.4705,0.4085,0.316,0.569,0.6195,P10639,P10639,Txn,1,28,8,8,P10639,MOUSE,12017.6,52.3,1209,1209.1,107.55,107.55,NA,105,Thioredoxin,nucleus|cytoplasm|mitochondrion|cytosol|extracellular exosome|,"sulfate assimilation|negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|protein folding|glycerol ether metabolic process|response to radiation|positive regulation of peptidyl-serine phosphorylation|regulation of protein import into nucleus, translocation|cellular response to oxidative stress|positive regulation of DNA binding|cell redox homeostasis|negative regulation of protein export from nucleus|oxidation-reduction process|negative regulation of hydrogen peroxide-induced cell death|","protein binding|protein disulfide oxidoreductase activity|peptide disulfide oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|poly(A) RNA binding|",8,28,6.31E+10,0.523,0.016456195,0.001166667,22.28035712,0.428,0.00591513,3.983208723,-0.0165,-0.327,-0.295,0.234,0.079,0.3325,PC,6,NA,NA
2.178,1.715,2.459,2.123,1.8465,2.5045,2.283,1.898,2.6295,Q6PDJ1,Q6PDJ1,Cachd1,1,16,9,9,Q6PDJ1|Q6PDJ1-2|Z4YK18,MOUSE,145978,7.7,1220,1220.1,106.78,106.78,NA,1288,VWFA and cache domain-containing protein 1,integral component of membrane|,calcium ion transport|,NA,9,16,8.70E+08,0.077,0.000248484,-0.405833333,43.7664315,2.267333333,4.20E-05,9.502430166,-1.4475,-1.077,-2.094,0.702,0.664,0.8175,undefined,9,NA,TRUE
2.5,2.534,2.774,2.052,2.0485,2.2525,2.732,2.832,2.9155,P39876,P39876,Timp3,1,25,9,9,P39876,MOUSE,24923.3,33.1,1232,1232.1,105.96,105.96,NA,211,Metalloproteinase inhibitor 3,proteinaceous extracellular matrix|basement membrane|extracellular space|nucleus|cytoplasm|extracellular exosome|extracellular matrix|,central nervous system development|aging|response to mechanical stimulus|response to hormone|negative regulation of endopeptidase activity|response to cytokine|tissue regeneration|response to estrogen|negative regulation of metalloenzyme activity|negative regulation of membrane protein ectodomain proteolysis|response to folic acid|cellular response to organic substance|,protease binding|metalloendopeptidase inhibitor activity|metal ion binding|,9,25,1.75E+10,0.331,8.04E-05,-0.273166667,49.58806474,2.554666667,1.10E-05,11.75455591,-1.3955,-1.366,-1.89,0.996,0.639,1.3775,PC,9,TRUE,NA
1.383,1.172,1.231,1.39,1.3765,1.3295,1.507,1.392,1.3355,F8VQD7,F8VQD7,Ptprg,1,12,8,8,F8VQD7|Q05909|E9Q6E7|D6RD11,MOUSE,162430.7,8.5,1234,1234.1,105.63,105.63,NA,1442,Receptor-type tyrosine-protein phosphatase gamma,extracellular exosome|,negative regulation of epithelial cell migration|peptidyl-tyrosine dephosphorylation|toxin transport|,protein tyrosine phosphatase activity|identical protein binding|,8,12,1.04E+09,0.085,6.44E-06,-0.124,65.0637713,1.393666667,3.12E-07,20.06624835,-0.8985,-0.795,-0.769,0.524,0.523,0.6715,undefined,9,TRUE,TRUE
1.419,1.322,1.461,1.213,1.2445,1.3835,0.404,0.558,0.4635,Q8C165,Q8C165,Pm20d1,1,12,7,7,Q8C165,MOUSE,55776.1,20.6,1243,1243.1,105.01,105.01,NA,503,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,extracellular exosome|,proteolysis|regulation of defense response to virus by host|regulation of viral process|negative regulation of neuron death|,peptidase activity|metal ion binding|,7,12,7.84E+08,0.206,0.009323594,0.138166667,25.36367902,1.050666667,0.002908252,4.583487383,-0.3745,-0.357,-0.43,0.943,0.959,0.0885,PC,8,TRUE,NA
0.987,1.027,1.019,0.786,0.8315,0.8505,0.726,0.786,0.7235,D3Z3Y1,D3Z3Y1,Pigg,1,21,8,8,D3Z3Y1|D3Z4I0|D3YTQ6,MOUSE,109708.9,12.1,1248,1248.1,103.98,103.98,NA,983,"Phosphatidylinositol glycan anchor biosynthesis, class G",endoplasmic reticulum|membrane|integral component of endoplasmic reticulum membrane|,GPI anchor biosynthetic process|,CP2 mannose-ethanolamine phosphotransferase activity|,8,21,3.28E+09,0.121,0.00021024,-0.033833333,44.61988643,0.842,3.45E-05,9.80106159,-0.4445,-0.453,-0.467,0.549,0.377,0.2355,undefined,9,NA,TRUE
1.987,2.021,2.279,1.681,1.8555,2.1195,1.918,2.035,2.3315,Q8BH01,Q8BH01,Tmco3,1,14,9,9,Q8BH01|Q8BH01-2|Q8BH01-3,MOUSE,76415.4,15.6,1249,1249.1,103.66,103.66,NA,678,Transmembrane and coiled-coil domain-containing protein 3,integral component of membrane|,hydrogen ion transmembrane transport|,solute:proton antiporter activity|,9,14,5.00E+09,0.156,2.92E-05,-0.304833333,54.78321157,2.045333333,3.32E-06,14.16716911,-1.1195,-1.2,-1.663,0.747,0.632,0.7745,undefined,9,TRUE,TRUE
0.314,0.523,0.491,0.163,0.3305,0.4015,0.441,0.506,0.5825,Q6NZJ6,Q6NZJ6,Eif4g1,1,5,4,3,Q6NZJ6|E9PVC5|E9Q9E1|Q6NZJ6-2|E9PVC6|A0A0J9YUS5,MOUSE,176929.5,2.1,1250,1250.2,47.55,34.72,NA,1600,Eukaryotic translation initiation factor 4 gamma 1,cytoplasm|membrane|,behavioral fear response|translational initiation|regulation of translational initiation|positive regulation of neuron differentiation|,translation initiation factor activity|protein binding|eukaryotic initiation factor 4E binding|poly(A) RNA binding|,3,5,2.61E+08,0.015,0.008296197,-0.017333333,25.96804709,0.502333333,0.002530436,4.706703393,-0.0835,-0.325,-0.397,0.231,0.102,0.3685,undefined,6,NA,NA
0.773,0.708,0.48,0.547,0.5475,0.3265,0.562,0.598,0.3365,P11862,P11862,Gas2,1,12,8,8,P11862,MOUSE,35527.5,35.6,1253,1253.1,103.17,103.17,NA,314,Growth arrest-specific protein 2,cytoplasm|cytoskeleton|membrane|,apoptotic process|cell cycle arrest|regulation of cell shape|,NA,8,12,8.85E+09,0.356,0.003865523,-0.023666667,29.96722922,0.520333333,0.001007574,5.574597646,-0.3465,-0.376,-0.129,0.367,0.192,0.1505,NC,7,NA,NA
1.4,1.623,1.668,1.523,1.7255,1.7215,1.535,1.756,1.7895,Q8BMD6,Q8BMD6,Tmem260,1,18,9,9,Q8BMD6|Q8BMD6-2,MOUSE,79629.7,16.5,1258,1258.1,102.9,102.9,NA,703,Transmembrane protein 260,integral component of membrane|,NA,NA,9,18,3.93E+09,0.165,9.85E-06,-0.216166667,62.08770516,1.656666667,6.18E-07,18.36105759,-0.8885,-1.026,-1.219,0.58,0.643,0.6135,undefined,9,NA,TRUE
