id,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov
P80318,0.06538183,0.017666667,14.81343454,-0.177666667,0.033010838,-2.677005049,0.0305,0.181,0.108,-0.025,-0.043,-0.1455,P80318,Cct3,P80318_Cct3,P80318,Cct3,1,133,35,35,P80318|Q3U0I3|E9Q133,MOUSE,61199.5,64.4,151,151.1,473.67,473.67,,545,T-complex protein 1 subunit gamma,zona pellucida receptor complex|cytoplasm|chaperonin-containing T-complex|microtubule|plasma membrane|myelin sheath|cell body|extracellular exosome|,protein folding|binding of sperm to zona pellucida|pore complex assembly|toxin transport|,protein binding|ATP binding|poly(A) RNA binding|unfolded protein binding|,35,133,98800000000,64.4%
P98156,2.36007E-06,-0.506833333,75.87870372,2.725333333,2.58303E-08,29.79214768,-1.7435,-1.805,-2.06,0.874,0.811,0.8825,P98156,Vldlr,P98156_Vldlr,P98156,Vldlr,1,115,33,33,P98156|Q91YY0|F8WGI9|F8WIN7,MOUSE,100193.7,43.6,152,152.1,466.26,466.26,,873,Very low-density lipoprotein receptor,extracellular space|nucleus|coated pit|cell surface|membrane|integral component of membrane|very-low-density lipoprotein particle|receptor complex|apical part of cell|perinuclear region of cytoplasm|,negative regulation of transcription from RNA polymerase II promoter|lipid transport|receptor-mediated endocytosis|heart development|response to nutrient|cholesterol metabolic process|ventral spinal cord development|cerebral cortex development|cellular response to insulin stimulus|glycoprotein transport|very-low-density lipoprotein particle clearance|reelin-mediated signaling pathway|cellular response to glucose starvation|response to drug|positive regulation of protein kinase activity|dendrite morphogenesis|cellular response to lipopolysaccharide|cellular response to interleukin-1|cellular response to hypoxia|positive regulation of dendrite development|,glycoprotein binding|calcium ion binding|protein binding|very-low-density lipoprotein particle receptor activity|apolipoprotein binding|very-low-density lipoprotein particle binding|glycoprotein transporter activity|reelin receptor activity|calcium-dependent protein binding|,33,115,85200000000,43.6%
A2A7A7,2.3915E-06,-0.293666667,75.16656849,2.137666667,3.04329E-08,28.65364839,-1.3925,-1.289,-1.406,0.894,0.748,0.6835,A2A7A7,H6pd,A2A7A7_H6pd,A2A7A7,H6pd,1,126,34,34,A2A7A7|Q8CF,MOUSE,90478.8,45.6,153,153.1,465.29,465.29,,797,GDH/6PGL endoplasmic bifunctional protein,mitochondrion|,glucose metabolic process|pentose-phosphate shunt|oxidation-reduction process|response to alcohol|,glucose-6-phosphate dehydrogenase activity|6-phosphogluconolactonase activity|carbohydrate binding|NADP binding|,34,126,3.02E+11,45.6%
Q3TRM4,0.000604312,-0.002,39.14841546,0.644333333,0.000121663,7.954190347,-0.3185,-0.195,-0.459,0.332,0.258,0.3705,Q3TRM4,Pnpla6,Q3TRM4_Pnpla6,Q3TRM4,Pnpla6,1,74,35,35,Q3TRM4|A0A140LI54|Q3TRM4-3|Q3TRM4-2|A0A140LHU9|Q3TRM4-4,MOUSE,150961.1,32.6,154,154.1,462.42,462.42,,1355,Neuropathy target esterase,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|,angiogenesis|organ morphogenesis|lipid catabolic process|phosphatidylcholine metabolic process|,lysophospholipase activity|carboxylic ester hydrolase activity|,35,74,61000000000,32.6%
E9Q7G0,0.691572616,-0.010666667,2.080583061,-0.059666667,0.619357918,-0.520909811,-0.0955,-0.117,0.27,-0.054,0.043,-0.1105,E9Q7G0,Numa1,E9Q7G0_Numa1,E9Q7G0,Numa1,1,61,40,40,E9Q7G0,MOUSE,236710.3,25.1,155,155.1,462.25,462.25,,2094,Nuclear mitotic apparatus protein 1,Golgi membrane|spindle pole|nucleus|nucleoplasm|cytoplasm|spindle microtubule|nuclear matrix|dendrite|neuronal cell body|apical part of cell|extracellular exosome|,establishment of mitotic spindle orientation|meiotic cell cycle|lung epithelial cell differentiation|,microtubule binding|tubulin binding|,40,61,69800000000,25.1%
P13707,0.009466321,0.020666667,25.27370596,-0.369,0.002969131,-4.55181653,0.2685,0.295,0.052,-0.145,-0.121,-0.2255,P13707,Gpd1,P13707_Gpd1,P13707,Gpd1,1,139,31,28,P13707|E0CXN5,MOUSE,38199.6,83.3,156,156.1,459.69,425.98,,349,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",mitochondrion|cytosol|glycerol-3-phosphate dehydrogenase complex|extracellular exosome|,glycerol-3-phosphate metabolic process|gluconeogenesis|NADH oxidation|glycerophosphate shuttle|positive regulation of glycolytic process|glycerol-3-phosphate catabolic process|glycerolipid metabolic process|cellular response to cAMP|cellular response to tumor necrosis factor|,glycerol-3-phosphate dehydrogenase [NAD+] activity|glycerol-3-phosphate dehydrogenase activity|protein homodimerization activity|NAD binding|,31,139,4.91E+11,83.3%
Q3ULJ0,0.138018025,0.007833333,10.7966723,-0.119333333,0.083240134,-2.034107139,0.1185,0.087,-0.003,-0.088,-0.024,-0.0435,Q3ULJ0,Gpd1l,Q3ULJ0_Gpd1l,Q3ULJ0,Gpd1l,1,34,19,16,Q3ULJ0|Q3ULJ0-2|D3Z0L6,MOUSE,38852.4,49.5,156,156.2,239.94,206.23,,351,Glycerol-3-phosphate dehydrogenase 1-like protein,plasma membrane|glycerol-3-phosphate dehydrogenase complex|membrane|extracellular exosome|,regulation of heart rate|carbohydrate metabolic process|NADH metabolic process|positive regulation of sodium ion transport|NAD metabolic process|negative regulation of peptidyl-serine phosphorylation|glycerol-3-phosphate catabolic process|oxidation-reduction process|regulation of ventricular cardiac muscle cell membrane depolarization|ventricular cardiac muscle cell action potential|negative regulation of protein kinase C signaling|positive regulation of protein localization to cell surface|regulation of sodium ion transmembrane transporter activity|,glycerol-3-phosphate dehydrogenase [NAD+] activity|sodium channel regulator activity|protein homodimerization activity|ion channel binding|NAD binding|,16,34,24600000000,42.7%
P47857-3,0.016601868,0.015833333,22.23165446,-0.214,0.005981837,-3.95825447,0.1005,0.161,0.107,-0.058,-0.085,-0.1305,P47857,Pfkm,P47857-3_Pfkm,P47857-3,Pfkm,1,122,34,28,P47857-3|P47857-2|P47857,MOUSE,103523.5,38.7,157,157.1,457.85,372.96,,780,"Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type",cytosol|6-phosphofructokinase complex|apical plasma membrane|extracellular exosome|sperm principal piece|,fructose 6-phosphate metabolic process|glycolytic process|positive regulation of insulin secretion|glucose homeostasis|muscle cell cellular homeostasis|carbohydrate phosphorylation|protein oligomerization|glycolytic process through fructose-6-phosphate|,6-phosphofructokinase activity|protein binding|ATP binding|protein C-terminus binding|phosphofructokinase activity|kinase binding|identical protein binding|protein homodimerization activity|metal ion binding|fructose binding|,34,122,1.39E+11,38.7%
Q8C605,0.214410293,0.0195,8.410472005,-0.114,0.144195863,-1.653207476,0.1815,0.062,-0.014,-0.032,-0.084,0.0035,Q8C605,Pfkp,Q8C605_Pfkp,Q8C605,Pfkp,1,79,33,27,Q8C605|Q9WUA3|Q9WUA3-2,MOUSE,86686.7,45.9,157,157.2,459.1,371.29,,784,ATP-dependent 6-phosphofructokinase,nucleus|cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|,fructose 6-phosphate metabolic process|glycolytic process|carbohydrate phosphorylation|activation of mitophagy in response to mitochondrial depolarization|,6-phosphofructokinase activity|ATP binding|protein complex binding|metal ion binding|,27,79,46600000000,39.2%
P12382,0.060868798,0.0075,15.20909115,-0.149333333,0.030136366,-2.741500179,0.1175,0.101,0.028,-0.051,-0.061,-0.0895,P12382,Pfkl,P12382_Pfkl,P12382,Pfkl,1,64,30,24,P12382,MOUSE,86157.1,41.5,157,157.3,400.67,306.92,,780,"ATP-dependent 6-phosphofructokinase, liver type",cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|,"fructose 6-phosphate metabolic process|glycolytic process|response to glucose|fructose 1,6-bisphosphate metabolic process|negative regulation of insulin secretion|carbohydrate phosphorylation|protein oligomerization|protein homotetramerization|",6-phosphofructokinase activity|ATP binding|kinase binding|identical protein binding|metal ion binding|fructose binding|fructose-6-phosphate binding|6-phosphofructokinase activity|,24,64,84500000000,33.4%
Q8JZQ2,0.273727296,-0.002666667,7.086348445,-0.085,0.195598336,-1.437515808,0.1075,-0.012,0.024,-0.066,-0.07,0.0005,Q8JZQ2,Afg3l2,Q8JZQ2_Afg3l2,Q8JZQ2,Afg3l2,1,113,34,31,Q8JZQ2,MOUSE,90030.6,46,158,158.1,458.62,416.5,,802,AFG3-like protein 2,mitochondrion|mitochondrial inner membrane|integral component of membrane|,mitochondrion organization|axonogenesis|neuromuscular junction development|mitochondrial fusion|nerve development|mitochondrial protein processing|regulation of multicellular organism growth|cristae formation|myelination|muscle fiber development|righting reflex|,metalloendopeptidase activity|ATP binding|zinc ion binding|,34,113,1.69E+11,46.0%
Q920A7,0.079686203,0.002666667,13.74614851,-0.139666667,0.042207065,-2.504414843,0.1145,0.073,0.03,-0.103,-0.024,-0.0745,Q920A7,Afg3l1,Q920A7_Afg3l1,Q920A7,Afg3l1,1,20,11,8,Q920A7|Q920A7-2,MOUSE,87615.6,18.5,158,158.2,160.74,118.62,,789,AFG3-like protein 1,mitochondrion|integral component of membrane|mitochondrial membrane|,mitochondrion organization|mitochondrial fusion|mitochondrial protein processing|cristae formation|,metalloendopeptidase activity|ATP binding|zinc ion binding|,8,20,2060000000,14.9%
Q3TML0,0.000107163,-0.0625,48.02804689,1.662666667,1.57469E-05,11.10805176,-0.7325,-0.882,-1.067,0.979,0.468,0.8595,Q3TML0,Pdia6,Q3TML0_Pdia6,Q3TML0,Pdia6,1,140,31,2,Q3TML0,MOUSE,49087.6,54.8,159,159.1,455.52,28.79,,445,Protein disulfide-isomerase A6,endoplasmic reticulum-Golgi intermediate compartment|extracellular exosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|,protein disulfide isomerase activity|,31,140,2.82E+11,54.8%
Q9NYQ2,0.000176701,-0.027666667,45.45928034,-1.395,2.84493E-05,-10.11350885,0.8155,0.835,0.359,-0.636,-0.705,-0.8345,Q9NYQ2,Hao2,Q9NYQ2_Hao2,Q9NYQ2,Hao2,1,140,31,31,Q9NYQ2,MOUSE,39155.4,75.3,160,160.1,452.93,452.93,,353,Hydroxyacid oxidase 2,mitochondrion|peroxisome|extracellular exosome|,fatty acid oxidation|,(S)-2-hydroxy-acid oxidase activity|receptor binding|FMN binding|very-long-chain-(S)-2-hydroxy-acid oxidase activity|long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity|medium-chain-(S)-2-hydroxy-acid oxidase activity|,31,140,5.12E+11,75.3%
P26443,0.035012953,0.013666667,18.27421909,-0.222333333,0.014879149,-3.253528281,0.1245,0.199,0.051,-0.083,-0.03,-0.1795,P26443,Glud1,P26443_Glud1,P26443,Glud1,1,121,32,32,P26443|P00366,MOUSE,61678,52.6,161,161.1,452.23,452.23,,558,"Glutamate dehydrogenase 1, mitochondrial",cytoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial matrix|,glutamate biosynthetic process|glutamate catabolic process|glutamine metabolic process|long-term memory|response to aluminum ion|positive regulation of insulin secretion|oxidation-reduction process|tricarboxylic acid metabolic process|,glutamate dehydrogenase (NAD+) activity|glutamate dehydrogenase [NAD(P)+] activity|protein binding|ATP binding|GTP binding|enzyme binding|ADP binding|NAD+ binding|leucine binding|,32,121,3.49E+11,52.6%
E9Q8Z5,0.79076398,0.013666667,1.317198275,0.020333333,0.738380421,0.348193324,0.0155,-0.037,0.032,0.01,-0.028,0.0895,E9Q8Z5,Ctnnd1,E9Q8Z5_Ctnnd1,E9Q8Z5,Ctnnd1,1,84,35,1,E9Q8Z5|P30999-3|P30999-2|E9Q903|E9Q906,MOUSE,105563.4,44.5,162,162.1,446.62,17.41,,940,Catenin delta-1,nucleus|cytoplasm|cytosol|plasma membrane|cell-cell junction|cell-cell adherens junction|bicellular tight junction|membrane|lamellipodium|midbody|extracellular exosome|,morphogenesis of a polarized epithelium|cell adhesion|salivary gland morphogenesis|single organismal cell-cell adhesion|keratinocyte differentiation|epithelial cell differentiation involved in salivary gland development|negative regulation of canonical Wnt signaling pathway|,receptor binding|protein binding|protein domain specific binding|cadherin binding|,35,84,34500000000,44.5%
Q8VC30,0.903063386,0.0245,0.609937323,0.019333333,0.86897297,0.171461784,0.0825,0.153,-0.191,0.113,-0.122,0.1115,Q8VC30,Tkfc,Q8VC30_Tkfc,Q8VC30,Tkfc,1,161,28,28,Q8VC30,MOUSE,59975.3,54.6,163,163.1,446.12,446.12,,578,Triokinase/FMN cyclase,nucleus|extracellular exosome|,glycerol metabolic process|negative regulation of MDA-5 signaling pathway|cellular carbohydrate metabolic process|regulation of innate immune response|carbohydrate phosphorylation|,glycerone kinase activity|protein binding|ATP binding|FAD-AMP lyase (cyclizing) activity|metal ion binding|triokinase activity|,28,161,4.58E+11,54.6%
P01132,9.62174E-05,-0.164,48.61844227,1.624333333,1.37453E-05,11.34879833,-0.7615,-0.948,-1.219,0.592,0.49,0.8625,P01132,Egf,P01132_Egf,P01132,Egf,1,111,33,33,P01132|A0A0G2JF92|A0A0G2JDT8|A0A0G2JFB8,MOUSE,136607.2,32,164,164.1,445.4,445.4,,1217,Pro-epidermal growth factor,extracellular region|extracellular space|lysosomal membrane|plasma membrane|integral component of membrane|extracellular exosome|,"activation of MAPKK activity|angiogenesis|epidermal growth factor receptor signaling pathway|STAT protein import into nucleus|positive regulation of cell proliferation|positive regulation of peptidyl-threonine phosphorylation|peptidyl-tyrosine phosphorylation|positive regulation of cerebellar granule cell precursor proliferation|positive regulation of catenin import into nucleus|positive regulation of phosphorylation|positive regulation of DNA binding|positive regulation of MAP kinase activity|positive regulation of epidermal growth factor-activated receptor activity|positive regulation of mitotic nuclear division|positive regulation of transcription, DNA-templated|branching morphogenesis of an epithelial tube|regulation of peptidyl-tyrosine phosphorylation|negative regulation of secretion|regulation of protein transport|mammary gland alveolus development|ERK1 and ERK2 cascade|regulation of calcium ion import|negative regulation of cholesterol efflux|positive regulation of hyaluronan biosynthetic process|regulation of protein localization to cell surface|positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process|",epidermal growth factor receptor binding|calcium ion binding|protein binding|growth factor activity|,33,111,98600000000,32.0%
Q01853,0.149964522,0.015666667,10.34165984,-0.196333333,0.092434483,-1.964960311,-0.0075,0.314,0.035,-0.038,-0.029,-0.1805,Q01853,Vcp,Q01853_Vcp,Q01853,Vcp,1,89,32,33,Q01853|Q3UMC0|A0A0A0MQ80|A0A0G2JFY0|D3Z0U5,MOUSE,90004.9,46.8,165,165.1,445.27,447.22,,806,Transitional endoplasmic reticulum ATPase,proteasome complex|Hrd1p ubiquitin ligase complex|nucleus|nucleoplasm|cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|lipid particle|cytosol|VCP-NPL4-UFD1 AAA ATPase complex|site of double-strand break|myelin sheath|protein complex|perinuclear region of cytoplasm|extracellular exosome|VCP-NSFL1C complex|,"double-strand break repair|ubiquitin-dependent protein catabolic process|ER to Golgi vesicle-mediated transport|activation of cysteine-type endopeptidase activity involved in apoptotic process|cellular response to DNA damage stimulus|protein ubiquitination|protein N-linked glycosylation via asparagine|viral genome replication|translesion synthesis|ER-associated ubiquitin-dependent protein catabolic process|retrograde protein transport, ER to cytosol|positive regulation of protein complex assembly|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|protein hexamerization|positive regulation of protein catabolic process|ATP metabolic process|protein homooligomerization|aggresome assembly|ER-associated misfolded protein catabolic process|positive regulation of protein K63-linked deubiquitination|positive regulation of Lys63-specific deubiquitinase activity|",protein binding|ATP binding|lipid binding|ATPase activity|protein phosphatase binding|protein domain specific binding|polyubiquitin binding|protein complex binding|deubiquitinase activator activity|K48-linked polyubiquitin binding|MHC class I protein binding|identical protein binding|ADP binding|ubiquitin-like protein ligase binding|poly(A) RNA binding|ubiquitin-specific protease binding|,34,89,39300000000,46.8%
D3Z4J2,0.005013828,-0.108333333,28.62229754,0.834333333,0.001373315,5.271976755,-0.4315,-0.26,-0.885,0.373,0.204,0.3495,D3Z4J2,NotFound,D3Z4J2_NotFound,D3Z4J2,Katnal2,1,2,3,2,D3Z4J2|Q9D3R6|Q9D3R6-3|D6RGM7|Q9D3R6-2,MOUSE,56216.3,12.1,165,165.2,22.09,10.46,,495,Katanin p60 ATPase-containing subunit A-like 2,cytoplasm|microtubule|,metabolic process|cytoplasmic microtubule organization|microtubule severing|,ATP binding|microtubule binding|microtubule-severing ATPase activity|,2,2,130000000,9.6%
Q9D0I9,0.00044715,0.004666667,40.67958442,-0.447666667,8.55149E-05,-8.397274602,0.2325,0.268,0.185,-0.238,-0.216,-0.2035,Q9D0I9,Rars,Q9D0I9_Rars,Q9D0I9,Rars,1,114,34,34,Q9D0I9,MOUSE,76470.9,53,166,166.1,445.27,445.27,,660,"Arginine--tRNA ligase, cytoplasmic",nucleoplasm|cytoplasm|mitochondrion|membrane|aminoacyl-tRNA synthetase multienzyme complex|extracellular exosome|,arginyl-tRNA aminoacylation|,tRNA binding|arginine-tRNA ligase activity|ATP binding|arginine binding|,34,114,63200000000,53.0%
P55096,0.135191106,0.0245,10.91150869,-0.221333333,0.081067939,-2.055821277,0.2825,0.224,-0.101,-0.129,-0.024,-0.1055,P55096,Abcd3,P55096_Abcd3,P55096,Abcd3,1,139,32,32,P55096|A0A0G2JDI9,MOUSE,75986.8,48.4,167,167.1,444.99,444.99,,659,ATP-binding cassette sub-family D member 3,mitochondrion|mitochondrial inner membrane|peroxisome|peroxisomal membrane|peroxisomal matrix|membrane|integral component of membrane|intracellular membrane-bounded organelle|,fatty acid biosynthetic process|fatty acid beta-oxidation|peroxisome organization|response to organic cyclic compound|peroxisomal long-chain fatty acid import|response to drug|very long-chain fatty acid catabolic process|transmembrane transport|,"long-chain fatty acid transporter activity|protein binding|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|protein homodimerization activity|protein self-association|",32,139,5.54E+11,48.4%
P35486,0.166129243,-0.001166667,9.792930808,-0.103333333,0.104883439,-1.874539321,0.1045,0.017,0.03,-0.027,-0.083,-0.0485,P35486,Pdha1,P35486_Pdha1,P35486,Pdha1,1,98,32,30,P35486,MOUSE,43915.5,68.9,168,168.1,444.39,422.18,,390,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",nucleus|mitochondrion|mitochondrial matrix|myelin sheath|pyruvate dehydrogenase complex|,glucose metabolic process|acetyl-CoA biosynthetic process from pyruvate|glycolytic process|tricarboxylic acid cycle|,pyruvate dehydrogenase activity|pyruvate dehydrogenase (acetyl-transferring) activity|,32,98,84600000000,68.9%
E9Q236,0.645920103,0.027,2.450798898,-0.053,0.568748298,-0.599485555,0.0555,0.061,0.044,-0.079,0.189,-0.1085,E9Q236,Abcc4,E9Q236_Abcc4,E9Q236,Abcc4,1,65,35,35,E9Q236|E9Q467,MOUSE,149741.1,30.1,169,169.1,444.34,444.34,,1325,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",plasma membrane|membrane|integral component of membrane|basolateral plasma membrane|platelet dense granule membrane|,drug transmembrane transport|metabolic process|,"ATP binding|drug transmembrane transporter activity|ATPase activity, coupled to transmembrane movement of substances|",35,65,17600000000,30.1%
P17427,0.679233384,0.012833333,2.179000398,-0.032,0.60548022,-0.541830627,-0.0375,0.101,0.023,0.01,-0.028,0.0085,P17427,Ap2a2,P17427_Ap2a2,P17427,Ap2a2,1,75,36,27,P17427|A0A140LHG0,MOUSE,104927.5,43.2,170,170.1,444.18,336.79,,938,AP-2 complex subunit alpha-2,plasma membrane|coated pit|cytoplasmic membrane-bounded vesicle|membrane coat|clathrin adaptor complex|secretory granule|,intracellular protein transport|endocytosis|vesicle-mediated transport|regulation of hematopoietic stem cell differentiation|,protein binding|lipid binding|protein transporter activity|protein kinase binding|protein complex binding|,36,75,31300000000,43.2%
