R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome unique_peptides,Proteome numSpectra,Proteome totalIntensity,Proteome pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM,(Note: signalP and TM are for ES>=5) 
0.428,0.383,0.421,0.389,0.3045,0.2615,0.4,0.233,0.2705,Q8BJW6,Q8BJW6,Eif2a,1,36,15,15,Q8BJW6|Q8BJW6-2,MOUSE,64915.6,32.1,758,758.1,172.5,172.5,NA,581,Eukaryotic translation initiation factor 2A,extracellular space|cytoplasm|eukaryotic translation initiation factor 2 complex|blood microparticle|,translation|translational initiation|regulation of translation|protein phosphorylation|positive regulation of signal transduction|SREBP signaling pathway|ribosome assembly|,tRNA binding|translation initiation factor activity|ribosome binding|,15,36,3.57E+10,0.321,0.005227319,0.000666667,28.4048212,0.357666667,0.001443836,5.195652157,-0.2495,-0.141,-0.144,0.278,0.152,0.1085,undefined,1,,,
0.071,-0.156,0.01,0.242,0.0325,0.2435,0.108,-0.073,0.0295,Q920R6,Q920R6,Atp6v0a4,1,30,12,12,Q920R6,MOUSE,96402.1,17.4,759,759.1,172.35,172.35,NA,833,V-type proton ATPase 116 kDa subunit a isoform 4,"vacuolar proton-transporting V-type ATPase, V0 domain|lysosomal membrane|endosome|plasma membrane|brush border|integral component of membrane|apical plasma membrane|vacuolar proton-transporting V-type ATPase complex|brush border membrane|apical part of cell|extracellular exosome|vacuolar proton-transporting V-type ATPase complex|",ossification|regulation of pH|vacuolar acidification|excretion|sensory perception of sound|ATP synthesis coupled proton transport|ATP hydrolysis coupled proton transport|proton transport|vacuolar proton-transporting V-type ATPase complex assembly|,"hydrogen-exporting ATPase activity, phosphorylative mechanism|proton-transporting ATPase activity, rotational mechanism|ATPase binding|",12,30,8.27E+09,0.174,0.369514031,0.017,5.474145625,0.088333333,0.283521134,1.166084165,-0.1075,0.072,-0.046,-0.012,0.163,0.0325,undefined,0,,,
0.12,0.292,0.334,-0.143,0.0855,0.0675,0.109,0.31,0.3155,P19157,P19157,Gstp1,1,47,13,13,P19157|P46425|Q8VC73|F6RWR5,MOUSE,23779.9,69,760,760.1,172.11,172.11,NA,210,Glutathione S-transferase P 1,extracellular space|intracellular|nucleus|cytoplasm|mitochondrion|cytosol|plasma membrane|vesicle|protein complex|extracellular exosome|TRAF2-GSTP1 complex|,response to reactive oxygen species|negative regulation of acute inflammatory response|glutathione metabolic process|xenobiotic metabolic process|response to toxic substance|negative regulation of biosynthetic process|oligodendrocyte development|organ regeneration|response to nutrient levels|response to estradiol|negative regulation of interleukin-1 beta production|negative regulation of tumor necrosis factor production|cellular response to insulin stimulus|regulation of stress-activated MAPK cascade|negative regulation of stress-activated MAPK cascade|positive regulation of superoxide anion generation|response to L-ascorbic acid|common myeloid progenitor cell proliferation|negative regulation of apoptotic process|negative regulation of I-kappaB kinase/NF-kappaB signaling|response to amino acid|negative regulation of MAP kinase activity|negative regulation of JUN kinase activity|response to ethanol|negative regulation of fibroblast proliferation|negative regulation of nitric-oxide synthase biosynthetic process|regulation of ERK1 and ERK2 cascade|negative regulation of ERK1 and ERK2 cascade|negative regulation of leukocyte proliferation|cellular response to lipopolysaccharide|cellular response to epidermal growth factor stimulus|cellular response to glucocorticoid stimulus|cellular response to cell-matrix adhesion|negative regulation of monocyte chemotactic protein-1 production|negative regulation of neutrophil aggregation|negative regulation of peroxidase activity|negative regulation of extrinsic apoptotic signaling pathway|,glutathione transferase activity|protein binding|drug binding|JUN kinase binding|kinase regulator activity|S-nitrosoglutathione binding|dinitrosyl-iron complex binding|,13,47,5.84E+10,0.69,0.319601589,0.013,6.236121325,0.109,0.237896399,1.296847676,0.0945,-0.112,-0.107,0.126,-0.044,0.1205,NC,0,,,
-0.107,-0.138,-0.082,-0.064,-0.1575,-0.0275,-0.097,-0.127,-0.0445,F8WGX5,F8WGX5,Dmxl1,1,25,16,16,F8WGX5|Q6PNC0,MOUSE,341439.1,6.3,761,761.1,172.1,172.1,NA,3025,DmX-like protein 1,NA,NA,NA,16,25,4.06E+09,0.063,0.312076911,0.0195,6.363849547,-0.066666667,0.23100163,-1.31731946,0.0525,0.075,0.031,-0.027,-0.011,-0.0035,undefined,0,,,
0.197,0.217,0.21,0.153,0.2175,0.1835,0.006,0.073,0.0975,Q8CIN4,Q8CIN4,Pak2,1,33,13,9,Q8CIN4|Q61036|Q61036-2|S4R2K7,MOUSE,58214.6,35.1,762,762.1,171.97,104.72,NA,524,Serine/threonine-protein kinase PAK 2,nucleoplasm|cytoplasm|membrane|perinuclear region of cytoplasm|,protein phosphorylation|Rho protein signal transduction|regulation of mitotic cell cycle|phosphorylation|cell migration|peptidyl-serine phosphorylation|signal transduction by protein phosphorylation|actin cytoskeleton organization|stress-activated protein kinase signaling cascade|activation of protein kinase activity|regulation of growth|negative regulation of apoptotic process|regulation of MAPK cascade|protein autophosphorylation|positive regulation of peptidyl-tyrosine phosphorylation|dendritic spine development|positive regulation of protein tyrosine kinase activity|cellular response to organic cyclic compound|positive regulation of extrinsic apoptotic signaling pathway|negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis|,protein kinase activity|protein serine/threonine kinase activity|protein binding|ATP binding|protein kinase binding|protein tyrosine kinase activator activity|identical protein binding|Rac GTPase binding|,13,33,2.43E+10,0.351,0.052936998,-0.014833333,15.92648003,0.189333333,0.025547711,2.859261582,-0.0925,-0.116,-0.12,0.152,0.119,-0.0315,NC,0,,,
-0.368,-0.217,-0.111,-0.242,-0.2225,0.0225,-0.356,-0.332,-0.0535,Q3THS6,Q3THS6,Mat2a,1,22,14,14,Q3THS6|A0A0U1RNK6|A0A0U1RNT6|Q91X83,MOUSE,44030.3,34.4,763,763.1,171.4,171.4,NA,395,S-adenosylmethionine synthase isoform type-2,cytosol|methionine adenosyltransferase complex|,S-adenosylmethionine biosynthetic process|one-carbon metabolic process|,methionine adenosyltransferase activity|ATP binding|metal ion binding|,14,22,7.41E+09,0.344,0.062558409,0.0175,15.04744299,-0.203333333,0.031279205,-2.716938146,0.1895,0.183,-0.015,-0.107,-0.028,-0.1175,undefined,0,,,
-0.382,-0.345,-0.272,-0.12,-0.2885,-0.1965,-0.125,-0.17,-0.0855,Q9D8W5,Q9D8W5,Psmd12,1,26,15,15,Q9D8W5|Q3TRH2|B1AT36,MOUSE,53293.7,31.3,764,764.1,171.35,171.35,NA,456,26S proteasome non-ATPase regulatory subunit 12,proteasome complex|proteasome regulatory particle|membrane|proteasome accessory complex|extracellular exosome|,NA,NA,15,26,1.77E+10,0.313,0.062000557,0.013333333,15.09823396,-0.187,0.030915523,-2.723398753,0.0535,0.209,0.058,-0.149,-0.038,-0.0535,undefined,0,,,
-0.346,-0.254,-0.302,-0.257,-0.1695,-0.1995,-0.322,-0.265,-0.3155,Q8CBE3,Q8CBE3,Wdr37,1,27,14,14,Q8CBE3|Q05BF4,MOUSE,55729.6,30.2,765,765.1,171.02,171.02,NA,496,WD repeat-containing protein 37,NA,NA,NA,14,27,4.82E+09,0.302,0.010672697,0.028333333,24.61152999,-0.239,0.003458175,-4.412710876,0.1735,0.129,0.141,-0.119,-0.04,-0.1145,undefined,0,,,
0.204,0.281,0.235,0.121,0.0705,0.0665,0.184,0.258,0.1975,Q76MZ3,Q76MZ3,Ppp2r1a,1,34,14,14,Q76MZ3|G3UWS4|H3BKU1|Q3TTF6|H3BLE7|Q7TNP2|H3BLQ0|H3BIV7,MOUSE,66120.2,29.8,766,766.1,170.99,170.99,NA,589,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,"protein phosphatase type 2A complex|chromosome, centromeric region|cytosol|extracellular exosome|","protein complex assembly|chromosome segregation|female meiotic division|regulation of protein phosphatase type 2A activity|meiotic spindle elongation|mitotic sister chromatid separation|meiotic sister chromatid cohesion, centromeric|peptidyl-serine dephosphorylation|regulation of meiotic cell cycle process involved in oocyte maturation|positive regulation of extrinsic apoptotic signaling pathway in absence of ligand|",antigen binding|protein serine/threonine phosphatase activity|protein binding|protein phosphatase type 2A regulator activity|protein heterodimerization activity|,14,34,2.96E+10,0.298,0.078399355,0.019333333,13.8263116,0.149666667,0.041435143,2.517315167,-0.0505,-0.054,-0.062,0.153,0.011,0.1185,undefined,0,,,
0.1,0.027,0.038,0.019,-0.1125,-0.0375,0.127,0.002,0.0305,P47963,P47963,Rpl13,1,40,15,15,P47963,MOUSE,24362.1,51.6,767,767.1,170.9,170.9,NA,211,60S ribosomal protein L13,nucleus|nucleolus|cytoplasm|membrane|cytosolic large ribosomal subunit|,translation|,structural constituent of ribosome|poly(A) RNA binding|,15,40,5.05E+10,0.516,0.978341153,0.011666667,0.140362391,0.002333333,0.968197063,0.041382844,-0.0285,0.057,0.003,0.037,-0.037,0.0385,undefined,0,,,
2.711,2.834,2.986,2.174,2.3875,2.4775,2.532,2.702,2.8455,Q8BM72,Q8BM72,Hspa13,1,43,13,13,Q8BM72|D3Z0Y0|Q8BM72-2,MOUSE,51765.4,30.5,768,768.1,170.78,170.78,NA,471,Heat shock 70 kDa protein 13,endoplasmic reticulum|extracellular exosome|,NA,ATP binding|,13,43,6.04E+10,0.305,2.58E-05,-0.335166667,55.52785043,2.556,2.80E-06,14.54878112,-1.4395,-1.425,-1.975,1.078,0.703,1.0475,PC,9,TRUE,,
0.117,0.027,-0.042,0.119,0.0305,-0.0065,0.128,0.024,-0.1055,Q99JR6,Q99JR6,Nmnat3,1,31,12,12,Q99JR6|Q3V3C7|Q3V3F1,MOUSE,27873.4,64.4,769,769.1,170.39,170.39,NA,245,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3,mitochondrion|,NAD biosynthetic process|response to wounding|,nicotinamide-nucleotide adenylyltransferase activity|nicotinate-nucleotide adenylyltransferase activity|ATP binding|,12,31,1.98E+10,0.644,0.688240711,-0.027333333,2.109176457,0.033666667,0.615293538,0.526840436,-0.1295,-0.045,0.042,0.009,0.005,-0.0455,NC,0,,,
-0.063,0.147,-0.021,-0.077,0.0885,-0.0435,0.01,0.102,0.0195,O54988,O54988,Slk,1,24,15,14,O54988|O54988-2,MOUSE,142138.8,12,770,770.1,170.13,156.89,NA,1233,STE20-like serine/threonine-protein kinase,cytoplasm|extracellular exosome|,apoptotic process|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|activation of protein kinase activity|regulation of apoptotic process|protein autophosphorylation|,protein serine/threonine kinase activity|ATP binding|identical protein binding|protein homodimerization activity|,15,24,3.97E+10,0.12,0.652931325,-0.002833333,2.389984359,0.035333333,0.576768541,0.586487967,0.0205,-0.094,0.012,-0.011,-0.01,0.0655,undefined,0,,,
-0.438,-0.26,-0.632,0.054,0.2135,-0.0145,-0.447,-0.273,-0.6405,O55098,O55098,Stk10,1,5,4,3,O55098,MOUSE,112474.4,4.3,770,770.2,34.66,21.42,NA,966,Serine/threonine-protein kinase 10,cytoplasm|plasma membrane|extracellular exosome|,cell cycle|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|activation of protein kinase activity|regulation of apoptotic process|protein autophosphorylation|lymphocyte aggregation|regulation of lymphocyte migration|,protein serine/threonine kinase activity|ATP binding|identical protein binding|protein homodimerization activity|,3,5,3.84E+08,0.032,0.04548265,0.0305,16.80614522,-0.334,0.020863419,-3.013753779,0.1825,0.009,0.401,-0.189,-0.018,-0.2025,undefined,0,,,
-1.207,-1,-0.731,-1.159,-0.9825,-0.6995,-1.343,-1.238,-0.9095,Q99KR3,Q99KR3,Lactb2,1,36,12,12,Q99KR3,MOUSE,33039.1,47.2,771,771.1,170.13,170.13,NA,288,Endoribonuclease LACTB2,mitochondrion|,metabolic process|,hydrolase activity|metal ion binding|,12,36,5.44E+10,0.472,0.000431259,0.023833333,40.8893805,-1.042,8.15E-05,-8.537836855,0.7705,0.551,0.313,-0.416,-0.468,-0.6075,NC,0,,,
-0.054,-0.4,-0.074,0.065,-0.1595,0.0875,-0.151,-0.323,-0.1245,Q9DBG1,Q9DBG1,Cyp27a1,1,23,12,12,Q9DBG1,MOUSE,60947.3,24.3,772,772.1,169.74,169.74,NA,533,"Sterol 26-hydroxylase, mitochondrial",mitochondrion|mitochondrial inner membrane|,cholesterol metabolic process|calcitriol biosynthetic process from calciol|oxidation-reduction process|,iron ion binding|heme binding|vitamin D3 25-hydroxylase activity|cholesterol 26-hydroxylase activity|cholestanetriol 26-monooxygenase activity|,12,23,6.84E+09,0.243,0.333055209,0.014166667,6.015894067,-0.103333333,0.250271037,-1.259094468,-0.0155,0.202,0.011,-0.063,0.059,-0.1085,undefined,0,,,
0.012,0.033,-0.062,-0.09,-0.1205,-0.1995,0.077,0.022,-0.1445,P47962,P47962,Rpl5,1,40,13,13,P47962,MOUSE,34628.3,39.7,773,773.1,169.67,169.67,NA,297,60S ribosomal protein L5,nucleus|nucleolus|cytoplasm|focal adhesion|membrane|cytosolic large ribosomal subunit|ribonucleoprotein complex|extracellular exosome|,rRNA processing|translation|ribosomal large subunit biogenesis|,structural constituent of ribosome|protein binding|5S rRNA binding|poly(A) RNA binding|,13,40,1.96E+10,0.397,0.258658834,0.0015,7.395735378,-0.086666667,0.182148862,-1.488373157,0.0105,0.021,0.103,-0.002,-0.094,-0.0295,undefined,0,,,
1.838,1.837,1.96,1.598,1.6325,1.7335,1.81,1.917,1.9005,E9QQ30,E9QQ30,Eif2ak3,1,28,15,15,E9QQ30|Q9Z2B5|A0A0R4J1Y1,MOUSE,125809.1,16.8,774,774.1,168.97,168.97,NA,1114,Eukaryotic translation initiation factor 2-alpha kinase 3,cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|membrane|,skeletal system development|ossification|angiogenesis|chondrocyte development|translation|protein phosphorylation|activation of cysteine-type endopeptidase activity involved in apoptotic process|ER overload response|endoplasmic reticulum organization|lactation|positive regulation of signal transduction|positive regulation of vascular endothelial growth factor production|positive regulation of gene expression|negative regulation of gene expression|regulation of translational initiation by eIF2 alpha phosphorylation|negative regulation of translation|regulation of fatty acid metabolic process|calcium-mediated signaling|bone mineralization|endoplasmic reticulum unfolded protein response|pancreas development|endocrine pancreas development|negative regulation of myelination|negative regulation of translation in response to stress|positive regulation of protein binding|SREBP signaling pathway|response to endoplasmic reticulum stress|cellular response to glucose starvation|negative regulation of apoptotic process|fat cell differentiation|positive regulation of transcription from RNA polymerase I promoter|protein autophosphorylation|insulin-like growth factor receptor signaling pathway|protein homooligomerization|intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress|regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|,protein kinase activity|protein serine/threonine kinase activity|eukaryotic translation initiation factor 2alpha kinase activity|protein binding|ATP binding|enzyme binding|protein phosphatase binding|identical protein binding|Hsp90 protein binding|,15,28,4.11E+09,0.168,8.39E-06,-0.196666667,63.22109779,1.845666667,4.76E-07,19.11032781,-1.0685,-1.017,-1.273,0.742,0.592,0.8445,undefined,9,TRUE,TRUE,
0.274,0.477,0.466,-0.009,0.1865,0.1745,0.353,0.528,0.5575,Q61753,Q61753,Phgdh,1,26,15,15,Q61753,MOUSE,57383.3,34.7,775,775.1,168.82,168.82,NA,533,D-3-phosphoglycerate dehydrogenase,myelin sheath|extracellular exosome|,glutamine metabolic process|glycine metabolic process|L-serine metabolic process|L-serine biosynthetic process|threonine metabolic process|gamma-aminobutyric acid metabolic process|regulation of gene expression|taurine metabolic process|spinal cord development|glial cell development|neural tube development|neurogenesis|neuron projection development|oxidation-reduction process|G1 to G0 transition|,phosphoglycerate dehydrogenase activity|NAD binding|,15,26,2.46E+09,0.347,0.038412738,0.043833333,17.75118869,0.332,0.016783446,3.173925608,0.0045,-0.186,-0.185,0.259,0.016,0.3545,undefined,4,,,
-0.328,-0.461,-0.157,-0.278,-0.3575,-0.0405,-0.303,-0.351,-0.0305,Q9CZD3,Q9CZD3,Gars,1,24,15,15,Q9CZD3,MOUSE,82675,26.3,776,776.1,168.81,168.81,NA,729,Glycine--tRNA ligase,nucleoplasm|cytoplasm|mitochondrion|secretory granule|axon|extracellular exosome|,glycyl-tRNA aminoacylation|diadenosine tetraphosphate biosynthetic process|,glycine-tRNA ligase activity|protein binding|ATP binding|protein dimerization activity|,15,24,2.31E+11,0.263,0.036681243,0.0045,18.02366852,-0.265333333,0.015762792,-3.216422885,0.1885,0.252,-0.029,-0.138,-0.135,-0.1115,PC,0,,,
-0.168,0.092,0.125,-0.048,0.1155,0.0835,-0.2,0.066,0.0225,A0A0R4IZX2,A0A0R4IZX2,Slc9a3r2,1,31,11,1,A0A0R4IZX2|A0A0R4J006|Q9JHL1-2,MOUSE,37774.4,36.4,777,777.1,168.62,11.42,NA,337,Na(+)/H(+) exchange regulatory cofactor NHE-RF,NA,NA,NA,11,31,1.39E+10,0.364,0.728639637,-0.005166667,1.798942636,0.032666667,0.660854325,0.458856025,0.1035,-0.091,-0.077,0.038,0.028,-0.0325,undefined,0,,,
0.277,0.208,0.174,0.212,0.1525,0.1565,0.098,0.059,0.0605,P98203,P98203,Arvcf,1,19,14,14,P98203|P98203-2|P98203-5|P98203-4|P98203-3,MOUSE,105634.4,19.5,778,778.1,168.61,168.61,NA,962,Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog,nucleus|nucleoplasm|cytoplasm|plasma membrane|cell junction|,multicellular organismal development|single organismal cell-cell adhesion|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|,protein binding|,14,19,2.01E+09,0.195,0.136156609,0.0095,10.87226687,0.134,0.081803769,2.046111117,-0.0465,-0.056,-0.07,0.161,0.096,-0.0275,undefined,0,,,
2.22,2.29,2.417,1.964,2.0115,2.1935,2.121,2.324,2.3235,P49935,P49935,Ctsh,1,46,12,12,P49935,MOUSE,37740.2,46.5,779,779.1,168.44,168.44,NA,333,Pro-cathepsin H,extracellular space|lysosome|cytosol|extracellular exosome|alveolar lamellar body|,metanephros development|T cell mediated cytotoxicity|immune response-regulating signaling pathway|proteolysis|apoptotic process|activation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of cell proliferation|positive regulation of gene expression|positive regulation of epithelial cell migration|neuropeptide catabolic process|bradykinin catabolic process|positive regulation of peptidase activity|positive regulation of cell migration|zymogen activation|protein destabilization|response to retinoic acid|membrane protein proteolysis|negative regulation of apoptotic process|surfactant homeostasis|positive regulation of angiogenesis|proteolysis involved in cellular protein catabolic process|dichotomous subdivision of terminal units involved in lung branching|ERK1 and ERK2 cascade|cellular response to thyroid hormone stimulus|positive regulation of apoptotic signaling pathway|,endopeptidase activity|aminopeptidase activity|cysteine-type endopeptidase activity|serine-type endopeptidase activity|peptidase activity|cysteine-type peptidase activity|cysteine-type endopeptidase activator activity involved in apoptotic process|peptidase activator activity involved in apoptotic process|HLA-A specific activating MHC class I receptor activity|thyroid hormone binding|,12,46,3.55E+10,0.465,6.03E-06,-0.292,65.86721292,2.233666667,2.59E-07,20.97685767,-1.3325,-1.291,-1.603,0.925,0.684,0.8655,undefined,9,TRUE,,
-0.017,-0.127,0.115,-0.079,-0.1185,0.1735,-0.263,-0.323,-0.0995,Q9DCT2,Q9DCT2,Ndufs3,1,32,13,13,Q9DCT2,MOUSE,30319.9,46.7,780,780.1,168.37,168.37,NA,263,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",nucleus|mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain complex I|mitochondrial membrane|myelin sheath|,substantia nigra development|negative regulation of cell growth|oxidation-reduction process|reactive oxygen species metabolic process|negative regulation of intrinsic apoptotic signaling pathway|,NADH dehydrogenase activity|NADH dehydrogenase (ubiquinone) activity|,13,32,4.32E+10,0.467,0.365854363,0.0165,5.531118858,-0.092,0.279826032,-1.176016992,0.0815,0.157,-0.051,0.041,-0.004,-0.1255,NC,0,,,
