Brain_Searched, 126:127, XBirA_2:No_BirA_6	Brain_Searched, 126:128, XBirA_2:No_BirA_5	Brain_Searched, 126:129, XBirA_2:XBirA_3	Brain_Searched, 126:130, XBirA_2:XBirA_1	Brain_Searched, 126:131, XBirA_2:No_BirA_4	Brain_Searched, 127:126, No_BirA_6:XBirA_2	Brain_Searched, 127:128, No_BirA_6:No_BirA_5	Brain_Searched, 127:129, No_BirA_6:XBirA_3	Brain_Searched, 127:130, No_BirA_6:XBirA_1	Brain_Searched, 127:131, No_BirA_6:No_BirA_4	Brain_Searched, 128:126, No_BirA_5:XBirA_2	Brain_Searched, 128:127, No_BirA_5:No_BirA_6	Brain_Searched, 128:129, No_BirA_5:XBirA_3	Brain_Searched, 128:130, No_BirA_5:XBirA_1	Brain_Searched, 128:131, No_BirA_5:No_BirA_4	Brain_Searched, 129:126, XBirA_3:XBirA_2	Brain_Searched, 129:127, XBirA_3:No_BirA_6	Brain_Searched, 129:128, XBirA_3:No_BirA_5	Brain_Searched, 129:130, XBirA_3:XBirA_1	Brain_Searched, 129:131, XBirA_3:No_BirA_4	Brain_Searched, 130:126, XBirA_1:XBirA_2	Brain_Searched, 130:127, XBirA_1:No_BirA_6	Brain_Searched, 130:128, XBirA_1:No_BirA_5	Brain_Searched, 130:129, XBirA_1:XBirA_3	Brain_Searched, 130:131, XBirA_1:No_BirA_4	Brain_Searched, 131:126, No_BirA_4:XBirA_2	Brain_Searched, 131:127, No_BirA_4:No_BirA_6	Brain_Searched, 131:128, No_BirA_4:No_BirA_5	Brain_Searched, 131:129, No_BirA_4:XBirA_3	Brain_Searched, 131:130, No_BirA_4:XBirA_1	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Brain_Searched unique_peptides	Brain_Searched numSpectra	Brain_Searched totalIntensity	Brain_Searched pct_cov
1.084	0.843	0.019	0.057	0.315	-1.084	-0.291	-1.072	-1.037	-0.812	-0.843	0.291	-0.803	-0.789	-0.498	-0.019	1.072	0.803	0.029	0.224	-0.057	1.037	0.789	-0.029	0.229	-0.315	0.812	0.498	-0.224	-0.229	P80317	P80317	Cct6a	1	60	23	23	P80317|Q61390|B1AT05	MOUSE	58459.7	48.7	310	310.1	331	331		531	T-complex protein 1 subunit zeta	acrosomal vesicle|zona pellucida receptor complex|chaperonin-containing T-complex|microtubule|cell body|extracellular exosome|	protein folding|binding of sperm to zona pellucida|toxin transport|	protein binding|ATP binding|poly(A) RNA binding|unfolded protein binding|	23	60	1.69e+10	48.7%
1.12	0.914	0.104	0.088	0.433	-1.12	-0.222	-1.039	-1.07	-0.722	-0.914	0.222	-0.827	-0.83	-0.51	-0.104	1.039	0.827	-0.051	0.311	-0.088	1.07	0.83	0.051	0.303	-0.433	0.722	0.51	-0.311	-0.303	Q922B2	Q922B2	Dars	1	58	27	27	Q922B2|Q8BJY7	MOUSE	57602.6	60.6	311	311.1	329.78	329.78		501	Aspartate--tRNA ligase, cytoplasmic	cytoplasm|membrane|extracellular exosome|	aspartyl-tRNA aminoacylation|	aspartate-tRNA ligase activity|ATP binding|poly(A) RNA binding|	27	58	1.77e+10	60.6%
1.081	0.766	0.176	0.226	0.249	-1.081	-0.281	-0.941	-0.855	-0.839	-0.766	0.281	-0.619	-0.632	-0.566	-0.176	0.941	0.619	0.064	0.076	-0.226	0.855	0.632	-0.064	0.024	-0.249	0.839	0.566	-0.076	-0.024	Q9CR62	Q9CR62	Slc25a11	1	110	25	25	Q9CR62	MOUSE	34325.5	70	312	312.1	329.76	329.76		314	Mitochondrial 2-oxoglutarate/malate carrier protein	nucleus|mitochondrion|mitochondrial inner membrane|integral component of membrane|	transport|	poly(A) RNA binding|	25	110	9.47e+10	70.0%
1.146	0.795	0.035	-0.049	0.016	-1.146	-0.321	-1.132	-1.154	-1.02	-0.795	0.321	-0.778	-0.811	-0.712	-0.035	1.132	0.778	-0.043	0.007	0.049	1.154	0.811	0.043	0.09	-0.016	1.02	0.712	-0.007	-0.09	A0A0J9YTU3	A0A0J9YTU3	Specc1	1	37	24	24	A0A0J9YTU3|Q5SXY1|A0A0J9YUR2|Q5SXY1-3|Q5SXY1-2|A0A0J9YUF8|A0A0J9YV86|A0A0J9YUG8|A0A0J9YV47	MOUSE	117785.5	28.8	313	313.1	329.49	329.49		1058	Cytospin-B				24	37	1.15e+10	28.8%
1.069	0.889	0.242	0.196	0.386	-1.069	-0.209	-0.841	-0.859	-0.697	-0.889	0.209	-0.628	-0.668	-0.475	-0.242	0.841	0.628	-0.061	0.14	-0.196	0.859	0.668	0.061	0.195	-0.386	0.697	0.475	-0.14	-0.195	Q91VR2	Q91VR2	Atp5c1	1	108	22	2	Q91VR2|Q8C2Q8	MOUSE	32999.4	60.7	314	314.1	328.97	33.05		298	ATP synthase subunit gamma, mitochondrial	mitochondrion|mitochondrial inner membrane|mitochondrial proton-transporting ATP synthase complex|membrane|myelin sheath|proton-transporting ATP synthase complex, catalytic core F(1)|extracellular exosome|	ATP synthesis coupled proton transport|	poly(A) RNA binding|proton-transporting ATP synthase activity, rotational mechanism|proton-transporting ATPase activity, rotational mechanism|ATPase activity|	22	108	1.52e+11	60.7%
1.144	0.926	0.461	0.272	0.383	-1.144	-0.284	-0.682	-0.8	-0.818	-0.926	0.284	-0.478	-0.655	-0.589	-0.461	0.682	0.478	-0.119	-0.111	-0.272	0.8	0.655	0.119	0.127	-0.383	0.818	0.589	0.111	-0.127	A2AKU9	A2AKU9	Atp5c1	1	6	21	2	A2AKU9	MOUSE	32884.3	60.6	314	314.2	309.74	22.44		297	ATP synthase subunit gamma	mitochondrion|mitochondrial inner membrane|mitochondrial proton-transporting ATP synthase complex|membrane|proton-transporting ATP synthase complex, catalytic core F(1)|extracellular exosome|	ATP synthesis coupled proton transport|	poly(A) RNA binding|proton-transporting ATP synthase activity, rotational mechanism|proton-transporting ATPase activity, rotational mechanism|ATPase activity|	2	6	8.9e+08	11.1%
1.267	0.718	-0.148	0.05	0.116	-1.267	-0.538	-1.423	-1.189	-1.104	-0.718	0.538	-0.889	-0.651	-0.584	0.148	1.423	0.889	0.214	0.265	-0.05	1.189	0.651	-0.214	0.057	-0.116	1.104	0.584	-0.265	-0.057	Q9D6M3	Q9D6M3	Slc25a22	1	111	20	17	Q9D6M3|E9Q6M6|E9Q579|Q80X52|A0A0J9YUJ4	MOUSE	35126.2	67.1	315	315.1	328.15	284.12		323	Mitochondrial glutamate carrier 1	nucleoplasm|mitochondrion|mitochondrial inner membrane|integral component of membrane|	L-glutamate transport|L-glutamate transmembrane transport|	L-glutamate transmembrane transporter activity|symporter activity|	20	111	1.35e+11	67.1%
1.085	0.895	-0.075	0.237	0.267	-1.085	-0.237	-1.264	-0.928	-0.88	-0.895	0.237	-1.003	-0.702	-0.668	0.075	1.264	1.003	0.293	0.35	-0.237	0.928	0.702	-0.293	0.036	-0.267	0.88	0.668	-0.35	-0.036	Q9DB41	Q9DB41	Slc25a18	1	52	18	15	Q9DB41|Q9DB41-2	MOUSE	34793	67.5	315	315.2	282.15	238.12		320	Mitochondrial glutamate carrier 2	mitochondrial inner membrane|integral component of membrane|	transmembrane transport|	symporter activity|	15	52	2.69e+10	58.4%
1.071	0.741	0.059	0.008	0.166	-1.071	-0.331	-1.058	-1.084	-0.864	-0.741	0.331	-0.67	-0.782	-0.583	-0.059	1.058	0.67	-0.062	0.08	-0.008	1.084	0.782	0.062	0.19	-0.166	0.864	0.583	-0.08	-0.19	Q8BH44	Q8BH44	Coro2b	1	92	25	25	Q8BH44	MOUSE	55505.9	53.3	316	316.1	327.51	327.51		480	Coronin-2B	cytoplasm|actin cytoskeleton|membrane|	actin cytoskeleton organization|	actin filament binding|	25	92	3.77e+10	53.3%
2.811	2.334	0.142	-0.111	1.697	-2.811	-0.621	-2.688	-2.924	-1.374	-2.334	0.621	-2.34	-2.476	-0.782	-0.142	2.688	2.34	-0.247	1.563	0.111	2.924	2.476	0.247	1.759	-1.697	1.374	0.782	-1.563	-1.759	Q8BP92	Q8BP92	Rcn2	1	53	19	19	Q8BP92|D6RHL9	MOUSE	37270.1	55.3	317	317.1	325.13	325.13		320	Reticulocalbin-2	nucleolus|endoplasmic reticulum|endoplasmic reticulum lumen|		calcium ion binding|protein binding|	19	53	2.62e+10	55.3%
1.281	1.009	0.111	0.203	0.254	-1.281	-0.264	-1.083	-1.093	-1.039	-1.009	0.264	-0.814	-0.824	-0.746	-0.111	1.083	0.814	0.077	0.044	-0.203	1.093	0.824	-0.077	-0.002	-0.254	1.039	0.746	-0.044	0.002	Q8BXK8	Q8BXK8	Agap1	1	60	25	21	Q8BXK8|A0A087WRF2|E9Q3K3	MOUSE	95379.4	35.8	318	318.1	324.05	264.35		857	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1	cytosol|	small GTPase mediated signal transduction|protein transport|positive regulation of GTPase activity|	GTPase activity|GTPase activator activity|GTP binding|phospholipid binding|metal ion binding|	25	60	7.37e+09	35.8%
1.425	0.823	0.102	0.048	-0.12	-1.425	-0.643	-1.34	-1.32	-1.531	-0.823	0.643	-0.678	-0.764	-0.909	-0.102	1.34	0.678	-0.065	-0.217	-0.048	1.32	0.764	0.065	-0.168	0.12	1.531	0.909	0.217	0.168	Q8VHH5	Q8VHH5	Agap3	1	32	16	12	Q8VHH5|F8VQE9|A0A1D5RMG4|Q8VHH5-2|A0A0G2JDW1	MOUSE	98933.3	22.4	318	318.2	225.29	165.59		910	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	nucleus|cytoplasm|membrane|PML body|cell periphery|	protein import into nucleus, translocation|small GTPase mediated signal transduction|PML body organization|cellular response to reactive oxygen species|cellular response to UV|proteasome-mediated ubiquitin-dependent protein catabolic process|positive regulation of GTPase activity|	GTPase activity|GTPase activator activity|GTP binding|polyubiquitin binding|metal ion binding|	12	32	1.19e+10	17.3%
3.312	2.746	0.375	0.111	2.18	-3.312	-0.615	-3.009	-3.329	-1.357	-2.746	0.615	-2.093	-2.516	-0.73	-0.375	3.009	2.093	-0.295	1.751	-0.111	3.329	2.516	0.295	2.13	-2.18	1.357	0.73	-1.751	-2.13	Q8BSY0	Q8BSY0	Asph	1	44	25	24	Q8BSY0|A2AL85|Q8CBM2|A2AL81|Q3TU40|A2AL75|A2AL78|Q8BSY0-2|Q9CR06|A2AL76|A2AL74	MOUSE	83440	41.9	319	319.1	322.97	297.36		741	Aspartyl/asparaginyl beta-hydroxylase	cytoplasm|endoplasmic reticulum|plasma membrane|integral component of membrane|integral component of endoplasmic reticulum membrane|cortical endoplasmic reticulum|sarcoplasmic reticulum membrane|	pattern specification process|negative regulation of cell proliferation|positive regulation of calcium ion transport into cytosol|regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|regulation of protein stability|activation of store-operated calcium channel activity|response to ATP|limb morphogenesis|peptidyl-aspartic acid hydroxylation|positive regulation of proteolysis|positive regulation of transcription, DNA-templated|oxidation-reduction process|palate development|face morphogenesis|calcium ion transmembrane transport|cellular response to calcium ion|positive regulation of intracellular protein transport|activation of cysteine-type endopeptidase activity|regulation of protein depolymerization|	peptide-aspartate beta-dioxygenase activity|calcium ion binding|protein binding|	26	44	1.37e+10	41.9%
2.813	2.223	0.307	0.251	1.563	-2.813	-0.62	-2.559	-2.654	-1.25	-2.223	0.62	-1.968	-2.064	-0.596	-0.307	2.559	1.968	-0.059	1.309	-0.251	2.654	2.064	0.059	1.404	-1.563	1.25	0.596	-1.309	-1.404	Q6P8S1	Q6P8S1	Asph	1	4	4	2	Q6P8S1|A2AL79	MOUSE	22545.2	32.5	319	319.2	55.89	25.68		212	Aspartyl/asparaginyl beta-hydroxylase	endoplasmic reticulum|plasma membrane|integral component of membrane|integral component of endoplasmic reticulum membrane|cortical endoplasmic reticulum|	pattern specification process|negative regulation of cell proliferation|positive regulation of calcium ion transport into cytosol|regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|activation of store-operated calcium channel activity|response to ATP|limb morphogenesis|peptidyl-aspartic acid hydroxylation|positive regulation of proteolysis|positive regulation of transcription, DNA-templated|oxidation-reduction process|palate development|face morphogenesis|calcium ion transmembrane transport|cellular response to calcium ion|positive regulation of intracellular protein transport|activation of cysteine-type endopeptidase activity|	peptide-aspartate beta-dioxygenase activity|calcium ion binding|	2	4	2.32e+09	8.0%
0.729	0.659	0.3	0.142	-0.095	-0.729	-0.082	-0.477	-0.567	-0.803	-0.659	0.082	-0.423	-0.536	-0.75	-0.3	0.477	0.423	-0.091	-0.332	-0.142	0.567	0.536	0.091	-0.246	0.095	0.803	0.75	0.332	0.246	D3Z6I8	D3Z6I8	Tpm3	1	81	26	4	D3Z6I8|A2AIM4|P58774-2|P58774|S4R2U0	MOUSE	28836.7	68.4	320	320.1	322.38	39.67		247	Tropomyosin alpha-3 chain	stress fiber|podosome|cytoplasm|growth cone|cortical cytoskeleton|neuron projection|extracellular exosome|filamentous actin|cleavage furrow|		protein binding|	26	81	3.3e+10	68.4%
0.833	0.788	0.239	0.25	-0.058	-0.833	-0.037	-0.706	-0.624	-0.95	-0.788	0.037	-0.565	-0.538	-0.912	-0.239	0.706	0.565	-0.032	-0.231	-0.25	0.624	0.538	0.032	-0.242	0.058	0.95	0.912	0.231	0.242	P21107-2	P21107-2	Tpm3	1	12	24	3	P21107-2|D3Z2H9|E9Q5J9	MOUSE	29248.3	61.2	320	320.2	295.92	33.56		285	Isoform 2 of Tropomyosin alpha-3 chain	stress fiber|podosome|cytoplasm|growth cone|cortical cytoskeleton|neuron projection|extracellular exosome|filamentous actin|cleavage furrow|		actin binding|protein binding|	3	12	6.28e+09	11.6%
0.982	1.038	-0.073	0.254	-0.058	-0.982	0.056	-1.056	-0.728	-1.04	-1.038	-0.056	-1.111	-0.784	-1.096	0.073	1.056	1.111	0.327	0.016	-0.254	0.728	0.784	-0.327	-0.312	0.058	1.04	1.096	-0.016	0.312	E9Q7Q3	E9Q7Q3	Tpm3	1	4	23	2	E9Q7Q3|A0A0R4J1P2|P21107	MOUSE	28790.6	61.2	320	320.3	293.59	18.49		248	Tropomyosin alpha-3 chain	stress fiber|podosome|cytoplasm|growth cone|cortical cytoskeleton|neuron projection|extracellular exosome|filamentous actin|cleavage furrow|		protein binding|	2	4	4.25e+08	5.2%
0.65	0.806	0.331	0.1	-0.285	-0.65	0.115	-0.32	-0.607	-1.02	-0.806	-0.115	-0.528	-0.719	-1.12	-0.331	0.32	0.528	-0.241	-0.641	-0.1	0.607	0.719	0.241	-0.42	0.285	1.02	1.12	0.641	0.42	G5E8R0	G5E8R0	Tpm1	1	31	21	13	G5E8R0|E9Q453|E9Q455|G5E8R1|G5E8R2|E9Q456|E9Q452|F8WID5|E9Q454|P58771-2|Q8BSH3|P58771|B7ZNL3|E9Q450|Q8BP43|E9Q448|S4R261	MOUSE	28400	61.6	320	320.4	278.34	179.85		245	Tropomyosin 1, alpha, isoform CRA_i	cytoplasm|muscle thin filament tropomyosin|myofibril|filamentous actin|	in utero embryonic development|	structural constituent of cytoskeleton|	13	31	1.49e+10	41.6%
1.054	0.743	0.184	0.002	-0.033	-1.054	-0.314	-0.869	-1.022	-1.087	-0.743	0.314	-0.527	-0.764	-0.782	-0.184	0.869	0.527	-0.169	-0.228	-0.002	1.022	0.764	0.169	-0.016	0.033	1.087	0.782	0.228	0.016	Q99JY0	Q99JY0	Hadhb	1	66	21	21	Q99JY0	MOUSE	51670.7	52.2	321	321.1	322.37	322.37		475	Trifunctional enzyme subunit beta, mitochondrial	mitochondrion|mitochondrial outer membrane|mitochondrial inner membrane|endoplasmic reticulum|mitochondrial fatty acid beta-oxidation multienzyme complex|mitochondrial nucleoid|extracellular exosome|	fatty acid beta-oxidation|	acetyl-CoA C-acyltransferase activity|long-chain-3-hydroxyacyl-CoA dehydrogenase activity|poly(A) RNA binding|	21	66	1.5e+10	52.2%
1.009	0.785	0.088	0.158	0.041	-1.009	-0.343	-0.965	-0.925	-1.052	-0.785	0.343	-0.626	-0.641	-0.699	-0.088	0.965	0.626	0.043	-0.034	-0.158	0.925	0.641	-0.043	-0.12	-0.041	1.052	0.699	0.034	0.12	G3X9J0	G3X9J0	Sipa1l3	1	51	31	31	G3X9J0|S4R2N4	MOUSE	196372	24.2	322	322.1	321.92	321.92		1776	Signal-induced proliferation-associated 1-like protein 3	extracellular space|	hematopoietic progenitor cell differentiation|positive regulation of GTPase activity|regulation of small GTPase mediated signal transduction|	GTPase activator activity|	31	51	6.13e+09	24.2%
0.783	0.886	-0.249	-0.037	0.288	-0.783	0.067	-1.013	-0.83	-0.474	-0.886	-0.067	-1.124	-0.892	-0.54	0.249	1.013	1.124	0.186	0.538	0.037	0.83	0.892	-0.186	0.359	-0.288	0.474	0.54	-0.538	-0.359	E9Q1G8	E9Q1G8	Sept7	1	62	26	25	E9Q1G8|E9Q9F5|O55131|A0A1W2P6J7|Q8C650|A0A0R4J233|Q8C650-2|Q9DA97|S4R2P6	MOUSE	50990.4	58.8	323	323.1	320.96	306		437	Septin-7	stress fiber|nucleus|nucleolus|cytoplasm|plasma membrane|cell cortex|actin cytoskeleton|microtubule cytoskeleton|septin complex|axon terminus|synapse|extracellular exosome|	protein heterooligomerization|	protein binding|GTP binding|identical protein binding|	27	62	1.79e+10	58.8%
0.966	1.014	-0.044	0.101	0.391	-0.966	0.068	-1.108	-0.827	-0.72	-1.014	-0.068	-1.15	-0.912	-0.617	0.044	1.108	1.15	0.246	0.672	-0.101	0.827	0.912	-0.246	0.417	-0.391	0.72	0.617	-0.672	-0.417	Q8C1B7	Q8C1B7	Sept11	1	12	15	9	A0A0J9YUL3|Q8C1B7|Q8C1B7-2|A0A0J9YTY0|Q8C1B7-3	MOUSE	50036.1	39.4	323	323.2	170.8	96.56		431	Septin-11	stress fiber|cytoplasm|cell junction|axon|dendritic spine|synapse|extracellular exosome|	cell cycle|protein heterooligomerization|cell division|	GTP binding|	9	12	1.08e+10	25.5%
0.656	0.765	-0.309	-0.061	0.385	-0.656	0.084	-1.057	-0.812	-0.461	-0.765	-0.084	-1.119	-0.904	-0.436	0.309	1.057	1.119	0.186	0.64	0.061	0.812	0.904	-0.186	0.462	-0.385	0.461	0.436	-0.64	-0.462	B1AQZ0	B1AQZ0	Sept8	1	11	14	9	B1AQZ0|B1AQY9|B7ZC46|Q8CHH9-2|Q8CHH9	MOUSE	56443.9	35.9	323	323.3	151.64	88.73		484	Septin-8			GTP binding|	9	11	2.47e+09	25.8%
0.812	0.93	0.006	0.044	0.252	-0.812	0.064	-0.962	-0.783	-0.56	-0.93	-0.064	-1.027	-0.847	-0.584	-0.006	0.962	1.027	0.179	0.178	-0.044	0.783	0.847	-0.179	0.209	-0.252	0.56	0.584	-0.178	-0.209	Q9R1T4	Q9R1T4	Sept6	1	3	7	3	Q9R1T4|Q9R1T4-3|Q9R1T4-2	MOUSE	50075.1	19.1	323	323.4	75.49	33.18		434	Septin-6	condensed chromosome kinetochore|spindle|synaptic vesicle|midbody|septin complex|cleavage furrow|axon terminus|	cell cycle|cell division|	GTP binding|	3	3	2.6e+08	11.7%
1.604	0.661	0.048	0.075	-0.22	-1.604	-0.795	-1.439	-1.441	-1.743	-0.661	0.795	-0.605	-0.623	-0.953	-0.048	1.439	0.605	-0.011	-0.328	-0.075	1.441	0.623	0.011	-0.308	0.22	1.743	0.953	0.328	0.308	Q6NS52-2	Q6NS52-2	Dgkb	1	51	23	1	Q6NS52-2	MOUSE	90970.8	37.3	324	324.1	319.79	16.62		802	Isoform 2 of Diacylglycerol kinase beta	cytoplasm|plasma membrane|	protein kinase C-activating G-protein coupled receptor signaling pathway|phosphorylation|intracellular signal transduction|	diacylglycerol kinase activity|calcium ion binding|ATP binding|	23	51	1.17e+10	37.3%
1.251	1.062	0.174	0.326	0.41	-1.251	-0.242	-1.122	-0.928	-0.83	-1.062	0.242	-0.91	-0.773	-0.674	-0.174	1.122	0.91	0.171	0.256	-0.326	0.928	0.773	-0.171	0.051	-0.41	0.83	0.674	-0.256	-0.051	Q5U4C1	Q5U4C1	Gprasp1	1	39	26	26	Q5U4C1|Q5U4C1-2	MOUSE	152883.6	29	325	325.1	319.73	319.73		1347	G-protein coupled receptor-associated sorting protein 1	nucleus|cytoplasm|	endosome to lysosome transport|G-protein coupled receptor catabolic process|		26	39	3.13e+09	29.0%
0.563	0.69	0.024	0.19	0.138	-0.563	0.131	-0.52	-0.326	-0.393	-0.69	-0.131	-0.666	-0.441	-0.528	-0.024	0.52	0.666	0.163	0.142	-0.19	0.326	0.441	-0.163	-0.029	-0.138	0.393	0.528	-0.142	0.029	Q3UH68	Q3UH68	Limch1	1	42	23	23	Q3UH68|D3YU22|Q3UH68-2|D3Z589|Q3UH68-3|D6RHT2	MOUSE	119106.6	29.7	326	326.1	318.72	318.72		1057	LIM and calponin homology domains-containing protein 1		actomyosin structure organization|	actin binding|zinc ion binding|	23	42	2.51e+09	29.7%
1.244	0.866	0.081	0.06	0.338	-1.244	-0.389	-1.159	-1.148	-0.878	-0.866	0.389	-0.786	-0.793	-0.516	-0.081	1.159	0.786	-0.034	0.251	-0.06	1.148	0.793	0.034	0.277	-0.338	0.878	0.516	-0.251	-0.277	Q91VA7	Q91VA7	Idh3b	1	117	22	22	Q91VA7	MOUSE	42479.2	46.8	327	327.1	316.93	316.93		384	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	nucleus|mitochondrion|	tricarboxylic acid cycle|isocitrate metabolic process|2-oxoglutarate metabolic process|NADH metabolic process|	magnesium ion binding|isocitrate dehydrogenase (NAD+) activity|NAD binding|	22	117	7.81e+10	46.8%
1.242	1.265	-0.293	0.087	0.487	-1.242	-0.014	-1.524	-1.165	-0.741	-1.265	0.014	-1.506	-1.224	-0.741	0.293	1.524	1.506	0.347	0.781	-0.087	1.165	1.224	-0.347	0.393	-0.487	0.741	0.741	-0.781	-0.393	P47708	P47708	Rph3a	1	58	24	24	P47708|P70169	MOUSE	76343.6	44.3	328	328.1	316.46	316.46		681	Rabphilin-3A	cytosol|plasma membrane|extrinsic component of membrane|cell junction|secretory granule|synaptic vesicle membrane|neuron projection|protein complex|synapse|Golgi apparatus|	intracellular protein transport|brain development|synaptic vesicle exocytosis|regulation of calcium ion-dependent exocytosis|calcium ion-dependent exocytosis of neurotransmitter|	calcium ion binding|protein binding|calcium-dependent phospholipid binding|phosphatidylinositol-4,5-bisphosphate binding|zinc ion binding|selenium binding|Rab GTPase binding|syntaxin binding|clathrin binding|protein complex binding|phosphate ion binding|inositol 1,4,5 trisphosphate binding|	25	58	2.59e+10	44.3%
3.957	3.273	0.38	0.135	2.81	-3.957	-0.73	-3.587	-3.784	-1.445	-3.273	0.73	-2.978	-3.063	-0.844	-0.38	3.587	2.978	-0.23	2.38	-0.135	3.784	3.063	0.23	2.632	-2.81	1.445	0.844	-2.38	-2.632	O08795-2	O08795-2	Prkcsh	1	90	20	20	O08795-2|O08795	MOUSE	60528.5	36.1	329	329.1	315.58	315.58		521	Isoform 2 of Glucosidase 2 subunit beta	endoplasmic reticulum|	in utero embryonic development|liver development|N-glycan processing|nitrogen compound metabolic process|negative regulation of neuron projection development|protein heterooligomerization|renal system development|	RNA binding|protein kinase C binding|calcium ion binding|protein binding|ion channel binding|phosphoprotein binding|	20	90	1.06e+11	36.1%
1.081	0.895	0.102	-0.146	0.261	-1.081	-0.213	-1.002	-1.184	-0.8	-0.895	0.213	-0.794	-1.024	-0.584	-0.102	1.002	0.794	-0.245	0.166	0.146	1.184	1.024	0.245	0.451	-0.261	0.8	0.584	-0.166	-0.451	P18872	P18872	Gnao1	1	132	21	19	P18872|P50149|P20612|A2A610	MOUSE	40654.4	56.7	330	330.1	315.13	291.33		354	Guanine nucleotide-binding protein G(o) subunit alpha	intracellular|heterotrimeric G-protein complex|plasma membrane|membrane|dendrite|myelin sheath|	G-protein coupled receptor signaling pathway|adenylate cyclase-modulating G-protein coupled receptor signaling pathway|dopamine receptor signaling pathway|aging|locomotory behavior|regulation of heart contraction|metabolic process|cellular process|forebrain development|neuron projection development|response to cytokine|response to drug|response to hydrogen peroxide|response to morphine|positive regulation of GTPase activity|negative regulation of calcium ion transport|	GTPase activity|signal transducer activity|protein binding|GTP binding|G-protein beta/gamma-subunit complex binding|G-protein coupled serotonin receptor binding|mu-type opioid receptor binding|GTPase activating protein binding|metal ion binding|corticotropin-releasing hormone receptor 1 binding|	22	132	2.18e+11	56.7%
1.106	0.857	0.103	0.014	0.398	-1.106	-0.213	-0.956	-1.093	-0.702	-0.857	0.213	-0.76	-0.929	-0.507	-0.103	0.956	0.76	-0.127	0.354	-0.014	1.093	0.929	0.127	0.402	-0.398	0.702	0.507	-0.354	-0.402	P27601	P27601	Gna13	1	35	16	15	P27601|Q9D034	MOUSE	44396.2	43.5	330	330.2	225.42	209.35		377	Guanine nucleotide-binding protein subunit alpha-13	nucleus|cytosol|heterotrimeric G-protein complex|plasma membrane|focal adhesion|membrane|brush border membrane|melanosome|extracellular exosome|	angiogenesis|patterning of blood vessels|in utero embryonic development|G-protein coupled receptor signaling pathway|adenylate cyclase-activating G-protein coupled receptor signaling pathway|positive regulation of cytosolic calcium ion concentration|Rho protein signal transduction|metabolic process|regulation of cell shape|cell differentiation|platelet activation|regulation of cell migration|activation of phospholipase D activity|intracellular signal transduction|	GTPase activity|signal transducer activity|protein binding|GTP binding|G-protein beta/gamma-subunit complex binding|type 1 angiotensin receptor binding|D5 dopamine receptor binding|metal ion binding|	15	35	7.38e+09	40.5%
0.962	0.954	0.071	0.118	0.297	-0.962	0.049	-0.778	-0.841	-0.601	-0.954	-0.049	-0.855	-0.876	-0.67	-0.071	0.778	0.855	0.001	0.181	-0.118	0.841	0.876	-0.001	0.199	-0.297	0.601	0.67	-0.181	-0.199	P08752	P08752	Gnai2	1	22	13	6	P08752	MOUSE	41058.8	46.4	330	330.3	194.29	103.58		355	Guanine nucleotide-binding protein G(i) subunit alpha-2	nucleoplasm|cytoplasm|centrosome|cytosol|heterotrimeric G-protein complex|plasma membrane|membrane|midbody|membrane raft|extracellular exosome|extracellular vesicle|	activation of MAPKK activity|adenosine receptor signaling pathway|cell cycle|adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway|G-protein coupled acetylcholine receptor signaling pathway|gamma-aminobutyric acid signaling pathway|metabolic process|cell proliferation|positive regulation of cell proliferation|intracellular signal transduction|negative regulation of synaptic transmission|cell division|regulation of calcium ion transport|regulation of heart contraction|	G-protein coupled receptor binding|GTPase activity|signal transducer activity|protein binding|GTP binding|G-protein beta/gamma-subunit complex binding|metal ion binding|	6	22	3.02e+09	28.4%
