R126127,R126128,R126131,R129127,R129128,R129131,R130127,R130128,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,PCorNC,ES_score,signalP,TM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.208,0.177,0.492,0.477,0.597,0.777,0.385,0.15,0.407,A2AR02,A2AR02,Ppig,1,9,5,5,A2AR02,MOUSE,88836.5,8.5,1863,1863.1,48.69,48.69,NA,752,Peptidyl-prolyl cis-trans isomerase G,nucleoplasm|cytoplasm|nuclear matrix|nuclear speck|,protein peptidyl-prolyl isomerization|protein folding|,peptidyl-prolyl cis-trans isomerase activity|poly(A) RNA binding|,5,9,1.36E+09,0.085,0.047720295,-0.021666667,22.81164716,0.417333333,0.005234019,3.860188629,-0.181,-0.196,-0.314,0.101,0.386,0.074,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.38,1.497,1.35,1.25,1.407,1.184,1.495,1.451,1.264,Q3TAA8,Q3TAA8,Pigu,1,4,3,3,Q3TAA8|Q8K358,MOUSE,50292.9,8.7,1868,1868.1,48.42,48.42,NA,435,Phosphatidylinositol glycan anchor biosynthesis class U protein,plasma membrane|membrane|GPI-anchor transamidase complex|,GPI anchor biosynthetic process|attachment of GPI anchor to protein|regulation of JAK-STAT cascade|,GPI-anchor transamidase activity|GPI anchor binding|,3,4,3.42E+08,0.087,5.16E-05,-0.173166667,59.02135645,1.335,1.25E-06,13.57930615,-0.704,-0.989,-0.829,0.557,0.448,0.478,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.795,1.795,1.769,1.151,1.1,1.15,1.612,1.547,1.619,Q80Y,Q80Y,Tnc,1,6,6,6,Q80Y|Q80Y-2|Q80Y-3|Q80Y-4|Q80Y-5|Q80YX0,MOUSE,237451.3,3,1911,1911.1,46.47,46.47,NA,2110,Tenascin,extracellular region|basement membrane|interstitial matrix|extracellular space|focal adhesion|membrane|extracellular matrix|extracellular matrix|,osteoblast differentiation|cell adhesion|neuromuscular junction development|positive regulation of cell proliferation|positive regulation of gene expression|peripheral nervous system axon regeneration|mesenchymal-epithelial cell signaling involved in prostate gland development|prostate gland epithelium morphogenesis|,fibronectin binding|syndecan binding|,6,6,1.06E+08,0.03,0.000776884,0.043833333,43.81091661,1.452333333,4.16E-05,8.43333007,-0.438,-0.78,-0.829,1.014,0.431,0.865,PC,9,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.114,0.412,0.587,0.405,0.674,0.847,0.147,0.339,0.53,Q3UL36,Q3UL36,Arglu1,1,9,5,5,Q3UL36|Q3UL36-2|Q9DAM1,MOUSE,32886.4,13.2,1929,1929.1,45.84,45.84,NA,271,Arginine and glutamate-rich protein 1,nucleoplasm|mitochondrion|,NA,NA,5,9,2.30E+10,0.132,0.122524734,0.045666667,16.97822159,0.432666667,0.02005293,2.926372694,0.068,-0.174,-0.406,0.179,0.483,0.124,NC,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.714,0.862,0.742,1.142,0.288,0.165,0.633,-0.108,-0.254,P35454,P35454,Oxt,1,8,3,3,P35454|P35455,MOUSE,13934.7,48,1945,1945.1,45.32,45.32,NA,125,Oxytocin-neurophysin 1,extracellular region|extracellular space|cytoplasm|cytosol|secretory granule|terminal bouton|,response to amphetamine|regulation of heart rate|maternal aggressive behavior|positive regulation of cytosolic calcium ion concentration|heart development|female pregnancy|memory|grooming behavior|response to mechanical stimulus|response to sucrose|positive regulation of norepinephrine secretion|response to activity|sleep|response to food|positive regulation of prostaglandin secretion|response to estradiol|response to retinoic acid|response to progesterone|response to prostaglandin E|social behavior|negative regulation of urine volume|positive regulation of renal sodium excretion|response to cocaine|hyperosmotic salinity response|maternal behavior|sperm ejaculation|eating behavior|drinking behavior|response to external biotic stimulus|response to peptide hormone|response to ether|negative regulation of blood pressure|positive regulation of blood pressure|positive regulation of ossification|positive regulation of female receptivity|positive regulation of synaptic transmission|response to glucocorticoid|response to cAMP|response to electrical stimulus|regulation of sensory perception of pain|positive regulation of synapse assembly|male mating behavior|positive regulation of penile erection|positive regulation of hindgut contraction|negative regulation of gastric acid secretion|positive regulation of uterine smooth muscle contraction|,neurohypophyseal hormone activity|oxytocin receptor binding|,3,8,2.36E+08,0.48,0.143607461,0.280666667,15.92818517,0.807333333,0.025537683,2.780126743,-0.41,-0.013,0.054,1.281,0.722,0.05,undefined,5,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.165,1.397,1.171,1.332,1.578,1.35,1.404,1.643,1.437,Q9R1V7-2,Q9R1V7,Adam23,1,6,4,4,Q9R1V7-2|Q9R1V7|Q9R1V7-3|Q9R1V7-4,MOUSE,94276.6,5.4,1986,1986.1,43.3,43.3,NA,829,Isoform Beta of Disintegrin and metalloproteinase domain-containing protein 23,extracellular region|plasma membrane|integral component of membrane|,proteolysis|cell adhesion|,metalloendopeptidase activity|protein binding|zinc ion binding|,4,6,3.20E+08,0.054,5.43E-05,-0.202833333,58.53447683,1.390333333,1.40E-06,13.37443205,-0.782,-1.006,-0.906,0.341,0.549,0.587,PC,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.175,1.005,0.788,0.418,0.409,0.274,0.798,0.661,0.528,A1L3P4,A1L3P4,Slc9a6,1,5,3,3,A1L3P4|B0QZV3,MOUSE,78522,6.1,2045,2045.1,40.47,40.47,NA,702,Sodium/hydrogen exchanger,mitochondrion|endosome|early endosome|late endosome|endoplasmic reticulum membrane|plasma membrane|integral component of membrane|dendrite|cytoplasmic vesicle|early endosome membrane|intracellular membrane-bounded organelle|axon terminus|axonal spine|synapse|recycling endosome|recycling endosome membrane|,regulation of pH|proton transport|brain-derived neurotrophic factor receptor signaling pathway|sodium ion transmembrane transport|axon extension|neuron projection morphogenesis|synapse organization|regulation of neurotrophin TRK receptor signaling pathway|dendritic spine development|dendrite extension|hydrogen ion transmembrane transport|,sodium:proton antiporter activity|,3,5,1.60E+08,0.061,0.018063217,0.093,27.93944395,0.772666667,0.001607147,4.762929701,-0.327,-0.369,-0.184,0.696,0.098,0.644,undefined,6,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.139,1.072,1.222,0.975,0.568,0.724,1.217,0.949,1.157,Q810U4-3,Q810U4,Nrcam,1,3,3,3,Q810U4-3|Q810U4|Q810U4-2|A0A1W2P7Y9|Q810U4-4|Q810U4-5,MOUSE,139894.5,2.6,2046,2046.1,40.46,40.46,NA,1256,Isoform 3 of Neuronal cell adhesion molecule,plasma membrane|integral component of membrane|axon|synapse|,angiogenesis|axon guidance|central nervous system development|protein localization|regulation of neuron projection development|single organismal cell-cell adhesion|neuronal action potential propagation|retinal ganglion cell axon guidance|heterotypic cell-cell adhesion|clustering of voltage-gated sodium channels|,protein binding|ankyrin binding|protein binding involved in heterotypic cell-cell adhesion|,3,3,4.37E+08,0.026,0.000594865,0.0185,45.21434792,0.941,3.01E-05,8.745438231,-0.501,-0.36,-0.495,0.546,0.3,0.621,PC,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.402,0.383,0.288,0.563,0.315,0.25,0.498,0.42,0.286,E9PV26,E9PV26,Prr36,1,5,4,4,E9PV26,MOUSE,111145.9,5.2,2047,2047.1,40.46,40.46,NA,1098,Proline-rich 36,NA,NA,NA,4,5,3.08E+09,0.052,0.056004775,-0.093,21.85790975,0.351333333,0.006519421,3.701761317,-0.427,-0.206,-0.173,0.053,0.089,0.106,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.33,0.793,0.968,1.187,0.673,0.524,1.571,0.976,1.161,Q8K4Q8,Q8K4Q8,Colec12,1,7,5,5,Q8K4Q8,MOUSE,81873,8.4,2052,2052.1,40.09,40.09,NA,742,Collectin-12,collagen trimer|integral component of membrane|extracellular exosome|,"phagocytosis, recognition|immune response|toll-like receptor 3 signaling pathway|positive regulation of cell adhesion molecule production|",signaling pattern recognition receptor activity|low-density lipoprotein particle binding|carbohydrate binding|metal ion binding|,5,7,79500000,0.084,0.003836867,-0.119666667,35.62532554,0.971333333,0.000273821,6.322645338,-0.907,-0.555,-0.354,0.348,0.217,0.533,undefined,8,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.244,1.299,1.348,0.967,1.119,0.864,0.968,1.021,1.077,Q8CF93-2,Q8CF93,Galnt13,1,7,5,5,Q8CF93-2|Q8CF93|O08912,MOUSE,68878.7,6.7,2083,2083.1,39.13,39.13,NA,556,Isoform 2 of Polypeptide N-acetylgalactosaminyltransferase 13,Golgi membrane|integral component of membrane|,protein O-linked glycosylation|,polypeptide N-acetylgalactosaminyltransferase activity|carbohydrate binding|metal ion binding|,5,7,8.42E+08,0.067,0.000463263,-0.060333333,46.6395178,1.232,2.17E-05,9.161961037,-0.609,-0.836,-0.584,0.8,0.345,0.522,undefined,9,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.367,0.449,0.371,0.229,0.277,0.152,0.787,0.616,0.661,Q3LAC4,Q3LAC4,Prex2,1,5,4,4,Q3LAC4|Q3LAC4-2,MOUSE,184452.9,2.9,2094,2094.1,38.82,38.82,NA,1598,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein",intracellular|plasma membrane|,G-protein coupled receptor signaling pathway|adult locomotory behavior|phosphatidylinositol 3-kinase signaling|regulation of Rho protein signal transduction|positive regulation of GTPase activity|dendrite morphogenesis|,GTPase activator activity|Rac guanyl-nucleotide exchange factor activity|,4,5,72600000,0.029,0.062281948,0.030833333,21.25695089,0.384333333,0.00748695,3.603242576,-0.176,-0.185,-0.123,0.214,0.048,0.407,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.875,1.489,1.502,1.479,1.091,1.035,1.12,0.718,0.778,Q60673,Q60673,Ptprn,1,4,3,3,Q60673|A6MDD2,MOUSE,107051.4,3.6,2115,2115.1,37.82,37.82,NA,979,Receptor-type tyrosine-protein phosphatase-like N,cell|integral component of membrane|,response to reactive oxygen species|protein dephosphorylation|insulin secretion|dense core granule maturation|,protein binding|spectrin binding|protein tyrosine phosphatase activity|,3,4,59900000,0.036,0.002507972,-0.005166667,37.7250562,1.167666667,0.000168847,6.855407923,-0.631,-0.562,-0.574,0.943,0.577,0.216,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.714,0.84,0.685,0.469,0.701,0.45,0.078,0.458,0.054,Q6NXK8-2,Q6NXK8,Asic1,1,5,4,4,Q6NXK8-2|Q6NXK8|Q925H0-2|Q925H0,MOUSE,63677.6,8.4,2118,2118.1,37.77,37.77,NA,526,Isoform 2 of Acid-sensing ion channel 1,integral component of plasma membrane|cell surface|integral component of membrane|dendritic spine|dendritic shaft|synapse|,cation transport|memory|associative learning|response to acidic pH|monovalent inorganic cation transport|ion transmembrane transport|sodium ion transmembrane transport|regulation of membrane potential|negative regulation of neurotransmitter secretion|sensory perception of sour taste|protein homotrimerization|calcium ion transmembrane transport|cellular response to pH|,cation channel activity|protein binding|monovalent inorganic cation transmembrane transporter activity|ion gated channel activity|acid-sensing ion channel activity|,4,5,1.74E+08,0.084,0.100542314,0.042666667,18.16702356,0.546666667,0.015250976,3.126380271,-0.084,-0.49,-0.118,0.56,0.409,-0.021,undefined,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.764,1.074,1.61,1.244,0.551,1.113,1.596,0.889,1.313,A2ACD2,A2ACD2,Vstm2l,1,5,4,4,A2ACD2|Q6PDS0,MOUSE,22313.8,19.8,2137,2137.1,37.14,37.14,NA,202,V-set and transmembrane domain-containing protein 2-like protein,NA,NA,NA,4,5,1.14E+08,0.198,0.001138002,0.015166667,41.59692587,1.160333333,6.92E-05,7.758260721,-0.596,-0.322,-0.777,0.831,0.429,0.526,undefined,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.228,0.932,0.858,0.921,0.493,0.57,1.122,0.81,0.612,Q8R357,Q8R357,Olfm1,1,7,3,3,Q8R357|O88998|G3X9Q7|O88998-3|A3KGE4|O88998-2|O88998-4,MOUSE,55769.1,6.8,2138,2138.1,37.13,37.13,NA,485,Noelin,extracellular space|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|synaptic membrane|,atrioventricular valve formation|positive regulation of gene expression|negative regulation of gene expression|positive regulation of epithelial to mesenchymal transition|protein oligomerization|cardiac epithelial to mesenchymal transition|regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|negative regulation of neuron migration|,beta-amyloid binding|protein binding|,3,7,1.89E+08,0.068,0.001108063,-0.0375,41.80263659,0.835,6.60E-05,7.811847284,-0.574,-0.41,-0.381,0.535,0.233,0.372,PC,7,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.357,0.517,0.232,0.406,0.564,0.277,0.527,0.671,0.406,Q6PGL7,Q6PGL7,Washc2,1,2,2,2,Q6PGL7|Q6PGL7-2,MOUSE,145422.2,2.9,2141,2141.1,37.04,37.04,NA,1334,WASH complex subunit 2,endosome|early endosome|plasma membrane|early endosome membrane|WASH complex|retromer complex|,"protein transport|retrograde transport, endosome to Golgi|","phosphatidylinositol-4,5-bisphosphate binding|phosphatidylinositol-3,4,5-trisphosphate binding|phosphatidylinositol-5-phosphate binding|phosphatidylinositol-3-phosphate binding|phosphatidylinositol-3,4-bisphosphate binding|phosphatidylinositol-4-phosphate binding|phosphatidylinositol-3,5-bisphosphate binding|",2,2,7130000,0.029,0.027788508,-0.099333333,25.7283797,0.433333333,0.002674004,4.362283027,-0.293,-0.459,-0.196,0.039,0.107,0.206,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.268,1.158,0.853,1.014,0.902,0.65,0.883,0.844,0.584,D3Z2R5,D3Z2R5,Selenon,1,4,4,4,D3Z2R5,MOUSE,62705.6,12.3,2148,2148.1,36.83,36.83,NA,557,Selenoprotein N,NA,respiratory system process|mitochondrion organization|skeletal muscle satellite cell differentiation|positive regulation of skeletal muscle cell proliferation|response to muscle activity involved in regulation of muscle adaptation|multicellular organismal response to stress|cellular response to oxidative stress|skeletal muscle tissue regeneration|lung alveolus development|skeletal muscle fiber development|cellular response to caffeine|,calcium ion binding|,4,4,62100000,0.123,0.001137565,-0.154333333,41.64055607,0.865333333,6.85E-05,7.769601499,-0.596,-0.723,-0.442,0.425,0.263,0.147,undefined,9,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.951,2.083,1.722,1.831,1.769,1.406,2.291,2.274,1.933,Q8K007,Q8K007,Sulf1,1,4,4,4,Q8K007|A0A0R4J2D2,MOUSE,102233.1,4.5,2159,2159.1,36.38,36.38,NA,870,Extracellular sulfatase Sulf-1,extracellular space|endoplasmic reticulum|Golgi apparatus|Golgi stack|plasma membrane|cell surface|membrane raft|,cartilage condensation|kidney development|negative regulation of endothelial cell proliferation|chondrocyte development|glomerular filtration|sulfur compound metabolic process|apoptotic process|cell adhesion|positive regulation of vascular endothelial growth factor production|esophagus smooth muscle contraction|negative regulation of angiogenesis|positive regulation of Wnt signaling pathway|heparan sulfate proteoglycan metabolic process|negative regulation of cell migration|positive regulation of BMP signaling pathway|glomerular basement membrane development|glial cell-derived neurotrophic factor receptor signaling pathway|limb joint morphogenesis|regulation of fibroblast growth factor receptor signaling pathway|negative regulation of fibroblast growth factor receptor signaling pathway|vascular endothelial growth factor receptor signaling pathway|positive regulation of smooth muscle cell proliferation|embryonic skeletal system development|cartilage development|bone development|innervation|negative regulation of prostatic bud formation|,arylsulfatase activity|calcium ion binding|N-acetylglucosamine-6-sulfatase activity|,4,4,8.30E+07,0.045,5.44E-05,-0.195166667,58.44312066,1.886333333,1.43E-06,13.33631111,-1.092,-1.297,-1.026,0.704,0.522,1.018,undefined,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.014,0.404,0.411,0.229,0.583,0.588,0.227,0.629,0.655,P84086,P84086,Cplx2,1,5,3,2,P84086,MOUSE,15508.2,37.3,2171,2171.1,35.85,28.13,NA,134,Complexin-2,cytosol|dendrite|mast cell granule|neuronal cell body|synapse|,neurotransmitter transport|nervous system development|cell differentiation|positive regulation of synaptic plasticity|mast cell degranulation|,syntaxin-1 binding|,3,5,3.17E+08,0.373,0.107206418,-0.013166667,17.71148318,0.397666667,0.016937593,3.039749323,0.021,-0.284,-0.373,0.009,0.259,0.289,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,0.407,0.608,0.295,0.694,0.938,0.201,0.439,0.798,Q9R1C7,Q9R1C7,Prpf40a,1,5,3,3,Q9R1C7|A0A1B0GRU8|Q9R1C7-2,MOUSE,108764,3.5,2174,2174.1,35.61,35.61,NA,953,Pre-mRNA-processing factor 40 homolog A,nucleoplasm|cytoplasm|membrane|nuclear matrix|nuclear speck|,mRNA processing|cytoskeleton organization|regulation of cell shape|RNA splicing|cell migration|regulation of cytokinesis|,protein binding|poly(A) RNA binding|proline-rich region binding|,3,5,2.11E+08,0.035,0.107206418,0.015333333,17.72765625,0.457333333,0.016874635,3.042260375,0.062,-0.197,-0.505,0.129,0.387,0.216,NC,6,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.021,2.21,2.391,1.931,2.355,2.179,2.525,2.531,3.066,P52194,P52194,Clgn,1,5,4,4,P52194,MOUSE,69886.2,7.3,2182,2182.1,35.3,35.3,NA,611,Calmegin,nuclear envelope|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|,protein folding|protein complex assembly|multicellular organismal development|spermatogenesis|single fertilization|binding of sperm to zona pellucida|cell differentiation|meiotic cell cycle|,calcium ion binding|protein binding|protein binding involved in protein folding|unfolded protein binding|,4,5,2.66E+08,0.073,0.000104533,-0.3435,54.73253977,2.255666667,3.36E-06,12.1764409,-1.05,-1.602,-1.762,0.696,0.699,0.958,undefined,9,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.726,0.342,1.015,0.541,0.197,0.724,0.907,0.901,1.321,B1AZA5,B1AZA5,Tmem245,1,8,4,4,D3YWD3|B1AZA5,MOUSE,97983,3.7,2191,2191.1,34.82,34.82,NA,876,Transmembrane protein 245,integral component of membrane|,NA,NA,4,8,4.33E+08,0.037,0.050660968,0.123333333,22.44997766,0.71,0.005688559,3.830533213,-0.206,0.063,-0.552,0.437,0.242,0.756,undefined,8,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.285,2.106,2.106,2.593,1.357,1.181,3.3,2.323,2.126,Q7TQN3,Q7TQN3,Wfikkn2,1,5,3,3,Q7TQN3,MOUSE,65557.4,5.6,2219,2219.1,34.07,34.07,NA,571,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",extracellular region|,skeletal system development|transforming growth factor beta receptor signaling pathway|negative regulation of endopeptidase activity|negative regulation of protein binding|negative regulation of DNA binding|muscle fiber development|palate development|,serine-type endopeptidase inhibitor activity|protein binding|metalloendopeptidase inhibitor activity|,3,5,2.63E+08,0.056,0.000627114,-0.0175,44.9104007,2.055666667,3.23E-05,8.830767879,-1.295,-0.96,-0.881,1.19,0.472,1.369,PC,9,TRUE,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.216,1.217,0.712,1.132,1.152,0.621,1.191,1.083,0.706,Q8BG58,Q8BG58,P4htm,1,4,3,3,Q8BG58,MOUSE,57447.8,7.9,2223,2223.1,33.91,33.91,NA,503,Transmembrane prolyl 4-hydroxylase,endoplasmic reticulum membrane|integral component of membrane|,regulation of erythrocyte differentiation|oxidation-reduction process|,"iron ion binding|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors|L-ascorbic acid binding|",3,4,3.22E+08,0.079,0.000894567,-0.191166667,42.92251566,0.962333333,5.10E-05,8.108824053,-0.759,-0.835,-0.423,0.305,0.309,0.256,undefined,9,NA,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.704,0.38,0.435,0.83,0.253,0.252,0.844,0.618,0.58,P62071,P62071,Rras2,1,5,2,2,P62071|P10833|A0A1B0GRT5,MOUSE,23627.4,13.7,2241,2241.1,33.41,33.41,NA,204,Ras-related protein R-Ras2,intracellular|plasma membrane|focal adhesion|membrane|extracellular exosome|,osteoblast differentiation|Ras protein signal transduction|cellular process|positive regulation of cell migration|regulation of neuron death|,protein binding|GTP binding|,2,5,2.72E+08,0.137,0.040556469,-0.071166667,23.72631713,0.471,0.004240024,4.014669829,-0.531,-0.203,-0.186,0.119,0.099,0.275,undefined,7,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.35,0.387,0.207,0.613,0.603,0.322,0.57,0.639,0.519,Q8BTF8,Q8BTF8,Ralyl,1,6,4,4,Q8BTF8|A0A1D5RMF0,MOUSE,32565.1,10.9,2246,2246.1,33.3,33.3,NA,293,RNA-binding Raly-like protein,NA,NA,nucleotide binding|identical protein binding|poly(A) RNA binding|,4,6,1.94E+08,0.109,0.036476288,-0.046,24.35330017,0.426,0.003670033,4.122086078,-0.271,-0.323,-0.183,0.02,0.15,0.331,undefined,7,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.415,0.248,0.116,0.53,0.361,0.283,0.759,0.627,0.576,Q8BH75,Q8BH75,Rnf41,1,5,3,3,Q8BH75,MOUSE,36689.3,12.6,2247,2247.1,33.27,33.27,NA,317,E3 ubiquitin-protein ligase NRDP1,NA,protein polyubiquitination|autophagy|negative regulation of cell proliferation|regulation of gene expression|proteasomal protein catabolic process|protein ubiquitination|negative regulation of cell migration|regulation of MAPK cascade|regulation of lymphocyte differentiation|regulation of myeloid cell differentiation|positive regulation of sequence-specific DNA binding transcription factor activity|protein autoubiquitination|regulation of protein kinase B signaling|extrinsic apoptotic signaling pathway|regulation of establishment of cell polarity|regulation of reactive oxygen species metabolic process|positive regulation of reactive oxygen species metabolic process|,ubiquitin-protein transferase activity|erythropoietin receptor binding|interleukin-3 receptor binding|protein binding|zinc ion binding|acid-amino acid ligase activity|Ral GTPase binding|protein tag|ubiquitin protein ligase activity|,3,5,1.41E+08,0.126,0.049938392,-0.079,22.55680953,0.388,0.005550333,3.817599343,-0.394,-0.257,-0.168,-0.016,0.141,0.22,undefined,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
