id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
Q8K1S1,2.69684E-08,-0.1105,88.64997373,1.802333333,1.36459E-09,6.063782179,-1.313,-1.177,-0.545,1.056,0.395,0.921,Q8K1S1,Lgi4,Q8K1S1_Lgi4,Q8K1S1,Lgi4,1,34,14,14,Q8K1S1,MOUSE,60174.2,34.2,625,625.1,199.53,199.53,,537,Leucine-rich repeat LGI family member 4,extracellular space|,adult locomotory behavior|glial cell proliferation|Schwann cell development|glial cell development|myelination in peripheral nervous system|gliogenesis|neuron maturation|myelination|,protein binding|,14,34,5680000000,34.2%
Q9WTQ5,0.08795173,-0.076166667,12.32673312,0.562333333,0.058523014,1.891917983,-0.496,-0.563,-0.013,0.478,0.092,0.045,Q9WTQ5,Akap12,Q9WTQ5_Akap12,Q9WTQ5,Akap12,1,26,18,18,Q9WTQ5|Q9WTQ5-2,MOUSE,181262.1,15.8,626,626.1,199.51,199.51,,1684,A-kinase anchor protein 12,cytoplasm|cytoskeleton|plasma membrane|focal adhesion|,protein targeting|signal transduction|positive regulation of protein kinase A signaling|positive regulation of cAMP biosynthetic process|regulation of protein kinase C signaling|,adenylate cyclase binding|receptor signaling complex scaffold activity|protein kinase A binding|,18,26,10700000000,15.8%
E9PYT0,0.046081129,-0.209166667,18.6691546,0.733666667,0.013585779,2.468352982,-0.93,-0.79,-0.008,0.194,0.092,0.187,E9PYT0,Arhgap5,E9PYT0_Arhgap5,E9PYT0,Arhgap5,1,26,18,18,E9PYT0|P97393,MOUSE,173952.2,15.3,627,627.1,198.65,198.65,,1503,Rho GTPase-activating protein 5,intracellular|,positive regulation of mesenchymal cell proliferation|small GTPase mediated signal transduction|regulation of cell size|positive regulation of cell migration|,GTP binding|SH2 domain binding|,18,26,1300000000,15.3%
O35099,0.078089428,-0.1895,13.41363957,0.594333333,0.04556549,1.999578995,-1.102,-0.688,0.33,0.133,-0.082,0.272,O35099,Map3k5,O35099_Map3k5,O35099,Map3k5,1,37,19,19,O35099|E9PWG9,MOUSE,155935.3,15,628,628.1,198.62,198.62,,1380,Mitogen-activated protein kinase kinase kinase 5,protein kinase complex|IRE1-TRAF2-ASK1 complex|,MAPK cascade|activation of MAPKK activity|activation of MAPK activity|response to ischemia|protein phosphorylation|activation of cysteine-type endopeptidase activity involved in apoptotic process|JNK cascade|intrinsic apoptotic signaling pathway in response to oxidative stress|regulation of cell death|response to endoplasmic reticulum stress|p38MAPK cascade|positive regulation of apoptotic process|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of JUN kinase activity|innate immune response|positive regulation of myoblast differentiation|positive regulation of JNK cascade|intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress|cellular response to hydrogen peroxide|programmed necrotic cell death|positive regulation of neuron death|cellular response to reactive nitrogen species|,magnesium ion binding|protein kinase activity|MAP kinase kinase kinase activity|protein binding|ATP binding|cysteine-type endopeptidase activator activity involved in apoptotic process|protein kinase binding|protein phosphatase binding|protein homodimerization activity|,19,37,2740000000,15.0%
Q9CY64,0.082508408,-0.091666667,12.87596369,0.578666667,0.051570772,1.946869958,-0.645,-0.399,-0.099,0.296,0.089,0.208,Q9CY64,Blvra,Q9CY64_Blvra,Q9CY64,Blvra,1,41,14,14,Q9CY64|A2ASB8,MOUSE,33695.1,44.7,629,629.1,198.25,198.25,,295,Biliverdin reductase A,cytoplasm|extracellular exosome|,heme catabolic process|oxidation-reduction process|,nucleotide binding|biliverdin reductase activity|zinc ion binding|,14,41,5220000000,44.7%
Q3UNH4,0.044170059,-0.1435,19.02447342,0.742333333,0.01251851,2.497511173,-0.893,-0.587,-0.064,0.12,0.178,0.385,Q3UNH4,Gprin1,Q3UNH4_Gprin1,Q3UNH4,Gprin1,1,33,17,17,Q3UNH4,MOUSE,96121.9,24.5,630,630.1,197.94,197.94,,932,G protein-regulated inducer of neurite outgrowth 1,plasma membrane|growth cone|,neuron projection development|,phosphoprotein binding|,17,33,2810000000,24.5%
P43274,6.47874E-07,-0.232,74.06438411,1.634,3.92249E-08,5.4974404,-1.268,-1.234,-0.645,0.568,0.485,0.702,P43274,Hist1h1e,P43274_Hist1h1e,P43274,Hist1h1e,1,53,14,5,P43274|I7HFT9|Q07133,MOUSE,21976.9,36.5,631,631.1,197.53,74.24,,219,Histone H1.4,nucleosome|nucleus|nuclear heterochromatin|extracellular exosome|nucleolus|,negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|nucleosome positioning|,DNA binding|protein binding|chromatin DNA binding|poly(A) RNA binding|,14,53,44900000000,36.5%
P43277,0.001126827,-0.191333333,39.75536817,1.152666667,0.000105795,3.878039352,-0.97,-0.987,-0.346,0.438,0.279,0.438,P43277,Hist1h1d,P43277_Hist1h1d,P43277,Hist1h1d,1,5,13,2,P43277,MOUSE,22099.1,35.7,631,631.2,187.45,31.19,,221,Histone H1.3,nucleosome|nuclear chromatin|nuclear euchromatin|,negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|nucleosome positioning|,DNA binding|protein binding|chromatin DNA binding|poly(A) RNA binding|,2,5,1190000000,9.0%
P15864,8.43744E-05,-0.256333333,51.81176973,1.34,6.58905E-06,4.508304857,-1.236,-1.083,-0.46,0.479,0.389,0.373,P15864,Hist1h1c,P15864_Hist1h1c,P15864,Hist1h1c,1,8,13,3,P15864,MOUSE,21266.3,37.2,631,631.3,187.32,35.27,,212,Histone H1.2,nucleosome|nucleus|nuclear euchromatin|transcriptionally active chromatin|,negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|nucleosome positioning|,DNA binding|protein binding|chromatin DNA binding|poly(A) RNA binding|,3,8,1760000000,15.0%
P43276,4.79647E-07,-0.140166667,75.47626077,1.651,2.83383E-08,5.554635312,-1.016,-1.026,-0.855,0.596,0.513,0.947,P43276,Hist1h1b,P43276_Hist1h1b,P43276,Hist1h1b,1,10,7,5,P43276,MOUSE,22575.7,30.4,631,631.4,95.36,77.75,,223,Histone H1.5,nucleosome|nucleus|,nucleosome assembly|muscle organ development|,DNA binding|protein binding|,5,10,1080000000,23.7%
A5D6P2,0.161269467,-0.117333333,8.519849732,0.438,0.140609617,1.473610095,-0.791,-0.406,0.188,0.29,0.037,-0.022,A5D6P2,Pard3,A5D6P2_Pard3,A5D6P2,Pard3,1,26,19,19,A5D6P2|Q99NH2|G3XA13|B7ZNY3|E0CXL4|E0CY24|Q99NH2-2|Q99NH2-3|E9PYJ2|A0A0R4J1Y4|Q99NH2-4|Q99NH2-5,MOUSE,149768,17.9,632,632.1,197.36,197.36,,1334,Par-3 (Partitioning defective 3) homolog (C. elegans),cytoplasm|spindle|cell-cell junction|adherens junction|cell-cell adherens junction|bicellular tight junction|cell cortex|cell junction|protein complex|apical part of cell|,"microtubule cytoskeleton organization|apical constriction|single organismal cell-cell adhesion|regulation of actin filament-based process|wound healing, spreading of cells|centrosome localization|",protein kinase C binding|protein binding|,19,26,10100000000,17.9%
P62754,0.044025474,-0.150666667,19.06568776,0.743333333,0.012400272,2.50087558,-0.851,-0.592,-0.124,0.222,0.222,0.219,P62754,Rps6,P62754_Rps6,P62754,Rps6,1,54,15,15,P62754,MOUSE,28851.3,44.5,633,633.1,196.72,196.72,,249,40S ribosomal protein S6,nucleus|nucleolus|cytoplasm|ribosome|polysome|small ribosomal subunit|membrane|cytosolic small ribosomal subunit|dendrite|ribonucleoprotein complex|cytoplasmic ribonucleoprotein granule|cell body|perinuclear region of cytoplasm|,G1/S transition of mitotic cell cycle|placenta development|T cell proliferation involved in immune response|rRNA processing|translation|activation-induced cell death of T cells|mitotic nuclear division|mitotic cell cycle checkpoint|gastrulation|oogenesis stage|TOR signaling|T cell differentiation in thymus|ribosomal small subunit biogenesis|glucose homeostasis|positive regulation of apoptotic process|negative regulation of apoptotic process|erythrocyte development|,structural constituent of ribosome|protein binding|protein kinase binding|poly(A) RNA binding|,15,54,61000000000,44.5%
B0V2N1,0.019304057,-0.225333333,24.90095877,0.875333333,0.003235222,2.944977252,-1.177,-0.702,-0.11,0.273,0.174,0.19,B0V2N1,Ptprs,B0V2N1_Ptprs,B0V2N1,Ptprs,1,29,18,11,B0V2N1|B0V2N1-2|B0V2N1-6|B0V2N1-3|B0V2N1-4|B0V2N1-5,MOUSE,213098.3,11.4,634,634.1,196.25,119.37,,1907,Receptor-type tyrosine-protein phosphatase S,integral component of membrane|extracellular exosome|,cell adhesion|spinal cord development|cerebellum development|hippocampus development|cerebral cortex development|corpus callosum development|peptidyl-tyrosine dephosphorylation|establishment of endothelial intestinal barrier|,protein tyrosine phosphatase activity|protein binding|,18,29,1730000000,11.4%
Q64487,0.028897683,-0.171,22.32929982,0.819333333,0.005848844,2.756570482,-0.9,-0.682,-0.16,0.151,0.221,0.344,Q64487,Ptprd,Q64487_Ptprd,Q64487,Ptprd,1,7,14,7,Q64487|Q64487-6|Q64487-5|Q64487-8|Q64487-7|Q64487-10|Q64487-9|Q64487-11|Q64487-1|G3UY75|B9EJA3|E9PVW8|G3UWK6|E9Q7I7|G3UX60|Q64487-12|G3UYU6|Q64487-3|Q64487-2|Q5SPA9,MOUSE,215603.8,8.6,634,634.2,133.52,55.02,,1912,Receptor-type tyrosine-protein phosphatase delta,integral component of membrane|,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|neuron differentiation|peptidyl-tyrosine dephosphorylation|negative regulation of JAK-STAT cascade|positive regulation of dendrite morphogenesis|regulation of immune response|presynaptic membrane assembly|,protein tyrosine phosphatase activity|receptor binding|protein binding|cell adhesion molecule binding|,7,7,345000000,4.4%
A2A8L5,0.140668599,-0.203666667,9.281227905,0.464666667,0.117998696,1.563327604,-1.017,-0.289,-0.002,0.179,0.001,-0.094,A2A8L5,Ptprf,A2A8L5_Ptprf,A2A8L5,Ptprf,1,2,8,2,A2A8L5,MOUSE,212569.5,4.5,634,634.3,69.79,13.11,,1898,Receptor-type tyrosine-protein phosphatase F,integral component of membrane|neuron projection|neuronal cell body|extracellular exosome|,cell adhesion|regulation of neuron projection development|cell migration|neuron projection regeneration|peptidyl-tyrosine dephosphorylation|regulation of axon regeneration|negative regulation of receptor binding|,phosphoprotein phosphatase activity|protein tyrosine phosphatase activity|heparin binding|protein complex binding|chondroitin sulfate proteoglycan binding|,2,2,6660000,1.3%
Q8BK67,0.006594244,-0.1085,30.94598005,0.996333333,0.00080427,3.352070452,-0.78,-0.811,-0.229,0.552,0.42,0.197,Q8BK67,Rcc2,Q8BK67_Rcc2,Q8BK67,Rcc2,1,27,16,16,Q8BK67,MOUSE,56724,35.5,635,635.1,196,196,,520,Protein RCC2,"nucleus|nucleolus|microtubule|plasma membrane|midbody|early endosome membrane|chromosome, centromeric core domain|mitotic spindle midzone|membrane|",endosome organization|mitotic nuclear division|integrin-mediated signaling pathway|regulation of fibroblast migration|positive regulation of G2/M transition of mitotic cell cycle|regulation of cell migration|negative regulation of GTPase activity|establishment of protein localization|focal adhesion assembly|cell division|negative regulation of focal adhesion assembly|positive regulation of attachment of spindle microtubules to kinetochore|chromosome passenger complex localization to kinetochore|activation of GTPase activity|negative regulation of substrate adhesion-dependent cell spreading|regulation of ruffle assembly|,microtubule binding|protein kinase binding|protein domain specific binding|small GTPase binding|poly(A) RNA binding|Rac GTPase binding|,16,27,4020000000,35.5%
Q80Y17,0.055126864,-0.155666667,17.00762622,0.692,0.019917617,2.328169374,-0.871,-0.58,-0.054,0.244,0.131,0.196,Q80Y17,Llgl1,Q80Y17_Llgl1,Q80Y17,Llgl1,1,26,14,14,A0A0R4J0S4|Q80Y17,MOUSE,113871,21.1,636,636.1,195.83,195.83,,1036,Lethal(2) giant larvae protein homolog 1,cytoplasm|cytoskeleton|cortical actin cytoskeleton|early endosome membrane|trans-Golgi network membrane|myelin sheath abaxonal region|axon|,protein complex assembly|exocytosis|Golgi to plasma membrane transport|axonogenesis|brain development|cortical actin cytoskeleton organization|maintenance of apical/basal cell polarity|positive regulation of GTPase activity|,GTPase activator activity|protein kinase binding|,14,26,1940000000,21.1%
Q0KK55,0.079148132,-0.135166667,13.27534728,0.590333333,0.047039779,1.986121368,-0.767,-0.624,0.1,0.393,-0.039,0.126,Q0KK55,Kndc1,Q0KK55_Kndc1,Q0KK55,Kndc1,1,23,16,16,Q0KK55|Q0KK55-3|D3Z3X0|Q0KK55-2,MOUSE,193591.9,15.2,637,637.1,195.35,195.35,,1742,Protein very KIND,dendrite|guanyl-nucleotide exchange factor complex|neuronal cell body|,positive regulation of protein phosphorylation|small GTPase mediated signal transduction|cerebellar granule cell differentiation|positive regulation of GTPase activity|regulation of dendrite morphogenesis|regulation of dendrite development|,Ras guanyl-nucleotide exchange factor activity|protein binding|,16,23,1030000000,15.2%
Q68FD9,0.075382202,-0.195333333,13.70398427,0.602666667,0.042618835,2.027615717,-1.065,-0.579,0.154,0.129,-0.004,0.193,Q68FD9,D630045J12Rik,Q68FD9_D630045J12Rik,Q68FD9,Kiaa1549,1,29,16,16,Q68FD9|D3YTS3,MOUSE,209844.5,11.8,638,638.1,195.32,195.32,,1940,UPF0606 protein KIAA1549,integral component of membrane|,,,16,29,7470000000,11.8%
Q00623,9.90084E-11,-0.222666667,114.4832181,2.068666667,3.56187E-12,6.959835806,-1.712,-1.4,-0.659,0.505,1.284,0.646,Q00623,Apoa1,Q00623_Apoa1,Q00623,Apoa1,1,42,16,16,Q00623,MOUSE,30615,50,639,639.1,195.03,195.03,,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,16,42,6380000000,50.0%
B1AWN6,0.055863312,-0.1745,16.76182714,0.685666667,0.021077412,2.306861465,-0.944,-0.618,0.01,0.276,0.029,0.2,B1AWN6,Scn2a,B1AWN6_Scn2a,B1AWN6,Scn2a,1,32,16,12,A0A0J9YTW6|B1AWN6|A2ASI5|Q62205|F8VPQ7|B1AYL0|E9PW82|Q9ER60|G3X8T7,MOUSE,230108.8,7.8,640,640.1,194.91,146.64,,2006,Sodium channel protein,voltage-gated sodium channel complex|intracellular|plasma membrane|intercalated disc|membrane|T-tubule|axon|paranode region of axon|,sodium ion transport|nervous system development|intrinsic apoptotic signaling pathway in response to osmotic stress|neuronal action potential|regulation of ion transmembrane transport|sodium ion transmembrane transport|neuron apoptotic process|membrane depolarization during action potential|,voltage-gated sodium channel activity|,17,32,6780000000,7.8%
A2APX8,0.098320927,-0.120166667,11.51909825,0.537666667,0.07048394,1.808929287,-0.817,-0.512,0.162,0.327,-0.115,0.234,A2APX8,Scn1a,A2APX8_Scn1a,A2APX8,Scn1a,1,8,10,5,A2APX8|A2APX8-2|A2APX8-3,MOUSE,230906.4,4.5,640,640.2,97.89,43.47,,2009,Sodium channel protein type 1 subunit alpha,voltage-gated sodium channel complex|plasma membrane|intercalated disc|membrane|T-tubule|axon|node of Ranvier|sodium channel complex|neuronal cell body|axon initial segment|,action potential|positive regulation of defense response to virus by host|sodium ion transport|adult walking behavior|neuronal action potential propagation|neuronal action potential|regulation of ion transmembrane transport|sodium ion transmembrane transport|regulation of membrane potential|neuromuscular process controlling posture|membrane depolarization during action potential|,voltage-gated sodium channel activity|,5,8,388000000,2.1%
F7D6J5,0.075119401,-0.149333333,13.75072008,0.604,0.042162659,2.032101592,-0.848,-0.531,0.025,0.23,0.129,0.099,F7D6J5,Scn8a,F7D6J5_Scn8a,F7D6J5,Scn8a,1,4,4,3,F7D6J5|Q9WTU3-3|F6U329|F7D6K4|Q9WTU3|A0A0J9YUW5|Q9WTU3-5|Q9WTU3-2|Q9WTU3-4,MOUSE,228462.5,2.5,640,640.3,39.17,24.44,,1988,Sodium channel protein,voltage-gated sodium channel complex|plasma membrane|membrane|dendrite|sodium channel complex|neuronal cell body|,muscle organ development|sensory perception of sound|locomotory behavior|adult walking behavior|adult locomotory behavior|response to toxic substance|neuronal action potential|regulation of ion transmembrane transport|sodium ion transmembrane transport|neuromuscular process|membrane depolarization during action potential|,voltage-gated sodium channel activity|,3,4,523000000,1.8%
E9QKE4,0.065085365,-0.224833333,15.15211394,0.643,0.030534345,2.16331345,-0.964,-0.806,0.131,0.059,-0.017,0.248,E9QKE4,Rab3gap2,E9QKE4_Rab3gap2,E9QKE4,Rab3gap2,1,21,17,17,E9QKE4|A0A0A6YWM5|Q8BMG7|Q8BMG7-2,MOUSE,156234.9,13.8,641,641.1,194.55,194.55,,1387,Rab3 GTPase-activating protein non-catalytic subunit,cytoplasm|plasma membrane|protein complex|,positive regulation of GTPase activity|establishment of protein localization to endoplasmic reticulum membrane|positive regulation of endoplasmic reticulum tubular network organization|,Rab GTPase binding|Rab guanyl-nucleotide exchange factor activity|,17,21,2170000000,13.8%
Q91YS4,0.068721117,-0.16,14.60523612,0.628,0.034631906,2.112847351,-0.862,-0.594,0.034,0.277,0.025,0.16,Q91YS4,Klc2,Q91YS4_Klc2,Q91YS4,Klc2,1,20,16,10,Q91YS4|D3YXZ3|O88448,MOUSE,68818.1,30.8,642,642.1,194.26,122.78,,619,Kinesin light chain 2,cytoplasm|kinesin complex|membrane|ciliary rootlet|neuron projection|protein complex|,axon cargo transport|metabolic process|,microtubule motor activity|protein binding|,16,20,8840000000,30.8%
