"","id","adj.P.Val.xBirACre.over.NoBirA","AveExpr.xBirACre.over.NoBirA","Log.P.Value.xBirACre.over.NoBirA","logFC.xBirACre.over.NoBirA","P.Value.xBirACre.over.NoBirA","t.xBirACre.over.NoBirA","PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian","PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian","PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian","PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian","PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian","PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian","id.query","id.mapped","id.concat","accession_number","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","PlexesSearchedTogether_correct.unique_peptides","PlexesSearchedTogether_correct.numSpectra","PlexesSearchedTogether_correct.totalIntensity","PlexesSearchedTogether_correct.pct_cov"
"106","P35917",0.00010426,-1.076333333,52.89272272,4.288666667,5.13721e-06,11.50805987,-3.282,-2.846,-3.534,1.045,1.252,0.907,"P35917","Flt4","P35917_Flt4","P35917","Flt4",1,70,26,26,"P35917","MOUSE",155124.7,19,83,83.1,349.12,349.12,NA,1363,"Vascular endothelial growth factor receptor 3","nucleus|cytoplasm|plasma membrane|integral component of plasma membrane|receptor complex|","positive regulation of protein phosphorylation|positive regulation of endothelial cell proliferation|vasculature development|lymph vessel development|lymphangiogenesis|sprouting angiogenesis|positive regulation of cell proliferation|positive regulation of vascular endothelial growth factor production|positive regulation of endothelial cell migration|peptidyl-tyrosine phosphorylation|cellular response to vascular endothelial growth factor stimulus|vascular endothelial growth factor signaling pathway|negative regulation of apoptotic process|positive regulation of MAPK cascade|positive regulation of JNK cascade|protein autophosphorylation|vascular endothelial growth factor receptor signaling pathway|blood vessel morphogenesis|regulation of blood vessel remodeling|positive regulation of ERK1 and ERK2 cascade|positive regulation of protein kinase C signaling|","transmembrane receptor protein tyrosine kinase activity|vascular endothelial growth factor-activated receptor activity|protein binding|ATP binding|growth factor binding|protein phosphatase binding|",26,70,7.12e+09,"19.0%"
"108","P39039",0.00010426,-1.098333333,47.5670308,4.419333333,1.75104e-05,9.668551194,-3.987,-2.552,-3.385,1.271,1.102,0.961,"P39039","Mbl1","P39039_Mbl1","P39039","Mbl1",1,222,22,22,"P39039|P39039-2|A0A2C9F2B6","MOUSE",25852,66.9,85,85.1,344.34,344.34,NA,239,"Mannose-binding protein A","collagen trimer|extracellular space|","complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|positive regulation of phagocytosis|defense response to Gram-positive bacterium|protein homotetramerization|killing by host of symbiont cells|protein homotrimerization|","protease binding|calcium ion binding|mannose binding|polysaccharide binding|protein homodimerization activity|calcium-dependent protein binding|phosphatidylinositol-4-phosphate binding|",22,222,1.33e+12,"66.9%"
"109","Q3U3V1",0.00010426,-1.252666667,48.45864395,4.816666667,1.42605e-05,9.957084216,-3.933,-2.786,-4.264,1.47,1.088,0.909,"Q3U3V1","F10","Q3U3V1_F10","Q3U3V1","F10",1,144,23,23,"Q3U3V1|O88947|D3Z215|D3Z521","MOUSE",56680.8,42.7,86,86.1,337.76,337.76,NA,493,"Coagulation factor X","extracellular region|membrane|intracellular membrane-bounded organelle|","proteolysis|blood coagulation|positive regulation of protein kinase B signaling|","serine-type endopeptidase activity|calcium ion binding|phospholipid binding|",23,144,1.43e+11,"42.7%"
"110","A11111",0.00010426,-1.234166667,46.87269659,4.543,2.05461e-05,9.448918481,-4.271,-2.671,-3.575,1.21,0.994,0.908,"A11111","NotFound","A11111_NotFound","A11111","",1,100,21,21,"A11111|P06709","MOUSE",39099.5,69.3,87,87.1,336.4,336.4,NA,NA,"BirAG3ER","","","",21,100,4.14e+11,"69.3%"
"111","P63260",0.001422306,-1.072166667,29.77543039,4.090333333,0.001053069,5.261688058,-2.985,-1.56,-4.807,1.165,0.741,1.013,"P63260","Actg1","P63260_Actg1","P63260","Actg1",1,114,23,1,"P63260|G3UYG0|B1ATY1|V9GXQ2","MOUSE",42134.4,58.9,88,88.1,331.02,23.1,NA,375,"Actin, cytoplasmic 2","extracellular space|nucleus|cytosol|plasma membrane|focal adhesion|actin cytoskeleton|membrane|myofibril|filamentous actin|costamere|myelin sheath|extracellular exosome|blood microparticle|dense body|","retina homeostasis|sarcomere organization|response to calcium ion|platelet aggregation|","structural constituent of cytoskeleton|protein binding|ATP binding|ubiquitin protein ligase binding|identical protein binding|",23,114,4.16e+10,"58.9%"
"112","Q02819",0.00010426,-1.215666667,46.96248011,4.526666667,2.01257e-05,9.477073694,-3.668,-2.608,-4.161,0.932,1.211,1,"Q02819","Nucb1","Q02819_Nucb1","Q02819","Nucb1",1,79,25,25,"Q02819|A0A1C7CYU3","MOUSE",53407.7,54.4,89,89.1,327.11,327.11,NA,459,"Nucleobindin-1","extracellular space|nucleus|early endosome|rough endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi-associated vesicle|cis-Golgi network|trans-Golgi network|microtubule cytoskeleton|membrane|Golgi cisterna membrane|extracellular exosome|extrinsic component of Golgi membrane|lumenal side of Golgi membrane|","response to cisplatin|regulation of protein targeting|","G-protein alpha-subunit binding|DNA binding|calcium ion binding|",25,79,8.15e+09,"54.4%"
"113","Q61704",0.00010426,-0.9955,47.87364647,4.250333333,1.63168e-05,9.766941091,-3.03,-2.572,-3.76,1.433,1.055,0.901,"Q61704","Itih3","Q61704_Itih3","Q61704","Itih3",1,131,24,24,"Q61704","MOUSE",99698.3,27.3,90,90.1,326.79,326.79,NA,889,"Inter-alpha-trypsin inhibitor heavy chain H3","extracellular exosome|","negative regulation of endopeptidase activity|hyaluronan metabolic process|","serine-type endopeptidase inhibitor activity|",24,131,5.43e+10,"27.3%"
"114","O70570",0.00010426,-1.039833333,49.04953593,4.080333333,1.24465e-05,10.15242518,-3.305,-2.502,-3.433,1.176,0.896,0.929,"O70570","Pigr","O70570_Pigr","O70570","Pigr",1,77,21,21,"O70570","MOUSE",86309.5,30,91,91.1,322.65,322.65,NA,771,"Polymeric immunoglobulin receptor","extracellular space|plasma membrane|integral component of membrane|receptor complex|extracellular exosome|","detection of chemical stimulus involved in sensory perception of bitter taste|retina homeostasis|immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor|epidermal growth factor receptor signaling pathway|Fc receptor signaling pathway|receptor clustering|","polymeric immunoglobulin receptor activity|",21,77,1.28e+10,"30.0%"
"115","P97298",0.00010426,-1.2375,47.24292757,4.760333333,1.88672e-05,9.565486607,-3.929,-2.666,-4.258,1.377,1.138,0.913,"P97298","Serpinf1","P97298_Serpinf1","P97298","Serpinf1",1,122,19,19,"P97298|E9PWS2","MOUSE",46290.3,52.9,92,92.1,319.45,319.45,NA,417,"Pigment epithelium-derived factor","extracellular region|basement membrane|extracellular space|melanosome|axon hillock|perinuclear region of cytoplasm|extracellular exosome|extracellular matrix|","kidney development|aging|short-term memory|response to acidic pH|negative regulation of endothelial cell migration|negative regulation of gene expression|negative regulation of endopeptidase activity|positive regulation of neuron projection development|negative regulation of angiogenesis|ovulation cycle|response to arsenic-containing substance|negative regulation of inflammatory response|positive regulation of neurogenesis|retina development in camera-type eye|negative regulation of epithelial cell proliferation involved in prostate gland development|cellular response to cobalt ion|cellular response to retinoic acid|cellular response to glucose stimulus|cellular response to dexamethasone stimulus|negative regulation of neuron death|","serine-type endopeptidase inhibitor activity|",19,122,3.07e+10,"52.9%"
"116","P08226",0.00010426,-1.046666667,51.40288975,4.332,7.23954e-06,10.96445206,-3.666,-2.731,-3.241,0.932,1.26,1.166,"P08226","Apoe","P08226_Apoe","P08226","Apoe",1,149,24,24,"P08226","MOUSE",35923,58.8,93,93.1,318.79,318.79,NA,311,"Apolipoprotein E","extracellular region|extracellular space|nucleus|endoplasmic reticulum|Golgi apparatus|cytosol|membrane|extracellular matrix|very-low-density lipoprotein particle|low-density lipoprotein particle|intermediate-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|","negative regulation of endothelial cell proliferation|response to dietary excess|lipid metabolic process|triglyceride metabolic process|cholesterol biosynthetic process|cholesterol catabolic process|cellular calcium ion homeostasis|receptor-mediated endocytosis|response to oxidative stress|G-protein coupled receptor signaling pathway|nitric oxide mediated signal transduction|cholesterol metabolic process|regulation of gene expression|negative regulation of platelet activation|positive regulation of cholesterol esterification|positive regulation of cholesterol efflux|long-chain fatty acid transport|protein import|virion assembly|triglyceride catabolic process|cGMP-mediated signaling|negative regulation of blood coagulation|regulation of axon extension|positive regulation of cGMP biosynthetic process|regulation of cholesterol transport|regulation of Cdc42 protein signal transduction|positive regulation of low-density lipoprotein particle receptor catabolic process|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|chylomicron remnant clearance|high-density lipoprotein particle clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein biosynthetic process|lipoprotein catabolic process|vasodilation|cholesterol homeostasis|negative regulation of MAP kinase activity|negative regulation of neuron apoptotic process|negative regulation of blood vessel endothelial cell migration|reverse cholesterol transport|positive regulation by host of viral process|negative regulation of cholesterol biosynthetic process|positive regulation of lipid biosynthetic process|artery morphogenesis|negative regulation of inflammatory response|positive regulation of nitric-oxide synthase activity|positive regulation of membrane protein ectodomain proteolysis|negative regulation of lipid biosynthetic process|maintenance of location in cell|lipid homeostasis|fatty acid homeostasis|positive regulation of dendritic spine development|negative regulation of dendritic spine development|cardiovascular system development|negative regulation of cholesterol efflux|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|N-methyl-D-aspartate receptor clustering|regulation of beta-amyloid clearance|regulation of neuron death|negative regulation of neuron death|positive regulation of neuron death|negative regulation of postsynaptic membrane organization|positive regulation of postsynaptic membrane organization|negative regulation of presynaptic membrane organization|positive regulation of presynaptic membrane organization|positive regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|regulation of tau-protein kinase activity|negative regulation of dendritic spine maintenance|positive regulation of dendritic spine maintenance|positive regulation of phospholipid efflux|positive regulation of neurofibrillary tangle assembly|negative regulation of phospholipid efflux|negative regulation of lipid transport across blood brain barrier|positive regulation of lipid transport across blood brain barrier|protein localization|axon regeneration|","beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|heparin binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|identical protein binding|protein homodimerization activity|metal chelating activity|tau protein binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|very-low-density lipoprotein particle receptor binding|lipoprotein particle binding|",24,149,8.58e+10,"58.8%"
"117","Q03311",0.00010426,-1.088833333,49.77057826,4.478333333,1.05425e-05,10.39535543,-3.994,-2.82,-3.17,1.345,1.198,0.908,"Q03311","Bche","Q03311_Bche","Q03311","Bche",1,103,20,20,"Q03311","MOUSE",68974.5,30,94,94.1,317.53,317.53,NA,603,"Cholinesterase","nuclear envelope lumen|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|blood microparticle|","learning|negative regulation of cell proliferation|neuroblast differentiation|choline metabolic process|response to drug|response to alkaloid|negative regulation of synaptic transmission|response to glucocorticoid|response to folic acid|","acetylcholinesterase activity|cholinesterase activity|choline binding|identical protein binding|",20,103,4.1e+10,"30.0%"
"118","P23953",0.000104681,-1.237166667,46.41095614,4.686333333,2.2851e-05,9.305256968,-3.936,-2.608,-4.197,1.402,1,0.916,"P23953","Ces1c","P23953_Ces1c","P23953","Ces1c",1,115,21,13,"P23953|Q8VCT4|E9PYP1","MOUSE",61339.9,35.3,95,95.1,317.22,199.45,NA,554,"Carboxylesterase 1C","extracellular space|endoplasmic reticulum lumen|","metabolic process|","hydrolase activity, acting on ester bonds|carboxylic ester hydrolase activity|",21,115,4.19e+10,"35.3%"
"119","D3Z5G7",0.00010426,-0.816666667,48.58103541,3.849333333,1.38643e-05,9.997272217,-3.157,-2.513,-2.554,1.417,1,0.907,"D3Z5G7","Ces1b","D3Z5G7_Ces1b","D3Z5G7","Ces1b",1,28,17,8,"D3Z5G7","MOUSE",62538.2,33.1,95,95.2,256.39,122,NA,567,"Carboxylic ester hydrolase","","metabolic process|","hydrolase activity|",8,28,2.1e+09,"19.4%"
"120","Q07456",0.00010426,-1.210833333,48.41197134,4.799666667,1.44146e-05,9.941796272,-3.732,-2.78,-4.32,1.465,1.183,0.919,"Q07456","Ambp","Q07456_Ambp","Q07456","Ambp",1,126,19,19,"Q07456","MOUSE",39941.4,50.1,96,96.1,312.84,312.84,NA,349,"Protein AMBP","extracellular space|plasma membrane|cell surface|intracellular membrane-bounded organelle|extracellular exosome|blood microparticle|","negative regulation of endopeptidase activity|protein-chromophore linkage|protein catabolic process|protein maturation|","serine-type endopeptidase inhibitor activity|IgA binding|heme binding|small molecule binding|protein homodimerization activity|",19,126,1.39e+11,"50.1%"
"121","Q06194",0.000110075,-1.269833333,45.65968251,4.620333333,2.71664e-05,9.075517787,-3.44,-2.761,-4.539,1.041,1.18,0.9,"Q06194","F8","Q06194_F8","Q06194","F8",1,68,25,25,"Q06194|B2RRC9","MOUSE",267560.2,9.4,97,97.1,311.53,311.53,NA,2319,"Coagulation factor VIII","extracellular space|","acute-phase response|platelet activation|oxidation-reduction process|","copper ion binding|oxidoreductase activity|",25,68,4.6e+09,"9.4%"
"122","Q8CG19",0.000110023,-0.533333333,45.71845589,3.482,2.68012e-05,9.093314116,-2.329,-2.494,-2,1.204,1.572,0.847,"Q8CG19","Ltbp1","Q8CG19_Ltbp1","Q8CG19","Ltbp1",1,54,20,20,"Q8CG19|Q8CG19-2|Q8CG19-3|Q61810|F8VQ06|Q61810-2","MOUSE",195158.2,14.4,98,98.1,309.5,309.5,NA,1712,"Latent-transforming growth factor beta-binding protein 1","microfibril|proteinaceous extracellular matrix|extracellular matrix|protein complex|extracellular matrix|","transforming growth factor beta receptor signaling pathway|","calcium ion binding|transforming growth factor beta binding|microfibril binding|",20,54,3.14e+09,"14.4%"
"123","Q64726",0.000110858,-0.941166667,45.47110461,4.456333333,2.8372e-05,9.018617386,-3.439,-2.314,-3.755,1.693,1.292,0.876,"Q64726","Azgp1","Q64726_Azgp1","Q64726","Azgp1",1,125,21,21,"Q64726","MOUSE",35559.5,53.7,99,99.1,309.44,309.44,NA,307,"Zinc-alpha-2-glycoprotein","extracellular space|nucleus|plasma membrane|MHC class I protein complex|extracellular exosome|","detection of chemical stimulus involved in sensory perception of bitter taste|retina homeostasis|antigen processing and presentation of peptide antigen via MHC class I|immune response|cell adhesion|regulation of multicellular organism growth|","glycoprotein binding|peptide antigen binding|",21,125,6.35e+10,"53.7%"
"124","P70389",0.00010426,-0.743166667,47.22835191,3.443,1.89306e-05,9.560874019,-2.788,-2.158,-2.448,0.961,1,0.974,"P70389","Igfals","P70389_Igfals","P70389","Igfals",1,88,22,22,"A0A0R4J0S2|P70389","MOUSE",67757.5,40.1,100,100.1,304.56,304.56,NA,603,"Insulin-like growth factor-binding protein complex acid labile subunit","nucleoplasm|insulin-like growth factor ternary complex|extracellular exosome|","cell adhesion|","",22,88,1.06e+10,"40.1%"
"125","Q9DBB9",0.00010426,-1.147833333,52.85737079,4.513,5.1792e-06,11.49488422,-3.806,-2.902,-3.505,1.258,1.124,0.944,"Q9DBB9","Cpn2","Q9DBB9_Cpn2","Q9DBB9","Cpn2",1,145,19,19,"Q9DBB9","MOUSE",61333.9,45.5,101,101.1,303.11,303.11,NA,547,"Carboxypeptidase N subunit 2","extracellular exosome|blood microparticle|","","",19,145,1.04e+11,"45.5%"
"126","A0A0A6YXW6",0.000152167,-1.2405,42.28471808,5.218333333,5.90919e-05,8.101569397,-3.511,-2.936,-5.102,0.999,0.975,2.132,"A0A0A6YXW6","NotFound","A0A0A6YXW6_NotFound","A0A0A6YXW6","Igha",1,126,15,4,"A0A0A6YXW6","MOUSE",42869.8,48.8,103,103.1,294.53,68.76,NA,389,"Immunoglobulin heavy constant alpha (Fragment)","","","",15,126,1.91e+11,"48.8%"
"127","P41317",0.000134595,-1.521166667,43.49162957,5.322333333,4.47545e-05,8.439301613,-4.502,-2.806,-5.239,1.343,1.151,0.926,"P41317","Mbl2","P41317_Mbl2","P41317","Mbl2",1,168,17,17,"P41317","MOUSE",26356,60.2,104,104.1,292.13,292.13,NA,244,"Mannose-binding protein C","collagen trimer|extracellular space|","complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|innate immune response|negative regulation of viral process|positive regulation of phagocytosis|defense response to Gram-positive bacterium|killing by host of symbiont cells|","receptor binding|calcium ion binding|mannose binding|calcium-dependent protein binding|",17,168,4.01e+11,"60.2%"
"128","Q6GQT1",0.00010426,-1.275,53.94159989,4.798666667,4.03497e-06,11.90526246,-3.752,-3.117,-4.154,1.029,1.228,1.116,"Q6GQT1","A2m","Q6GQT1_A2m","Q6GQT1","A2m",1,148,25,21,"Q6GQT1|K4JBR5|K4JF13|K4JB97","MOUSE",165776,18.5,105,105.1,290.94,244.16,NA,1474,"Alpha-2-macroglobulin-P","extracellular exosome|blood microparticle|","negative regulation of complement activation, lectin pathway|female pregnancy|negative regulation of endopeptidase activity|stem cell differentiation|","protease binding|serine-type endopeptidase inhibitor activity|receptor binding|protein binding|growth factor binding|enzyme binding|interleukin-8 binding|interleukin-1 binding|peptidase inhibitor activity|tumor necrosis factor binding|calcium-dependent protein binding|",27,148,1.41e+13,"18.5%"
