id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
P16301,7.5892E-05,-0.978333333,46.65519793,4.446,2.16013E-05,8.724127858,-4.15,-2.751,-2.703,1.584,1.252,0.898,P16301,Lcat,P16301_Lcat,P16301,Lcat,1,50,11,11,P16301,MOUSE,50088.2,27.3,148,148.1,182.49,182.49,,438,Phosphatidylcholine-sterol acyltransferase,extracellular space|high-density lipoprotein particle|extracellular exosome|,phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol metabolic process|cholesterol transport|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|cholesterol esterification|lipoprotein biosynthetic process|cholesterol homeostasis|reverse cholesterol transport|response to copper ion|response to glucocorticoid|regulation of high-density lipoprotein particle assembly|,phosphatidylcholine-sterol O-acyltransferase activity|phospholipase A2 activity|apolipoprotein A-I binding|,11,50,75100000000,27.3%
Q8CIF4,0.000641514,-0.729666667,33.35191694,3.803333333,0.000462177,5.647746158,-4.006,-2.648,-1.24,1.353,1.262,0.901,Q8CIF4,Btd,Q8CIF4_Btd,Q8CIF4,Btd,1,44,12,12,A0A0R4J131|Q8CIF4,MOUSE,58952,26.1,149,149.1,182.21,182.21,,520,Biotinidase,extracellular space|nucleolus|perikaryon|apical part of cell|extracellular exosome|,biotin metabolic process|,biotinidase activity|,12,44,12800000000,26.1%
P45700,7.14977E-05,-1.235833333,52.220992,4.643,5.99654E-06,10.35134414,-4.059,-2.845,-3.768,1.083,1.277,0.897,P45700,Man1a,P45700_Man1a,P45700,Man1a1,1,22,16,16,P45700|A0A1W2P6N0,MOUSE,73502.6,28.7,150,150.1,180.91,180.91,,655,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",Golgi membrane|cytoplasm|endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|extracellular exosome|,N-glycan processing|,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity|calcium ion binding|",16,22,1330000000,28.7%
Q5I012-3,7.14977E-05,-0.957,49.32428536,3.996,1.16835E-05,9.474911662,-3.424,-2.38,-3.061,1.151,1.065,0.907,Q5I012,Slc38a10,Q5I012-3_Slc38a10,Q5I012-3,Slc38a10,1,25,14,14,Q5I012-3|Q5I012-4|Q5I012|J3QNE8|Q5I012-2,MOUSE,116909.1,19.2,151,151.1,178.74,178.74,,1090,Isoform 3 of Putative sodium-coupled neutral amino acid transporter 10,Golgi apparatus|integral component of membrane|,amino acid transmembrane transport|sodium ion transport|bone development|,amino acid transmembrane transporter activity|,14,25,15700000000,19.2%
P01837,7.14977E-05,-0.896833333,52.47069994,4.340333333,5.66148E-06,10.43008517,-3.278,-2.992,-2.931,0.926,1.825,1.069,P01837,NotFound,P01837_NotFound,P01837,,1,55,11,11,P01837|A0A075B5P2,MOUSE,11948.8,94.3,152,152.1,178.32,178.32,,106,Ig kappa chain C region,plasma membrane|,,antigen binding|,11,55,1.93E+11,94.3%
P55065,0.000122468,-0.834,42.73983543,4.046666667,5.32128E-05,7.711929838,-3.745,-2.891,-1.936,1.231,1.429,0.908,P55065,Pltp,P55065_Pltp,P55065,Pltp,1,37,12,12,P55065|A2A5K2,MOUSE,54680.3,32.4,153,153.1,177.91,177.91,,493,Phospholipid transfer protein,extracellular space|,lipid metabolic process|lipid transport|vitamin E biosynthetic process|positive regulation of cholesterol efflux|sperm motility|high-density lipoprotein particle remodeling|,lipid binding|,12,37,6390000000,32.4%
Q9QXC1,0.000728964,-0.6825,32.7490332,3.624333333,0.000531003,5.530003883,-3.821,-2.479,-1.184,1.468,0.952,0.969,Q9QXC1,Fetub,Q9QXC1_Fetub,Q9QXC1,Fetub,1,48,12,12,Q9QXC1|Q6YJU1,MOUSE,43567.8,23.4,154,154.1,176.74,176.74,,388,Fetuin-B,extracellular region|extracellular space|extracellular exosome|,single fertilization|binding of sperm to zona pellucida|negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|metalloendopeptidase inhibitor activity|,12,48,27900000000,23.4%
P98086,0.000171083,-0.565333333,40.34452023,4.444666667,9.23736E-05,7.140096138,-2.138,-2.309,-3.916,1.812,2.347,0.812,P98086,C1qa,P98086_C1qa,P98086,C1qa,1,52,12,12,P98086,MOUSE,26202.1,41.6,155,155.1,175.59,175.59,,245,Complement C1q subcomponent subunit A,collagen trimer|extracellular exosome|,"complement activation, classical pathway|innate immune response|",protein binding|,12,52,1.18E+11,41.6%
P46412,7.14977E-05,-1.259833333,55.90052066,4.892333333,2.57009E-06,11.56642155,-3.88,-3.152,-4.086,1.421,1.212,0.926,P46412,Gpx3,P46412_Gpx3,P46412,Gpx3,1,61,12,12,P46412|P21765,MOUSE,25581.2,43.3,156,156.1,174.84,174.84,,226,Glutathione peroxidase 3,extracellular space|extracellular exosome|,response to oxidative stress|hydrogen peroxide catabolic process|protein homotetramerization|oxidation-reduction process|,glutathione peroxidase activity|selenium binding|,12,61,45300000000,43.3%
Q3UTR7,8.24953E-05,-0.975333333,45.93496265,4.322,2.54979E-05,8.530263793,-3.665,-2.233,-3.511,1.64,1.006,0.911,Q3UTR7,Agt,Q3UTR7_Agt,Q3UTR7,Agt,1,37,11,11,Q3UTR7|P11859,MOUSE,52954.5,32.3,157,157.1,172.59,172.59,,482,Angiotensinogen,extracellular space|cytoplasm|extracellular exosome|blood microparticle|,"ovarian follicle rupture|blood vessel development|branching involved in ureteric bud morphogenesis|kidney development|regulation of systemic arterial blood pressure by circulatory renin-angiotensin|angiotensin mediated vasoconstriction involved in regulation of systemic arterial blood pressure|renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure|renin-angiotensin regulation of aldosterone production|regulation of renal output by angiotensin|regulation of heart rate|brain renin-angiotensin system|renal system process|angiotensin-mediated drinking behavior|positive regulation of extracellular matrix constituent secretion|cellular sodium ion homeostasis|cell-matrix adhesion|G-protein coupled receptor signaling pathway|activation of phospholipase C activity|activation of NF-kappaB-inducing kinase activity|female pregnancy|aging|excretion|establishment of blood-nerve barrier|regulation of blood pressure|negative regulation of cell proliferation|response to cold|response to salt stress|regulation of gene expression|positive regulation of activation of JAK2 kinase activity|positive regulation of endothelial cell migration|positive regulation of cardiac muscle hypertrophy|positive regulation of gene expression|positive regulation of cholesterol esterification|negative regulation of endopeptidase activity|regulation of norepinephrine secretion|positive regulation of phosphatidylinositol 3-kinase signaling|artery smooth muscle contraction|response to muscle activity involved in regulation of muscle adaptation|negative regulation of angiogenesis|extracellular matrix organization|negative regulation of cell growth|peristalsis|positive regulation of cellular protein metabolic process|positive regulation of superoxide anion generation|positive regulation of peptidyl-serine phosphorylation|negative regulation of tissue remodeling|catenin import into nucleus|positive regulation of renal sodium excretion|positive regulation of multicellular organism growth|vasodilation|hormone metabolic process|drinking behavior|regulation of apoptotic process|positive regulation of MAPK cascade|negative regulation of neuron apoptotic process|positive regulation of nitric oxide biosynthetic process|positive regulation of fatty acid biosynthetic process|positive regulation of epidermal growth factor receptor signaling pathway|positive regulation of transcription, DNA-templated|positive regulation of vasodilation|positive regulation of organ growth|astrocyte activation|fibroblast proliferation|positive regulation of fibroblast proliferation|regulation of long-term neuronal synaptic plasticity|smooth muscle cell proliferation|cytokine secretion|regulation of inflammatory response|positive regulation of peptidyl-tyrosine phosphorylation|smooth muscle cell differentiation|negative regulation of neurotrophin TRK receptor signaling pathway|stress-activated MAPK cascade|regulation of calcium ion transport|regulation of transmission of nerve impulse|cell growth involved in cardiac muscle cell development|positive regulation of protein tyrosine kinase activity|ERK1 and ERK2 cascade|uterine smooth muscle contraction|cellular response to mechanical stimulus|positive regulation of branching involved in ureteric bud morphogenesis|positive regulation of protein kinase C activity|regulation of extracellular matrix assembly|positive regulation of membrane hyperpolarization|positive regulation of gap junction assembly|regulation of cardiac conduction|positive regulation of extrinsic apoptotic signaling pathway|",serine-type endopeptidase inhibitor activity|hormone activity|sodium channel regulator activity|type 1 angiotensin receptor binding|type 2 angiotensin receptor binding|,11,37,18000000000,32.3%
P00760,0.012943605,-0.145,19.27123055,1.198,0.011827064,3.232102749,-0.538,-0.715,-0.979,0.417,0.462,0.483,P00760,NotFound,P00760_NotFound,P00760,,1,30,11,11,P00760,BOVIN,26469.4,51.6,158,158.1,171.87,171.87,,246,Cationic trypsin,,,,11,30,15800000000,51.6%
G5E8J0,7.14977E-05,-1.128166667,51.91288562,4.355,6.43741E-06,10.25490446,-3.868,-2.764,-3.285,1.093,1.097,0.958,G5E8J0,Notch2,G5E8J0_Notch2,G5E8J0,Notch2,1,24,15,15,G5E8J0|O35516|O35516-2,MOUSE,279492.6,6.5,159,159.1,170.89,170.89,,2473,Neurogenic locus notch homolog protein 2,nucleus|integral component of plasma membrane|cell surface|receptor complex|,pulmonary valve morphogenesis|cell cycle arrest|Notch signaling pathway|negative regulation of cell proliferation|cell growth|cell differentiation|positive regulation of Ras protein signal transduction|bone remodeling|regulation of developmental process|atrial septum morphogenesis|,calcium ion binding|,15,24,644000000,6.5%
P16882-2,7.14977E-05,-1.255833333,52.239052,4.798333333,5.97166E-06,10.35702155,-4,-2.867,-4.098,1.131,1.376,0.923,P16882,Ghr,P16882-2_Ghr,P16882-2,Ghr,1,41,10,10,P16882-2|P16882|Q3UP14,MOUSE,34617.4,36.7,160,160.1,170.74,170.74,,650,Isoform 2 of Growth hormone receptor,extracellular region|extracellular space|nucleus|plasma membrane|integral component of plasma membrane|cell surface|integral component of membrane|extrinsic component of membrane|receptor complex|growth hormone receptor complex|,allantoin metabolic process|citrate metabolic process|2-oxoglutarate metabolic process|succinate metabolic process|oxaloacetate metabolic process|isoleucine metabolic process|valine metabolic process|creatine metabolic process|fatty acid metabolic process|endocytosis|cytokine-mediated signaling pathway|taurine metabolic process|response to estradiol|cellular response to hormone stimulus|regulation of multicellular organism growth|positive regulation of multicellular organism growth|multicellular organismal metabolic process|creatinine metabolic process|insulin-like growth factor receptor signaling pathway|positive regulation of peptidyl-tyrosine phosphorylation|growth hormone receptor signaling pathway|,growth hormone receptor activity|protein binding|peptide hormone binding|growth factor binding|protein homodimerization activity|,10,41,35700000000,36.7%
Q61781,0.076991923,-0.709333333,11.33427982,1.936,0.073548195,2.089848068,-2.471,0.543,-3.104,0.397,-0.299,0.678,Q61781,Krt14,Q61781_Krt14,Q61781,Krt14,1,46,15,1,Q61781|Q9D312|Q9Z320|Q8VCW2|Q8CCX5|Q8CCX5-2,MOUSE,53208.4,25.8,161,161.1,168.8,11.35,,484,"Keratin, type I cytoskeletal 14",intracellular|nucleus|cytoplasm|intermediate filament|keratin filament|extracellular exosome|cell periphery|,aging|response to zinc ion|response to ionizing radiation|epithelial cell differentiation|hair cycle|intermediate filament bundle assembly|,structural molecule activity|protein binding|keratin filament binding|,16,46,2.97E+11,25.8%
Q6IFX2,0.069685015,-1.094166667,11.78917969,2.669,0.06623416,2.159724188,-2.845,0.467,-4.908,0.292,-0.369,0.798,Q6IFX2,Krt42,Q6IFX2_Krt42,Q6IFX2,Krt42,1,4,13,3,Q6IFX2,MOUSE,50474.5,25.2,161,161.2,151.31,34.72,,452,"Keratin, type I cytoskeletal 42",cytoplasm|intermediate filament|,,structural molecule activity|,3,4,190000000,5.7%
Q9QWL7,0.835581327,0.0095,0.787055897,-0.142333333,0.834246533,-0.2161109,-0.06,1.284,-0.982,0.058,-0.857,0.614,Q9QWL7,Krt17,Q9QWL7_Krt17,Q9QWL7,Krt17,1,2,13,1,Q9QWL7|Q99PS0,MOUSE,48446.3,21.7,161,161.3,151.24,6.79,,433,"Keratin, type I cytoskeletal 17",cytoplasm|intermediate filament|extracellular exosome|cell periphery|,morphogenesis of an epithelium|signal transduction|positive regulation of cell growth|hair follicle morphogenesis|keratinization|intermediate filament organization|positive regulation of translation|positive regulation of hair follicle development|,structural molecule activity|protein binding|MHC class II receptor activity|MHC class II protein binding|,1,2,15300000,2.0%
B1AQ77,0.87221018,0.1798,0.593788486,0.228833333,0.87221018,0.167558998,-2.467,2.552,,0.328,0.534,-0.048,B1AQ77,Krt15,B1AQ77_Krt15,B1AQ77,Krt15,1,4,11,2,B1AQ77|Q61414|A6BLY7,MOUSE,49664.3,13.5,161,161.4,129.01,21.98,,456,"Keratin 15, isoform CRA_a",nucleus|intermediate filament|extracellular exosome|,activation of mitophagy in response to mitochondrial depolarization|,structural molecule activity|scaffold protein binding|,2,4,1370000000,5.7%
P02535,0.034837363,-0.8205,14.84413765,2.414333333,0.032778286,2.630806012,-2.616,0.13,-3.597,0.841,-0.117,0.436,P02535,Krt10,P02535_Krt10,P02535,Krt10,1,24,10,5,P02535|P02535-2|A2A513|P02535-3,MOUSE,57940,13.8,161,161.5,131.67,70.41,,570,"Keratin, type I cytoskeletal 10",keratin filament|,epithelial cell differentiation|cellular response to calcium ion|,structural molecule activity|protein binding|,5,24,37900000000,8.5%
O77727,0.018362861,-0.626833333,17.70706156,2.807,0.016954846,3.082477784,-2.024,-0.145,-3.922,1.217,0.131,0.982,O77727,NotFound,O77727_NotFound,O77727,KRT15,1,6,10,2,O77727,SHEEP,48769.2,15.4,161,161.6,116.7,25.71,,453,"Keratin, type I cytoskeletal 15",,,,2,6,2630000000,3.5%
Q9Z2K1,0.014695,-0.535666667,18.69736912,3.27,0.013497803,3.242496062,-2.453,-0.035,-4.024,1.468,0.034,1.796,Q9Z2K1,Krt16,Q9Z2K1_Krt16,Q9Z2K1,Krt16,1,1,9,1,Q9Z2K1,MOUSE,52004.9,14.2,161,161.7,96.09,13.88,,469,"Keratin, type I cytoskeletal 16",nucleus|cytoskeleton|intermediate filament|extracellular exosome|,morphogenesis of an epithelium|inflammatory response|aging|keratinocyte differentiation|negative regulation of cell migration|keratinization|hair cycle|innate immune response|intermediate filament cytoskeleton organization|keratinocyte migration|establishment of skin barrier|,structural constituent of cytoskeleton|protein binding|,1,1,251000000,2.3%
P19001,0.003465935,-0.405666667,25.31196249,1.896666667,0.002943091,4.193603339,-1.638,-0.591,-1.833,0.627,0.418,0.583,P19001,Krt19,P19001_Krt19,P19001,Krt19,1,1,6,1,P19001,MOUSE,44541,11.4,161,161.8,67.68,4.52,,403,"Keratin, type I cytoskeletal 19",intermediate filament|plasma membrane|dystrophin-associated glycoprotein complex|Z disc|sarcolemma|costamere|extracellular exosome|cell periphery|terminal web|,Notch signaling pathway|response to estrogen|sarcomere organization|cell differentiation involved in embryonic placenta development|,protein binding|structural constituent of muscle|protein complex binding|,1,1,10900000,2.9%
Q9BGM5,0.182260905,-0.833,7.491293887,2.068666667,0.178184783,1.490498179,-1.776,1.212,-5.038,0.524,-0.098,0.178,Q9BGM5,NotFound,Q9BGM5_NotFound,Q9BGM5,KRT25,1,4,2,1,Q9BGM5,SHEEP,49883,4,161,161.9,33.78,17.51,,450,"Keratin, type I cytoskeletal 25",,,,1,4,9030000000,2.0%
Q8K0D2,7.14977E-05,-1.012833333,49.72435737,4.391,1.06553E-05,9.592017783,-3.936,-2.764,-2.925,1.485,1.16,0.903,Q8K0D2,Habp2,Q8K0D2_Habp2,Q8K0D2,Habp2,1,32,15,15,Q8K0D2|E9QM92|E9Q092|Q8K0D2-2|Q3V1J8|E9Q0C5,MOUSE,64409.4,21.6,162,162.1,168.11,168.11,,558,Hyaluronan-binding protein 2,extracellular region|,proteolysis|,serine-type endopeptidase activity|peptidase activity|,15,32,3620000000,21.6%
P28653,0.000438004,-0.603333333,35.29784185,2.884,0.000295268,6.038857751,-1.346,-1.935,-2.855,0.829,0.994,0.693,P28653,Bgn,P28653_Bgn,P28653,Bgn,1,23,12,12,P28653,MOUSE,42094.9,42,163,163.1,168.09,168.09,,369,Biglycan,proteinaceous extracellular matrix|intracellular|cell surface|transport vesicle|sarcolemma|extracellular exosome|extracellular matrix|,blood vessel remodeling|peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan|,glycosaminoglycan binding|extracellular matrix binding|,12,23,6600000000,42.0%
A0A075B5T3,7.14977E-05,-1.069666667,48.96942989,4.744666667,1.26782E-05,9.372062457,-3.8,-2.6,-3.926,1.166,1.843,0.899,A0A075B5T3,NotFound,A0A075B5T3_NotFound,A0A075B5T3,Ighv6-6,1,46,12,7,A0A075B5T3,MOUSE,13464,81.5,164,164.1,166.21,108.83,,119,Immunoglobulin heavy variable 6-6 (Fragment),,,,12,46,78700000000,81.5%
A0A075B5T2,0.000111623,-1.402,43.45698902,5.392666667,4.51129E-05,7.889887793,-4.233,-2.636,-5.426,1,1.61,1.273,A0A075B5T2,NotFound,A0A075B5T2_NotFound,A0A075B5T2,Ighv6-3,1,18,10,5,A0A075B5T2,MOUSE,13430,56.7,164,164.2,140.01,78.14,,118,Immunoglobulin heavy variable 6-3 (Fragment),,,,5,18,19200000000,26.2%
P01801,0.000254646,-0.76,38.13145007,5.2,0.000153764,7.288519237,-4.969,-2.791,,1.271,1.787,0.902,P01801,NotFound,P01801_NotFound,P01801,,1,10,8,3,P01801|P01799|P01798|P01802|P01800|P01803,MOUSE,12924.2,45.2,164,164.3,107.64,47.18,,115,Ig heavy chain V-III region J606,,,antigen binding|,3,10,4190000000,15.6%
A0A0A6YWU3,0.000230783,-0.2026,38.6752304,5.177333333,0.000135668,7.433352001,-3.614,-3.004,,1.645,0.907,3.053,A0A0A6YWU3,NotFound,A0A0A6YWU3_NotFound,A0A0A6YWU3,Ighv6-7,1,1,4,1,A0A0A6YWU3,MOUSE,13943.6,24.3,164,164.4,51.62,14.63,,119,Immunoglobulin heavy variable V6-7 (Fragment),,,,1,1,20200000,7.5%
P03953,7.35494E-05,-0.927666667,47.36870577,4.009333333,1.83286E-05,8.919763513,-3.487,-2.214,-3.096,1,1.231,1,P03953,Cfd,P03953_Cfd,P03953,Cfd,1,39,8,8,P03953|P03953-2,MOUSE,28569.8,43.6,165,165.1,165.79,165.79,,259,Complement factor D,extracellular space|extracellular exosome|,"proteolysis|complement activation, alternative pathway|",serine-type endopeptidase activity|,8,39,45700000000,43.6%
Q3TQC7,7.35494E-05,-0.958833333,47.42071867,4.083,1.81104E-05,8.934166511,-3.706,-2.483,-2.812,1.417,0.909,0.922,Q3TQC7,Entpd5,Q3TQC7_Entpd5,Q3TQC7,Entpd5,1,26,12,12,Q3TQC7|Q9WUZ9,MOUSE,50293.2,32.5,166,166.1,165.26,165.26,,452,Ectonucleoside triphosphate diphosphohydrolase 5,extracellular exosome|,metabolic process|,hydrolase activity|,12,26,2800000000,32.5%
E9QN70,7.14977E-05,-1.357833333,48.96523205,5.113,1.26904E-05,9.370851482,-3.981,-2.902,-4.86,0.924,1.261,1.411,E9QN70,Lamb1,E9QN70_Lamb1,E9QN70,Lamb1,1,20,14,14,E9QN70|P02469,MOUSE,209741,9.2,167,167.1,164.23,164.23,,1834,Laminin subunit beta-1,proteinaceous extracellular matrix|basement membrane|basal lamina|laminin-1 complex|laminin-2 complex|extracellular space|extracellular matrix|laminin complex|laminin-8 complex|laminin-10 complex|extracellular exosome|basement membrane|,embryo implantation|cell migration|neuronal-glial interaction involved in cerebral cortex radial glia guided migration|positive regulation of cell migration|neuron projection development|substrate adhesion-dependent cell spreading|endodermal cell differentiation|odontogenesis|,integrin binding|extracellular matrix structural constituent|protein binding|enzyme binding|glycosphingolipid binding|,14,20,645000000,9.2%
Q80YC5,7.14977E-05,-1.1055,51.51042106,4.683,7.06249E-06,10.13011011,-3.978,-2.732,-3.631,1.545,1.251,0.912,Q80YC5,F12,Q80YC5_F12,Q80YC5,F12,1,31,11,11,Q80YC5|E9Q698,MOUSE,67982.3,18.7,168,168.1,163.11,163.11,,597,Coagulation factor XII,extracellular space|extracellular exosome|,plasma kallikrein-kinin cascade|Factor XII activation|blood coagulation|positive regulation of plasminogen activation|protein processing|protein autoprocessing|regulation of blood coagulation|positive regulation of blood coagulation|zymogen activation|fibrinolysis|response to misfolded protein|positive regulation of fibrinolysis|,serine-type endopeptidase activity|peptidase activity|serine-type aminopeptidase activity|,11,31,8600000000,18.7%
