"Amanda_newDatabase, 126:127, NoBirA_6:BirA/Cre_3","Amanda_newDatabase, 126:128, NoBirA_6:NoBirA_4","Amanda_newDatabase, 126:129, NoBirA_6:NoBirA_5","Amanda_newDatabase, 126:130, NoBirA_6:BirA/Cre_2","Amanda_newDatabase, 126:131, NoBirA_6:BirA/Cre_1","Amanda_newDatabase, 127:126, BirA/Cre_3:NoBirA_6","Amanda_newDatabase, 127:128, BirA/Cre_3:NoBirA_4","Amanda_newDatabase, 127:129, BirA/Cre_3:NoBirA_5","Amanda_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2","Amanda_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1","Amanda_newDatabase, 128:126, NoBirA_4:NoBirA_6","Amanda_newDatabase, 128:127, NoBirA_4:BirA/Cre_3","Amanda_newDatabase, 128:129, NoBirA_4:NoBirA_5","Amanda_newDatabase, 128:130, NoBirA_4:BirA/Cre_2","Amanda_newDatabase, 128:131, NoBirA_4:BirA/Cre_1","Amanda_newDatabase, 129:126, NoBirA_5:NoBirA_6","Amanda_newDatabase, 129:127, NoBirA_5:BirA/Cre_3","Amanda_newDatabase, 129:128, NoBirA_5:NoBirA_4","Amanda_newDatabase, 129:130, NoBirA_5:BirA/Cre_2","Amanda_newDatabase, 129:131, NoBirA_5:BirA/Cre_1","Amanda_newDatabase, 130:126, BirA/Cre_2:NoBirA_6","Amanda_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3","Amanda_newDatabase, 130:128, BirA/Cre_2:NoBirA_4","Amanda_newDatabase, 130:129, BirA/Cre_2:NoBirA_5","Amanda_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1","Amanda_newDatabase, 131:126, BirA/Cre_1:NoBirA_6","Amanda_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3","Amanda_newDatabase, 131:128, BirA/Cre_1:NoBirA_4","Amanda_newDatabase, 131:129, BirA/Cre_1:NoBirA_5","Amanda_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2",id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase unique_peptides,Amanda_newDatabase numSpectra,Amanda_newDatabase totalIntensity,Amanda_newDatabase pct_cov
-6.092,-0.594,0.06,-5.391,-5.178,6.092,4.286,6.826,0.612,0.742,0.594,-4.286,-1.055,-3.646,-3.754,-0.06,-6.826,1.055,-6.234,-6.016,5.391,-0.612,3.646,6.234,0.198,5.178,-0.742,3.754,6.016,-0.198,P47877,P47877,Igfbp2,1,22,11,11,P47877|D3YU40,MOUSE,33930.2,38.6,179,179.1,154.53,154.53,,305,Insulin-like growth factor-binding protein 2,extracellular region|extracellular space|apical plasma membrane|cytoplasmic vesicle|extracellular exosome|,regulation of cell growth|signal transduction|female pregnancy|aging|response to nutrient|response to mechanical stimulus|response to lithium ion|response to estradiol|response to retinoic acid|cellular response to hormone stimulus|positive regulation of activated T cell proliferation|response to drug|regulation of insulin-like growth factor receptor signaling pathway|response to glucocorticoid|,insulin-like growth factor binding|insulin-like growth factor I binding|insulin-like growth factor II binding|,11,22,4.15E+09,38.60%
-5.875,0.086,0.845,-5.271,-5.282,5.875,3.405,3.891,0.551,0.721,-0.086,-3.405,0.159,-3.057,-3.067,-0.845,-3.891,-0.159,-3.582,-3.22,5.271,-0.551,3.057,3.582,0.094,5.282,-0.721,3.067,3.22,-0.094,Q80YC5,Q80YC5,F12,1,33,11,11,Q80YC5|E9Q698,MOUSE,67982.3,21.7,180,180.1,154,154,,597,Coagulation factor XII,extracellular space|extracellular exosome|,plasma kallikrein-kinin cascade|Factor XII activation|blood coagulation|positive regulation of plasminogen activation|protein processing|protein autoprocessing|regulation of blood coagulation|positive regulation of blood coagulation|zymogen activation|fibrinolysis|response to misfolded protein|positive regulation of fibrinolysis|,serine-type endopeptidase activity|peptidase activity|serine-type aminopeptidase activity|,11,33,8.54E+09,21.70%
-5.249,-0.299,1.202,-5.093,-5.193,5.249,4.389,6.114,0.266,0.122,0.299,-4.389,-0.539,-4.105,-3.862,-1.202,-6.114,0.539,-5.798,-5.941,5.093,-0.266,4.105,5.798,-0.135,5.193,-0.122,3.862,5.941,0.135,P98063,P98063,Bmp1,1,19,14,14,P98063|Q9WVM6|E9Q5B9|G3X9F5|Q62381|Q62381-2,MOUSE,113889.4,16.8,181,181.1,153.57,153.57,,991,Bone morphogenetic protein 1,proteinaceous extracellular matrix|extracellular space|Golgi apparatus|membrane-bounded vesicle|,ossification|proteolysis|cell differentiation|cartilage development|positive regulation of cartilage development|,metalloendopeptidase activity|cytokine activity|calcium ion binding|protein binding|growth factor activity|peptidase activity|zinc ion binding|,14,19,1.29E+09,16.80%
-6.108,-0.56,1.125,-5.78,-5.465,6.108,5.241,6.254,0.404,0.716,0.56,-5.241,0.332,-5.048,-4.57,-1.125,-6.254,-0.332,-5.819,-5.625,5.78,-0.404,5.048,5.819,0.334,5.465,-0.716,4.57,5.625,-0.334,P52430,P52430,Pon1,1,34,10,10,P52430|H3BLB8,MOUSE,39735.6,30.1,182,182.1,151.36,151.36,,355,Serum paraoxonase/arylesterase 1,extracellular space|high-density lipoprotein particle|spherical high-density lipoprotein particle|intracellular membrane-bounded organelle|extracellular exosome|blood microparticle|,blood circulation|cholesterol metabolic process|response to toxic substance|positive regulation of cholesterol efflux|dephosphorylation|aromatic compound catabolic process|response to nutrient levels|positive regulation of transporter activity|carboxylic acid catabolic process|organophosphate catabolic process|phosphatidylcholine metabolic process|positive regulation of binding|response to fatty acid|response to fluoride|,aryldialkylphosphatase activity|arylesterase activity|calcium ion binding|phospholipid binding|high-density lipoprotein particle binding|protein homodimerization activity|,10,34,8.48E+09,30.10%
-4.486,0.719,3.653,-5.427,-5.087,4.486,4.218,5.805,-0.801,-0.43,-0.719,-4.218,1.137,-4.993,-4.759,-3.653,-5.805,-1.137,-6.833,-6.588,5.427,0.801,4.993,6.833,0.36,5.087,0.43,4.759,6.588,-0.36,Q91Y47,Q91Y47,F11,1,23,12,12,Q91Y47,MOUSE,71784.4,17.1,183,183.1,151.34,151.34,,624,Coagulation factor XI,extracellular space|extracellular exosome|,blood coagulation|regulation of blood coagulation|plasminogen activation|positive regulation of fibrinolysis|,serine-type endopeptidase activity|heparin binding|,12,23,8.29E+08,17.10%
-5.389,0.269,1.528,-4.932,-5.023,5.389,5.706,6.394,0.423,0.253,-0.269,-5.706,-0.939,-5.509,-5.535,-1.528,-6.394,0.939,-6.182,-6.269,4.932,-0.423,5.509,6.182,-0.089,5.023,-0.253,5.535,6.269,0.089,O55111,O55111,Dsg2,1,14,11,11,O55111|Q811I1|Q8VCE3,MOUSE,123181.5,13.1,184,184.1,148.04,148.04,,1122,Desmoglein-2,plasma membrane|cell surface|intercalated disc|integral component of membrane|apical plasma membrane|lateral plasma membrane|desmosome|extracellular exosome|,desmosome organization|Purkinje myocyte development|cell adhesion|homophilic cell adhesion via plasma membrane adhesion molecules|response to progesterone|maternal process involved in female pregnancy|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|regulation of ventricular cardiac muscle cell action potential|,calcium ion binding|cell adhesion molecule binding|,11,14,2.29E+08,13.10%
-2.938,-5.014,0.22,-2.501,-2.866,2.938,-1.115,3.545,0.349,0.256,5.014,1.115,4.491,1.946,1.642,-0.22,-3.545,-4.491,-2.765,-3.232,2.501,-0.349,-1.946,2.765,-0.211,2.866,-0.256,-1.642,3.232,0.211,Q8C196,Q8C196,Cps1,1,16,13,13,Q8C196,MOUSE,165813.2,9.5,185,185.1,147.89,147.89,,1500,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",nucleolus|cytoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial nucleoid|protein complex|,urea cycle|glycogen catabolic process|'de novo' pyrimidine nucleobase biosynthetic process|proteolysis|arginine biosynthetic process|glutamine metabolic process|midgut development|response to toxic substance|response to zinc ion|response to amine|triglyceride catabolic process|response to food|response to lipopolysaccharide|response to drug|response to starvation|response to amino acid|cellular response to fibroblast growth factor stimulus|positive regulation of vasodilation|nitric oxide metabolic process|homocysteine metabolic process|anion homeostasis|response to growth hormone|hepatocyte differentiation|carbamoyl phosphate biosynthetic process|cellular response to cAMP|cellular response to glucagon stimulus|cellular response to oleic acid|response to dexamethasone|,carbamoyl-phosphate synthase (ammonia) activity|carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|endopeptidase activity|calcium ion binding|protein binding|ATP binding|phospholipid binding|glutamate binding|protein complex binding|modified amino acid binding|,13,16,7.99E+08,9.50%
-5.017,1.073,1.842,-5.042,-5.3,5.017,5.668,4.077,0.068,-0.133,-1.073,-5.668,0.702,-5.607,-5.534,-1.842,-4.077,-0.702,-3.794,-4.02,5.042,-0.068,5.607,3.794,-0.182,5.3,0.133,5.534,4.02,0.182,P03953,P03953,Cfd,1,40,8,8,P03953|P03953-2,MOUSE,28569.8,35.9,186,186.1,144.85,144.85,,259,Complement factor D,extracellular space|extracellular exosome|,"proteolysis|complement activation, alternative pathway|",serine-type endopeptidase activity|,8,40,2.76E+10,35.90%
-4.277,0.497,2.4,-4.385,-4.35,4.277,4.25,5.902,-0.083,-0.087,-0.497,-4.25,2.126,-4.319,-4.236,-2.4,-5.902,-2.126,-6.444,-5.806,4.385,0.083,4.319,6.444,0,4.35,0.087,4.236,5.806,0,Q8CIT9,Q8CIT9,Sbsn,1,20,10,10,Q8CIT9|E9QPB2|S4R2I1|Q8CIT9-3|A0A0R4J2A5,MOUSE,72446.7,19.7,187,187.1,143.41,143.41,,700,Suprabasin,cytoplasm|extracellular exosome|,,,10,20,1.55E+09,19.70%
-4.48,0.282,1.703,-5.358,-4.262,4.48,4.992,5.481,-0.935,0.162,-0.282,-4.992,0.726,-5.908,-4.771,-1.703,-5.481,-0.726,-5.978,-5.245,5.358,0.935,5.908,5.978,1.155,4.262,-0.162,4.771,5.245,-1.155,P12246,P12246,Apcs,1,29,10,10,P12246,MOUSE,26417.6,30.3,188,188.1,141.46,141.46,,224,Serum amyloid P-component,extracellular space|nucleus|protein complex|extracellular exosome|blood microparticle|extracellular matrix|,protein complex assembly|negative regulation by host of viral exo-alpha-sialidase activity|negative regulation by host of viral glycoprotein metabolic process|innate immune response|negative regulation of monocyte differentiation|negative regulation of viral entry into host cell|negative regulation of viral process|negative regulation of exo-alpha-sialidase activity|negative regulation of glycoprotein metabolic process|,complement component C1q binding|calcium ion binding|carbohydrate binding|virion binding|,10,29,7.84E+09,30.30%
-4.135,0.162,0.413,-2.936,-4.185,4.135,4.043,4.497,1.104,0.201,-0.162,-4.043,0.625,-2.992,-3.783,-0.413,-4.497,-0.625,-3.527,-4.546,2.936,-1.104,2.992,3.527,-0.919,4.185,-0.201,3.783,4.546,0.919,Q9CWF2,Q9CWF2,Tubb2b,1,18,11,1,Q9CWF2|Q7TMM9|A0A1D5RM76,MOUSE,50408.6,28,189,189.1,141.21,16.49,,445,Tubulin beta-2B chain,nucleus|cytoplasm|microtubule|,neuron migration|microtubule-based process|metabolic process|protein polymerization|,GTPase activity|structural constituent of cytoskeleton|GTP binding|,11,18,8.35E+08,28.00%
,,,,,,2.404,3.053,1.278,0.363,,-2.404,0.65,-1.126,-2.04,,-3.053,-0.65,-1.776,-2.69,,-1.278,1.126,1.776,-0.914,,-0.363,2.04,2.69,0.914,P99024,P99024,Tubb5,1,1,11,1,P99024,MOUSE,50126.4,28.1,189,189.2,135.22,10.5,,444,Tubulin beta-5 chain,nucleus|nuclear envelope lumen|cytosol|microtubule|cytoplasmic ribonucleoprotein granule|cell body|tubulin complex|extracellular exosome|,protein folding|microtubule-based process|cellular process|spindle assembly|protein polymerization|,GTPase activity|structural constituent of cytoskeleton|GTP binding|protein domain specific binding|ubiquitin protein ligase binding|protein complex binding|GTPase activating protein binding|MHC class I protein binding|,1,1,12900000,3.30%
,,,,,,6.114,,0.82,-0.063,,-6.114,,-5.294,-6.177,,,,,,,-0.82,5.294,,-0.883,,0.063,6.177,,0.883,P68372,P68372,Tubb4b,1,1,10,1,P68372|Q9D6F9|Q922F4,MOUSE,50286.6,24.7,189,189.3,119.71,5.11,,445,Tubulin beta-4B chain,nucleus|cytoplasm|microtubule|myelin sheath|tubulin complex|extracellular exosome|extracellular vesicle|,microtubule-based process|metabolic process|protein polymerization|,double-stranded RNA binding|GTPase activity|structural constituent of cytoskeleton|GTP binding|,1,1,5.70E+07,3.30%
-4.056,1.169,0.348,-2.767,-3.909,4.056,5.397,4.068,1.286,0.116,-1.169,-5.397,-0.821,-4.107,-5.542,-0.348,-4.068,0.821,-2.902,-3.811,2.767,-1.286,4.107,2.902,-1.142,3.909,-0.116,5.542,3.811,1.142,A2AQ07,A2AQ07,Tubb1,1,4,6,3,A2AQ07,MOUSE,51124.7,12.6,189,189.4,66.83,37.1,,451,Tubulin beta-1 chain,cytoplasm|microtubule|extracellular exosome|,microtubule-based process|metabolic process|spindle assembly|protein polymerization|,GTPase activity|structural constituent of cytoskeleton|GTP binding|,3,4,1.61E+08,8.40%
-4.356,0.643,0.871,-4.12,-4.252,4.356,4.825,5.993,0.226,0.047,-0.643,-4.825,1.463,-4.462,-4.742,-0.871,-5.993,-1.463,-5.041,-5.44,4.12,-0.226,4.462,5.041,-0.259,4.252,-0.047,4.742,5.44,0.259,Q922D8,Q922D8,Mthfd1,1,16,14,14,Q922D8|A0A1W2P733,MOUSE,101882.4,15.4,190,190.1,140.73,140.73,,935,"C-1-tetrahydrofolate synthase, cytoplasmic",mitochondrion|cytosol|membrane|extracellular exosome|,histidine biosynthetic process|neutrophil homeostasis|neural tube closure|purine nucleotide biosynthetic process|methionine metabolic process|one-carbon metabolic process|heart development|serine family amino acid metabolic process|serine family amino acid biosynthetic process|methionine biosynthetic process|10-formyltetrahydrofolate biosynthetic process|transsulfuration|tetrahydrofolate interconversion|oxidation-reduction process|somite development|,formate-tetrahydrofolate ligase activity|methenyltetrahydrofolate cyclohydrolase activity|methylenetetrahydrofolate dehydrogenase (NAD+) activity|methylenetetrahydrofolate dehydrogenase (NADP+) activity|ATP binding|,14,16,5.16E+08,15.40%
-4.055,1.172,1.119,-4.164,-4.116,4.055,5.275,4.965,-0.081,-0.041,-1.172,-5.275,-0.318,-5.218,-5.34,-1.119,-4.965,0.318,-5.136,-5.206,4.164,0.081,5.218,5.136,0.013,4.116,0.041,5.34,5.206,-0.013,Q62009,Q62009,Postn,1,16,13,13,Q62009|Q62009-2|Q62009-3|Q62009-5|Q62009-4,MOUSE,93826.5,18.3,191,191.1,139.01,139.01,,838,Periostin,proteinaceous extracellular matrix|extracellular space|trans-Golgi network|extracellular matrix|,cell adhesion|regulation of Notch signaling pathway|tissue development|extracellular matrix organization|,heparin binding|cell adhesion molecule binding|,13,16,2.03E+08,18.30%
-5.519,0.374,0.971,-5.216,-4.761,5.519,5.285,5.537,0.337,0.877,-0.374,-5.285,0.623,-4.896,-4.808,-0.971,-5.537,-0.623,-5.075,-5.188,5.216,-0.337,4.896,5.075,0.519,4.761,-0.877,4.808,5.188,-0.519,P31532,P31532,Saa4,1,28,10,10,P31532,MOUSE,15144.6,68.4,192,192.1,138.66,138.66,,130,Serum amyloid A-4 protein,extracellular space|high-density lipoprotein particle|,acute-phase response|positive chemotaxis|cell chemotaxis|,chemoattractant activity|,10,28,7.16E+09,68.40%
-5.519,0.314,0.325,-5.687,-5.485,5.519,5.635,5.976,-0.164,-0.084,-0.314,-5.635,-0.642,-6.039,-5.89,-0.325,-5.976,0.642,-5.945,-5.899,5.687,0.164,6.039,5.945,0.047,5.485,0.084,5.89,5.899,-0.047,Q60994,Q60994,Adipoq,1,55,8,8,Q60994,MOUSE,26922.6,27.1,193,193.1,137.85,137.85,,247,Adiponectin,collagen trimer|extracellular space|endoplasmic reticulum|cell surface|perinuclear region of cytoplasm|extracellular exosome|cell periphery|,"response to hypoxia|positive regulation of protein phosphorylation|glucose metabolic process|fatty acid beta-oxidation|response to nutrient|circadian rhythm|response to sucrose|response to glucose|positive regulation of signal transduction|negative regulation of platelet-derived growth factor receptor signaling pathway|positive regulation of protein kinase A signaling|negative regulation of macrophage derived foam cell differentiation|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol efflux|regulation of glucose metabolic process|response to activity|negative regulation of smooth muscle cell migration|fatty acid oxidation|negative regulation of cell migration|negative regulation of granulocyte differentiation|negative regulation of protein autophosphorylation|positive regulation of cellular protein metabolic process|negative regulation of tumor necrosis factor production|positive regulation of interleukin-8 production|cellular response to insulin stimulus|positive regulation of myeloid cell apoptotic process|adiponectin-activated signaling pathway|negative regulation of heterotypic cell-cell adhesion|low-density lipoprotein particle clearance|response to tumor necrosis factor|cellular response to drug|glucose homeostasis|positive regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of MAP kinase activity|response to ethanol|negative regulation of fat cell differentiation|negative regulation of macrophage differentiation|negative regulation of low-density lipoprotein particle receptor biosynthetic process|negative regulation of gluconeogenesis|negative regulation of blood pressure|positive regulation of blood pressure|negative regulation of transcription, DNA-templated|positive regulation of fatty acid metabolic process|positive regulation of glucose import|negative regulation of hormone secretion|negative regulation of smooth muscle cell proliferation|negative regulation of inflammatory response|positive regulation of peptidyl-tyrosine phosphorylation|negative regulation of phagocytosis|negative regulation of synaptic transmission|brown fat cell differentiation|protein homooligomerization|response to glucocorticoid|membrane depolarization|membrane hyperpolarization|protein heterotrimerization|negative regulation of ERK1 and ERK2 cascade|response to linoleic acid|detection of oxidative stress|cellular response to cAMP|positive regulation of monocyte chemotactic protein-1 production|cellular response to epinephrine stimulus|protein localization to plasma membrane|negative regulation of intracellular protein transport|negative regulation of receptor binding|negative regulation of DNA biosynthetic process|positive regulation of glycogen (starch) synthase activity|positive regulation of metanephric glomerular visceral epithelial cell development|positive regulation of cAMP-dependent protein kinase activity|positive regulation of renal albumin absorption|negative regulation of platelet-derived growth factor receptor-alpha signaling pathway|negative regulation of metanephric mesenchymal cell migration|",receptor binding|hormone activity|protein binding|sialic acid binding|identical protein binding|protein homodimerization activity|,8,55,1.18E+11,27.10%
-5.331,0.393,0.048,-4.513,-4.751,5.331,4.125,4.372,0.731,0.655,-0.393,-4.125,0.236,-3.323,-3.603,-0.048,-4.372,-0.236,-3.945,-4.155,4.513,-0.731,3.323,3.945,-0.07,4.751,-0.655,3.603,4.155,0.07,Q3TQC7,Q3TQC7,Entpd5,1,20,10,10,Q3TQC7|Q9WUZ9,MOUSE,50293.2,25.8,194,194.1,136.5,136.5,,452,Ectonucleoside triphosphate diphosphohydrolase 5,extracellular exosome|,metabolic process|,hydrolase activity|,10,20,2.38E+09,25.80%
-4.88,0.081,2.363,-5.174,-4.443,4.88,4.132,4.042,-0.245,0.264,-0.081,-4.132,-0.051,-4.021,-4.319,-2.363,-4.042,0.051,-3.905,-4.34,5.174,0.245,4.021,3.905,0.618,4.443,-0.264,4.319,4.34,-0.618,Q3SXB8-2,Q3SXB8-2,Colec11,1,20,11,11,Q3SXB8-2|A0A1Y7VKG6|Q3SXB8|A0A0R4J0M6,MOUSE,29981.5,33,195,195.1,135.11,135.11,,272,Isoform 2 of Collectin-11,extracellular region|collagen trimer|,multicellular organismal development|developmental process|,mannose binding|,11,20,1.15E+09,33.00%
-4.902,2.261,1.539,-4.873,-4.512,4.902,5.72,5.68,0.036,0.35,-2.261,-5.72,-0.364,-5.619,-5.453,-1.539,-5.68,0.364,-5.496,-5.17,4.873,-0.036,5.619,5.496,0.323,4.512,-0.35,5.453,5.17,-0.323,Q8BND5,Q8BND5,Qsox1,1,20,13,2,Q8BND5|Q8BND5-2,MOUSE,83582.5,18.1,196,196.1,134.94,29.07,,748,Sulfhydryl oxidase 1,extracellular space|endoplasmic reticulum|Golgi apparatus|integral component of Golgi membrane|intracellular membrane-bounded organelle|intercellular bridge|extracellular exosome|,protein folding|negative regulation of macroautophagy|cell redox homeostasis|oxidation-reduction process|,protein disulfide isomerase activity|flavin-linked sulfhydryl oxidase activity|,13,20,9.30E+08,18.10%
-3.332,4.755,1.013,-2.592,-2.892,3.332,8.087,5.68,0.655,0.772,-4.755,-8.087,-3.742,-7.346,-7.647,-1.013,-5.68,3.742,-4.763,-4.801,2.592,-0.655,7.346,4.763,-0.156,2.892,-0.772,7.647,4.801,0.156,Q8BND5-3,Q8BND5-3,Qsox1,1,3,13,3,Q8BND5-3,MOUSE,64076.9,21.1,196,196.2,120.8,20.64,,748,Isoform 3 of Sulfhydryl oxidase 1,extracellular space|endoplasmic reticulum|Golgi apparatus|integral component of Golgi membrane|intracellular membrane-bounded organelle|intercellular bridge|extracellular exosome|,protein folding|negative regulation of macroautophagy|cell redox homeostasis|oxidation-reduction process|,protein disulfide isomerase activity|flavin-linked sulfhydryl oxidase activity|,3,3,39500000,3.80%
-4.606,0.681,1.944,-4.62,-4.095,4.606,4.823,5.349,0.076,0.44,-0.681,-4.823,1.112,-4.544,-3.988,-1.944,-5.349,-1.112,-5.311,-4.719,4.62,-0.076,4.544,5.311,0.494,4.095,-0.44,3.988,4.719,-0.494,P04202,P04202,Tgfb1,1,18,13,13,P04202,MOUSE,44993.8,31.5,197,197.1,134.39,134.39,,390,Transforming growth factor beta-1,proteinaceous extracellular matrix|extracellular space|nucleus|cytoplasm|cell surface|secretory granule|axon|neuronal cell body|blood microparticle|microvillus|,"protein import into nucleus, translocation|negative regulation of transcription from RNA polymerase II promoter|MAPK cascade|skeletal system development|ureteric bud development|response to hypoxia|cell activation|epithelial to mesenchymal transition|negative regulation of protein phosphorylation|positive regulation of protein phosphorylation|regulation of sodium ion transport|chondrocyte differentiation|hematopoietic progenitor cell differentiation|CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment|adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains|tolerance induction to self antigen|protein phosphorylation|protein export from nucleus|ATP biosynthetic process|phosphate-containing compound metabolic process|cellular calcium ion homeostasis|defense response|inflammatory response|cell cycle arrest|mitotic cell cycle checkpoint|epidermal growth factor receptor signaling pathway|transforming growth factor beta receptor signaling pathway|common-partner SMAD protein phosphorylation|SMAD protein complex assembly|SMAD protein import into nucleus|Notch signaling pathway|negative regulation of neuroblast proliferation|salivary gland morphogenesis|endoderm development|skeletal muscle tissue development|female pregnancy|aging|negative regulation of DNA replication|cell proliferation|positive regulation of cell proliferation|negative regulation of cell proliferation|germ cell migration|response to radiation|response to wounding|response to glucose|defense response to fungus, incompatible interaction|organ morphogenesis|regulation of gene expression|positive regulation of gene expression|negative regulation of gene expression|positive regulation of epithelial to mesenchymal transition|positive regulation of fibroblast migration|positive regulation of peptidyl-threonine phosphorylation|positive regulation of pathway-restricted SMAD protein phosphorylation|negative regulation of macrophage cytokine production|oligodendrocyte development|cell growth|regulation of striated muscle tissue development|regulation of transforming growth factor beta receptor signaling pathway|evasion or tolerance of host defenses by virus|negative regulation of cell-cell adhesion|hyaluronan catabolic process|T cell differentiation|negative regulation of ossification|negative regulation of cell growth|positive regulation of cell migration|positive regulation of bone mineralization|mammary gland development|positive regulation of histone deacetylation|organ regeneration|positive regulation of protein complex assembly|positive regulation of exit from mitosis|lipopolysaccharide-mediated signaling pathway|positive regulation of cellular protein metabolic process|response to estradiol|response to progesterone|regulation of interleukin-23 production|negative regulation of interleukin-17 production|positive regulation of interleukin-17 production|receptor catabolic process|regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation|positive regulation of superoxide anion generation|mononuclear cell proliferation|positive regulation of collagen biosynthetic process|positive regulation of peptidyl-serine phosphorylation|response to vitamin D|response to laminar fluid shear stress|positive regulation of histone acetylation|positive regulation of protein dephosphorylation|wound healing|T cell activation|regulation of cell proliferation|negative regulation of T cell proliferation|regulation of protein import into nucleus|positive regulation of protein import into nucleus|positive regulation of odontogenesis|response to drug|myelination|regulation of apoptotic process|myeloid dendritic cell differentiation|T cell homeostasis|positive regulation of apoptotic process|positive regulation of MAP kinase activity|regulation of MAPK cascade|protein kinase B signaling|positive regulation of blood vessel endothelial cell migration|negative regulation of blood vessel endothelial cell migration|positive regulation of phosphatidylinositol 3-kinase activity|ossification involved in bone remodeling|regulatory T cell differentiation|cell-cell junction organization|negative regulation of fat cell differentiation|negative regulation of myoblast differentiation|negative regulation of cell cycle|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|negative regulation of mitotic cell cycle|positive regulation of transcription from RNA polymerase II promoter|positive regulation of fibroblast proliferation|positive regulation of isotype switching to IgA isotypes|cell development|lymph node development|digestive tract development|negative regulation of skeletal muscle tissue development|inner ear development|positive regulation of epithelial cell proliferation|negative regulation of epithelial cell proliferation|positive regulation of protein secretion|negative regulation of phagocytosis|negative regulation of T cell activation|positive regulation of chemotaxis|positive regulation of NF-kappaB transcription factor activity|regulation of binding|regulation of DNA binding|positive regulation of smooth muscle cell differentiation|negative regulation of release of sequestered calcium ion into cytosol|positive regulation of protein kinase B signaling|face morphogenesis|frontal suture morphogenesis|pathway-restricted SMAD protein phosphorylation|positive regulation of SMAD protein import into nucleus|SMAD protein signal transduction|mammary gland branching involved in thelarche|branch elongation involved in mammary gland duct branching|regulation of branching involved in mammary gland duct morphogenesis|negative regulation of gene silencing by miRNA|regulation of cartilage development|lens fiber cell differentiation|response to cholesterol|positive regulation of cell cycle arrest|cellular response to growth factor stimulus|cellular response to organic cyclic compound|cellular response to dexamethasone stimulus|cellular response to transforming growth factor beta stimulus|T-helper 17 cell lineage commitment|extracellular matrix assembly|positive regulation of branching involved in ureteric bud morphogenesis|extrinsic apoptotic signaling pathway|negative regulation of hyaluronan biosynthetic process|positive regulation of protein localization to nucleus|positive regulation of NAD+ ADP-ribosyltransferase activity|regulation of actin cytoskeleton reorganization|positive regulation of transcription regulatory region DNA binding|",glycoprotein binding|antigen binding|type II transforming growth factor beta receptor binding|cytokine activity|transforming growth factor beta receptor binding|protein binding|growth factor activity|enzyme binding|type I transforming growth factor beta receptor binding|type III transforming growth factor beta receptor binding|protein homodimerization activity|protein heterodimerization activity|protein N-terminus binding|,13,18,7.51E+08,31.50%
