id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian,PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian,PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian,PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian,PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian,PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian,id.query,id.mapped,id.concat,id.1,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,PlexesSearchedTogether_correct.unique_peptides,PlexesSearchedTogether_correct.numSpectra,PlexesSearchedTogether_correct.totalIntensity,PlexesSearchedTogether_correct.pct_cov
P35917,0.443636341,-0.119833333,6.433125231,0.306333333,0.227346083,1.343481526,-0.091,-0.364,-0.364,-0.096,0.204,-0.008,P35917,Flt4,P35917_Flt4,P35917,Flt4,1,70,26,26,P35917,MOUSE,155124.7,19,83,83.1,349.12,349.12,,1363,Vascular endothelial growth factor receptor 3,nucleus|cytoplasm|plasma membrane|integral component of plasma membrane|receptor complex|,positive regulation of protein phosphorylation|positive regulation of endothelial cell proliferation|vasculature development|lymph vessel development|lymphangiogenesis|sprouting angiogenesis|positive regulation of cell proliferation|positive regulation of vascular endothelial growth factor production|positive regulation of endothelial cell migration|peptidyl-tyrosine phosphorylation|cellular response to vascular endothelial growth factor stimulus|vascular endothelial growth factor signaling pathway|negative regulation of apoptotic process|positive regulation of MAPK cascade|positive regulation of JNK cascade|protein autophosphorylation|vascular endothelial growth factor receptor signaling pathway|blood vessel morphogenesis|regulation of blood vessel remodeling|positive regulation of ERK1 and ERK2 cascade|positive regulation of protein kinase C signaling|,transmembrane receptor protein tyrosine kinase activity|vascular endothelial growth factor-activated receptor activity|protein binding|ATP binding|growth factor binding|protein phosphatase binding|,26,70,7120000000,19.0%
E9Q557,0.278786168,0.305833333,10.73748593,-2.041,0.084382309,-2.068622061,2.758,2.215,-0.994,-0.982,-0.653,-0.509,E9Q557,Dsp,E9Q557_Dsp,E9Q557,Dsp,1,71,37,37,E9Q557|E9PZW0,MOUSE,335359.7,11.5,84,84.1,348.98,348.98,,2883,Desmoplakin,cornified envelope|nucleus|cytoplasm|plasma membrane|cell-cell junction|fascia adherens|intercalated disc|membrane|basolateral plasma membrane|desmosome|extracellular exosome|intermediate filament|,desmosome organization|ventricular compact myocardium morphogenesis|single organismal cell-cell adhesion|peptide cross-linking|keratinocyte differentiation|adherens junction organization|wound healing|skin development|intermediate filament cytoskeleton organization|intermediate filament organization|protein localization to adherens junction|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|regulation of ventricular cardiac muscle cell action potential|,"protein kinase C binding|structural molecule activity|protein binding|protein binding, bridging|poly(A) RNA binding|cell adhesion molecule binding|scaffold protein binding|",37,71,2010000000,11.5%
P39039,0.37230644,-0.141833333,7.968919455,0.437,0.159627626,1.603248657,-0.796,-0.07,-0.215,0.13,0.054,0.046,P39039,Mbl1,P39039_Mbl1,P39039,Mbl1,1,222,22,22,P39039|P39039-2|A0A2C9F2B6,MOUSE,25852,66.9,85,85.1,344.34,344.34,,239,Mannose-binding protein A,collagen trimer|extracellular space|,"complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|positive regulation of phagocytosis|defense response to Gram-positive bacterium|protein homotetramerization|killing by host of symbiont cells|protein homotrimerization|",protease binding|calcium ion binding|mannose binding|polysaccharide binding|protein homodimerization activity|calcium-dependent protein binding|phosphatidylinositol-4-phosphate binding|,22,222,1.33E+12,66.9%
Q3U3V1,0.17113477,-0.296166667,15.63934342,0.834333333,0.027293904,2.894517859,-0.742,-0.304,-1.094,0.329,0.04,-0.006,Q3U3V1,F10,Q3U3V1_F10,Q3U3V1,F10,1,144,23,23,Q3U3V1|O88947|D3Z215|D3Z521,MOUSE,56680.8,42.7,86,86.1,337.76,337.76,,493,Coagulation factor X,extracellular region|membrane|intracellular membrane-bounded organelle|,proteolysis|blood coagulation|positive regulation of protein kinase B signaling|,serine-type endopeptidase activity|calcium ion binding|phospholipid binding|,23,144,1.43E+11,42.7%
A11111,0.319502447,-0.277666667,9.582272645,0.560666667,0.110096303,1.871389733,-1.08,-0.189,-0.405,0.069,-0.054,-0.007,A11111,NotFound,A11111_NotFound,A11111,,1,100,21,21,A11111|P06709,MOUSE,39099.5,69.3,87,87.1,336.4,336.4,,,BirAG3ER,,,,21,100,4.14E+11,69.3%
P63260,0.946089108,-0.115666667,0.574333881,0.108,0.876126087,0.162709307,0.206,0.922,-1.637,0.024,-0.307,0.098,P63260,Actg1,P63260_Actg1,P63260,Actg1,1,114,23,1,P63260|G3UYG0|B1ATY1|V9GXQ2,MOUSE,42134.4,58.9,88,88.1,331.02,23.1,,375,"Actin, cytoplasmic 2",extracellular space|nucleus|cytosol|plasma membrane|focal adhesion|actin cytoskeleton|membrane|myofibril|filamentous actin|costamere|myelin sheath|extracellular exosome|blood microparticle|dense body|,retina homeostasis|sarcomere organization|response to calcium ion|platelet aggregation|,structural constituent of cytoskeleton|protein binding|ATP binding|ubiquitin protein ligase binding|identical protein binding|,23,114,41600000000,58.9%
P60710,0.343967985,-0.0352,8.621810215,0.5305,0.137346937,1.764745786,-0.359,-0.348,,0.422,-0.149,0.258,P60710,Actb,P60710_Actb,P60710,Actb,1,6,23,1,P60710|E9Q1F2,MOUSE,42078.3,58.9,88,88.2,328.95,21.03,,375,"Actin, cytoplasmic 1",nuclear chromatin|extracellular space|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|cortical cytoskeleton|NuA4 histone acetyltransferase complex|cytoplasmic ribonucleoprotein granule|myelin sheath|protein complex|extracellular exosome|MLL5-L complex|blood microparticle|dense body|,retina homeostasis|substantia nigra development|ATP-dependent chromatin remodeling|platelet aggregation|,protein binding|ATP binding|kinesin binding|Tat protein binding|identical protein binding|nitric-oxide synthase binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|,1,6,410000000,4.5%
P68134,0.487434197,0.3394,5.776912527,-0.625166667,0.264428796,-1.256122938,1.415,0.014,,0.355,-0.175,0.088,P68134,Acta1,P68134_Acta1,P68134,Acta1,1,6,18,3,P68134|P68033|P62737|P63268,MOUSE,42392.6,42.7,88,88.3,237.92,28.71,,377,"Actin, alpha skeletal muscle",stress fiber|extracellular space|cytoplasm|striated muscle thin filament|actin filament|actin cytoskeleton|sarcomere|lamellipodium|filopodium|protein complex|cell body|extracellular exosome|blood microparticle|,response to mechanical stimulus|response to extracellular stimulus|response to lithium ion|positive regulation of gene expression|cell growth|skeletal muscle thin filament assembly|skeletal muscle fiber adaptation|response to steroid hormone|skeletal muscle fiber development|mesenchyme migration|,protein binding|ATP binding|,3,6,1590000000,12.9%
Q8BFZ3,0.602024006,0.096,4.069675464,0.448333333,0.391771152,0.936776433,-0.778,0.432,,0.283,0.644,-0.101,Q8BFZ3,Actbl2,Q8BFZ3_Actbl2,Q8BFZ3,Actbl2,1,1,10,1,Q8BFZ3,MOUSE,42345.8,20.7,88,88.4,108.08,4.65,,376,Beta-actin-like protein 2,extracellular space|cytoplasm|cytoskeleton|extracellular exosome|,,ATP binding|,1,1,11900000,3.7%
Q02819,0.326571299,-0.259166667,9.148651716,0.544333333,0.121656363,1.799546014,-0.477,-0.126,-0.991,-0.209,0.163,0.085,Q02819,Nucb1,Q02819_Nucb1,Q02819,Nucb1,1,79,25,25,Q02819|A0A1C7CYU3,MOUSE,53407.7,54.4,89,89.1,327.11,327.11,,459,Nucleobindin-1,extracellular space|nucleus|early endosome|rough endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi-associated vesicle|cis-Golgi network|trans-Golgi network|microtubule cytoskeleton|membrane|Golgi cisterna membrane|extracellular exosome|extrinsic component of Golgi membrane|lumenal side of Golgi membrane|,response to cisplatin|regulation of protein targeting|,G-protein alpha-subunit binding|DNA binding|calcium ion binding|,25,79,8150000000,54.4%
Q61704,0.594937809,-0.039,4.207410353,0.268,0.379541234,0.947840011,0.161,-0.09,-0.59,0.292,0.007,-0.014,Q61704,Itih3,Q61704_Itih3,Q61704,Itih3,1,131,24,24,Q61704,MOUSE,99698.3,27.3,90,90.1,326.79,326.79,,889,Inter-alpha-trypsin inhibitor heavy chain H3,extracellular exosome|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,24,131,54300000000,27.3%
O70570,0.819375851,-0.083333333,1.760997364,0.098,0.666653654,0.452557415,-0.114,-0.02,-0.263,0.035,-0.152,0.014,O70570,Pigr,O70570_Pigr,O70570,Pigr,1,77,21,21,O70570,MOUSE,86309.5,30,91,91.1,322.65,322.65,,771,Polymeric immunoglobulin receptor,extracellular space|plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,detection of chemical stimulus involved in sensory perception of bitter taste|retina homeostasis|immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor|epidermal growth factor receptor signaling pathway|Fc receptor signaling pathway|receptor clustering|,polymeric immunoglobulin receptor activity|,21,77,12800000000,30.0%
P97298,0.201036971,-0.281,13.87679183,0.778,0.04095631,2.589507589,-0.738,-0.184,-1.088,0.236,0.09,-0.002,P97298,Serpinf1,P97298_Serpinf1,P97298,Serpinf1,1,122,19,19,P97298|E9PWS2,MOUSE,46290.3,52.9,92,92.1,319.45,319.45,,417,Pigment epithelium-derived factor,extracellular region|basement membrane|extracellular space|melanosome|axon hillock|perinuclear region of cytoplasm|extracellular exosome|extracellular matrix|,kidney development|aging|short-term memory|response to acidic pH|negative regulation of endothelial cell migration|negative regulation of gene expression|negative regulation of endopeptidase activity|positive regulation of neuron projection development|negative regulation of angiogenesis|ovulation cycle|response to arsenic-containing substance|negative regulation of inflammatory response|positive regulation of neurogenesis|retina development in camera-type eye|negative regulation of epithelial cell proliferation involved in prostate gland development|cellular response to cobalt ion|cellular response to retinoic acid|cellular response to glucose stimulus|cellular response to dexamethasone stimulus|negative regulation of neuron death|,serine-type endopeptidase inhibitor activity|,19,122,30700000000,52.9%
P08226,0.434226419,-0.090166667,6.617996504,0.349666667,0.217871463,1.375140434,-0.475,-0.249,-0.071,-0.209,0.212,0.251,P08226,Apoe,P08226_Apoe,P08226,Apoe,1,149,24,24,P08226,MOUSE,35923,58.8,93,93.1,318.79,318.79,,311,Apolipoprotein E,extracellular region|extracellular space|nucleus|endoplasmic reticulum|Golgi apparatus|cytosol|membrane|extracellular matrix|very-low-density lipoprotein particle|low-density lipoprotein particle|intermediate-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,negative regulation of endothelial cell proliferation|response to dietary excess|lipid metabolic process|triglyceride metabolic process|cholesterol biosynthetic process|cholesterol catabolic process|cellular calcium ion homeostasis|receptor-mediated endocytosis|response to oxidative stress|G-protein coupled receptor signaling pathway|nitric oxide mediated signal transduction|cholesterol metabolic process|regulation of gene expression|negative regulation of platelet activation|positive regulation of cholesterol esterification|positive regulation of cholesterol efflux|long-chain fatty acid transport|protein import|virion assembly|triglyceride catabolic process|cGMP-mediated signaling|negative regulation of blood coagulation|regulation of axon extension|positive regulation of cGMP biosynthetic process|regulation of cholesterol transport|regulation of Cdc42 protein signal transduction|positive regulation of low-density lipoprotein particle receptor catabolic process|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|chylomicron remnant clearance|high-density lipoprotein particle clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein biosynthetic process|lipoprotein catabolic process|vasodilation|cholesterol homeostasis|negative regulation of MAP kinase activity|negative regulation of neuron apoptotic process|negative regulation of blood vessel endothelial cell migration|reverse cholesterol transport|positive regulation by host of viral process|negative regulation of cholesterol biosynthetic process|positive regulation of lipid biosynthetic process|artery morphogenesis|negative regulation of inflammatory response|positive regulation of nitric-oxide synthase activity|positive regulation of membrane protein ectodomain proteolysis|negative regulation of lipid biosynthetic process|maintenance of location in cell|lipid homeostasis|fatty acid homeostasis|positive regulation of dendritic spine development|negative regulation of dendritic spine development|cardiovascular system development|negative regulation of cholesterol efflux|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|N-methyl-D-aspartate receptor clustering|regulation of beta-amyloid clearance|regulation of neuron death|negative regulation of neuron death|positive regulation of neuron death|negative regulation of postsynaptic membrane organization|positive regulation of postsynaptic membrane organization|negative regulation of presynaptic membrane organization|positive regulation of presynaptic membrane organization|positive regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|regulation of tau-protein kinase activity|negative regulation of dendritic spine maintenance|positive regulation of dendritic spine maintenance|positive regulation of phospholipid efflux|positive regulation of neurofibrillary tangle assembly|negative regulation of phospholipid efflux|negative regulation of lipid transport across blood brain barrier|positive regulation of lipid transport across blood brain barrier|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|heparin binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|identical protein binding|protein homodimerization activity|metal chelating activity|tau protein binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|very-low-density lipoprotein particle receptor binding|lipoprotein particle binding|,24,149,85800000000,58.8%
Q03311,0.337209389,-0.132333333,8.887394839,0.496,0.129199406,1.756206905,-0.803,-0.338,0,0.204,0.15,-0.007,Q03311,Bche,Q03311_Bche,Q03311,Bche,1,103,20,20,Q03311,MOUSE,68974.5,30,94,94.1,317.53,317.53,,603,Cholinesterase,nuclear envelope lumen|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|blood microparticle|,learning|negative regulation of cell proliferation|neuroblast differentiation|choline metabolic process|response to drug|response to alkaloid|negative regulation of synaptic transmission|response to glucocorticoid|response to folic acid|,acetylcholinesterase activity|cholinesterase activity|choline binding|identical protein binding|,20,103,41000000000,30.0%
P23953,0.232976837,-0.280666667,12.1257198,0.704,0.061295419,2.29380587,-0.745,-0.126,-1.027,0.261,-0.048,0.001,P23953,Ces1c,P23953_Ces1c,P23953,Ces1c,1,115,21,13,P23953|Q8VCT4|E9PYP1,MOUSE,61339.9,35.3,95,95.1,317.22,199.45,,554,Carboxylesterase 1C,extracellular space|endoplasmic reticulum lumen|,metabolic process|,"hydrolase activity, acting on ester bonds|carboxylic ester hydrolase activity|",21,115,41900000000,35.3%
D3Z5G7,0.807879833,0.139833333,1.892544503,-0.133,0.64676357,-0.481992773,0.034,-0.031,0.616,0.276,-0.048,-0.008,D3Z5G7,Ces1b,D3Z5G7_Ces1b,D3Z5G7,Ces1b,1,28,17,8,D3Z5G7,MOUSE,62538.2,33.1,95,95.2,256.39,122,,567,Carboxylic ester hydrolase,,metabolic process|,hydrolase activity|,8,28,2100000000,19.4%
Q8VCC2,0.193614767,-0.04825,14.32238634,1.203666667,0.036962502,3.063736475,,-0.951,,0.297,0.444,0.017,Q8VCC2,Ces1g,Q8VCC2_Ces1g,Q8VCC2,Ces1,1,1,4,1,Q8VCC2,MOUSE,63078.1,7.4,95,95.3,56.33,10.07,,565,Liver carboxylesterase 1,endoplasmic reticulum lumen|,metabolic process|,carboxylic ester hydrolase activity|,1,1,10700000,2.1%
Q07456,0.189842544,-0.254333333,14.71024684,0.817333333,0.033804562,2.732659646,-0.541,-0.298,-1.15,0.324,0.135,0.004,Q07456,Ambp,Q07456_Ambp,Q07456,Ambp,1,126,19,19,Q07456,MOUSE,39941.4,50.1,96,96.1,312.84,312.84,,349,Protein AMBP,extracellular space|plasma membrane|cell surface|intracellular membrane-bounded organelle|extracellular exosome|blood microparticle|,negative regulation of endopeptidase activity|protein-chromophore linkage|protein catabolic process|protein maturation|,serine-type endopeptidase inhibitor activity|IgA binding|heme binding|small molecule binding|protein homodimerization activity|,19,126,1.39E+11,50.1%
Q06194,0.338116008,-0.313333333,8.79127356,0.638,0.132090822,1.741694834,-0.249,-0.279,-1.369,-0.1,0.132,-0.015,Q06194,F8,Q06194_F8,Q06194,F8,1,68,25,25,Q06194|B2RRC9,MOUSE,267560.2,9.4,97,97.1,311.53,311.53,,2319,Coagulation factor VIII,extracellular space|,acute-phase response|platelet activation|oxidation-reduction process|,copper ion binding|oxidoreductase activity|,25,68,4600000000,9.4%
Q8CG19,0.456739783,0.423166667,6.240167995,-0.500333333,0.237674835,-1.311061932,0.862,-0.012,1.17,0.063,0.524,-0.068,Q8CG19,Ltbp1,Q8CG19_Ltbp1,Q8CG19,Ltbp1,1,54,20,20,Q8CG19|Q8CG19-2|Q8CG19-3|Q61810|F8VQ06|Q61810-2,MOUSE,195158.2,14.4,98,98.1,309.5,309.5,,1712,Latent-transforming growth factor beta-binding protein 1,microfibril|proteinaceous extracellular matrix|extracellular matrix|protein complex|extracellular matrix|,transforming growth factor beta receptor signaling pathway|,calcium ion binding|transforming growth factor beta binding|microfibril binding|,20,54,3140000000,14.4%
Q64726,0.38012959,0.015333333,7.731365108,0.474,0.168602298,1.563468712,-0.248,0.168,-0.585,0.552,0.244,-0.039,Q64726,Azgp1,Q64726_Azgp1,Q64726,Azgp1,1,125,21,21,Q64726,MOUSE,35559.5,53.7,99,99.1,309.44,309.44,,307,Zinc-alpha-2-glycoprotein,extracellular space|nucleus|plasma membrane|MHC class I protein complex|extracellular exosome|,detection of chemical stimulus involved in sensory perception of bitter taste|retina homeostasis|antigen processing and presentation of peptide antigen via MHC class I|immune response|cell adhesion|regulation of multicellular organism growth|,glycoprotein binding|peptide antigen binding|,21,125,63500000000,53.7%
