id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
P02088,0.016939911,0.674666667,18.31949,4.017333333,0.014724854,3.243451817,-0.78,-0.307,-2.915,1.929,5.299,0.822,P02088,Hbb-b1,P02088_Hbb-b1,P02088,Hbb-b1,1,9,11,3,P02088,MOUSE,15954,88.4,123,123.2,199.89,47.41,,147,Hemoglobin subunit beta-1,hemoglobin complex|myelin sheath|,oxygen transport|,oxygen transporter activity|iron ion binding|oxygen binding|heme binding|,3,9,10400000000,25.8%
P02089,0.018726926,0.435,17.83444349,4.139166667,0.016464769,3.335005496,-3.292,-0.805,,1.658,4.1,0.514,P02089,Hbb-b2,P02089_Hbb-b2,P02089,Hbb-b2,1,18,11,5,P02089,MOUSE,15992.1,77.5,123,123.3,181.25,88.18,,147,Hemoglobin subunit beta-2,hemoglobin complex|,oxygen transport|positive regulation of myeloid cell differentiation|regulation of erythrocyte differentiation|erythrocyte development|,oxygen transporter activity|iron ion binding|oxygen binding|heme binding|,5,18,2740000000,35.3%
P68368,0.00039292,-0.586166667,36.48598929,3.623,0.000224596,6.922985787,-2.507,-1.486,-3.2,1.504,0.721,1.451,P68368,Tuba4a,P68368_Tuba4a,P68368,Tuba4a,1,29,18,4,P68368|Q9JJZ2|Q3UX10,MOUSE,50665.2,42.1,124,124.1,214.83,45.52,,448,Tubulin alpha-4A chain,cytoplasm|microtubule|extracellular exosome|,microtubule-based process|metabolic process|protein polymerization|,GTPase activity|structural constituent of cytoskeleton|GTP binding|,18,29,2810000000,42.1%
P05213,0.034898777,-0.2158,15.05780898,2.303666667,0.031204635,2.825018628,-2.887,-0.309,,1.093,0.241,0.783,P05213,Tuba1b,P05213_Tuba1b,P05213,Tuba1b,1,4,17,3,P05213|P68369|P68373|P05214,MOUSE,50835.4,39.6,124,124.2,211.09,41.78,,451,Tubulin alpha-1B chain,cytosol|microtubule|cytoplasmic microtubule|myelin sheath|extracellular exosome|,microtubule cytoskeleton organization|protein folding|protein polymerization|cellular response to interleukin-4|,double-stranded RNA binding|GTPase activity|structural constituent of cytoskeleton|protein binding|GTP binding|ubiquitin protein ligase binding|,3,4,98100000,9.7%
P55065,0.000145021,-0.783833333,47.43221821,3.941,1.80625E-05,10.2389592,-3.253,-2.687,-2.323,1.307,1.334,0.919,P55065,Pltp,P55065_Pltp,P55065,Pltp,1,37,14,14,P55065|A2A5K2,MOUSE,54680.3,40.1,125,125.1,213.67,213.67,,493,Phospholipid transfer protein,extracellular space|,lipid metabolic process|lipid transport|vitamin E biosynthetic process|positive regulation of cholesterol efflux|sperm motility|high-density lipoprotein particle remodeling|,lipid binding|,14,37,7690000000,40.1%
Q08761,0.000296673,-0.925,38.28212106,4.082,0.000148521,7.395802052,-4.101,-2.677,-2.12,1.35,1.108,0.89,Q08761,Pros1,Q08761_Pros1,Q08761,Pros1,1,46,17,17,Q08761,MOUSE,76987.1,28.1,126,126.1,213.16,213.16,,675,Vitamin K-dependent protein S,extracellular space|protein complex|extracellular exosome|blood microparticle|,blood coagulation|response to lipopolysaccharide|fibrinolysis|positive regulation of phagocytosis|,calcium ion binding|protein complex binding|,17,46,12000000000,28.1%
Q9EQH2,0.0001846,-1.401666667,42.39367969,4.946666667,5.76278E-05,8.576894362,-3.607,-2.942,-5.076,1.334,0.94,0.941,Q9EQH2,Erap1,Q9EQH2_Erap1,Q9EQH2,Erap1,1,27,19,19,Q9EQH2,MOUSE,107167.8,22.2,127,127.1,209.86,209.86,,930,Endoplasmic reticulum aminopeptidase 1,extracellular region|extracellular space|cytoplasm|endoplasmic reticulum lumen|endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|,immune system process|proteolysis|membrane protein ectodomain proteolysis|positive regulation of angiogenesis|,aminopeptidase activity|interleukin-6 receptor binding|tumor necrosis factor receptor binding|peptidase activity|metalloexopeptidase activity|zinc ion binding|,19,27,1550000000,22.2%
Q9R098,0.000175749,-1.070333333,42.79257173,4.340666667,5.25706E-05,8.699388745,-3.011,-2.501,-4.21,1.216,1.197,0.887,Q9R098,Hgfac,Q9R098_Hgfac,Q9R098,Hgfac,1,30,15,15,Q9R098,MOUSE,72905.8,25.7,128,128.1,208.45,208.45,,653,Hepatocyte growth factor activator,extracellular space|cytoplasm|rough endoplasmic reticulum|,proteolysis|,serine-type endopeptidase activity|,15,30,2650000000,25.7%
P28653,0.001760228,-0.251166667,28.80995412,1.851666667,0.001315239,5.150569051,-0.711,-1.344,-1.476,0.665,0.762,0.597,P28653,Bgn,P28653_Bgn,P28653,Bgn,1,27,15,15,P28653,MOUSE,42094.9,46.3,129,129.1,207.66,207.66,,369,Biglycan,proteinaceous extracellular matrix|intracellular|cell surface|transport vesicle|sarcolemma|extracellular exosome|extracellular matrix|,blood vessel remodeling|peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan|,glycosaminoglycan binding|extracellular matrix binding|,15,27,6470000000,46.3%
Q06770,0.000259876,-1.356166667,39.49816317,5.061666667,0.000112249,7.730265706,-3.848,-2.627,-5.186,1.55,1.062,0.912,Q06770,Serpina6,Q06770_Serpina6,Q06770,Serpina6,1,47,13,13,Q06770,MOUSE,44939.5,31.9,130,130.1,207.6,207.6,,397,Corticosteroid-binding globulin,extracellular space|extracellular exosome|,transport|glucocorticoid metabolic process|negative regulation of endopeptidase activity|,serine-type endopeptidase inhibitor activity|steroid binding|,13,47,48100000000,31.9%
P70663,0.00014804,-1.022,46.77431782,4.102666667,2.10169E-05,10.00709843,-2.94,-2.547,-3.733,1.104,1.088,0.896,P70663,Sparcl1,P70663_Sparcl1,P70663,Sparcl1,1,37,16,16,P70663,MOUSE,73141.8,26.4,131,131.1,205.81,205.81,,650,SPARC-like protein 1,proteinaceous extracellular matrix|extracellular space|extracellular exosome|,signal transduction|,calcium ion binding|,16,37,2270000000,26.4%
Q8VDD5,0.178042743,-0.393833333,7.688300486,1.360333333,0.170282474,1.533055074,0.913,-2.761,-1.374,0.31,-0.056,0.605,Q8VDD5,Myh9,Q8VDD5_Myh9,Q8VDD5,Myh9,1,22,20,20,Q8VDD5|Q6URW6-3|Q6URW6|K3W4R2|Q6URW6-2|O08638|E9QPE7|O08638-2|Q3UH59|Q5SV64|Q61879|F2Z494,MOUSE,227566.2,12.1,132,132.1,205.65,205.65,,1960,Myosin-9,stress fiber|ruffle|uropod|nucleus|cytoplasm|actomyosin contractile ring|cytosol|plasma membrane|brush border|cell-cell adherens junction|cell cortex|actin cytoskeleton|membrane|myosin complex|myosin II complex|cortical cytoskeleton|cell leading edge|cleavage furrow|actomyosin|protein complex|extracellular exosome|myosin II filament|immunological synapse|spindle|plasma membrane|focal adhesion|COP9 signalosome|integrin complex|neuromuscular junction|,"meiotic spindle organization|cell morphogenesis involved in differentiation|cytokinesis|angiogenesis|in utero embryonic development|establishment of T cell polarity|membrane protein ectodomain proteolysis|phagocytosis, engulfment|cell adhesion|myoblast fusion|regulation of cell shape|protein transport|single organismal cell-cell adhesion|actin filament-based movement|platelet formation|monocyte differentiation|actomyosin structure organization|actin cytoskeleton reorganization|uropod organization|blood vessel endothelial cell migration|establishment of meiotic spindle localization|platelet aggregation|negative regulation of actin filament severing|positive regulation of protein processing in phagocytic vesicle|actin filament polymerization|actin filament capping|",microfilament motor activity|actin binding|protein binding|calmodulin binding|ATP binding|ATPase activity|protein domain specific binding|actin-dependent ATPase activity|protein homodimerization activity|protein anchor|ADP binding|poly(A) RNA binding|actin filament binding|,20,22,413000000,12.1%
P82198,0.000145021,-0.990833333,51.09992372,4.142333333,7.76261E-06,11.62201898,-3.129,-2.679,-3.378,1.069,0.894,1.278,P82198,Tgfbi,P82198_Tgfbi,P82198,Tgfbi,1,33,16,16,P82198|Q3UXJ2,MOUSE,75223.3,23.4,133,133.1,205.56,205.56,,683,Transforming growth factor-beta-induced protein ig-h3,proteinaceous extracellular matrix|basement membrane|extracellular space|trans-Golgi network|extracellular exosome|extracellular matrix|,angiogenesis|chondrocyte differentiation|cell adhesion|extracellular matrix organization|,collagen binding|cell adhesion molecule binding|extracellular matrix binding|,16,33,1330000000,23.4%
Q9R0E2,0.000145021,-1.004666667,47.47670026,4.097333333,1.78785E-05,10.25480648,-3.44,-2.4,-3.32,1.12,1.083,0.929,Q9R0E2,Plod1,Q9R0E2_Plod1,Q9R0E2,Plod1,1,37,21,20,Q9R0E2|A8Y5E6,MOUSE,84164,31,134,134.1,203.43,195.1,,728,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",rough endoplasmic reticulum membrane|extracellular exosome|,response to hypoxia|epidermis development|peptidyl-lysine hydroxylation|cellular response to hormone stimulus|oxidation-reduction process|,ferrous iron binding|procollagen-lysine 5-dioxygenase activity|L-ascorbic acid binding|peptide binding|,21,37,1330000000,31.0%
Q9R0E1,0.000742034,-0.762166667,33.09197354,3.723666667,0.000490685,6.093112428,-3.396,-3.241,-1.235,1.076,1.185,1.038,Q9R0E1,Plod3,Q9R0E1_Plod3,Q9R0E1,Plod3,1,11,7,6,Q9R0E1,MOUSE,85491.3,11.8,134,134.2,55.26,46.93,,741,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",rough endoplasmic reticulum membrane|extracellular exosome|,in utero embryonic development|endothelial cell morphogenesis|protein localization|neural tube development|collagen fibril organization|cellular response to hormone stimulus|vasodilation|epidermis morphogenesis|oxidation-reduction process|lung morphogenesis|basement membrane assembly|,iron ion binding|procollagen-lysine 5-dioxygenase activity|L-ascorbic acid binding|procollagen glucosyltransferase activity|,6,11,378000000,10.5%
O35930,0.000213663,-0.4652,40.91770336,4.012166667,8.09524E-05,9.405796327,-3.193,-2.552,,1.332,1.186,0.901,O35930,Gp1ba,O35930_Gp1ba,O35930,Gp1ba,1,30,14,14,O35930,MOUSE,80567.4,20.2,135,135.1,202.69,202.69,,734,Platelet glycoprotein Ib alpha chain,plasma membrane|integral component of plasma membrane|cell surface|membrane|extracellular exosome|anchored component of external side of plasma membrane|,cell morphogenesis|cell adhesion|blood coagulation|hemostasis|fibrinolysis|,,14,30,3850000000,20.2%
Q8CG19,0.000192766,-0.497333333,41.94803796,3.340666667,6.38552E-05,8.441772758,-2.473,-2.391,-1.639,1.135,1.517,0.867,Q8CG19,Ltbp1,Q8CG19_Ltbp1,Q8CG19,Ltbp1,1,19,13,13,Q8CG19|Q8CG19-2|Q8CG19-3|Q61810|F8VQ06|Q61810-2,MOUSE,195158.2,10.1,136,136.1,202.07,202.07,,1712,Latent-transforming growth factor beta-binding protein 1,microfibril|proteinaceous extracellular matrix|extracellular matrix|protein complex|extracellular matrix|,transforming growth factor beta receptor signaling pathway|,calcium ion binding|transforming growth factor beta binding|microfibril binding|,13,19,421000000,10.1%
O54782,0.000158712,-0.744833333,44.59283755,3.752333333,3.47309E-05,9.271006366,-3.272,-2.269,-2.322,1.118,1.331,0.945,O54782,Man2b2,O54782_Man2b2,O54782,Man2b2,1,40,16,16,O54782,MOUSE,115835.7,18.3,137,137.1,201.18,201.18,,1018,Epididymis-specific alpha-mannosidase,extracellular exosome|,mannose metabolic process|,alpha-mannosidase activity|zinc ion binding|carbohydrate binding|,16,40,6510000000,18.3%
P16858,0.00102261,-0.579333333,31.41422361,3.846666667,0.000722067,5.718527703,-2.38,-1.344,-3.784,1.887,0.684,1.461,P16858,Gapdh,P16858_Gapdh,P16858,Gapdh,1,33,14,14,A0A0A0MQF6|P16858|A0A1D5RLD8|S4R1W1|P10096|Q64467|S4R2G5|A0A0R4J0X7|V9GX06|V9GXA7,MOUSE,36094.6,44.7,138,138.1,200.69,200.69,,333,Glyceraldehyde-3-phosphate dehydrogenase,nucleus|cytoplasm|cytosol|microtubule cytoskeleton|myelin sheath|GAIT complex|,microtubule cytoskeleton organization|glucose metabolic process|glycolytic process|negative regulation of translation|peptidyl-cysteine S-trans-nitrosylation|protein stabilization|neuron apoptotic process|oxidation-reduction process|,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity|protein binding|microtubule binding|enzyme binding|peptidyl-cysteine S-nitrosylase activity|NADP binding|NAD binding|,14,33,2620000000,44.7%
P00687,0.000145021,-0.992333333,47.38963381,4.119333333,1.82405E-05,10.22380837,-3.469,-2.429,-3.258,1.309,0.993,0.9,P00687,Amy1,P00687_Amy1,P00687,Amy1,1,32,15,15,P00687|P00688|E9PV85|Q3MHH8,MOUSE,58327.3,32,139,139.1,199.32,199.32,,511,Alpha-amylase 1,extracellular space|extracellular exosome|,carbohydrate catabolic process|,alpha-amylase activity|calcium ion binding|amylase activity|chloride ion binding|,15,32,5010000000,32.0%
P27773,0.000440039,-1.424333333,35.81796926,4.908666667,0.000261941,6.87802801,-3.672,-2.538,-5.426,1.104,1.115,0.871,P27773,Pdia3,P27773_Pdia3,P27773,Pdia3,1,26,16,16,P27773|A5D7E8|P38657,MOUSE,57133.7,31.8,140,140.1,197.96,197.96,,505,Protein disulfide-isomerase A3,nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|focal adhesion|cell surface|melanosome|myelin sheath|extracellular exosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|positive regulation of extrinsic apoptotic signaling pathway|,protein disulfide isomerase activity|protein binding|poly(A) RNA binding|,16,26,1910000000,31.8%
Q5I012,0.001465541,-1.286333333,29.66395762,4.518,0.001080449,5.418596715,-3.044,-2.101,-5.491,1.13,0.868,0.92,Q5I012,Slc38a10,Q5I012_Slc38a10,Q5I012,Slc38a10,1,23,13,13,Q5I012|J3QNE8|Q5I012-2|Q5I012-3|Q5I012-4,MOUSE,117762.2,19,141,141.1,195.97,195.97,,1090,Putative sodium-coupled neutral amino acid transporter 10,Golgi apparatus|integral component of membrane|,amino acid transmembrane transport|sodium ion transport|bone development|,amino acid transmembrane transporter activity|,13,23,6060000000,19.0%
Q9QXC1,0.000310385,-0.6616,37.98972832,4.507333333,0.000158865,8.345654409,-4.029,-2.703,,1.518,0.926,0.98,Q9QXC1,Fetub,Q9QXC1_Fetub,Q9QXC1,Fetub,1,44,14,14,Q9QXC1|Q6YJU1,MOUSE,43567.8,28.6,142,142.1,195.89,195.89,,388,Fetuin-B,extracellular region|extracellular space|extracellular exosome|,single fertilization|binding of sperm to zona pellucida|negative regulation of endopeptidase activity|,cysteine-type endopeptidase inhibitor activity|metalloendopeptidase inhibitor activity|,14,44,31400000000,28.6%
Q61207,0.000148189,-1.402833333,46.43047059,5.060333333,2.27485E-05,9.887776803,-4.03,-2.981,-4.788,1.028,1.38,0.974,Q61207,Psap,Q61207_Psap,Q61207,Psap,1,43,13,13,Q61207|J3QPG5|K3W4L3|Q8BFQ1|E9PZ00,MOUSE,63303.9,30.5,143,143.1,192.92,192.92,,557,Prosaposin,extracellular space|nucleoplasm|nucleolus|mitochondrion|lysosome|Golgi apparatus|intracellular membrane-bounded organelle|extracellular exosome|,sphingolipid metabolic process|adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway|regulation of lipid metabolic process|regulation of MAPK cascade|positive regulation of MAPK cascade|developmental growth|prostate gland growth|epithelial cell differentiation involved in prostate gland development|cellular response to organic substance|negative regulation of hydrogen peroxide-induced cell death|,G-protein coupled receptor binding|,13,43,7550000000,30.5%
Q9R097,0.000209742,-0.5784,41.13207867,4.429333333,7.70535E-05,9.487880693,-3.669,-2.803,,1.504,1.182,0.894,Q9R097,Spint1,Q9R097_Spint1,Q9R097,Spint1,1,24,15,15,Q9R097,MOUSE,58358.6,30.9,144,144.1,186.73,186.73,,507,Kunitz-type protease inhibitor 1,extracellular space|plasma membrane|extracellular exosome|,neural tube closure|embryonic placenta development|negative regulation of endopeptidase activity|extracellular matrix organization|branching involved in labyrinthine layer morphogenesis|placenta blood vessel development|,serine-type endopeptidase inhibitor activity|,15,24,1220000000,30.9%
Q3U9N4,0.00045897,-1.141,35.60786078,4.444,0.000274925,6.700579382,-2.768,-2.429,-4.892,1.172,1.176,0.895,Q3U9N4,Grn,Q3U9N4_Grn,Q3U9N4,Grn,1,34,13,13,Q3U9N4|P28798,MOUSE,70037.8,27.4,145,145.1,186.13,186.13,,602,Granulins,extracellular space|mitochondrion|cell surface|intracellular membrane-bounded organelle|extracellular exosome|,blastocyst hatching|embryo implantation|response to estradiol|chondrocyte proliferation|synaptic vesicle endocytosis|positive regulation of epithelial cell proliferation|male mating behavior|positive regulation of dendritic spine development|neural precursor cell proliferation|,poly(A) RNA binding|,13,34,2370000000,27.4%
Q3UTR7,0.00017017,-0.706666667,43.06476559,3.744,4.93769E-05,8.78382639,-3.15,-2.133,-2.453,1.654,0.941,0.901,Q3UTR7,Agt,Q3UTR7_Agt,Q3UTR7,Agt,1,46,12,12,Q3UTR7|P11859,MOUSE,52954.5,31.3,146,146.1,185.76,185.76,,482,Angiotensinogen,extracellular space|cytoplasm|extracellular exosome|blood microparticle|,"ovarian follicle rupture|blood vessel development|branching involved in ureteric bud morphogenesis|kidney development|regulation of systemic arterial blood pressure by circulatory renin-angiotensin|angiotensin mediated vasoconstriction involved in regulation of systemic arterial blood pressure|renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure|renin-angiotensin regulation of aldosterone production|regulation of renal output by angiotensin|regulation of heart rate|brain renin-angiotensin system|renal system process|angiotensin-mediated drinking behavior|positive regulation of extracellular matrix constituent secretion|cellular sodium ion homeostasis|cell-matrix adhesion|G-protein coupled receptor signaling pathway|activation of phospholipase C activity|activation of NF-kappaB-inducing kinase activity|female pregnancy|aging|excretion|establishment of blood-nerve barrier|regulation of blood pressure|negative regulation of cell proliferation|response to cold|response to salt stress|regulation of gene expression|positive regulation of activation of JAK2 kinase activity|positive regulation of endothelial cell migration|positive regulation of cardiac muscle hypertrophy|positive regulation of gene expression|positive regulation of cholesterol esterification|negative regulation of endopeptidase activity|regulation of norepinephrine secretion|positive regulation of phosphatidylinositol 3-kinase signaling|artery smooth muscle contraction|response to muscle activity involved in regulation of muscle adaptation|negative regulation of angiogenesis|extracellular matrix organization|negative regulation of cell growth|peristalsis|positive regulation of cellular protein metabolic process|positive regulation of superoxide anion generation|positive regulation of peptidyl-serine phosphorylation|negative regulation of tissue remodeling|catenin import into nucleus|positive regulation of renal sodium excretion|positive regulation of multicellular organism growth|vasodilation|hormone metabolic process|drinking behavior|regulation of apoptotic process|positive regulation of MAPK cascade|negative regulation of neuron apoptotic process|positive regulation of nitric oxide biosynthetic process|positive regulation of fatty acid biosynthetic process|positive regulation of epidermal growth factor receptor signaling pathway|positive regulation of transcription, DNA-templated|positive regulation of vasodilation|positive regulation of organ growth|astrocyte activation|fibroblast proliferation|positive regulation of fibroblast proliferation|regulation of long-term neuronal synaptic plasticity|smooth muscle cell proliferation|cytokine secretion|regulation of inflammatory response|positive regulation of peptidyl-tyrosine phosphorylation|smooth muscle cell differentiation|negative regulation of neurotrophin TRK receptor signaling pathway|stress-activated MAPK cascade|regulation of calcium ion transport|regulation of transmission of nerve impulse|cell growth involved in cardiac muscle cell development|positive regulation of protein tyrosine kinase activity|ERK1 and ERK2 cascade|uterine smooth muscle contraction|cellular response to mechanical stimulus|positive regulation of branching involved in ureteric bud morphogenesis|positive regulation of protein kinase C activity|regulation of extracellular matrix assembly|positive regulation of membrane hyperpolarization|positive regulation of gap junction assembly|regulation of cardiac conduction|positive regulation of extrinsic apoptotic signaling pathway|",serine-type endopeptidase inhibitor activity|hormone activity|sodium channel regulator activity|type 1 angiotensin receptor binding|type 2 angiotensin receptor binding|,12,46,17500000000,31.3%
