id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
P97298,0.302686697,-0.38975,10.54506354,0.984833333,0.08820509,2.040510914,-0.7285,-0.051,-1.867,0.231,0.087,-0.01,P97298,Serpinf1,P97298_Serpinf1,P97298,Serpinf1,1,61,17,17,P97298|E9PWS2,MOUSE,46290.3,51,93,93.1,276.77,276.77,,417,Pigment epithelium-derived factor,extracellular region|basement membrane|extracellular space|melanosome|axon hillock|perinuclear region of cytoplasm|extracellular exosome|extracellular matrix|,kidney development|aging|short-term memory|response to acidic pH|negative regulation of endothelial cell migration|negative regulation of gene expression|negative regulation of endopeptidase activity|positive regulation of neuron projection development|negative regulation of angiogenesis|ovulation cycle|response to arsenic-containing substance|negative regulation of inflammatory response|positive regulation of neurogenesis|retina development in camera-type eye|negative regulation of epithelial cell proliferation involved in prostate gland development|cellular response to cobalt ion|cellular response to retinoic acid|cellular response to glucose stimulus|cellular response to dexamethasone stimulus|negative regulation of neuron death|,serine-type endopeptidase inhibitor activity|,17,61,13000000000,51.0%
O70165,0.533851106,-0.115916667,5.061225554,0.4225,0.311800958,1.105980095,-1.0355,-0.21,0.264,-0.014,0.325,-0.025,O70165,Fcna,O70165_Fcna,O70165,Fcn1,1,66,18,18,O70165,MOUSE,36868.4,38.9,94,94.1,272.41,272.41,,334,Ficolin-1,collagen trimer|extrinsic component of external side of plasma membrane|blood microparticle|,cell surface pattern recognition receptor signaling pathway|G-protein coupled receptor signaling pathway|recognition of apoptotic cell|negative regulation of viral entry into host cell|defense response to virus|negative regulation of RNA biosynthetic process|positive regulation of interleukin-8 secretion|,antigen binding|protein binding|signaling pattern recognition receptor activity|carbohydrate binding|metal ion binding|carbohydrate derivative binding|,18,66,65200000000,38.9%
P70389,0.600490317,0.132083333,4.220286512,-0.3695,0.378417619,-0.952108164,-0.0585,-0.104,1.113,-0.197,-0.015,0.054,P70389,Igfals,P70389_Igfals,P70389,Igfals,1,47,21,21,A0A0R4J0S2|P70389,MOUSE,67757.5,39.6,95,95.1,268.23,268.23,,603,Insulin-like growth factor-binding protein complex acid labile subunit,nucleoplasm|insulin-like growth factor ternary complex|extracellular exosome|,cell adhesion|,,21,47,5130000000,39.6%
P41317,0.170432716,-0.584916667,16.56129241,1.385166667,0.022073478,3.082774635,-1.2745,-0.435,-2.123,0.164,0.149,0.01,P41317,Mbl2,P41317_Mbl2,P41317,Mbl2,1,77,16,16,P41317,MOUSE,26356,59,96,96.1,264.96,264.96,,244,Mannose-binding protein C,collagen trimer|extracellular space|,"complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|innate immune response|negative regulation of viral process|positive regulation of phagocytosis|defense response to Gram-positive bacterium|killing by host of symbiont cells|",receptor binding|calcium ion binding|mannose binding|calcium-dependent protein binding|,16,77,1.52E+11,59.0%
P16294,0.140805649,-0.2843,18.98372677,1.009083333,0.012636515,3.802361438,-1.0185,-0.761,,0.23,0.12,0.008,P16294,F9,P16294_F9,P16294,F9,1,55,16,16,P16294,MOUSE,54289.1,42,97,97.1,264.2,264.2,,471,Coagulation factor IX,extracellular space|extracellular exosome|,proteolysis|blood coagulation|zymogen activation|,endopeptidase activity|serine-type endopeptidase activity|calcium ion binding|peptidase activity|,16,55,37800000000,42.0%
Q03311,0.322790308,-0.724583333,9.895302239,1.709833333,0.102440049,1.931757334,-0.7755,-0.311,-3.652,0.178,0.227,-0.014,Q03311,Bche,Q03311_Bche,Q03311,Bche,1,50,18,18,Q03311,MOUSE,68974.5,27.3,98,98.1,263.72,263.72,,603,Cholinesterase,nuclear envelope lumen|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|blood microparticle|,learning|negative regulation of cell proliferation|neuroblast differentiation|choline metabolic process|response to drug|response to alkaloid|negative regulation of synaptic transmission|response to glucocorticoid|response to folic acid|,acetylcholinesterase activity|cholinesterase activity|choline binding|identical protein binding|,18,50,15100000000,27.3%
Q9JHH6,0.888683038,0.255083333,0.932411257,0.099833333,0.806786968,0.255808994,-0.1385,-0.193,0.947,0.407,0.535,-0.027,Q9JHH6,Cpb2,Q9JHH6_Cpb2,Q9JHH6,Cpb2,1,58,18,18,Q9JHH6,MOUSE,49269,36.7,99,99.1,263.13,263.13,,422,Carboxypeptidase B2,extracellular space|cell|extracellular exosome|,positive regulation of extracellular matrix constituent secretion|proteolysis|blood coagulation|response to heat|negative regulation of plasminogen activation|response to drug|fibrinolysis|negative regulation of fibrinolysis|cellular response to glucose stimulus|liver regeneration|negative regulation of hepatocyte proliferation|,carboxypeptidase activity|metallocarboxypeptidase activity|zinc ion binding|,18,58,26600000000,36.7%
Q02819,0.44527584,-0.18825,6.507813675,0.3685,0.223469693,1.35767168,-0.2685,-0.114,-0.735,-0.244,0.152,0.08,Q02819,Nucb1,Q02819_Nucb1,Q02819,Nucb1,1,40,21,21,Q02819|A0A1C7CYU3,MOUSE,53407.7,44.4,100,100.1,262.31,262.31,,459,Nucleobindin-1,extracellular space|nucleus|early endosome|rough endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi-associated vesicle|cis-Golgi network|trans-Golgi network|microtubule cytoskeleton|membrane|Golgi cisterna membrane|extracellular exosome|extrinsic component of Golgi membrane|lumenal side of Golgi membrane|,response to cisplatin|regulation of protein targeting|,G-protein alpha-subunit binding|DNA binding|calcium ion binding|,21,40,3260000000,44.4%
P35917,0.40834567,-0.171916667,7.451486333,0.3365,0.179825537,1.518215386,-0.1775,-0.417,-0.426,-0.146,0.128,0.007,P35917,Flt4,P35917_Flt4,P35917,Flt4,1,35,19,19,P35917,MOUSE,155124.7,15.7,101,101.1,261.04,261.04,,1363,Vascular endothelial growth factor receptor 3,nucleus|cytoplasm|plasma membrane|integral component of plasma membrane|receptor complex|,positive regulation of protein phosphorylation|positive regulation of endothelial cell proliferation|vasculature development|lymph vessel development|lymphangiogenesis|sprouting angiogenesis|positive regulation of cell proliferation|positive regulation of vascular endothelial growth factor production|positive regulation of endothelial cell migration|peptidyl-tyrosine phosphorylation|cellular response to vascular endothelial growth factor stimulus|vascular endothelial growth factor signaling pathway|negative regulation of apoptotic process|positive regulation of MAPK cascade|positive regulation of JNK cascade|protein autophosphorylation|vascular endothelial growth factor receptor signaling pathway|blood vessel morphogenesis|regulation of blood vessel remodeling|positive regulation of ERK1 and ERK2 cascade|positive regulation of protein kinase C signaling|,transmembrane receptor protein tyrosine kinase activity|vascular endothelial growth factor-activated receptor activity|protein binding|ATP binding|growth factor binding|protein phosphatase binding|,19,35,2650000000,15.7%
P29699,0.899330297,0.012083333,0.783630153,0.0885,0.834904852,0.217827478,-0.7565,-0.069,0.729,0.124,0.046,-0.001,P29699,Ahsg,P29699_Ahsg,P29699,Ahsg,1,86,17,17,P29699,MOUSE,38123.7,63.1,102,102.1,255.32,255.32,,345,Alpha-2-HS-glycoprotein,extracellular space|extracellular exosome|blood microparticle|,ossification|acute-phase response|negative regulation of endopeptidase activity|negative regulation of bone mineralization|regulation of inflammatory response|positive regulation of phagocytosis|,cysteine-type endopeptidase inhibitor activity|,17,86,2.16E+11,63.1%
O70570,0.890329957,-0.018083333,0.887534489,0.0575,0.815166927,0.244275596,0.2175,-0.193,-0.165,0.043,-0.122,0.111,O70570,Pigr,O70570_Pigr,O70570,Pigr,1,35,18,18,O70570,MOUSE,86309.5,27.2,103,103.1,253.96,253.96,,771,Polymeric immunoglobulin receptor,extracellular space|plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,detection of chemical stimulus involved in sensory perception of bitter taste|retina homeostasis|immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor|epidermal growth factor receptor signaling pathway|Fc receptor signaling pathway|receptor clustering|,polymeric immunoglobulin receptor activity|,18,35,2440000000,27.2%
P00761,0.016614818,0.79225,37.81129957,-2.525166667,0.000165527,-8.312860864,2.5545,1.609,2.001,-0.53,-0.506,-0.375,P00761,NotFound,P00761_NotFound,P00761,,1,275,14,13,P00761|B99908,PIG,25093.7,64,104,104.1,251.12,234.92,,231,Trypsin,,,,14,275,4.01E+13,64.0%
B99907,0.034155407,0.697083333,29.9104484,-1.866166667,0.001020834,-5.940957217,2.2075,1.364,1.319,-0.125,-0.251,-0.332,B99907,NotFound,B99907_NotFound,B99907,,1,46,5,4,B99907,PromTArt7,5560.1,98,104,104.2,101.82,85.62,,50,"Promega trypsin artifact 2 K to R mods +28 (2239.1, 2914)(1987, 2003) [Sus scrofa]",,,,4,46,46900000000,98.0%
P29788,0.742574146,0.236916667,2.546512067,-0.245833333,0.556350898,-0.623395872,0.3005,-0.29,1.069,0.371,-0.037,0.008,P29788,Vtn,P29788_Vtn,P29788,Vtn,1,86,16,16,P29788,MOUSE,55646.8,34.5,105,105.1,246.52,246.52,,478,Vitronectin,proteinaceous extracellular matrix|extracellular space|extracellular matrix|extracellular exosome|blood microparticle|extracellular matrix|,receptor-mediated endocytosis|immune response|cell-matrix adhesion|positive regulation of cell-substrate adhesion|negative regulation of endopeptidase activity|positive regulation of smooth muscle cell migration|extracellular matrix organization|positive regulation of protein binding|cell adhesion mediated by integrin|endodermal cell differentiation|positive regulation of receptor-mediated endocytosis|oligodendrocyte differentiation|positive regulation of peptidyl-tyrosine phosphorylation|smooth muscle cell-matrix adhesion|,scavenger receptor activity|integrin binding|heparin binding|polysaccharide binding|extracellular matrix binding|,16,86,1.7E+11,34.5%
Q61730-2,0.952269268,0.09975,0.294295588,-0.032166667,0.934480926,-0.085778005,-0.3695,-0.119,0.836,0.308,-0.107,0.05,Q61730,Il1rap,Q61730-2_Il1rap,Q61730-2,Il1rap,1,42,19,19,Q61730-2|Q61730-3|E9Q6I2|Q61730|G3UY13,MOUSE,42194.2,44.1,106,106.1,245.79,245.79,,570,Isoform 2 of Interleukin-1 receptor accessory protein,extracellular region|plasma membrane|membrane|integral component of membrane|,inflammatory response|cytokine-mediated signaling pathway|interleukin-2 biosynthetic process|innate immune response|,signal transducer activity|interleukin-1 receptor activity|protein binding|,19,42,5900000000,44.1%
A0A0A6YXW6,0.368361036,-0.011416667,8.484833803,0.746166667,0.141747896,1.695645303,-0.4355,-0.344,-0.374,-0.173,-0.054,1.312,A0A0A6YXW6,NotFound,A0A0A6YXW6_NotFound,A0A0A6YXW6,Igha,1,65,12,3,A0A0A6YXW6,MOUSE,42869.8,39,107,107.1,243.25,52.76,,389,Immunoglobulin heavy constant alpha (Fragment),,,,12,65,77600000000,39.0%
P01878,0.745307288,0.3705,2.318363806,0.344666667,0.586359032,0.592206279,,0.112,,0.407,-0.084,1.047,P01878,NotFound,P01878_NotFound,P01878,,1,2,10,1,P01878,MOUSE,37616.9,40.4,107,107.2,197.17,6.68,,344,Ig alpha chain C region,,,antigen binding|immunoglobulin receptor binding|,1,2,30200000,6.3%
P70375,0.78213603,0.246083333,1.895356283,-0.3375,0.646344968,-0.48323546,-0.5295,-0.258,2.032,0.079,0.141,0.012,P70375,F7,P70375_F7,P70375,F7,1,74,19,19,P70375,MOUSE,51701.8,36.9,108,108.1,242.95,242.95,,446,Coagulation factor VII,extracellular region|extracellular space|vesicle|,positive regulation of leukocyte chemotaxis|proteolysis|blood coagulation|circadian rhythm|positive regulation of platelet-derived growth factor receptor signaling pathway|positive regulation of blood coagulation|organ regeneration|response to vitamin K|response to estrogen|positive regulation of positive chemotaxis|positive regulation of protein kinase B signaling|response to growth hormone|,glycoprotein binding|serine-type endopeptidase activity|receptor binding|calcium ion binding|,19,74,22400000000,36.9%
Q06194,0.425473432,-0.354083333,6.95022251,0.7375,0.201826296,1.4360995,-0.0685,-0.236,-1.864,-0.059,0.124,-0.021,Q06194,F8,Q06194_F8,Q06194,F8,1,32,21,21,Q06194|B2RRC9,MOUSE,267560.2,8.5,109,109.1,242.2,242.2,,2319,Coagulation factor VIII,extracellular space|,acute-phase response|platelet activation|oxidation-reduction process|,copper ion binding|oxidoreductase activity|,21,32,1980000000,8.5%
Q9QWL7,0.233962779,0.385916667,12.79838102,-2.339166667,0.052500314,-2.421066643,3.4235,1.693,-0.45,-1.287,-0.541,-0.523,Q9QWL7,Krt17,Q9QWL7_Krt17,Q9QWL7,Krt17,1,74,20,6,Q9QWL7|Q9D312|Q8CCX5|Q8CCX5-2|Q99PS0,MOUSE,48446.3,33.9,110,110.1,239.59,73.93,,433,"Keratin, type I cytoskeletal 17",cytoplasm|intermediate filament|extracellular exosome|cell periphery|,morphogenesis of an epithelium|signal transduction|positive regulation of cell growth|hair follicle morphogenesis|keratinization|intermediate filament organization|positive regulation of translation|positive regulation of hair follicle development|,structural molecule activity|protein binding|MHC class II receptor activity|MHC class II protein binding|,21,74,2.29E+11,33.9%
Q61781,0.037628867,0.47825,28.8203637,-1.515833333,0.00131209,-5.660770945,1.5165,1.303,0.889,-0.378,-0.407,-0.054,Q61781,Krt14,Q61781_Krt14,Q61781,Krt14,1,3,20,3,Q61781|Q9Z320|Q8VCW2,MOUSE,53208.4,35.7,110,110.2,236.5,29.07,,484,"Keratin, type I cytoskeletal 14",intracellular|nucleus|cytoplasm|intermediate filament|keratin filament|extracellular exosome|cell periphery|,aging|response to zinc ion|response to ionizing radiation|epithelial cell differentiation|hair cycle|intermediate filament bundle assembly|,structural molecule activity|protein binding|keratin filament binding|,3,3,13800000,7.2%
Q6IFX2,0.767713886,-0.25275,2.006307345,-0.9565,0.630041658,-0.507769088,3.3285,1.509,-4.161,-1.322,-0.426,-0.445,Q6IFX2,Krt42,Q6IFX2_Krt42,Q6IFX2,Krt42,1,8,20,5,Q6IFX2,MOUSE,50474.5,30.5,110,110.3,214.31,46.8,,452,"Keratin, type I cytoskeletal 42",cytoplasm|intermediate filament|,,structural molecule activity|,5,8,1270000000,7.3%
Q9Z2K1,0.233962779,0.386083333,12.77890199,-2.380166667,0.052736318,-2.417740993,3.3695,1.893,-0.534,-1.315,-0.729,-0.368,Q9Z2K1,Krt16,Q9Z2K1_Krt16,Q9Z2K1,Krt16,1,11,15,6,Q9Z2K1,MOUSE,52004.9,23.6,110,110.4,181.07,82.81,,469,"Keratin, type I cytoskeletal 16",nucleus|cytoskeleton|intermediate filament|extracellular exosome|,morphogenesis of an epithelium|inflammatory response|aging|keratinocyte differentiation|negative regulation of cell migration|keratinization|hair cycle|innate immune response|intermediate filament cytoskeleton organization|keratinocyte migration|establishment of skin barrier|,structural constituent of cytoskeleton|protein binding|,6,11,2660000000,11.5%
P08730,0.926538247,0.60225,0.519975282,0.154833333,0.887161061,0.148148647,1.2445,1.239,-0.909,-0.446,-0.229,2.714,P08730,Krt13,P08730_Krt13,P08730,Krt13,1,4,14,3,P08730|P08730-2,MOUSE,48095.6,19.6,110,110.5,151.6,25.83,,437,"Keratin, type I cytoskeletal 13",nucleus|keratin filament|intermediate filament cytoskeleton|extracellular exosome|,cytoskeleton organization|response to radiation|tongue morphogenesis|cellular response to retinoic acid|,structural molecule activity|protein binding|,3,4,462000000,5.9%
O77727,0.463190313,0.285083333,6.251142549,-1.1155,0.237074992,-1.315803343,2.6345,0.667,-0.773,-0.566,-0.004,-0.248,O77727,NotFound,O77727_NotFound,O77727,KRT15,1,16,12,4,O77727,SHEEP,48769.2,18.3,110,110.6,153.11,49.61,,453,"Keratin, type I cytoskeletal 15",,,,4,16,9220000000,5.7%
P02535,0.279931124,0.32575,11.13272084,-1.886833333,0.077042065,-2.139113845,3.1305,1.049,-0.372,-1.001,-0.193,-0.659,P02535,Krt10,P02535_Krt10,P02535,Krt10,1,33,11,7,P02535|P02535-2|A2A513|P02535-3,MOUSE,57940,16.6,110,110.7,167.52,109.55,,570,"Keratin, type I cytoskeletal 10",keratin filament|,epithelial cell differentiation|cellular response to calcium ion|,structural molecule activity|protein binding|,7,33,1.06E+11,11.7%
B1AQ77,0.174726314,0.7949,15.93944457,-2.166416667,0.02547156,-3.172449754,1.7075,2.482,,1.041,-0.972,-0.284,B1AQ77,Krt15,B1AQ77_Krt15,B1AQ77,Krt15,1,1,9,1,B1AQ77|Q61414,MOUSE,49664.3,11.4,110,110.8,110.68,7.38,,456,"Keratin 15, isoform CRA_a",nucleus|intermediate filament|extracellular exosome|,activation of mitophagy in response to mitochondrial depolarization|,structural molecule activity|scaffold protein binding|,1,1,32700000,3.9%
P19001,0.261353624,0.228416667,11.77856851,-1.9715,0.066396188,-2.247920532,3.0125,1.18,-0.55,-1.026,-0.65,-0.596,P19001,Krt19,P19001_Krt19,P19001,Krt19,1,2,6,1,P19001,MOUSE,44541,11.4,110,110.9,76.3,9.39,,403,"Keratin, type I cytoskeletal 19",intermediate filament|plasma membrane|dystrophin-associated glycoprotein complex|Z disc|sarcolemma|costamere|extracellular exosome|cell periphery|terminal web|,Notch signaling pathway|response to estrogen|sarcomere organization|cell differentiation involved in embryonic placenta development|,protein binding|structural constituent of muscle|protein complex binding|,1,2,45800000,2.9%
Q9BGM5,0.254188227,0.264916667,11.97277867,-2.1445,0.063492457,-2.280754357,3.3675,1.071,-0.427,-1.047,-0.485,-0.89,Q9BGM5,NotFound,Q9BGM5_NotFound,Q9BGM5,KRT25,1,7,2,1,Q9BGM5,SHEEP,49883,4,110,110.1,31.83,17.44,,450,"Keratin, type I cytoskeletal 25",,,,1,7,18600000000,2.0%
Q9CQF9,0.641826969,-0.082916667,3.647134662,0.189833333,0.431803873,0.842579995,0.0475,-0.205,-0.376,0.038,0.012,-0.014,Q9CQF9,Pcyox1,Q9CQF9_Pcyox1,Q9CQF9,Pcyox1,1,37,17,17,Q9CQF9|A0A0N4SWD3,MOUSE,56721.9,40.3,111,111.1,238.91,238.91,,505,Prenylcysteine oxidase,lysosome|vacuolar membrane|plasma membrane|very-low-density lipoprotein particle|extracellular exosome|,prenylated protein catabolic process|prenylcysteine catabolic process|oxidation-reduction process|chloride transmembrane transport|,prenylcysteine oxidase activity|chloride-transporting ATPase activity|,17,37,2950000000,40.3%
