id,adj.P.Val.xBirACre.over.NoBirA,AveExpr.xBirACre.over.NoBirA,Log.P.Value.xBirACre.over.NoBirA,logFC.xBirACre.over.NoBirA,P.Value.xBirACre.over.NoBirA,t.xBirACre.over.NoBirA,PlexesSearchedTogether_correct..126.126.127.128.129.130.131..NoBirA_6Combo.multimedian,PlexesSearchedTogether_correct..128.126.127.128.129.130.131..NoBirA_4Combo.multimedian,PlexesSearchedTogether_correct..129.126.127.128.129.130.131..NoBirA_5Combo.multimedian,PlexesSearchedTogether_correct..127.126.127.128.129.130.131..BirA.Cre_3Combo.multimedian,PlexesSearchedTogether_correct..130.126.127.128.129.130.131..BirA.Cre_2Combo.multimedian,PlexesSearchedTogether_correct..131.126.127.128.129.130.131..BirA.Cre_1Combo.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,PlexesSearchedTogether_correct.unique_peptides,PlexesSearchedTogether_correct.numSpectra,PlexesSearchedTogether_correct.totalIntensity,PlexesSearchedTogether_correct.pct_cov
Q8BH61,0.003795431,0.151666667,25.20947678,3.919333333,0.003013369,4.43217355,-1.231,-1.473,-2.72,1.675,4,0.659,Q8BH61,F13a1,Q8BH61_F13a1,Q8BH61,F13a1,1,148,26,26,Q8BH61,MOUSE,83719.2,32.9,74,74.1,392.34,392.34,,732,Coagulation factor XIII A chain,cytoplasm|blood microparticle|,blood coagulation|peptide cross-linking|,protein-glutamine gamma-glutamyltransferase activity|metal ion binding|,26,148,30000000000,32.9%
Q9QWK4,1.0426e-4,-0.725833333,47.53939504,4.015,1.76222e-5,9.65972563,-2.888,-2.605,-2.707,1.003,1.933,0.909,Q9QWK4,Cd5l,Q9QWK4_Cd5l,Q9QWK4,Cd5l,1,209,26,26,Q9QWK4,MOUSE,40345.4,60.7,75,75.1,390.37,390.37,,352,CD5 antigen-like,membrane|extracellular exosome|blood microparticle|,receptor-mediated endocytosis|apoptotic process|,scavenger receptor activity|,26,209,457000000000,60.7%
Q8BHN3-2,1.0426e-4,-1.010166667,50.16635913,4.122333333,9.62419e-6,10.53087307,-3.473,-2.569,-3.172,1.162,1.098,0.893,Q8BHN3,Ganab,Q8BHN3-2_Ganab,Q8BHN3-2,Ganab,1,112,33,33,Q8BHN3-2|Q8BHN3|Q8BHN3-3,MOUSE,109858.4,33.6,76,76.1,387.82,387.82,,944,Isoform 2 of Neutral alpha-glucosidase AB,endoplasmic reticulum|Golgi apparatus|membrane|glucosidase II complex|melanosome|extracellular exosome|,N-glycan processing|,"protein binding|glucosidase activity|carbohydrate binding|glucan 1,3-alpha-glucosidase activity|poly(A) RNA binding|",33,112,15800000000,33.6%
P49182,1.0426e-4,-1.168833333,48.89190726,4.775666667,1.29065e-5,10.09998901,-3.569,-2.849,-4.252,1.627,1.106,0.924,P49182,Serpind1,P49182_Serpind1,P49182,Serpind1,1,210,26,26,P49182,MOUSE,54781,49.3,77,77.1,384.86,384.86,,478,Heparin cofactor 2,extracellular space|extracellular exosome|,blood coagulation|negative regulation of endopeptidase activity|,serine-type endopeptidase inhibitor activity|heparin binding|,26,210,202000000000,49.3%
P26928,1.28279e-4,-1.2935,43.90621989,4.741666667,4.06797e-5,8.557975087,-3.641,-2.649,-4.703,1.293,1.016,0.923,P26928,Mst1,P26928_Mst1,P26928,Mst1,1,138,29,29,P26928|E0CXN0,MOUSE,83185.1,40,78,78.1,378.2,378.2,,716,Hepatocyte growth factor-like protein,extracellular exosome|,proteolysis|spermatogenesis|embryo implantation|sperm motility|,serine-type endopeptidase activity|,29,138,31300000000,40.0%
A2AS37,1.0426e-4,-1.008166667,48.31742692,4.519,1.47319e-5,9.910890506,-3.77,-2.571,-3.462,1.662,1.199,0.893,A2AS37,AI182371,A2AS37_AI182371,A2AS37,AI182371,1,158,23,23,A2AS37,MOUSE,40887.3,52.2,79,79.1,374.1,374.1,,356,Expressed sequence AI182371,extracellular region|,inflammatory response|complement activation|negative regulation of endopeptidase activity|,endopeptidase inhibitor activity|,23,158,161000000000,52.2%
P14211,1.0426e-4,-1.247,47.7481624,4.592,1.67951e-5,9.726569745,-4.432,-3.006,-3.191,1.205,1.015,0.927,P14211,Calr,P14211_Calr,P14211,Calr,1,141,26,26,P14211,MOUSE,48164.8,54.3,80,80.1,368.72,368.72,,416,Calreticulin,acrosomal vesicle|extracellular region|extracellular space|nucleus|cytoplasm|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|Golgi apparatus|cytosol|polysome|focal adhesion|external side of plasma membrane|membrane|extracellular matrix|sarcoplasmic reticulum lumen|MHC class I peptide loading complex|phagocytic vesicle|perinuclear region of cytoplasm|extracellular exosome|,"negative regulation of transcription from RNA polymerase II promoter|peptide antigen assembly with MHC class I protein complex|protein export from nucleus|cell cycle arrest|spermatogenesis|positive regulation of cell proliferation|positive regulation of gene expression|negative regulation of translation|cortical actin cytoskeleton organization|response to estradiol|negative regulation of intracellular steroid hormone receptor signaling pathway|response to testosterone|protein localization to nucleus|regulation of meiotic nuclear division|response to drug|negative regulation of neuron differentiation|positive regulation of DNA replication|positive regulation of cell cycle|negative regulation of transcription, DNA-templated|negative regulation of retinoic acid receptor signaling pathway|positive regulation of phagocytosis|protein stabilization|cardiac muscle cell differentiation|chaperone-mediated protein folding|cellular response to lithium ion|cellular response to organic substance|cellular senescence|positive regulation of substrate adhesion-dependent cell spreading|positive regulation of dendritic cell chemotaxis|",glycoprotein binding|mRNA binding|integrin binding|iron ion binding|calcium ion binding|protein binding|carbohydrate binding|ubiquitin protein ligase binding|peptide binding|hormone binding|poly(A) RNA binding|androgen receptor binding|unfolded protein binding|,26,141,79700000000,54.3%
Q8BK48,1.0426e-4,-0.9885,49.99140278,4.245,1.00198e-5,10.4707751,-3.643,-2.643,-3.047,1.262,1.239,0.901,Q8BK48,Ces2e,Q8BK48_Ces2e,Q8BK48,Ces2e,1,140,23,18,Q8BK48|F6Z9B9|Q08ED5|Q149K3,MOUSE,62716,44.5,81,81.1,358.53,287.37,,559,Pyrethroid hydrolase Ces2e,endoplasmic reticulum|,metabolic process|,carboxylic ester hydrolase activity|,23,140,32400000000,44.5%
Q91WG0,1.12515e-4,-0.979833333,45.11715068,4.119666667,3.07812e-5,8.91263592,-3.817,-2.455,-2.847,1.401,0.95,0.889,Q91WG0,Ces2c,Q91WG0_Ces2c,Q91WG0,Ces2c,1,32,16,9,Q91WG0,MOUSE,62753.8,31.3,81,81.2,239.59,134.84,,561,Acylcarnitine hydrolase,endoplasmic reticulum|intracellular membrane-bounded organelle|,metabolic process|,acylcarnitine hydrolase activity|,9,32,1270000000,16.2%
Q8QZR3,1.0426e-4,-1.2445,51.59426805,4.546333333,6.92745e-6,11.03296392,-3.894,-2.89,-3.769,1.21,0.956,0.92,Q8QZR3,Ces2a,Q8QZR3_Ces2a,Q8QZR3,Ces2a,1,23,10,5,Q8QZR3|Q8QZR3-2,MOUSE,62395.6,17.7,81,81.3,143.29,73.57,,558,Pyrethroid hydrolase Ces2a,,,carboxylic ester hydrolase activity|,5,23,1120000000,10.2%
E9PV38,2.9252e-4,-1.071166667,37.87501739,4.001666667,1.63117e-4,6.958903718,-3.387,-1.866,-3.963,1.19,0.812,0.787,E9PV38,Ces2g,E9PV38_Ces2g,E9PV38,Ces2g,1,3,9,3,E9PV38,MOUSE,63005,19.6,81,81.4,113.08,24.29,,560,Carboxylic ester hydrolase,,metabolic process|,hydrolase activity|,3,3,334000000,7.1%
P00920,1.52167e-4,-0.737,42.27925473,3.854,5.91663e-5,8.100066277,-3.479,-2.511,-2.002,1.47,0.911,1.189,P00920,Car2,P00920_Car2,P00920,Ca2,1,108,19,19,P00920|A0A0A6YX78|P00921,MOUSE,29146.1,66.5,82,82.1,349.71,349.71,,260,Carbonic anhydrase 2,extracellular space|cytoplasm|cytosol|plasma membrane|microvillus|basolateral plasma membrane|axon|myelin sheath|apical part of cell|extracellular exosome|,"kidney development|morphogenesis of an epithelium|one-carbon metabolic process|regulation of pH|response to pH|response to zinc ion|carbon dioxide transport|positive regulation of synaptic transmission, GABAergic|positive regulation of cellular pH reduction|angiotensin-activated signaling pathway|odontogenesis of dentin-containing tooth|response to estrogen|regulation of anion transport|positive regulation of osteoclast differentiation|positive regulation of bone resorption|secretion|regulation of intracellular pH|cellular response to fluid shear stress|positive regulation of dipeptide transmembrane transport|regulation of chloride transport|",arylesterase activity|carbonate dehydratase activity|zinc ion binding|,19,108,26100000000,66.5%
P35917,1.0426e-4,-1.076333333,52.89272272,4.288666667,5.13721e-6,11.50805987,-3.282,-2.846,-3.534,1.045,1.252,0.907,P35917,Flt4,P35917_Flt4,P35917,Flt4,1,70,26,26,P35917,MOUSE,155124.7,19,83,83.1,349.12,349.12,,1363,Vascular endothelial growth factor receptor 3,nucleus|cytoplasm|plasma membrane|integral component of plasma membrane|receptor complex|,positive regulation of protein phosphorylation|positive regulation of endothelial cell proliferation|vasculature development|lymph vessel development|lymphangiogenesis|sprouting angiogenesis|positive regulation of cell proliferation|positive regulation of vascular endothelial growth factor production|positive regulation of endothelial cell migration|peptidyl-tyrosine phosphorylation|cellular response to vascular endothelial growth factor stimulus|vascular endothelial growth factor signaling pathway|negative regulation of apoptotic process|positive regulation of MAPK cascade|positive regulation of JNK cascade|protein autophosphorylation|vascular endothelial growth factor receptor signaling pathway|blood vessel morphogenesis|regulation of blood vessel remodeling|positive regulation of ERK1 and ERK2 cascade|positive regulation of protein kinase C signaling|,transmembrane receptor protein tyrosine kinase activity|vascular endothelial growth factor-activated receptor activity|protein binding|ATP binding|growth factor binding|protein phosphatase binding|,26,70,7120000000,19.0%
E9Q557,0.10517643,-0.650666667,10.04126217,1.941333333,0.099054403,1.903880386,-0.433,-0.267,-4.164,0.159,0.395,0.406,E9Q557,Dsp,E9Q557_Dsp,E9Q557,Dsp,1,71,37,37,E9Q557|E9PZW0,MOUSE,335359.7,11.5,84,84.1,348.98,348.98,,2883,Desmoplakin,cornified envelope|nucleus|cytoplasm|plasma membrane|cell-cell junction|fascia adherens|intercalated disc|membrane|basolateral plasma membrane|desmosome|extracellular exosome|intermediate filament|,desmosome organization|ventricular compact myocardium morphogenesis|single organismal cell-cell adhesion|peptide cross-linking|keratinocyte differentiation|adherens junction organization|wound healing|skin development|intermediate filament cytoskeleton organization|intermediate filament organization|protein localization to adherens junction|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|regulation of ventricular cardiac muscle cell action potential|,"protein kinase C binding|structural molecule activity|protein binding|protein binding, bridging|poly(A) RNA binding|cell adhesion molecule binding|scaffold protein binding|",37,71,2010000000,11.5%
P39039,1.0426e-4,-1.098333333,47.5670308,4.419333333,1.75104e-5,9.668551194,-3.987,-2.552,-3.385,1.271,1.102,0.961,P39039,Mbl1,P39039_Mbl1,P39039,Mbl1,1,222,22,22,P39039|P39039-2|A0A2C9F2B6,MOUSE,25852,66.9,85,85.1,344.34,344.34,,239,Mannose-binding protein A,collagen trimer|extracellular space|,"complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|positive regulation of phagocytosis|defense response to Gram-positive bacterium|protein homotetramerization|killing by host of symbiont cells|protein homotrimerization|",protease binding|calcium ion binding|mannose binding|polysaccharide binding|protein homodimerization activity|calcium-dependent protein binding|phosphatidylinositol-4-phosphate binding|,22,222,1330000000000,66.9%
Q3U3V1,1.0426e-4,-1.252666667,48.45864395,4.816666667,1.42605e-5,9.957084216,-3.933,-2.786,-4.264,1.47,1.088,0.909,Q3U3V1,F10,Q3U3V1_F10,Q3U3V1,F10,1,144,23,23,Q3U3V1|O88947|D3Z215|D3Z521,MOUSE,56680.8,42.7,86,86.1,337.76,337.76,,493,Coagulation factor X,extracellular region|membrane|intracellular membrane-bounded organelle|,proteolysis|blood coagulation|positive regulation of protein kinase B signaling|,serine-type endopeptidase activity|calcium ion binding|phospholipid binding|,23,144,143000000000,42.7%
A11111,1.0426e-4,-1.234166667,46.87269659,4.543,2.05461e-5,9.448918481,-4.271,-2.671,-3.575,1.21,0.994,0.908,A11111,NotFound,A11111_NotFound,A11111,,1,100,21,21,A11111|P06709,MOUSE,39099.5,69.3,87,87.1,336.4,336.4,,,BirAG3ER,,,,21,100,414000000000,69.3%
P63260,0.001422306,-1.072166667,29.77543039,4.090333333,0.001053069,5.261688058,-2.985,-1.56,-4.807,1.165,0.741,1.013,P63260,Actg1,P63260_Actg1,P63260,Actg1,1,114,23,1,P63260|G3UYG0|B1ATY1|V9GXQ2,MOUSE,42134.4,58.9,88,88.1,331.02,23.1,,375,"Actin, cytoplasmic 2",extracellular space|nucleus|cytosol|plasma membrane|focal adhesion|actin cytoskeleton|membrane|myofibril|filamentous actin|costamere|myelin sheath|extracellular exosome|blood microparticle|dense body|,retina homeostasis|sarcomere organization|response to calcium ion|platelet aggregation|,structural constituent of cytoskeleton|protein binding|ATP binding|ubiquitin protein ligase binding|identical protein binding|,23,114,41600000000,58.9%
Q02819,1.0426e-4,-1.215666667,46.96248011,4.526666667,2.01257e-5,9.477073694,-3.668,-2.608,-4.161,0.932,1.211,1,Q02819,Nucb1,Q02819_Nucb1,Q02819,Nucb1,1,79,25,25,Q02819|A0A1C7CYU3,MOUSE,53407.7,54.4,89,89.1,327.11,327.11,,459,Nucleobindin-1,extracellular space|nucleus|early endosome|rough endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi-associated vesicle|cis-Golgi network|trans-Golgi network|microtubule cytoskeleton|membrane|Golgi cisterna membrane|extracellular exosome|extrinsic component of Golgi membrane|lumenal side of Golgi membrane|,response to cisplatin|regulation of protein targeting|,G-protein alpha-subunit binding|DNA binding|calcium ion binding|,25,79,8150000000,54.4%
Q61704,1.0426e-4,-0.9955,47.87364647,4.250333333,1.63168e-5,9.766941091,-3.03,-2.572,-3.76,1.433,1.055,0.901,Q61704,Itih3,Q61704_Itih3,Q61704,Itih3,1,131,24,24,Q61704,MOUSE,99698.3,27.3,90,90.1,326.79,326.79,,889,Inter-alpha-trypsin inhibitor heavy chain H3,extracellular exosome|,negative regulation of endopeptidase activity|hyaluronan metabolic process|,serine-type endopeptidase inhibitor activity|,24,131,54300000000,27.3%
O70570,1.0426e-4,-1.039833333,49.04953593,4.080333333,1.24465e-5,10.15242518,-3.305,-2.502,-3.433,1.176,0.896,0.929,O70570,Pigr,O70570_Pigr,O70570,Pigr,1,77,21,21,O70570,MOUSE,86309.5,30,91,91.1,322.65,322.65,,771,Polymeric immunoglobulin receptor,extracellular space|plasma membrane|integral component of membrane|receptor complex|extracellular exosome|,detection of chemical stimulus involved in sensory perception of bitter taste|retina homeostasis|immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor|epidermal growth factor receptor signaling pathway|Fc receptor signaling pathway|receptor clustering|,polymeric immunoglobulin receptor activity|,21,77,12800000000,30.0%
P97298,1.0426e-4,-1.2375,47.24292757,4.760333333,1.88672e-5,9.565486607,-3.929,-2.666,-4.258,1.377,1.138,0.913,P97298,Serpinf1,P97298_Serpinf1,P97298,Serpinf1,1,122,19,19,P97298|E9PWS2,MOUSE,46290.3,52.9,92,92.1,319.45,319.45,,417,Pigment epithelium-derived factor,extracellular region|basement membrane|extracellular space|melanosome|axon hillock|perinuclear region of cytoplasm|extracellular exosome|extracellular matrix|,kidney development|aging|short-term memory|response to acidic pH|negative regulation of endothelial cell migration|negative regulation of gene expression|negative regulation of endopeptidase activity|positive regulation of neuron projection development|negative regulation of angiogenesis|ovulation cycle|response to arsenic-containing substance|negative regulation of inflammatory response|positive regulation of neurogenesis|retina development in camera-type eye|negative regulation of epithelial cell proliferation involved in prostate gland development|cellular response to cobalt ion|cellular response to retinoic acid|cellular response to glucose stimulus|cellular response to dexamethasone stimulus|negative regulation of neuron death|,serine-type endopeptidase inhibitor activity|,19,122,30700000000,52.9%
P08226,1.0426e-4,-1.046666667,51.40288975,4.332,7.23954e-6,10.96445206,-3.666,-2.731,-3.241,0.932,1.26,1.166,P08226,Apoe,P08226_Apoe,P08226,Apoe,1,149,24,24,P08226,MOUSE,35923,58.8,93,93.1,318.79,318.79,,311,Apolipoprotein E,extracellular region|extracellular space|nucleus|endoplasmic reticulum|Golgi apparatus|cytosol|membrane|extracellular matrix|very-low-density lipoprotein particle|low-density lipoprotein particle|intermediate-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,negative regulation of endothelial cell proliferation|response to dietary excess|lipid metabolic process|triglyceride metabolic process|cholesterol biosynthetic process|cholesterol catabolic process|cellular calcium ion homeostasis|receptor-mediated endocytosis|response to oxidative stress|G-protein coupled receptor signaling pathway|nitric oxide mediated signal transduction|cholesterol metabolic process|regulation of gene expression|negative regulation of platelet activation|positive regulation of cholesterol esterification|positive regulation of cholesterol efflux|long-chain fatty acid transport|protein import|virion assembly|triglyceride catabolic process|cGMP-mediated signaling|negative regulation of blood coagulation|regulation of axon extension|positive regulation of cGMP biosynthetic process|regulation of cholesterol transport|regulation of Cdc42 protein signal transduction|positive regulation of low-density lipoprotein particle receptor catabolic process|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|chylomicron remnant clearance|high-density lipoprotein particle clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein biosynthetic process|lipoprotein catabolic process|vasodilation|cholesterol homeostasis|negative regulation of MAP kinase activity|negative regulation of neuron apoptotic process|negative regulation of blood vessel endothelial cell migration|reverse cholesterol transport|positive regulation by host of viral process|negative regulation of cholesterol biosynthetic process|positive regulation of lipid biosynthetic process|artery morphogenesis|negative regulation of inflammatory response|positive regulation of nitric-oxide synthase activity|positive regulation of membrane protein ectodomain proteolysis|negative regulation of lipid biosynthetic process|maintenance of location in cell|lipid homeostasis|fatty acid homeostasis|positive regulation of dendritic spine development|negative regulation of dendritic spine development|cardiovascular system development|negative regulation of cholesterol efflux|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|N-methyl-D-aspartate receptor clustering|regulation of beta-amyloid clearance|regulation of neuron death|negative regulation of neuron death|positive regulation of neuron death|negative regulation of postsynaptic membrane organization|positive regulation of postsynaptic membrane organization|negative regulation of presynaptic membrane organization|positive regulation of presynaptic membrane organization|positive regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|regulation of tau-protein kinase activity|negative regulation of dendritic spine maintenance|positive regulation of dendritic spine maintenance|positive regulation of phospholipid efflux|positive regulation of neurofibrillary tangle assembly|negative regulation of phospholipid efflux|negative regulation of lipid transport across blood brain barrier|positive regulation of lipid transport across blood brain barrier|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|heparin binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|identical protein binding|protein homodimerization activity|metal chelating activity|tau protein binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|very-low-density lipoprotein particle receptor binding|lipoprotein particle binding|,24,149,85800000000,58.8%
