PlexesSearchedTogether_correct, 126:127, NoBirA_6Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 126:128, NoBirA_6Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 126:129, NoBirA_6Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 126:130, NoBirA_6Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 126:131, NoBirA_6Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 127:126, BirA/Cre_3Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 127:128, BirA/Cre_3Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 127:129, BirA/Cre_3Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 127:130, BirA/Cre_3Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 127:131, BirA/Cre_3Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 128:126, NoBirA_4Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 128:127, NoBirA_4Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 128:129, NoBirA_4Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 128:130, NoBirA_4Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 128:131, NoBirA_4Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 129:126, NoBirA_5Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 129:127, NoBirA_5Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 129:128, NoBirA_5Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 129:130, NoBirA_5Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 129:131, NoBirA_5Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 130:126, BirA/Cre_2Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 130:127, BirA/Cre_2Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 130:128, BirA/Cre_2Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 130:129, BirA/Cre_2Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 130:131, BirA/Cre_2Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 131:126, BirA/Cre_1Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 131:127, BirA/Cre_1Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 131:128, BirA/Cre_1Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 131:129, BirA/Cre_1Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 131:130, BirA/Cre_1Combo:BirA/Cre_2Combo	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	PlexesSearchedTogether_correct unique_peptides	PlexesSearchedTogether_correct numSpectra	PlexesSearchedTogether_correct totalIntensity	PlexesSearchedTogether_correct pct_cov
-6.091	0.51	1.35	-5.81	-5.839	6.091	5.221	6.955	0.262	0.31	-0.51	-5.221	0.178	-4.836	-4.988	-1.35	-6.955	-0.178	-6.59	-6.512	5.81	-0.262	4.836	6.59	0.005	5.839	-0.31	4.988	6.512	-0.005	P14211	P14211	Calr	1	141	26	26	P14211	MOUSE	48164.8	54.3	80	80.1	368.72	368.72		416	Calreticulin	acrosomal vesicle|extracellular region|extracellular space|nucleus|cytoplasm|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|Golgi apparatus|cytosol|polysome|focal adhesion|external side of plasma membrane|membrane|extracellular matrix|sarcoplasmic reticulum lumen|MHC class I peptide loading complex|phagocytic vesicle|perinuclear region of cytoplasm|extracellular exosome|	negative regulation of transcription from RNA polymerase II promoter|peptide antigen assembly with MHC class I protein complex|protein export from nucleus|cell cycle arrest|spermatogenesis|positive regulation of cell proliferation|positive regulation of gene expression|negative regulation of translation|cortical actin cytoskeleton organization|response to estradiol|negative regulation of intracellular steroid hormone receptor signaling pathway|response to testosterone|protein localization to nucleus|regulation of meiotic nuclear division|response to drug|negative regulation of neuron differentiation|positive regulation of DNA replication|positive regulation of cell cycle|negative regulation of transcription, DNA-templated|negative regulation of retinoic acid receptor signaling pathway|positive regulation of phagocytosis|protein stabilization|cardiac muscle cell differentiation|chaperone-mediated protein folding|cellular response to lithium ion|cellular response to organic substance|cellular senescence|positive regulation of substrate adhesion-dependent cell spreading|positive regulation of dendritic cell chemotaxis|	glycoprotein binding|mRNA binding|integrin binding|iron ion binding|calcium ion binding|protein binding|carbohydrate binding|ubiquitin protein ligase binding|peptide binding|hormone binding|poly(A) RNA binding|androgen receptor binding|unfolded protein binding|	26	141	7.97e+10	54.3%
-5.344	0.549	0.571	-5.12	-4.768	5.344	5.091	5.326	0.126	0.399	-0.549	-5.091	-0.256	-5.085	-4.77	-0.571	-5.326	0.256	-5.247	-4.84	5.12	-0.126	5.085	5.247	0.279	4.768	-0.399	4.77	4.84	-0.279	Q8BK48	Q8BK48	Ces2e	1	140	23	18	Q8BK48|F6Z9B9|Q08ED5|Q149K3	MOUSE	62716	44.5	81	81.1	358.53	287.37		559	Pyrethroid hydrolase Ces2e	endoplasmic reticulum|	metabolic process|	carboxylic ester hydrolase activity|	23	140	3.24e+10	44.5%
-5.605	-1.13	0.554	-4.987	-5.178	5.605	3.615	5.087	0.57	0.544	1.13	-3.615	2.515	-2.785	-3.072	-0.554	-5.087	-2.515	-4.414	-4.888	4.987	-0.57	2.785	4.414	-0.013	5.178	-0.544	3.072	4.888	0.013	Q91WG0	Q91WG0	Ces2c	1	32	16	9	Q91WG0	MOUSE	62753.8	31.3	81	81.2	239.59	134.84		561	Acylcarnitine hydrolase	endoplasmic reticulum|intracellular membrane-bounded organelle|	metabolic process|	acylcarnitine hydrolase activity|	9	32	1.27e+09	16.2%
-5.591	0.159	0.597	-5.236	-5.157	5.591	4.637	5.172	0.366	0.44	-0.159	-4.637	1.28	-4.534	-4.321	-0.597	-5.172	-1.28	-4.576	-4.691	5.236	-0.366	4.534	4.576	-0.026	5.157	-0.44	4.321	4.691	0.026	Q8QZR3	Q8QZR3	Ces2a	1	23	10	5	Q8QZR3|Q8QZR3-2	MOUSE	62395.6	17.7	81	81.3	143.29	73.57		558	Pyrethroid hydrolase Ces2a			carboxylic ester hydrolase activity|	5	23	1.12e+09	10.2%
-4.705	-1.733	-1.025	-4.09	-4.227	4.705	2.972	3.636	0.344	0.485	1.733	-2.972	1.525	-2.357	-2.494	1.025	-3.636	-1.525	-2.706	-2.923	4.09	-0.344	2.357	2.706	-0.056	4.227	-0.485	2.494	2.923	0.056	E9PV38	E9PV38	Ces2g	1	3	9	3	E9PV38	MOUSE	63005	19.6	81	81.4	113.08	24.29		560	Carboxylic ester hydrolase		metabolic process|	hydrolase activity|	3	3	3.34e+08	7.1%
-5.205	0.992	1.036	-4.614	-4.926	5.205	6.048	5.832	0.749	0.308	-0.992	-6.048	0.669	-5.323	-5.829	-1.036	-5.832	-0.669	-5.345	-5.464	4.614	-0.749	5.323	5.345	-0.351	4.926	-0.308	5.829	5.464	0.351	P00920	P00920	Ca2	1	108	19	19	P00920|A0A0A6YX78|P00921	MOUSE	29146.1	66.5	82	82.1	349.71	349.71		260	Carbonic anhydrase 2	extracellular space|cytoplasm|cytosol|plasma membrane|microvillus|basolateral plasma membrane|axon|myelin sheath|apical part of cell|extracellular exosome|	kidney development|morphogenesis of an epithelium|one-carbon metabolic process|regulation of pH|response to pH|response to zinc ion|carbon dioxide transport|positive regulation of synaptic transmission, GABAergic|positive regulation of cellular pH reduction|angiotensin-activated signaling pathway|odontogenesis of dentin-containing tooth|response to estrogen|regulation of anion transport|positive regulation of osteoclast differentiation|positive regulation of bone resorption|secretion|regulation of intracellular pH|cellular response to fluid shear stress|positive regulation of dipeptide transmembrane transport|regulation of chloride transport|	arylesterase activity|carbonate dehydratase activity|zinc ion binding|	19	108	2.61e+10	66.5%
-4.625	0.045	1.162	-4.784	-4.366	4.625	4.148	5.107	-0.049	0.182	-0.045	-4.148	1.301	-4.15	-3.87	-1.162	-5.107	-1.301	-5.029	-4.798	4.784	0.049	4.15	5.029	0.234	4.366	-0.182	3.87	4.798	-0.234	P35917	P35917	Flt4	1	70	26	26	P35917	MOUSE	155124.7	19	83	83.1	349.12	349.12		1363	Vascular endothelial growth factor receptor 3	nucleus|cytoplasm|plasma membrane|integral component of plasma membrane|receptor complex|	positive regulation of protein phosphorylation|positive regulation of endothelial cell proliferation|vasculature development|lymph vessel development|lymphangiogenesis|sprouting angiogenesis|positive regulation of cell proliferation|positive regulation of vascular endothelial growth factor production|positive regulation of endothelial cell migration|peptidyl-tyrosine phosphorylation|cellular response to vascular endothelial growth factor stimulus|vascular endothelial growth factor signaling pathway|negative regulation of apoptotic process|positive regulation of MAPK cascade|positive regulation of JNK cascade|protein autophosphorylation|vascular endothelial growth factor receptor signaling pathway|blood vessel morphogenesis|regulation of blood vessel remodeling|positive regulation of ERK1 and ERK2 cascade|positive regulation of protein kinase C signaling|	transmembrane receptor protein tyrosine kinase activity|vascular endothelial growth factor-activated receptor activity|protein binding|ATP binding|growth factor binding|protein phosphatase binding|	26	70	7.12e+09	19.0%
-0.797	0.532	2.956	-0.853	-1.052	0.797	0.331	3.176	-0.146	-0.311	-0.532	-0.331	2.643	-0.901	-0.751	-2.956	-3.176	-2.643	-3.427	-3.456	0.853	0.146	0.901	3.427	-0.016	1.052	0.311	0.751	3.456	0.016	E9Q557	E9Q557	Dsp	1	71	37	37	E9Q557|E9PZW0	MOUSE	335359.7	11.5	84	84.1	348.98	348.98		2883	Desmoplakin	cornified envelope|nucleus|cytoplasm|plasma membrane|cell-cell junction|fascia adherens|intercalated disc|membrane|basolateral plasma membrane|desmosome|extracellular exosome|intermediate filament|	desmosome organization|ventricular compact myocardium morphogenesis|single organismal cell-cell adhesion|peptide cross-linking|keratinocyte differentiation|adherens junction organization|wound healing|skin development|intermediate filament cytoskeleton organization|intermediate filament organization|protein localization to adherens junction|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|regulation of ventricular cardiac muscle cell action potential|	protein kinase C binding|structural molecule activity|protein binding|protein binding, bridging|poly(A) RNA binding|cell adhesion molecule binding|scaffold protein binding|	37	71	2.01e+09	11.5%
-5.642	0.309	1.013	-5.258	-5.269	5.642	5.125	5.609	0.258	0.357	-0.309	-5.125	0.783	-4.766	-4.985	-1.013	-5.609	-0.783	-5.331	-5.321	5.258	-0.258	4.766	5.331	0.102	5.269	-0.357	4.985	5.321	-0.102	P39039	P39039	Mbl1	1	222	22	22	P39039|P39039-2|A0A2C9F2B6	MOUSE	25852	66.9	85	85.1	344.34	344.34		239	Mannose-binding protein A	collagen trimer|extracellular space|	complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|positive regulation of phagocytosis|defense response to Gram-positive bacterium|protein homotetramerization|killing by host of symbiont cells|protein homotrimerization|	protease binding|calcium ion binding|mannose binding|polysaccharide binding|protein homodimerization activity|calcium-dependent protein binding|phosphatidylinositol-4-phosphate binding|	22	222	1.33e+12	66.9%
-5.778	0.058	0.768	-5.371	-5.267	5.778	5.635	6.007	0.523	0.613	-0.058	-5.635	-0.17	-5.266	-5.318	-0.768	-6.007	0.17	-5.487	-5.398	5.371	-0.523	5.266	5.487	0.105	5.267	-0.613	5.318	5.398	-0.105	Q3U3V1	Q3U3V1	F10	1	144	23	23	Q3U3V1|O88947|D3Z215|D3Z521	MOUSE	56680.8	42.7	86	86.1	337.76	337.76		493	Coagulation factor X	extracellular region|membrane|intracellular membrane-bounded organelle|	proteolysis|blood coagulation|positive regulation of protein kinase B signaling|	serine-type endopeptidase activity|calcium ion binding|phospholipid binding|	23	144	1.43e+11	42.7%
-5.957	0.117	0.915	-5.575	-5.658	5.957	5.588	6.214	0.317	0.32	-0.117	-5.588	0.783	-5.254	-5.06	-0.915	-6.214	-0.783	-6.03	-5.845	5.575	-0.317	5.254	6.03	-0.005	5.658	-0.32	5.06	5.845	0.005	A11111	A11111		1	100	21	21	A11111|P06709	MOUSE	39099.5	69.3	87	87.1	336.4	336.4			BirAG3ER				21	100	4.14e+11	69.3%
-4.281	-0.828	0.976	-3.606	-4.133	4.281	3.184	5.135	0.512	0.197	0.828	-3.184	1.342	-2.662	-3.201	-0.976	-5.135	-1.342	-4.594	-4.925	3.606	-0.512	2.662	4.594	-0.347	4.133	-0.197	3.201	4.925	0.347	P63260	P63260	Actg1	1	114	23	1	P63260|G3UYG0|B1ATY1|V9GXQ2	MOUSE	42134.4	58.9	88	88.1	331.02	23.1		375	Actin, cytoplasmic 2	extracellular space|nucleus|cytosol|plasma membrane|focal adhesion|actin cytoskeleton|membrane|myofibril|filamentous actin|costamere|myelin sheath|extracellular exosome|blood microparticle|dense body|	retina homeostasis|sarcomere organization|response to calcium ion|platelet aggregation|	structural constituent of cytoskeleton|protein binding|ATP binding|ubiquitin protein ligase binding|identical protein binding|	23	114	4.16e+10	58.9%
-4.921	-2.113	0.54	-4.067	-4.567	4.921	2.541	4.925	0.879	0.401	2.113	-2.541	1.866	-1.813	-2.139	-0.54	-4.925	-1.866	-4.325	-4.477	4.067	-0.879	1.813	4.325	-0.449	4.567	-0.401	2.139	4.477	0.449	P60710	P60710	Actb	1	6	23	1	P60710|E9Q1F2	MOUSE	42078.3	58.9	88	88.2	328.95	21.03		375	Actin, cytoplasmic 1	nuclear chromatin|extracellular space|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|cortical cytoskeleton|NuA4 histone acetyltransferase complex|cytoplasmic ribonucleoprotein granule|myelin sheath|protein complex|extracellular exosome|MLL5-L complex|blood microparticle|dense body|	retina homeostasis|substantia nigra development|ATP-dependent chromatin remodeling|platelet aggregation|	protein binding|ATP binding|kinesin binding|Tat protein binding|identical protein binding|nitric-oxide synthase binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|	1	6	4.1e+08	4.5%
-3.747			-2.888	-2.658	3.747	2.214	7.134	0.715	0.444		-2.214		-1.993	-1.979		-7.134		-6.469	-6.739	2.888	-0.715	1.993	6.469	-0.257	2.658	-0.444	1.979	6.739	0.257	P68134	P68134	Acta1	1	6	18	3	P68134|P68033|P62737|P63268	MOUSE	42392.6	42.7	88	88.3	237.92	28.71		377	Actin, alpha skeletal muscle	stress fiber|extracellular space|cytoplasm|striated muscle thin filament|actin filament|actin cytoskeleton|sarcomere|lamellipodium|filopodium|protein complex|cell body|extracellular exosome|blood microparticle|	response to mechanical stimulus|response to extracellular stimulus|response to lithium ion|positive regulation of gene expression|cell growth|skeletal muscle thin filament assembly|skeletal muscle fiber adaptation|response to steroid hormone|skeletal muscle fiber development|mesenchyme migration|	protein binding|ATP binding|	3	6	1.59e+09	12.9%
-5.814	-0.406		-5.969	-5.192	5.814	5.408		-0.155	0.622	0.406	-5.408		-5.563	-4.786						5.969	0.155	5.563		0.777	5.192	-0.622	4.786		-0.777	Q8BFZ3	Q8BFZ3	Actbl2	1	1	10	1	Q8BFZ3	MOUSE	42345.8	20.7	88	88.4	108.08	4.65		376	Beta-actin-like protein 2	extracellular space|cytoplasm|cytoskeleton|extracellular exosome|		ATP binding|	1	1	11900000	3.7%
-4.837	0.527	0.8	-4.884	-4.85	4.837	4.507	4.489	-0.153	-0.047	-0.527	-4.507	0.308	-4.815	-4.601	-0.8	-4.489	-0.308	-4.437	-4.319	4.884	0.153	4.815	4.437	0.106	4.85	0.047	4.601	4.319	-0.106	Q02819	Q02819	Nucb1	1	79	25	25	Q02819|A0A1C7CYU3	MOUSE	53407.7	54.4	89	89.1	327.11	327.11		459	Nucleobindin-1	extracellular space|nucleus|early endosome|rough endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi-associated vesicle|cis-Golgi network|trans-Golgi network|microtubule cytoskeleton|membrane|Golgi cisterna membrane|extracellular exosome|extrinsic component of Golgi membrane|lumenal side of Golgi membrane|	response to cisplatin|regulation of protein targeting|	G-protein alpha-subunit binding|DNA binding|calcium ion binding|	25	79	8.15e+09	54.4%
-4.727	1.074	1.507	-4.293	-4.213	4.727	5.571	5.613	0.478	0.562	-1.074	-5.571	0.471	-5.005	-4.952	-1.507	-5.613	-0.471	-4.813	-4.785	4.293	-0.478	5.005	4.813	0.089	4.213	-0.562	4.952	4.785	-0.089	Q61704	Q61704	Itih3	1	131	24	24	Q61704	MOUSE	99698.3	27.3	90	90.1	326.79	326.79		889	Inter-alpha-trypsin inhibitor heavy chain H3	extracellular exosome|	negative regulation of endopeptidase activity|hyaluronan metabolic process|	serine-type endopeptidase inhibitor activity|	24	131	5.43e+10	27.3%
-4.759	0.554	0.887	-4.389	-4.52	4.759	4.82	5.302	0.453	0.245	-0.554	-4.82	0.287	-4.283	-4.402	-0.887	-5.302	-0.287	-4.974	-5.024	4.389	-0.453	4.283	4.974	-0.204	4.52	-0.245	4.402	5.024	0.204	O70570	O70570	Pigr	1	77	21	21	O70570	MOUSE	86309.5	30	91	91.1	322.65	322.65		771	Polymeric immunoglobulin receptor	extracellular space|plasma membrane|integral component of membrane|receptor complex|extracellular exosome|	detection of chemical stimulus involved in sensory perception of bitter taste|retina homeostasis|immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor|epidermal growth factor receptor signaling pathway|Fc receptor signaling pathway|receptor clustering|	polymeric immunoglobulin receptor activity|	21	77	1.28e+10	30.0%
-5.842	0.558	1.293	-5.45	-5.268	5.842	5.514	6.248	0.357	0.505	-0.558	-5.514	0.136	-4.969	-5.082	-1.293	-6.248	-0.136	-5.857	-5.761	5.45	-0.357	4.969	5.857	0.141	5.268	-0.505	5.082	5.761	-0.141	P97298	P97298	Serpinf1	1	122	19	19	P97298|E9PWS2	MOUSE	46290.3	52.9	92	92.1	319.45	319.45		417	Pigment epithelium-derived factor	extracellular region|basement membrane|extracellular space|melanosome|axon hillock|perinuclear region of cytoplasm|extracellular exosome|extracellular matrix|	kidney development|aging|short-term memory|response to acidic pH|negative regulation of endothelial cell migration|negative regulation of gene expression|negative regulation of endopeptidase activity|positive regulation of neuron projection development|negative regulation of angiogenesis|ovulation cycle|response to arsenic-containing substance|negative regulation of inflammatory response|positive regulation of neurogenesis|retina development in camera-type eye|negative regulation of epithelial cell proliferation involved in prostate gland development|cellular response to cobalt ion|cellular response to retinoic acid|cellular response to glucose stimulus|cellular response to dexamethasone stimulus|negative regulation of neuron death|	serine-type endopeptidase inhibitor activity|	19	122	3.07e+10	52.9%
-5.029	0.226	0.348	-5.172	-5.154	5.029	4.372	4.75	-0.244	-0.211	-0.226	-4.372	0.408	-4.341	-4.214	-0.348	-4.75	-0.408	-4.825	-4.829	5.172	0.244	4.341	4.825	0.072	5.154	0.211	4.214	4.829	-0.072	P08226	P08226	Apoe	1	149	24	24	P08226	MOUSE	35923	58.8	93	93.1	318.79	318.79		311	Apolipoprotein E	extracellular region|extracellular space|nucleus|endoplasmic reticulum|Golgi apparatus|cytosol|membrane|extracellular matrix|very-low-density lipoprotein particle|low-density lipoprotein particle|intermediate-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|	negative regulation of endothelial cell proliferation|response to dietary excess|lipid metabolic process|triglyceride metabolic process|cholesterol biosynthetic process|cholesterol catabolic process|cellular calcium ion homeostasis|receptor-mediated endocytosis|response to oxidative stress|G-protein coupled receptor signaling pathway|nitric oxide mediated signal transduction|cholesterol metabolic process|regulation of gene expression|negative regulation of platelet activation|positive regulation of cholesterol esterification|positive regulation of cholesterol efflux|long-chain fatty acid transport|protein import|virion assembly|triglyceride catabolic process|cGMP-mediated signaling|negative regulation of blood coagulation|regulation of axon extension|positive regulation of cGMP biosynthetic process|regulation of cholesterol transport|regulation of Cdc42 protein signal transduction|positive regulation of low-density lipoprotein particle receptor catabolic process|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|chylomicron remnant clearance|high-density lipoprotein particle clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein biosynthetic process|lipoprotein catabolic process|vasodilation|cholesterol homeostasis|negative regulation of MAP kinase activity|negative regulation of neuron apoptotic process|negative regulation of blood vessel endothelial cell migration|reverse cholesterol transport|positive regulation by host of viral process|negative regulation of cholesterol biosynthetic process|positive regulation of lipid biosynthetic process|artery morphogenesis|negative regulation of inflammatory response|positive regulation of nitric-oxide synthase activity|positive regulation of membrane protein ectodomain proteolysis|negative regulation of lipid biosynthetic process|maintenance of location in cell|lipid homeostasis|fatty acid homeostasis|positive regulation of dendritic spine development|negative regulation of dendritic spine development|cardiovascular system development|negative regulation of cholesterol efflux|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|N-methyl-D-aspartate receptor clustering|regulation of beta-amyloid clearance|regulation of neuron death|negative regulation of neuron death|positive regulation of neuron death|negative regulation of postsynaptic membrane organization|positive regulation of postsynaptic membrane organization|negative regulation of presynaptic membrane organization|positive regulation of presynaptic membrane organization|positive regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|regulation of tau-protein kinase activity|negative regulation of dendritic spine maintenance|positive regulation of dendritic spine maintenance|positive regulation of phospholipid efflux|positive regulation of neurofibrillary tangle assembly|negative regulation of phospholipid efflux|negative regulation of lipid transport across blood brain barrier|positive regulation of lipid transport across blood brain barrier|protein localization|axon regeneration|	beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|heparin binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|identical protein binding|protein homodimerization activity|metal chelating activity|tau protein binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|very-low-density lipoprotein particle receptor binding|lipoprotein particle binding|	24	149	8.58e+10	58.8%
-5.732	1.35	1.065	-5.442	-5.295	5.732	5.42	6.213	0.273	0.487	-1.35	-5.42	-0.186	-5.246	-5.052	-1.065	-6.213	0.186	-5.769	-5.308	5.442	-0.273	5.246	5.769	0.203	5.295	-0.487	5.052	5.308	-0.203	Q03311	Q03311	Bche	1	103	20	20	Q03311	MOUSE	68974.5	30	94	94.1	317.53	317.53		603	Cholinesterase	nuclear envelope lumen|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|blood microparticle|	learning|negative regulation of cell proliferation|neuroblast differentiation|choline metabolic process|response to drug|response to alkaloid|negative regulation of synaptic transmission|response to glucocorticoid|response to folic acid|	acetylcholinesterase activity|cholinesterase activity|choline binding|identical protein binding|	20	103	4.1e+10	30.0%
-5.651	0.023	0.886	-5.169	-5.093	5.651	5.118	5.828	0.528	0.515	-0.023	-5.118	0.629	-4.545	-4.576	-0.886	-5.828	-0.629	-5.116	-5.326	5.169	-0.528	4.545	5.116	0.003	5.093	-0.515	4.576	5.326	-0.003	P23953	P23953	Ces1c	1	115	21	13	P23953|Q8VCT4|E9PYP1	MOUSE	61339.9	35.3	95	95.1	317.22	199.45		554	Carboxylesterase 1C	extracellular space|endoplasmic reticulum lumen|	metabolic process|	hydrolase activity, acting on ester bonds|carboxylic ester hydrolase activity|	21	115	4.19e+10	35.3%
