"Ilia_newDatabase, 126:127, NoBirA_6:BirA/Cre_3"	"Ilia_newDatabase, 126:128, NoBirA_6:NoBirA_4"	"Ilia_newDatabase, 126:129, NoBirA_6:NoBirA_5"	"Ilia_newDatabase, 126:130, NoBirA_6:BirA/Cre_2"	"Ilia_newDatabase, 126:131, NoBirA_6:BirA/Cre_1"	"Ilia_newDatabase, 127:126, BirA/Cre_3:NoBirA_6"	"Ilia_newDatabase, 127:128, BirA/Cre_3:NoBirA_4"	"Ilia_newDatabase, 127:129, BirA/Cre_3:NoBirA_5"	"Ilia_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2"	"Ilia_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1"	"Ilia_newDatabase, 128:126, NoBirA_4:NoBirA_6"	"Ilia_newDatabase, 128:127, NoBirA_4:BirA/Cre_3"	"Ilia_newDatabase, 128:129, NoBirA_4:NoBirA_5"	"Ilia_newDatabase, 128:130, NoBirA_4:BirA/Cre_2"	"Ilia_newDatabase, 128:131, NoBirA_4:BirA/Cre_1"	"Ilia_newDatabase, 129:126, NoBirA_5:NoBirA_6"	"Ilia_newDatabase, 129:127, NoBirA_5:BirA/Cre_3"	"Ilia_newDatabase, 129:128, NoBirA_5:NoBirA_4"	"Ilia_newDatabase, 129:130, NoBirA_5:BirA/Cre_2"	"Ilia_newDatabase, 129:131, NoBirA_5:BirA/Cre_1"	"Ilia_newDatabase, 130:126, BirA/Cre_2:NoBirA_6"	"Ilia_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3"	"Ilia_newDatabase, 130:128, BirA/Cre_2:NoBirA_4"	"Ilia_newDatabase, 130:129, BirA/Cre_2:NoBirA_5"	"Ilia_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1"	"Ilia_newDatabase, 131:126, BirA/Cre_1:NoBirA_6"	"Ilia_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3"	"Ilia_newDatabase, 131:128, BirA/Cre_1:NoBirA_4"	"Ilia_newDatabase, 131:129, BirA/Cre_1:NoBirA_5"	"Ilia_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2"	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Ilia_newDatabase unique_peptides	Ilia_newDatabase numSpectra	Ilia_newDatabase totalIntensity	Ilia_newDatabase pct_cov
-4.659	0.095	0.729	-4.149	-4.48	4.659	4.363	5.146	0.513	0.198	-0.095	-4.363	0.761	-3.732	-4.218	-0.729	-5.146	-0.761	-4.653	-5.179	4.149	-0.513	3.732	4.653	-0.388	4.48	-0.198	4.218	5.179	0.388	P60710	P60710	Actb	1	57	20	1	P60710|E9Q1F2|V9GXQ2	MOUSE	42078.3	51.4	92	92.1	285.76	21.03		375	"Actin, cytoplasmic 1"	nuclear chromatin|extracellular space|cytosol|plasma membrane|focal adhesion|membrane|ribonucleoprotein complex|cortical cytoskeleton|NuA4 histone acetyltransferase complex|cytoplasmic ribonucleoprotein granule|myelin sheath|protein complex|extracellular exosome|MLL5-L complex|blood microparticle|dense body|	retina homeostasis|substantia nigra development|ATP-dependent chromatin remodeling|platelet aggregation|	protein binding|ATP binding|kinesin binding|Tat protein binding|identical protein binding|nitric-oxide synthase binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|nucleosomal DNA binding|	20	57	2.19E+10	51.40%
						4.875		0.717	0.302		-4.875		-3.978	-4.554							-0.717	3.978		-0.415		-0.302	4.554		0.415	P63260	P63260	Actg1	1	2	20	1	P63260|G3UYG0|B1ATY1	MOUSE	42134.4	51.4	92	92.2	285.65	20.92		375	"Actin, cytoplasmic 2"	extracellular space|nucleus|cytosol|plasma membrane|focal adhesion|actin cytoskeleton|membrane|myofibril|filamentous actin|costamere|myelin sheath|extracellular exosome|blood microparticle|dense body|	retina homeostasis|sarcomere organization|response to calcium ion|platelet aggregation|	structural constituent of cytoskeleton|protein binding|ATP binding|ubiquitin protein ligase binding|identical protein binding|	1	2	20200000	4.50%
						4.263	7.134	0.575	0.307		-4.263		-3.779	-4.046		-7.134		-6.469	-6.739		-0.575	3.779	6.469	-0.268		-0.307	4.046	6.739	0.268	P68134	P68134	Acta1	1	2	16	1	P68134|P68033|P62737|P63268	MOUSE	42392.6	33.9	92	92.3	208.68	11.26		377	"Actin, alpha skeletal muscle"	stress fiber|extracellular space|cytoplasm|striated muscle thin filament|actin filament|actin cytoskeleton|sarcomere|lamellipodium|filopodium|protein complex|cell body|extracellular exosome|blood microparticle|	response to mechanical stimulus|response to extracellular stimulus|response to lithium ion|positive regulation of gene expression|cell growth|skeletal muscle thin filament assembly|skeletal muscle fiber adaptation|response to steroid hormone|skeletal muscle fiber development|mesenchyme migration|	protein binding|ATP binding|	1	2	7.14E+08	4.20%
-5.814	-0.406		-5.969	-5.192	5.814	5.408		-0.155	0.622	0.406	-5.408		-5.563	-4.786						5.969	0.155	5.563		0.777	5.192	-0.622	4.786		-0.777	Q8BFZ3	Q8BFZ3	Actbl2	1	1	9	1	Q8BFZ3	MOUSE	42345.8	18.8	92	92.4	101.11	4.65		376	Beta-actin-like protein 2	extracellular space|cytoplasm|cytoskeleton|extracellular exosome|		ATP binding|	1	1	11900000	3.70%
-6.415	-0.373	0.765	-5.971	-5.833	6.415	5.138	6.299	0.276	0.446	0.373	-5.138	0.467	-4.721	-4.557	-0.765	-6.299	-0.467	-6.058	-5.903	5.971	-0.276	4.721	6.058	0.152	5.833	-0.446	4.557	5.903	-0.152	P41317	P41317	Mbl2	1	91	17	17	P41317	MOUSE	26356	60.2	93	93.1	285.71	285.71		244	Mannose-binding protein C	collagen trimer|extracellular space|	"complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|innate immune response|negative regulation of viral process|positive regulation of phagocytosis|defense response to Gram-positive bacterium|killing by host of symbiont cells|"	receptor binding|calcium ion binding|mannose binding|calcium-dependent protein binding|	17	91	2.49E+11	60.20%
-4.935	-0.743	0.8	-5.102	-5.125	4.935	4.307	4.007	-0.259	-0.131	0.743	-4.307	0.354	-4.696	-4.342	-0.8	-4.007	-0.354	-4.245	-4.07	5.102	0.259	4.696	4.245	0.136	5.125	0.131	4.342	4.07	-0.136	Q02819	Q02819	Nucb1	1	39	23	23	Q02819|A0A1C7CYU3	MOUSE	53407.7	48.1	94	94.1	284.14	284.14		459	Nucleobindin-1	extracellular space|nucleus|early endosome|rough endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|Golgi-associated vesicle|cis-Golgi network|trans-Golgi network|microtubule cytoskeleton|membrane|Golgi cisterna membrane|extracellular exosome|extrinsic component of Golgi membrane|lumenal side of Golgi membrane|	response to cisplatin|regulation of protein targeting|	G-protein alpha-subunit binding|DNA binding|calcium ion binding|	23	39	4.89E+09	48.10%
-5.972	-0.518	0.72	-5.802	-5.51	5.972	4.292	6.238	0.29	0.538	0.518	-4.292	1.315	-4.076	-3.811	-0.72	-6.238	-1.315	-5.893	-5.698	5.802	-0.29	4.076	5.893	0.221	5.51	-0.538	3.811	5.698	-0.221	P16294	P16294	F9	1	58	18	18	P16294	MOUSE	54289.1	43.7	95	95.1	283.53	283.53		471	Coagulation factor IX	extracellular space|extracellular exosome|	proteolysis|blood coagulation|zymogen activation|	endopeptidase activity|serine-type endopeptidase activity|calcium ion binding|peptidase activity|	18	58	4.53E+10	43.70%
-5.579	-0.132	0.837	-5.034	-4.526	5.579	5.207	5.953	0.475	0.85	0.132	-5.207	0.507	-4.954	-4.352	-0.837	-5.953	-0.507	-5.223	-5.25	5.034	-0.475	4.954	5.223	0.359	4.526	-0.85	4.352	5.25	-0.359	Q64726	Q64726	Azgp1	1	62	20	20	Q64726	MOUSE	35559.5	53.7	96	96.1	281.83	281.83		307	Zinc-alpha-2-glycoprotein	extracellular space|nucleus|plasma membrane|MHC class I protein complex|extracellular exosome|	detection of chemical stimulus involved in sensory perception of bitter taste|retina homeostasis|antigen processing and presentation of peptide antigen via MHC class I|immune response|cell adhesion|regulation of multicellular organism growth|	glycoprotein binding|peptide antigen binding|	20	62	3.20E+10	53.70%
-6.09	-0.109	0.011	-5.805	-5.587	6.09	5.086	5.768	0.242	0.452	0.109	-5.086	0.973	-5.443	-4.807	-0.011	-5.768	-0.973	-5.454	-5.31	5.805	-0.242	5.443	5.454	0.17	5.587	-0.452	4.807	5.31	-0.17	P29699	P29699	Ahsg	1	81	17	17	P29699	MOUSE	38123.7	62	97	97.1	277.39	277.39		345	Alpha-2-HS-glycoprotein	extracellular space|extracellular exosome|blood microparticle|	ossification|acute-phase response|negative regulation of endopeptidase activity|negative regulation of bone mineralization|regulation of inflammatory response|positive regulation of phagocytosis|	cysteine-type endopeptidase inhibitor activity|	17	81	2.69E+11	62.00%
-5.728	0.672	1.348	-5.347	-5.185	5.728	5.324	6.645	0.293	0.461	-0.672	-5.324	0.172	-4.969	-4.957	-1.348	-6.645	-0.172	-6.186	-6.108	5.347	-0.293	4.969	6.186	0.191	5.185	-0.461	4.957	6.108	-0.191	P97298	P97298	Serpinf1	1	61	17	17	P97298|E9PWS2	MOUSE	46290.3	48.2	98	98.1	276.78	276.78		417	Pigment epithelium-derived factor	extracellular region|basement membrane|extracellular space|melanosome|axon hillock|perinuclear region of cytoplasm|extracellular exosome|extracellular matrix|	kidney development|aging|short-term memory|response to acidic pH|negative regulation of endothelial cell migration|negative regulation of gene expression|negative regulation of endopeptidase activity|positive regulation of neuron projection development|negative regulation of angiogenesis|ovulation cycle|response to arsenic-containing substance|negative regulation of inflammatory response|positive regulation of neurogenesis|retina development in camera-type eye|negative regulation of epithelial cell proliferation involved in prostate gland development|cellular response to cobalt ion|cellular response to retinoic acid|cellular response to glucose stimulus|cellular response to dexamethasone stimulus|negative regulation of neuron death|	serine-type endopeptidase inhibitor activity|	17	61	1.76E+10	48.20%
-5.654	-0.24	1.18	-5.542	-5.435	5.654	5.53	6.006	0.127	0.275	0.24	-5.53	0.754	-5.539	-5.324	-1.18	-6.006	-0.754	-5.894	-5.655	5.542	-0.127	5.539	5.894	0.194	5.435	-0.275	5.324	5.655	-0.194	P70375	P70375	F7	1	64	20	20	P70375	MOUSE	51701.8	40.3	99	99.1	273.76	273.76		446	Coagulation factor VII	extracellular region|extracellular space|vesicle|	positive regulation of leukocyte chemotaxis|proteolysis|blood coagulation|circadian rhythm|positive regulation of platelet-derived growth factor receptor signaling pathway|positive regulation of blood coagulation|organ regeneration|response to vitamin K|response to estrogen|positive regulation of positive chemotaxis|positive regulation of protein kinase B signaling|response to growth hormone|	glycoprotein binding|serine-type endopeptidase activity|receptor binding|calcium ion binding|	20	64	5.11E+10	40.30%
-4.849	-0.357	1.268	-4.958	-4.762	4.849	4.301	5.653	-0.231	0.157	0.357	-4.301	0.929	-4.591	-4.283	-1.268	-5.653	-0.929	-5.554	-5.406	4.958	0.231	4.591	5.554	0.225	4.762	-0.157	4.283	5.406	-0.225	Q06194	Q06194	F8	1	36	21	21	Q06194|B2RRC9	MOUSE	267560.2	8.3	100	100.1	270.95	270.95		2319	Coagulation factor VIII	extracellular space|	acute-phase response|platelet activation|oxidation-reduction process|	copper ion binding|oxidoreductase activity|	21	36	2.61E+09	8.30%
-5.068	0.082	0.834	-5.463	-5.282	5.068	4.274	5.051	-0.409	-0.185	-0.082	-4.274	0.985	-4.249	-4.1	-0.834	-5.051	-0.985	-5.75	-5.216	5.463	0.409	4.249	5.75	0.157	5.282	0.185	4.1	5.216	-0.157	P08226	P08226	Apoe	1	74	20	20	P08226	MOUSE	35923	52.4	101	101.1	267.28	267.28		311	Apolipoprotein E	extracellular region|extracellular space|nucleus|endoplasmic reticulum|Golgi apparatus|cytosol|membrane|extracellular matrix|very-low-density lipoprotein particle|low-density lipoprotein particle|intermediate-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|	negative regulation of endothelial cell proliferation|response to dietary excess|lipid metabolic process|triglyceride metabolic process|cholesterol biosynthetic process|cholesterol catabolic process|cellular calcium ion homeostasis|receptor-mediated endocytosis|response to oxidative stress|G-protein coupled receptor signaling pathway|nitric oxide mediated signal transduction|cholesterol metabolic process|regulation of gene expression|negative regulation of platelet activation|positive regulation of cholesterol esterification|positive regulation of cholesterol efflux|long-chain fatty acid transport|protein import|virion assembly|triglyceride catabolic process|cGMP-mediated signaling|negative regulation of blood coagulation|regulation of axon extension|positive regulation of cGMP biosynthetic process|regulation of cholesterol transport|regulation of Cdc42 protein signal transduction|positive regulation of low-density lipoprotein particle receptor catabolic process|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|chylomicron remnant clearance|high-density lipoprotein particle clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein biosynthetic process|lipoprotein catabolic process|vasodilation|cholesterol homeostasis|negative regulation of MAP kinase activity|negative regulation of neuron apoptotic process|negative regulation of blood vessel endothelial cell migration|reverse cholesterol transport|positive regulation by host of viral process|negative regulation of cholesterol biosynthetic process|positive regulation of lipid biosynthetic process|artery morphogenesis|negative regulation of inflammatory response|positive regulation of nitric-oxide synthase activity|positive regulation of membrane protein ectodomain proteolysis|negative regulation of lipid biosynthetic process|maintenance of location in cell|lipid homeostasis|fatty acid homeostasis|positive regulation of dendritic spine development|negative regulation of dendritic spine development|cardiovascular system development|negative regulation of cholesterol efflux|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|N-methyl-D-aspartate receptor clustering|regulation of beta-amyloid clearance|regulation of neuron death|negative regulation of neuron death|positive regulation of neuron death|negative regulation of postsynaptic membrane organization|positive regulation of postsynaptic membrane organization|negative regulation of presynaptic membrane organization|positive regulation of presynaptic membrane organization|positive regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|regulation of tau-protein kinase activity|negative regulation of dendritic spine maintenance|positive regulation of dendritic spine maintenance|positive regulation of phospholipid efflux|positive regulation of neurofibrillary tangle assembly|negative regulation of phospholipid efflux|negative regulation of lipid transport across blood brain barrier|positive regulation of lipid transport across blood brain barrier|protein localization|axon regeneration|	beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|heparin binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|identical protein binding|protein homodimerization activity|metal chelating activity|tau protein binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|very-low-density lipoprotein particle receptor binding|lipoprotein particle binding|	20	74	5.25E+10	52.40%
-5.671	1.53	0.558	-5.455	-5.224	5.671	5.946	5.288	0.271	0.484	-1.53	-5.946	-0.254	-5.885	-5.345	-0.558	-5.288	0.254	-5.408	-4.711	5.455	-0.271	5.885	5.408	0.16	5.224	-0.484	5.345	4.711	-0.16	Q03311	Q03311	Bche	1	53	17	17	Q03311	MOUSE	68974.5	27.3	102	102.1	264.82	264.82		603	Cholinesterase	nuclear envelope lumen|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|blood microparticle|	learning|negative regulation of cell proliferation|neuroblast differentiation|choline metabolic process|response to drug|response to alkaloid|negative regulation of synaptic transmission|response to glucocorticoid|response to folic acid|	acetylcholinesterase activity|cholinesterase activity|choline binding|identical protein binding|	17	53	2.59E+10	27.30%
-4.673	0.233	1.63	-4.439	-5.823	4.673	4.616	5.668	0.117	-0.966	-0.233	-4.616	0.763	-4.508	-5.806	-1.63	-5.668	-0.763	-5.244	-6.375	4.439	-0.117	4.508	5.244	-1.125	5.823	0.966	5.806	6.375	1.125	A0A0A6YXW6	A0A0A6YXW6	Igha	1	61	14	4	A0A0A6YXW6	MOUSE	42869.8	43.7	103	103.1	263.94	67.41		389	Immunoglobulin heavy constant alpha (Fragment)				14	61	1.14E+11	43.70%
-6.072	1.647	0.971	-6.002	-5.983	6.072	7.719	6.384	-0.038	-0.295	-1.647	-7.719	-0.676	-7.65	-7.63	-0.971	-6.384	0.676	-6.422	-6.678	6.002	0.038	7.65	6.422	-0.256	5.983	0.295	7.63	6.678	0.256	P01878	P01878		1	2	11	1	P01878	MOUSE	37616.9	40.9	103	103.2	203.02	6.49		344	Ig alpha chain C region			antigen binding|immunoglobulin receptor binding|	1	2	29100000	6.30%
-5.254	0.754	0.424	-5.211	-5.544	5.254	5.627	5.279	0.29	0.118	-0.754	-5.627	-0.09	-5.317	-5.802	-0.424	-5.279	0.09	-4.899	-5.136	5.211	-0.29	5.317	4.899	-0.291	5.544	-0.118	5.802	5.136	0.291	P08607	P08607	C4bpa	1	75	16	16	P08607|E9PUZ8	MOUSE	53006.2	33.9	104	104.1	263.41	263.41		469	C4b-binding protein	extracellular region|	"complement activation, classical pathway|innate immune response|"	protein binding|	16	75	4.48E+10	33.90%
-5.885	-0.007	1.027	-5.446	-5.361	5.885	5.604	5.552	0.481	0.599	0.007	-5.604	-0.17	-5.3	-5.171	-1.027	-5.552	0.17	-5.016	-5.071	5.446	-0.481	5.3	5.016	0.118	5.361	-0.599	5.171	5.071	-0.118	Q3U3V1	Q3U3V1	F10	1	69	20	20	Q3U3V1|O88947|D3Z215|D3Z521	MOUSE	56680.8	37.1	105	105.1	260.72	260.72		493	Coagulation factor X	extracellular region|membrane|intracellular membrane-bounded organelle|	proteolysis|blood coagulation|positive regulation of protein kinase B signaling|	serine-type endopeptidase activity|calcium ion binding|phospholipid binding|	20	69	7.34E+10	37.10%
-3.653	0.029	0.709	-3.41	-3.522	3.653	3.313	3.146	-0.004	-0.054	-0.029	-3.313	0.663	-2.984	-3.254	-0.709	-3.146	-0.663	-2.711	-3.265	3.41	0.004	2.984	2.711	-0.162	3.522	0.054	3.254	3.265	0.162	P70389	P70389	Igfals	1	41	18	18	A0A0R4J0S2|P70389	MOUSE	67757.5	34.4	106	106.1	258.86	258.86		603	Insulin-like growth factor-binding protein complex acid labile subunit	nucleoplasm|insulin-like growth factor ternary complex|extracellular exosome|	cell adhesion|		18	41	5.44E+09	34.40%
-1.189	0.38	0.171	-1.103	-1.196	1.189	1.525	1.395	0.087	0.02	-0.38	-1.525	-0.241	-1.512	-1.596	-0.171	-1.395	0.241	-1.258	-1.348	1.103	-0.087	1.512	1.258	-0.052	1.196	-0.02	1.596	1.348	0.052	P00761	P00761		1	296	14	13	P00761	PIG	25093.7	64	107	107.1	253.07	237.55		231	Trypsin				14	296	4.47E+13	64.00%
-2.298	0.757	0.297	-2.376	-2.025	2.298	3.114	2.547	0.007	0.132	-0.757	-3.114	-0.49	-3.055	-2.735	-0.297	-2.547	0.49	-2.639	-2.45	2.376	-0.007	3.055	2.639	0.177	2.025	-0.132	2.735	2.45	-0.177	B99907	B99907		1	55	5	4	B99907	PromTArt7	5560.1	98	107	107.2	104.28	88.76		50	"Promega trypsin artifact 2 K to R mods +28 (2239.1, 2914)(1987, 2003) [Sus scrofa]"				4	55	4.41E+10	98.00%
-1.284	0.295	0.134	-1.284	-3.629	1.284	1.579	1.418	0	-2.345	-0.295	-1.579	-0.161	-1.579	-3.924	-0.134	-1.418	0.161	-1.418	-3.763	1.284	0	1.579	1.418	-2.345	3.629	2.345	3.924	3.763	2.345	B99908	B99908		1	1	2	1	B99908	PromTArt8	3352.7	96.7	107	107.3	24.26	8.74		31	Promega trypsin artifact LIK -> GNPK +42 [Sus scrofa]				1	1	17500000	64.50%
-5.46	0.675	0.385	-5.052	-4.911	5.46	4.896	6.272	0.388	0.52	-0.675	-4.896	-0.82	-4.422	-4.71	-0.385	-6.272	0.82	-5.844	-5.782	5.052	-0.388	4.422	5.844	0.106	4.911	-0.52	4.71	5.782	-0.106	Q08761	Q08761	Pros1	1	43	21	21	Q08761	MOUSE	76987.1	26.9	108	108.1	248.7	248.7		675	Vitamin K-dependent protein S	extracellular space|protein complex|extracellular exosome|blood microparticle|	blood coagulation|response to lipopolysaccharide|fibrinolysis|positive regulation of phagocytosis|	calcium ion binding|protein complex binding|	21	43	1.16E+10	26.90%
-5.017	0.342	0.718	-4.962	-5.424	5.017	4.84	5.344	0.035	-0.286	-0.342	-4.84	0.709	-4.333	-4.897	-0.718	-5.344	-0.709	-5.004	-5.606	4.962	-0.035	4.333	5.004	-0.408	5.424	0.286	4.897	5.606	0.408	P82198	P82198	Tgfbi	1	33	19	19	P82198|Q3UXJ2	MOUSE	75223.3	25.7	109	109.1	245.9	245.9		683	Transforming growth factor-beta-induced protein ig-h3	proteinaceous extracellular matrix|basement membrane|extracellular space|trans-Golgi network|extracellular exosome|extracellular matrix|	angiogenesis|chondrocyte differentiation|cell adhesion|extracellular matrix organization|	collagen binding|cell adhesion molecule binding|extracellular matrix binding|	19	33	2.04E+09	25.70%
-6.424	-0.049	0.15	-6.332	-6.13	6.424	5.326	6.672	-0.011	0.397	0.049	-5.326	0.056	-5.172	-4.941	-0.15	-6.672	-0.056	-6.475	-6.334	6.332	0.011	5.172	6.475	0.332	6.13	-0.397	4.941	6.334	-0.332	O70165	O70165	Fcn1	1	66	15	15	O70165	MOUSE	36868.4	33.2	110	110.1	243.87	243.87		334	Ficolin-1	collagen trimer|extrinsic component of external side of plasma membrane|blood microparticle|	cell surface pattern recognition receptor signaling pathway|G-protein coupled receptor signaling pathway|recognition of apoptotic cell|negative regulation of viral entry into host cell|defense response to virus|negative regulation of RNA biosynthetic process|positive regulation of interleukin-8 secretion|	antigen binding|protein binding|signaling pattern recognition receptor activity|carbohydrate binding|metal ion binding|carbohydrate derivative binding|	15	66	6.74E+10	33.20%
-4.817	1.108	0.553	-4.777	-4.906	4.817	6.698	7.053	0.121	0.219	-1.108	-6.698	0.015	-6.346	-6.381	-0.553	-7.053	-0.015	-6.851	-6.674	4.777	-0.121	6.346	6.851	0.127	4.906	-0.219	6.381	6.674	-0.127	P27773	P27773	Pdia3	1	27	19	19	P27773|A5D7E8|P38657	MOUSE	57133.7	36.8	111	111.1	237.47	237.47		505	Protein disulfide-isomerase A3	nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|focal adhesion|cell surface|melanosome|myelin sheath|extracellular exosome|	protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|positive regulation of extrinsic apoptotic signaling pathway|	protein disulfide isomerase activity|protein binding|poly(A) RNA binding|	19	27	2.51E+09	36.80%
-5.841	0.168	0.192	-5.304	-5.008	5.841	4.848	4.736	0.859	1	-0.868	-4.943	-0.345	-4.241	-4.125	-0.192	-4.736	0.076	-4.133	-4.055	5.304	-0.859	4.195	4.133	0.115	5.008	-1	4.12	4.055	-0.115	Q9R1E6-2	Q9R1E6-2	Enpp2	1	28	18	18	Q9R1E6-2|G3UXY9|Q9R1E6-3|Q9R1E6	MOUSE	106969.5	22.8	112	112.1	237.47	237.47		862	Isoform 2 of Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	extracellular space|integral component of plasma membrane|	receptor-mediated endocytosis|chemotaxis|immune response|phospholipid catabolic process|positive regulation of epithelial cell migration|regulation of cell migration|phosphatidylcholine catabolic process|regulation of angiogenesis|positive regulation of peptidyl-tyrosine phosphorylation|nucleic acid phosphodiester bond hydrolysis|positive regulation of lamellipodium morphogenesis|	nucleic acid binding|phosphodiesterase I activity|nucleotide diphosphatase activity|lysophospholipase activity|scavenger receptor activity|calcium ion binding|zinc ion binding|polysaccharide binding|alkylglycerophosphoethanolamine phosphodiesterase activity|	18	28	3.58E+09	22.80%
