id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
P08226,0.279130421,-0.18625,11.86288896,0.5475,0.065119507,2.238207356,-0.502,-0.2815,-0.5965,-0.188,0.278,0.1725,P08226,Apoe,P08226_Apoe,P08226,Apoe,1,74,20,20,P08226,MOUSE,35923,52.4,101,101.1,267.28,267.28,,311,Apolipoprotein E,extracellular region|extracellular space|nucleus|endoplasmic reticulum|Golgi apparatus|cytosol|membrane|extracellular matrix|very-low-density lipoprotein particle|low-density lipoprotein particle|intermediate-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,negative regulation of endothelial cell proliferation|response to dietary excess|lipid metabolic process|triglyceride metabolic process|cholesterol biosynthetic process|cholesterol catabolic process|cellular calcium ion homeostasis|receptor-mediated endocytosis|response to oxidative stress|G-protein coupled receptor signaling pathway|nitric oxide mediated signal transduction|cholesterol metabolic process|regulation of gene expression|negative regulation of platelet activation|positive regulation of cholesterol esterification|positive regulation of cholesterol efflux|long-chain fatty acid transport|protein import|virion assembly|triglyceride catabolic process|cGMP-mediated signaling|negative regulation of blood coagulation|regulation of axon extension|positive regulation of cGMP biosynthetic process|regulation of cholesterol transport|regulation of Cdc42 protein signal transduction|positive regulation of low-density lipoprotein particle receptor catabolic process|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|chylomicron remnant clearance|high-density lipoprotein particle clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein biosynthetic process|lipoprotein catabolic process|vasodilation|cholesterol homeostasis|negative regulation of MAP kinase activity|negative regulation of neuron apoptotic process|negative regulation of blood vessel endothelial cell migration|reverse cholesterol transport|positive regulation by host of viral process|negative regulation of cholesterol biosynthetic process|positive regulation of lipid biosynthetic process|artery morphogenesis|negative regulation of inflammatory response|positive regulation of nitric-oxide synthase activity|positive regulation of membrane protein ectodomain proteolysis|negative regulation of lipid biosynthetic process|maintenance of location in cell|lipid homeostasis|fatty acid homeostasis|positive regulation of dendritic spine development|negative regulation of dendritic spine development|cardiovascular system development|negative regulation of cholesterol efflux|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|N-methyl-D-aspartate receptor clustering|regulation of beta-amyloid clearance|regulation of neuron death|negative regulation of neuron death|positive regulation of neuron death|negative regulation of postsynaptic membrane organization|positive regulation of postsynaptic membrane organization|negative regulation of presynaptic membrane organization|positive regulation of presynaptic membrane organization|positive regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|regulation of tau-protein kinase activity|negative regulation of dendritic spine maintenance|positive regulation of dendritic spine maintenance|positive regulation of phospholipid efflux|positive regulation of neurofibrillary tangle assembly|negative regulation of phospholipid efflux|negative regulation of lipid transport across blood brain barrier|positive regulation of lipid transport across blood brain barrier|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|heparin binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|identical protein binding|protein homodimerization activity|metal chelating activity|tau protein binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|very-low-density lipoprotein particle receptor binding|lipoprotein particle binding|,20,74,52500000000,52.4%
Q03311,0.482514848,-0.093416667,6.40781469,0.357166667,0.228674917,1.335526,-0.667,-0.1785,0.0295,0.212,0.037,0.0065,Q03311,Bche,Q03311_Bche,Q03311,Bche,1,53,17,17,Q03311,MOUSE,68974.5,27.3,102,102.1,264.82,264.82,,603,Cholinesterase,nuclear envelope lumen|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|blood microparticle|,learning|negative regulation of cell proliferation|neuroblast differentiation|choline metabolic process|response to drug|response to alkaloid|negative regulation of synaptic transmission|response to glucocorticoid|response to folic acid|,acetylcholinesterase activity|cholinesterase activity|choline binding|identical protein binding|,17,53,25900000000,27.3%
A0A0A6YXW6,0.347078132,-0.295916667,9.507957128,1.154833333,0.111996458,1.859282841,-0.058,-0.5425,-2.0195,-0.134,-0.14,1.1185,A0A0A6YXW6,NotFound,A0A0A6YXW6_NotFound,A0A0A6YXW6,Igha,1,61,14,4,A0A0A6YXW6,MOUSE,42869.8,43.7,103,103.1,263.94,67.41,,389,Immunoglobulin heavy constant alpha (Fragment),,,,14,61,1.14E+11,43.7%
P01878,0.23713653,-0.3484,14.09506951,0.981416667,0.038948707,2.744669281,-1.293,-0.5815,,-0.183,-0.045,0.3605,P01878,NotFound,P01878_NotFound,P01878,,1,2,11,1,P01878,MOUSE,37616.9,40.9,103,103.2,203.02,6.49,,344,Ig alpha chain C region,,,antigen binding|immunoglobulin receptor binding|,1,2,29100000,6.3%
P08607,0.319347131,-0.25275,10.27493491,0.469166667,0.09386561,1.977323001,-0.629,-0.5015,-0.3315,-0.065,-0.208,0.2185,P08607,C4bp,P08607_C4bp,P08607,C4bpa,1,75,16,16,P08607|E9PUZ8,MOUSE,53006.2,33.9,104,104.1,263.41,263.41,,469,C4b-binding protein,extracellular region|,"complement activation, classical pathway|innate immune response|",protein binding|,16,75,44800000000,33.9%
Q3U3V1,0.16997749,-0.33175,17.08842685,0.831166667,0.019550475,3.127233404,-0.696,-0.4595,-1.0865,0.301,-0.045,-0.0045,Q3U3V1,F10,Q3U3V1_F10,Q3U3V1,F10,1,69,20,20,Q3U3V1|O88947|D3Z215|D3Z521,MOUSE,56680.8,37.1,105,105.1,260.72,260.72,,493,Coagulation factor X,extracellular region|membrane|intracellular membrane-bounded organelle|,proteolysis|blood coagulation|positive regulation of protein kinase B signaling|,serine-type endopeptidase activity|calcium ion binding|phospholipid binding|,20,69,73400000000,37.1%
P70389,0.149102391,0.302416667,18.62143712,-0.7425,0.013735874,-3.40344295,0.804,0.5745,0.6425,-0.177,-0.094,0.0645,P70389,Igfals,P70389_Igfals,P70389,Igfals,1,41,18,18,A0A0R4J0S2|P70389,MOUSE,67757.5,34.4,106,106.1,258.86,258.86,,603,Insulin-like growth factor-binding protein complex acid labile subunit,nucleoplasm|insulin-like growth factor ternary complex|extracellular exosome|,cell adhesion|,,18,41,5440000000,34.4%
P00761,0.011676506,0.843416667,40.37649486,-2.743166667,9.1696E-05,-8.931051678,2.732,1.7835,2.1295,-0.592,-0.609,-0.3835,P00761,NotFound,P00761_NotFound,P00761,,1,296,14,13,P00761,PIG,25093.7,64,107,107.1,253.07,237.55,,231,Trypsin,,,,14,296,4.47E+13,64.0%
B99907,0.105134073,0.53275,22.0567297,-1.523833333,0.006227691,-4.058586433,2.056,1.0815,0.7465,-0.237,-0.228,-0.2225,B99907,NotFound,B99907_NotFound,B99907,,1,55,5,4,B99907,PromTArt7,5560.1,98,107,107.2,104.28,88.76,,50,"Promega trypsin artifact 2 K to R mods +28 (2239.1, 2914)(1987, 2003) [Sus scrofa]",,,,4,55,44100000000,98.0%
B99908,0.262291975,1.176916667,12.89514918,-1.8155,0.051343454,-2.423378256,2.585,1.6885,1.9805,-0.626,-0.53,1.9635,B99908,NotFound,B99908_NotFound,B99908,,1,1,2,1,B99908,PromTArt8,3352.7,96.7,107,107.3,24.26,8.74,,31,Promega trypsin artifact LIK -> GNPK +42 [Sus scrofa],,,,1,1,17500000,64.5%
Q08761,0.900997634,0.115583333,0.836805502,-0.112166667,0.824744541,-0.231192184,-0.404,-0.3265,1.2455,0.239,-0.064,0.0035,Q08761,Pros1,Q08761_Pros1,Q08761,Pros1,1,43,21,21,Q08761,MOUSE,76987.1,26.9,108,108.1,248.7,248.7,,675,Vitamin K-dependent protein S,extracellular space|protein complex|extracellular exosome|blood microparticle|,blood coagulation|response to lipopolysaccharide|fibrinolysis|positive regulation of phagocytosis|,calcium ion binding|protein complex binding|,21,43,11600000000,26.9%
P82198,0.637148916,-0.097916667,3.721973295,0.258833333,0.424426674,0.854900042,-0.371,-0.4725,0.1615,-0.179,-0.154,0.4275,P82198,Tgfbi,P82198_Tgfbi,P82198,Tgfbi,1,33,19,19,P82198|Q3UXJ2,MOUSE,75223.3,25.7,109,109.1,245.9,245.9,,683,Transforming growth factor-beta-induced protein ig-h3,proteinaceous extracellular matrix|basement membrane|extracellular space|trans-Golgi network|extracellular exosome|extracellular matrix|,angiogenesis|chondrocyte differentiation|cell adhesion|extracellular matrix organization|,collagen binding|cell adhesion molecule binding|extracellular matrix binding|,19,33,2040000000,25.7%
O70165,0.884037397,0.006583333,0.965206374,0.193833333,0.800717578,0.263777691,-1.509,-0.2465,1.4845,0.141,0.177,-0.0075,O70165,Fcna,O70165_Fcna,O70165,Fcn1,1,66,15,15,O70165,MOUSE,36868.4,33.2,110,110.1,243.87,243.87,,334,Ficolin-1,collagen trimer|extrinsic component of external side of plasma membrane|blood microparticle|,cell surface pattern recognition receptor signaling pathway|G-protein coupled receptor signaling pathway|recognition of apoptotic cell|negative regulation of viral entry into host cell|defense response to virus|negative regulation of RNA biosynthetic process|positive regulation of interleukin-8 secretion|,antigen binding|protein binding|signaling pattern recognition receptor activity|carbohydrate binding|metal ion binding|carbohydrate derivative binding|,15,66,67400000000,33.2%
P27773,0.279130421,-0.22975,11.78540604,0.477833333,0.066291737,2.225432096,-0.321,-0.6175,-0.4675,0.014,0.002,0.0115,P27773,Pdia3,P27773_Pdia3,P27773,Pdia3,1,27,19,19,P27773|A5D7E8|P38657,MOUSE,57133.7,36.8,111,111.1,237.47,237.47,,505,Protein disulfide-isomerase A3,nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|smooth endoplasmic reticulum|focal adhesion|cell surface|melanosome|myelin sheath|extracellular exosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|positive regulation of extrinsic apoptotic signaling pathway|,protein disulfide isomerase activity|protein binding|poly(A) RNA binding|,19,27,2510000000,36.8%
Q9R1E6-2,0.507080972,-0.59825,5.87706336,1.5375,0.258400687,1.247468381,-0.377,0.5365,-4.2605,0.706,-0.138,-0.0565,Q9R1E6,Enpp2,Q9R1E6-2_Enpp2,Q9R1E6-2,Enpp2,1,28,18,18,Q9R1E6-2|G3UXY9|Q9R1E6-3|Q9R1E6,MOUSE,106969.5,22.8,112,112.1,237.47,237.47,,862,Isoform 2 of Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,extracellular space|integral component of plasma membrane|,receptor-mediated endocytosis|chemotaxis|immune response|phospholipid catabolic process|positive regulation of epithelial cell migration|regulation of cell migration|phosphatidylcholine catabolic process|regulation of angiogenesis|positive regulation of peptidyl-tyrosine phosphorylation|nucleic acid phosphodiester bond hydrolysis|positive regulation of lamellipodium morphogenesis|,nucleic acid binding|phosphodiesterase I activity|nucleotide diphosphatase activity|lysophospholipase activity|scavenger receptor activity|calcium ion binding|zinc ion binding|polysaccharide binding|alkylglycerophosphoethanolamine phosphodiesterase activity|,18,28,3580000000,22.8%
P01898,0.793370666,0.317083333,1.998688517,-0.397833333,0.63114791,-0.505450848,-0.395,-0.4365,2.3795,0.292,0.061,0.0015,P01898,H2-Q10,P01898_H2-Q10,P01898,H2-Q10,1,64,15,9,P01898|G3UXE9|E9Q0G4|A7VMS6|V9GXR0|V9GXI4|Q05A75|G3UZL7|A0A0B4J1G3,MOUSE,37478.5,40.6,113,113.1,235.92,151.99,,325,"H-2 class I histocompatibility antigen, Q10 alpha chain",endoplasmic reticulum|Golgi apparatus|Golgi medial cisterna|plasma membrane|cell surface|membrane|phagocytic vesicle membrane|MHC class I protein complex|extracellular exosome|endoplasmic reticulum exit site|integral component of lumenal side of endoplasmic reticulum membrane|,antigen processing and presentation of peptide antigen via MHC class I|immune response|,receptor binding|beta-2-microglobulin binding|peptide antigen binding|T cell receptor binding|poly(A) RNA binding|TAP binding|,15,64,25200000000,40.6%
Q8HWB2,0.35590614,-0.49575,9.313716325,1.109166667,0.117119273,1.827097317,-0.283,-0.4135,-2.4545,0.163,0.012,0.0015,Q8HWB2,H2-Q4,Q8HWB2_H2-Q4,Q8HWB2,H2-Q4,1,14,15,8,Q8HWB2|P01899|P79568|O19441|E9PX63|P04223|P04223-2|P14426|P01900|P14429|E9QJR9|E9PWT4|P14431|P14427|P01895-2|L7N260|P03991,MOUSE,39902.4,37,113,113.2,193.04,94.48,,354,"Histocompatibility 2, Q region locus 4",endoplasmic reticulum|Golgi apparatus|Golgi medial cisterna|plasma membrane|cell surface|membrane|MHC class I protein complex|extracellular exosome|endoplasmic reticulum exit site|,antigen processing and presentation of peptide antigen via MHC class I|immune response|,receptor binding|beta-2-microglobulin binding|peptide antigen binding|T cell receptor binding|poly(A) RNA binding|TAP binding|,8,14,544000000,19.7%
P01901,0.075127129,0.51975,24.29415845,-1.5745,0.003720353,-4.51735574,0.656,1.4315,1.8335,-0.216,-0.403,-0.1835,P01901,H2-K1,P01901_H2-K1,P01901,H2-K1,1,2,5,2,P01901|Q3TH01,MOUSE,41700.5,12.1,113,113.3,52.6,17.17,,369,"H-2 class I histocompatibility antigen, K-B alpha chain",endoplasmic reticulum|Golgi apparatus|Golgi medial cisterna|external side of plasma membrane|cell surface|membrane|phagocytic vesicle membrane|MHC class I protein complex|extracellular exosome|endoplasmic reticulum exit site|integral component of lumenal side of endoplasmic reticulum membrane|,"positive regulation of T cell mediated cytotoxicity|antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent|immune response|antigen processing and presentation of exogenous peptide antigen via MHC class I|defense response to bacterium|inner ear development|",receptor binding|protein binding|beta-2-microglobulin binding|peptide antigen binding|T cell receptor binding|poly(A) RNA binding|TAP binding|,2,2,29400000,7.0%
P29788,0.617651522,0.200583333,3.90933601,-0.2815,0.406505475,-0.890382128,0.441,-0.1775,0.7605,0.3,-0.1,-0.0205,P29788,Vtn,P29788_Vtn,P29788,Vtn,1,98,15,15,P29788,MOUSE,55646.8,28.6,114,114.1,235.56,235.56,,478,Vitronectin,proteinaceous extracellular matrix|extracellular space|extracellular matrix|extracellular exosome|blood microparticle|extracellular matrix|,receptor-mediated endocytosis|immune response|cell-matrix adhesion|positive regulation of cell-substrate adhesion|negative regulation of endopeptidase activity|positive regulation of smooth muscle cell migration|extracellular matrix organization|positive regulation of protein binding|cell adhesion mediated by integrin|endodermal cell differentiation|positive regulation of receptor-mediated endocytosis|oligodendrocyte differentiation|positive regulation of peptidyl-tyrosine phosphorylation|smooth muscle cell-matrix adhesion|,scavenger receptor activity|integrin binding|heparin binding|polysaccharide binding|extracellular matrix binding|,15,98,2.61E+11,28.6%
Q06770,0.91535326,0.183083333,0.714550124,-0.1205,0.848291251,-0.199667641,-0.734,-0.1085,1.5725,0.377,0.015,-0.0235,Q06770,Serpina6,Q06770_Serpina6,Q06770,Serpina6,1,52,15,15,Q06770,MOUSE,44939.5,35,115,115.1,234.35,234.35,,397,Corticosteroid-binding globulin,extracellular space|extracellular exosome|,transport|glucocorticoid metabolic process|negative regulation of endopeptidase activity|,serine-type endopeptidase inhibitor activity|steroid binding|,15,52,68600000000,35.0%
Q6GQT1,0.262291975,-0.361583333,12.77239378,0.8835,0.052815406,2.388736948,-0.332,-0.5425,-1.5355,-0.12,0.164,0.1965,Q6GQT1,A2m,Q6GQT1_A2m,Q6GQT1,A2m,1,72,22,22,Q6GQT1|Q7SIH1|K4JBR5|K4JR81|K4JDS3|K4JDR8|K4JF13|K4JBA2|K4JB97,MOUSE,165776,16.2,116,116.1,232.37,232.37,,1474,Alpha-2-macroglobulin-P,extracellular exosome|blood microparticle|,"negative regulation of complement activation, lectin pathway|female pregnancy|negative regulation of endopeptidase activity|stem cell differentiation|",protease binding|serine-type endopeptidase inhibitor activity|receptor binding|protein binding|growth factor binding|enzyme binding|interleukin-8 binding|interleukin-1 binding|peptidase inhibitor activity|tumor necrosis factor binding|calcium-dependent protein binding|,24,72,7.22E+12,16.2%
Q61730-2,0.729414454,-0.037916667,2.703231022,0.2035,0.536632409,0.653976384,-0.491,-0.2535,0.3255,0.355,-0.215,0.0515,Q61730,Il1rap,Q61730-2_Il1rap,Q61730-2,Il1rap,1,37,18,18,Q61730-2|Q61730-3|E9Q6I2|Q61730|G3UY13,MOUSE,42194.2,43.8,117,117.1,232.35,232.35,,570,Isoform 2 of Interleukin-1 receptor accessory protein,extracellular region|plasma membrane|membrane|integral component of membrane|,inflammatory response|cytokine-mediated signaling pathway|interleukin-2 biosynthetic process|innate immune response|,signal transducer activity|interleukin-1 receptor activity|protein binding|,18,37,7950000000,43.8%
Q3U9N4,0.729414454,0.082083333,2.759581449,-0.147166667,0.529714493,-0.665499562,0.024,0.3505,0.0925,-0.039,0.093,-0.0285,Q3U9N4,Grn,Q3U9N4_Grn,Q3U9N4,Grn,1,37,17,17,Q3U9N4|P28798,MOUSE,70037.8,28.2,118,118.1,229.4,229.4,,602,Granulins,extracellular space|mitochondrion|cell surface|intracellular membrane-bounded organelle|extracellular exosome|,blastocyst hatching|embryo implantation|response to estradiol|chondrocyte proliferation|synaptic vesicle endocytosis|positive regulation of epithelial cell proliferation|male mating behavior|positive regulation of dendritic spine development|neural precursor cell proliferation|,poly(A) RNA binding|,17,37,2170000000,28.2%
Q9JHH6,0.449503035,-0.428416667,7.235109351,1.3705,0.189011864,1.480080237,0.006,-0.0295,-3.3175,0.337,0.459,-0.0255,Q9JHH6,Cpb2,Q9JHH6_Cpb2,Q9JHH6,Cpb2,1,59,16,16,Q9JHH6,MOUSE,49269,26.5,119,119.1,226.93,226.93,,422,Carboxypeptidase B2,extracellular space|cell|extracellular exosome|,positive regulation of extracellular matrix constituent secretion|proteolysis|blood coagulation|response to heat|negative regulation of plasminogen activation|response to drug|fibrinolysis|negative regulation of fibrinolysis|cellular response to glucose stimulus|liver regeneration|negative regulation of hepatocyte proliferation|,carboxypeptidase activity|metallocarboxypeptidase activity|zinc ion binding|,16,59,32900000000,26.5%
