id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian,Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian,Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian,Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian,Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian,Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Liver_Searched.unique_peptides,Liver_Searched.numSpectra,Liver_Searched.totalIntensity,Liver_Searched.pct_cov
P45591,0.636050842,0.009833333,5.634965894,-0.181666667,0.27321429,-1.194793568,0.083,0.392,-0.173,-0.136,0.01,-0.117,P45591,Cfl2,P45591_Cfl2,P45591,Cfl2,1,28,13,9,P45591|A0A1Y7VJ71,MOUSE,18823.4,79.5,318,318.3,195.68,138.97,,166,Cofilin-2,extracellular space|actin cytoskeleton|nuclear matrix|I band|extracellular exosome|,actin filament organization|actin filament depolymerization|positive regulation of actin filament depolymerization|sarcomere organization|muscle cell cellular homeostasis|,actin binding|,9,28,10100000000,66.2%
O35129,0.873222165,-0.024666667,2.048915639,-0.101333333,0.623890591,-0.514102447,-0.358,0.097,0.339,-0.286,-0.047,0.107,O35129,Phb2,O35129_Phb2,O35129,Phb2,1,103,26,26,O35129,MOUSE,33295.8,83.2,319,319.1,374.75,374.75,,299,Prohibitin-2,nucleus|cytoplasm|mitochondrion|mitochondrial outer membrane|mitochondrial inner membrane|cell surface|nuclear matrix|protein complex|extracellular exosome|cell periphery|,"protein import into nucleus, translocation|transcription, DNA-templated|mitochondrion organization|sister chromatid cohesion|positive regulation of exit from mitosis|negative regulation of intracellular estrogen receptor signaling pathway|negative regulation of mammary gland epithelial cell proliferation|negative regulation of apoptotic process|negative regulation of sequence-specific DNA binding transcription factor activity|negative regulation of transcription, DNA-templated|protein stabilization|positive regulation of sequence-specific DNA binding transcription factor activity|mammary gland branching involved in thelarche|mammary gland alveolus development|regulation of branching involved in mammary gland duct morphogenesis|positive regulation of ERK1 and ERK2 cascade|positive regulation of cell cycle G1/S phase transition|",protein binding|protein C-terminus binding|amide binding|protein N-terminus binding|,26,103,97700000000,83.2%
Q3U2P1,0.550359036,-0.0045,7.285126302,-0.139666667,0.186847534,-1.47026148,0.131,0.118,-0.053,-0.009,-0.059,-0.155,Q3U2P1,Sec24a,Q3U2P1_Sec24a,Q3U2P1,Sec24a,1,94,24,2,Q3U2P1|Q3U2P1-2,MOUSE,119522,25.6,320,320.1,374.23,40.01,,1090,Protein transport protein Sec24A,Golgi membrane|endoplasmic reticulum membrane|COPII vesicle coat|perinuclear region of cytoplasm|,intracellular protein transport|ER to Golgi vesicle-mediated transport|regulation of low-density lipoprotein particle receptor biosynthetic process|positive regulation of protein secretion|positive regulation of cholesterol homeostasis|,zinc ion binding|,24,94,53000000000,25.6%
Q60936,0.688055485,-0.141333333,4.732710769,0.284,0.336301592,1.03659206,0.067,-0.023,-0.894,0.215,0.061,-0.274,Q60936,Coq8a,Q60936_Coq8a,Q60936,Coq8a,1,121,26,26,Q60936|Q60936-2|A0A0A6YXD9|E0CXR1|E0CYG7|E0CYD3,MOUSE,72198.1,43.7,321,321.1,373.32,373.32,,645,"Atypical kinase COQ8A, mitochondrial",mitochondrion|integral component of membrane|,ubiquinone biosynthetic process|phosphorylation|,ATP binding|kinase activity|ADP binding|,26,121,1.15E+11,43.7%
A2AQN4,0.368638671,-0.105833333,11.07267979,0.574333333,0.078114565,2.082317565,0.044,-0.254,-0.969,0.502,0.054,-0.012,A2AQN4,NotFound,A2AQN4_NotFound,A2AQN4,Acss2,1,102,27,27,A2AQN4|A2AQN5|Q9QXG4|D6RHA7,MOUSE,81640.6,31.9,322,322.1,372.39,372.39,,714,"Acetyl-coenzyme A synthetase, cytoplasmic",nucleoplasm|cytoplasm|intracellular membrane-bounded organelle|,acetyl-CoA biosynthetic process|lipid biosynthetic process|,acetate-CoA ligase activity|,27,102,81200000000,31.9%
Q60710,0.967029453,0.015666667,0.441776766,0.016666667,0.903279852,0.126253576,0.213,-0.1,-0.091,0.211,-0.059,-0.08,Q60710,Samhd1,Q60710_Samhd1,Q60710,Samhd1,1,64,31,31,Q60710|F8WJE0|E9Q0K6|E9PYG9|E0CXZ5,MOUSE,73561.9,53.7,323,323.1,372.27,372.27,,627,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,nucleus|nucleoplasm|plasma membrane|,dGTP catabolic process|innate immune response|regulation of innate immune response|dATP catabolic process|protein homotetramerization|defense response to virus|,nucleic acid binding|RNA binding|zinc ion binding|dGTPase activity|dGTP binding|,31,64,10200000000,53.7%
P16332,0.631972503,-0.013,5.770578322,-0.121333333,0.264814748,-1.216818313,0.135,-0.008,0.016,-0.059,0.04,-0.202,P16332,Mut,P16332_Mut,P16332,Mut,1,74,28,28,P16332,MOUSE,83299.1,49.4,324,324.1,371.41,371.41,,748,"Methylmalonyl-CoA mutase, mitochondrial",mitochondrion|mitochondrial matrix|,post-embryonic development|homocysteine metabolic process|,methylmalonyl-CoA mutase activity|cobalamin binding|metal ion binding|modified amino acid binding|,28,74,26500000000,49.4%
Q9WTP7,0.649578346,-0.015833333,5.324536641,-0.129,0.293458258,-1.140452675,0.074,0.17,-0.098,-0.189,0.062,-0.114,Q9WTP7,Ak3,Q9WTP7_Ak3,Q9WTP7,Ak3,1,140,23,23,Q9WTP7,MOUSE,25482.9,83.7,325,325.1,370.64,370.64,,227,"GTP:AMP phosphotransferase AK3, mitochondrial",mitochondrion|mitochondrial matrix|,ADP biosynthetic process|AMP metabolic process|GTP metabolic process|ITP metabolic process|UTP metabolic process|nucleotide phosphorylation|,adenylate kinase activity|ATP binding|GTP binding|nucleoside triphosphate adenylate kinase activity|,23,140,1.45E+11,83.7%
P61922,0.620577434,0.013166667,5.955602915,-0.158333333,0.253769666,-1.24973034,0.059,0.322,-0.104,-0.11,0.016,-0.104,P61922,Abat,P61922_Abat,P61922,Abat,1,79,26,26,P61922|P61922-2|Q3TUE8,MOUSE,57135.5,61.6,326,326.1,370.12,370.12,,500,"4-aminobutyrate aminotransferase, mitochondrial",mitochondrion|mitochondrial matrix|4-aminobutyrate transaminase complex|neuron projection|extracellular exosome|,response to hypoxia|copulation|locomotory behavior|gamma-aminobutyric acid biosynthetic process|response to iron ion|positive regulation of heat generation|positive regulation of insulin secretion|response to nicotine|neurotransmitter catabolic process|response to drug|response to ethanol|negative regulation of blood pressure|behavioral response to cocaine|,pyridoxal phosphate binding|succinate-semialdehyde dehydrogenase binding|protein homodimerization activity|metal ion binding|(S)-3-amino-2-methylpropionate transaminase activity|iron-sulfur cluster binding|4-aminobutyrate transaminase activity|,26,79,28000000000,61.6%
Q64471,0.919618833,-0.055666667,1.193021351,0.062666667,0.759797508,0.318666169,0.227,0.05,-0.538,-0.048,0.04,-0.065,Q64471,Gstt1,Q64471_Gstt1,Q64471,Gstt1,1,189,23,23,Q64471|D3Z3X5,MOUSE,27659,64.1,327,327.1,369.18,369.18,,240,Glutathione S-transferase theta-1,nucleus|cytosol|,DNA modification|glutathione metabolic process|response to salicylic acid|response to selenium ion|dichloromethane metabolic process|response to vitamin E|response to drug|oxidation-reduction process|,glutathione transferase activity|glutathione peroxidase activity|alkylhalidase activity|,23,189,4.97E+11,64.1%
O35728,0.933278467,-0.0045,0.967933618,-0.081,0.800214908,-0.263450169,0.618,0.168,-0.678,-0.086,0.057,-0.106,O35728,Cyp4a14,O35728_Cyp4a14,O35728,Cyp4a14,1,112,24,22,O35728|A0A087WS15|A0A087WPC3,MOUSE,59289.6,46.7,328,328.1,368.27,338.83,,507,Cytochrome P450 4A14,endoplasmic reticulum membrane|,oxidation-reduction process|,iron ion binding|alkane 1-monooxygenase activity|heme binding|arachidonic acid omega-hydroxylase activity|,24,112,1.22E+11,46.7%
O88833,0.961523652,0.055,0.552802662,-0.061333333,0.880480483,-0.156267473,1.013,-0.099,-0.657,0,-0.078,0.151,O88833,Cyp4a10,O88833_Cyp4a10,O88833,Cyp4a10,1,16,12,10,O88833|A2A977|A2A8T1|F8WGU9|Q91WU1,MOUSE,58671.5,24.9,328,328.2,152.99,123.55,,509,Cytochrome P450 4A10,cytoplasm|endoplasmic reticulum membrane|apical plasma membrane|intracellular membrane-bounded organelle|extracellular exosome|,fatty acid metabolic process|leukotriene B4 catabolic process|oxidation-reduction process|,monooxygenase activity|iron ion binding|arachidonic acid epoxygenase activity|alkane 1-monooxygenase activity|heme binding|leukotriene-B4 20-monooxygenase activity|arachidonic acid omega-hydroxylase activity|,10,16,2700000000,20.0%
Q9JLN9,0.961523652,-0.004833333,0.555583768,0.014333333,0.879916828,0.156941913,0.05,-0.013,-0.073,0.108,-0.072,-0.029,Q9JLN9,Mtor,Q9JLN9_Mtor,Q9JLN9,Mtor,1,51,29,29,Q9JLN9|Q9JLN9-2,MOUSE,290838.3,15.1,329,329.1,367.77,367.77,,2549,Serine/threonine-protein kinase mTOR,Golgi membrane|nucleus|cytoplasm|mitochondrial outer membrane|lysosome|lysosomal membrane|endoplasmic reticulum membrane|cytosol|endomembrane system|membrane|dendrite|TORC1 complex|TORC2 complex|neuronal cell body|PML body|,double-strand break repair via homologous recombination|positive regulation of protein phosphorylation|positive regulation of endothelial cell proliferation|regulation of glycogen biosynthetic process|'de novo' pyrimidine nucleobase biosynthetic process|protein phosphorylation|germ cell development|negative regulation of autophagy|positive regulation of lamellipodium assembly|positive regulation of gene expression|positive regulation of myotube differentiation|cell growth|negative regulation of macroautophagy|phosphorylation|peptidyl-serine phosphorylation|peptidyl-threonine phosphorylation|cell projection organization|positive regulation of actin filament polymerization|ruffle organization|regulation of myelination|cellular response to nutrient levels|TOR signaling|regulation of fatty acid beta-oxidation|regulation of response to food|response to insulin|regulation of actin cytoskeleton organization|regulation of GTPase activity|response to amino acid|regulation of carbohydrate utilization|regulation of osteoclast differentiation|positive regulation of translation|negative regulation of cell size|regulation of protein kinase activity|positive regulation of transcription from RNA polymerase III promoter|protein autophosphorylation|positive regulation of lipid biosynthetic process|positive regulation of peptidyl-tyrosine phosphorylation|positive regulation of stress fiber assembly|negative regulation of NFAT protein import into nucleus|positive regulation of protein kinase B signaling|cardiac cell development|cellular response to hypoxia|,RNA polymerase III type 1 promoter DNA binding|RNA polymerase III type 2 promoter DNA binding|RNA polymerase III type 3 promoter DNA binding|TFIIIC-class transcription factor binding|protein serine/threonine kinase activity|protein binding|ATP binding|drug binding|kinase activity|protein domain specific binding|ribosome binding|protein dimerization activity|phosphoprotein binding|,29,51,3710000000,15.1%
Q3UEL5,0.630119805,-0.006333333,5.809587918,0.17,0.262446756,1.224785931,0.008,0.023,-0.305,-0.019,0.288,-0.033,Q3UEL5,Uroc1,Q3UEL5_Uroc1,Q3UEL5,Uroc1,1,86,24,24,Q3UEL5|Q8VC12,MOUSE,79222,43.6,330,330.1,367.57,367.57,,710,Urocanate hydratase,cytosol|,histidine catabolic process|,urocanate hydratase activity|,24,86,36300000000,43.6%
Q8VCZ9,0.972248418,-0.037333333,0.39642455,-0.014666667,0.912761987,-0.113811071,0.042,0.133,-0.265,-0.032,0.051,-0.153,Q8VCZ9,Prodh2,Q8VCZ9_Prodh2,Q8VCZ9,Prodh2,1,87,27,27,Q8VCZ9|D6RET3,MOUSE,51464,59.2,331,331.1,366.91,366.91,,456,Hydroxyproline dehydrogenase,mitochondrion|mitochondrial inner membrane|,proline catabolic process to glutamate|oxidation-reduction process|,proline dehydrogenase activity|,27,87,37400000000,59.2%
P25688,0.546002425,0.019666667,7.351494348,0.948666667,0.184013873,1.483135168,-0.547,0.48,-1.297,-0.514,1.665,0.331,P25688,Uox,P25688_Uox,P25688,Uox,1,104,26,26,P25688|D3Z4U1,MOUSE,35266.7,69.9,332,332.1,366.38,366.38,,303,Uricase,mitochondrion|peroxisome|,purine nucleobase metabolic process|urate catabolic process|oxidation-reduction process|,urate oxidase activity|,26,104,49600000000,69.9%
Q6Q899,0.991556352,0.000666667,0.180383084,-0.005333333,0.959316008,-0.052950726,0.036,-0.014,-0.012,0.142,-0.147,-0.001,Q6Q899,Ddx58,Q6Q899_Ddx58,Q6Q899,Ddx58,1,68,30,30,Q6Q899|Q6Q899-2|Q6Q899-3|Q6Q899-4,MOUSE,107399.9,35.4,333,333.1,364.11,364.11,,926,Probable ATP-dependent RNA helicase DDX58,cytoplasm|cytosol|bicellular tight junction|actin cytoskeleton|ruffle membrane|,positive regulation of defense response to virus by host|metabolic process|detection of virus|response to virus|positive regulation of gene expression|regulation of cell migration|positive regulation of granulocyte macrophage colony-stimulating factor production|positive regulation of interferon-alpha production|positive regulation of interferon-beta production|positive regulation of interleukin-6 production|positive regulation of interleukin-8 production|RIG-I signaling pathway|positive regulation of transcription factor import into nucleus|response to exogenous dsRNA|innate immune response|positive regulation of transcription from RNA polymerase II promoter|,double-stranded DNA binding|double-stranded RNA binding|single-stranded RNA binding|helicase activity|protein binding|ATP binding|zinc ion binding|identical protein binding|,30,68,10100000000,35.4%
Q9D024,0.000307098,-0.158166667,54.48594376,1.548333333,3.55964E-06,13.93063315,-0.893,-0.79,-1.114,0.531,0.659,0.658,Q9D024,Ccdc47,Q9D024_Ccdc47,Q9D024,Ccdc47,1,116,26,26,Q9D024|Q9D024-2|Q9D024-3,MOUSE,56128.1,47.8,334,334.1,363.99,363.99,,483,Coiled-coil domain-containing protein 47,endoplasmic reticulum|rough endoplasmic reticulum|membrane|integral component of membrane|,osteoblast differentiation|ER overload response|endoplasmic reticulum organization|post-embryonic development|ER-associated ubiquitin-dependent protein catabolic process|calcium ion homeostasis|,calcium ion binding|poly(A) RNA binding|,26,116,71900000000,47.8%
Q9Z1T1,0.692956416,-0.000166667,4.667266236,-0.080333333,0.341407751,-1.023968163,0.044,0.027,0.049,0.001,-0.076,-0.046,Q9Z1T1,Ap3b1,Q9Z1T1_Ap3b1,Q9Z1T1,Ap3b1,1,66,29,29,Q9Z1T1,MOUSE,123365.7,28.8,335,335.1,363.86,363.86,,1105,AP-3 complex subunit beta-1,lysosomal membrane|trans-Golgi network|membrane|AP-3 adaptor complex|clathrin-coated vesicle membrane|,"protein targeting to lysosome|zinc II ion transport|intracellular protein transport|blood coagulation|anterograde axon cargo transport|vesicle-mediated transport|antigen processing and presentation|melanosome organization|antigen processing and presentation, exogenous lipid antigen via MHC class Ib|anterograde synaptic vesicle transport|positive regulation of NK T cell differentiation|",protein phosphatase binding|GTP-dependent protein binding|,29,66,12100000000,28.8%
Q8BGQ7,0.657241764,0.0135,5.217760186,-0.103,0.300762704,-1.121271335,0.001,0.028,0.166,-0.113,0.032,-0.033,Q8BGQ7,Aars,Q8BGQ7_Aars,Q8BGQ7,Aars,1,64,27,27,Q8BGQ7,MOUSE,107762.5,39.5,336,336.1,362.55,362.55,,968,"Alanine--tRNA ligase, cytoplasmic",cytoplasm|membrane|extracellular exosome|,hair follicle development|tRNA modification|alanyl-tRNA aminoacylation|regulation of translational fidelity|protein folding|cerebellar Purkinje cell layer development|endoplasmic reticulum unfolded protein response|cellular response to unfolded protein|response to amino acid|negative regulation of neuron apoptotic process|skin development|neuromuscular process controlling balance|neuromuscular process|,tRNA binding|aminoacyl-tRNA editing activity|alanine-tRNA ligase activity|protein binding|ATP binding|zinc ion binding|,27,64,15900000000,39.5%
Q9DCW4,0.805699632,-0.068166667,3.000736823,0.183666667,0.501102209,0.711444321,0.297,-0.093,-0.684,0.231,0.082,-0.242,Q9DCW4,Etfb,Q9DCW4_Etfb,Q9DCW4,Etfb,1,148,22,22,Q9DCW4|A0A0N4SVE0|A0A0N4SWE9|Q2TBV3,MOUSE,27851,83.1,337,337.1,362.33,362.33,,255,Electron transfer flavoprotein subunit beta,mitochondrion|mitochondrial electron transfer flavoprotein complex|intracellular membrane-bounded organelle|extracellular exosome|,oxidation-reduction process|,electron carrier activity|,22,148,2.75E+11,83.1%
P51658,0.546002425,-0.074333333,7.364778251,0.358,0.183451883,1.485320137,0.091,-0.09,-0.761,0.305,-0.164,0.173,P51658,Hsd17b2,P51658_Hsd17b2,P51658,Hsd17b2,1,74,24,24,P51658,MOUSE,42462.7,57.4,338,338.1,359.72,359.72,,381,Estradiol 17-beta-dehydrogenase 2,integral component of membrane|,in utero embryonic development|placenta development|steroid biosynthetic process|response to retinoic acid|oxidation-reduction process|,estradiol 17-beta-dehydrogenase activity|testosterone dehydrogenase (NAD+) activity|,24,74,57700000000,57.4%
Q91ZJ5,0.073914047,-0.012166667,21.63260847,0.831666667,0.006866559,3.865966775,-0.43,-0.096,-0.758,0.092,0.697,0.422,Q91ZJ5,Ugp2,Q91ZJ5_Ugp2,Q91ZJ5,Ugp2,1,86,27,27,Q91ZJ5|Q91ZJ5-2,MOUSE,57149.4,59.4,339,339.1,359.7,359.7,,508,UTP--glucose-1-phosphate uridylyltransferase,nucleus|cytoplasm|extracellular exosome|,UDP-glucose metabolic process|glucose 1-phosphate metabolic process|,UTP:glucose-1-phosphate uridylyltransferase activity|glucose binding|pyrimidine ribonucleotide binding|identical protein binding|metal ion binding|,27,86,26400000000,59.4%
Q91W50,0.666695042,-0.003,5.066327699,-0.096666667,0.311434865,-1.094738112,0.024,0.13,-0.018,-0.125,-0.014,-0.015,Q91W50,Csde1,Q91W50_Csde1,Q91W50,Csde1,1,65,28,28,Q91W50|Q8JZN2|A0A0G2JF72,MOUSE,89644.8,34.9,340,340.1,358.93,358.93,,798,Cold shock domain-containing protein E1,cytoplasm|mitochondrial inner membrane|Golgi apparatus|plasma membrane|CRD-mediated mRNA stability complex|,"regulation of transcription, DNA-templated|nuclear-transcribed mRNA catabolic process, no-go decay|",DNA binding|poly(A) RNA binding|,28,65,24300000000,34.9%
E9Q557,0.273334376,0.020833333,13.56212503,0.278333333,0.044033935,2.478230791,-0.13,0.02,-0.245,0.012,0.227,0.241,E9Q557,Dsp,E9Q557_Dsp,E9Q557,Dsp,1,46,36,36,E9Q557|E9PZW0,MOUSE,335359.7,15.5,341,341.1,358.65,358.65,,2883,Desmoplakin,cornified envelope|nucleus|cytoplasm|plasma membrane|cell-cell junction|fascia adherens|intercalated disc|membrane|basolateral plasma membrane|desmosome|extracellular exosome|intermediate filament|,desmosome organization|ventricular compact myocardium morphogenesis|single organismal cell-cell adhesion|peptide cross-linking|keratinocyte differentiation|adherens junction organization|wound healing|skin development|intermediate filament cytoskeleton organization|intermediate filament organization|protein localization to adherens junction|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|regulation of ventricular cardiac muscle cell action potential|,"protein kinase C binding|structural molecule activity|protein binding|protein binding, bridging|poly(A) RNA binding|cell adhesion molecule binding|scaffold protein binding|",36,46,1910000000,15.5%
Q71RI9,0.554238961,-0.068333333,7.178607177,0.277333333,0.191486994,1.454645582,-0.029,0.04,-0.632,0.206,-0.037,0.042,Q71RI9,Kyat3,Q71RI9_Kyat3,Q71RI9,Kyat3,1,102,23,23,Q71RI9|Q71RI9-2|D6RJ70|Q8BTY1|A2AQY9|A2AQY8,MOUSE,51695.8,44.8,342,342.1,358.51,358.51,,455,Kynurenine--oxoglutarate transaminase 3,mitochondrion|,2-oxoglutarate metabolic process|cellular amino acid metabolic process|biosynthetic process|kynurenine metabolic process|L-kynurenine metabolic process|,kynurenine-oxoglutarate transaminase activity|pyridoxal phosphate binding|protein homodimerization activity|poly(A) RNA binding|kynurenine-glyoxylate transaminase activity|cysteine-S-conjugate beta-lyase activity|,23,102,73300000000,44.8%
A2AFQ0,0.995757571,-0.012833333,0.053180978,0.001666667,0.987829297,0.015833553,0.115,0.031,-0.187,0.041,-0.037,-0.04,A2AFQ0,Huwe1,A2AFQ0_Huwe1,A2AFQ0,Huwe1,1,61,31,31,A2AFQ0|Q7TMY8|Q7TMY8-3|Q7TMY8-4|Q7TMY8-2,MOUSE,486619.9,10.5,343,343.1,358.02,358.02,,4378,E3 ubiquitin-protein ligase HUWE1,nucleoplasm|cytoplasm|membrane|extracellular exosome|,protein polyubiquitination|base-excision repair|protein monoubiquitination|histone ubiquitination|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|positive regulation of protein targeting to mitochondrion|,ubiquitin-protein transferase activity|ligase activity|poly(A) RNA binding|,31,61,3550000000,10.5%
