Liver_Searched, 126:127, No_BirA_4:No_BirA_5	Liver_Searched, 126:128, No_BirA_4:XBirA_2	Liver_Searched, 126:129, No_BirA_4:No_BirA_6	Liver_Searched, 126:130, No_BirA_4:XBirA_3	Liver_Searched, 126:131, No_BirA_4:XBirA_1	Liver_Searched, 127:126, No_BirA_5:No_BirA_4	Liver_Searched, 127:128, No_BirA_5:XBirA_2	Liver_Searched, 127:129, No_BirA_5:No_BirA_6	Liver_Searched, 127:130, No_BirA_5:XBirA_3	Liver_Searched, 127:131, No_BirA_5:XBirA_1	Liver_Searched, 128:126, XBirA_2:No_BirA_4	Liver_Searched, 128:127, XBirA_2:No_BirA_5	Liver_Searched, 128:129, XBirA_2:No_BirA_6	Liver_Searched, 128:130, XBirA_2:XBirA_3	Liver_Searched, 128:131, XBirA_2:XBirA_1	Liver_Searched, 129:126, No_BirA_6:No_BirA_4	Liver_Searched, 129:127, No_BirA_6:No_BirA_5	Liver_Searched, 129:128, No_BirA_6:XBirA_2	Liver_Searched, 129:130, No_BirA_6:XBirA_3	Liver_Searched, 129:131, No_BirA_6:XBirA_1	Liver_Searched, 130:126, XBirA_3:No_BirA_4	Liver_Searched, 130:127, XBirA_3:No_BirA_5	Liver_Searched, 130:128, XBirA_3:XBirA_2	Liver_Searched, 130:129, XBirA_3:No_BirA_6	Liver_Searched, 130:131, XBirA_3:XBirA_1	Liver_Searched, 131:126, XBirA_1:No_BirA_4	Liver_Searched, 131:127, XBirA_1:No_BirA_5	Liver_Searched, 131:128, XBirA_1:XBirA_2	Liver_Searched, 131:129, XBirA_1:No_BirA_6	Liver_Searched, 131:130, XBirA_1:XBirA_3	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Liver_Searched unique_peptides	Liver_Searched numSpectra	Liver_Searched totalIntensity	Liver_Searched pct_cov
-0.012	0.0775	-0.127	0.271	0.0885	0.012	0.176	-0.146	0.285	0.1115	-0.0775	-0.176	-0.323	0.064	-0.0925	0.127	0.146	0.323	0.331	0.1425	-0.271	-0.285	-0.064	-0.331	-0.063	-0.0885	-0.1115	0.0925	-0.1425	0.063	Q91YR7	Q91YR7	Prpf6	1	29	20	20	Q91YR7|Q91YR7-2	MOUSE	107518.6	25.8	665	665.1	213	213		941	Pre-mRNA-processing factor 6	nucleus|nucleoplasm|U5 snRNP|membrane|nuclear speck|U4/U6 x U5 tri-snRNP complex|U4/U6 snRNP|catalytic step 2 spliceosome|	spliceosomal tri-snRNP complex assembly|RNA localization|positive regulation of transcription from RNA polymerase II promoter|	transcription coactivator activity|RNA binding|ribonucleoprotein complex binding|poly(A) RNA binding|androgen receptor binding|	20	29	6.49e+09	25.8%
0.002	0.0305	0.138	-0.03	0.2265	-0.002	0.054	0.108	-0.043	0.1585	-0.0305	-0.054	0.098	-0.096	0.1255	-0.138	-0.108	-0.098	-0.177	0.0595	0.03	0.043	0.096	0.177	0.219	-0.2265	-0.1585	-0.1255	-0.0595	-0.219	P19253	P19253	Rpl13a	1	76	19	19	P19253|A0A1B0GS68|A0A1B0GSB2|A0A140T8K2|A0A1B0GSF0|A0A1B0GRH1|A0A1B0GSL5	MOUSE	23577.9	56.6	666	666.1	212.25	212.25		203	60S ribosomal protein L13a	nucleus|nucleolus|cytoplasm|focal adhesion|membrane|cytosolic large ribosomal subunit|ribonucleoprotein complex|GAIT complex|GAIT complex|	translation|negative regulation of translation|response to lipopolysaccharide|regulation of homeostatic process|macrophage chemotaxis|lung morphogenesis|cellular response to interferon-gamma|negative regulation of formation of translation preinitiation complex|	mRNA binding|structural constituent of ribosome|poly(A) RNA binding|	19	76	8.17e+10	56.6%
-0.259	0.1685	-0.105	0.00800000000000001	0.0625	0.259	0.36	0.117	0.203	0.3075	-0.1685	-0.36	-0.373	-0.15	-0.0805	0.105	-0.117	0.373	0.114	0.2355	-0.00800000000000001	-0.203	0.15	-0.114	0.059	-0.0625	-0.3075	0.0805	-0.2355	-0.059	Q8BWY3	Q8BWY3	Etf1	1	40	17	17	Q8BWY3	MOUSE	49258.2	45.3	667	667.1	212.03	212.03		437	Eukaryotic peptide chain release factor subunit 1	cytoplasm|cytosol|translation release factor complex|	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|translational termination|regulation of translational termination|protein methylation|viral process|	translation release factor activity|translation release factor activity, codon specific|ribosome binding|poly(A) RNA binding|	17	40	2.3e+10	45.3%
0.056	0.0965	0.27	0.13	0.3345	-0.056	0.153	0.302	0.125	0.3045	-0.0965	-0.153	0.13	0.057	0.2035	-0.27	-0.302	-0.13	-0.13	0.0985	-0.13	-0.125	-0.057	0.13	0.183	-0.3345	-0.3045	-0.2035	-0.0985	-0.183	Q3UNZ8	Q3UNZ8		1	51	13	13	Q3UNZ8|A0A0A6YWV6|Q3UNZ8-2	MOUSE	38321.6	54	668	668.1	211.33	211.33		350	Quinone oxidoreductase-like protein 2		oxidation-reduction process|	zinc ion binding|oxidoreductase activity|	13	51	2.65e+10	54.0%
-0.172	-0.0555	0.195	0.224	0.1985	0.172	0.168	0.318	0.302	0.3295	0.0555	-0.168	0.197	0.26	0.2755	-0.195	-0.318	-0.197	0.044	-0.0235	-0.224	-0.302	-0.26	-0.044	0.064	-0.1985	-0.3295	-0.2755	0.0235	-0.064	Q64378	Q64378	Fkbp5	1	35	16	16	Q64378	MOUSE	51535.7	36.1	669	669.1	211.31	211.31		456	Peptidyl-prolyl cis-trans isomerase FKBP5	nucleoplasm|cytoplasm|endoplasmic reticulum membrane|membrane|extracellular exosome|	protein peptidyl-prolyl isomerization|chaperone-mediated protein folding|	peptidyl-prolyl cis-trans isomerase activity|protein binding|FK506 binding|heat shock protein binding|	16	35	9e+09	36.1%
-0.499	0.1705	-0.072	-0.236	0.0175	0.499	0.694	0.198	0.252	0.4705	-0.1705	-0.694	-0.265	-0.335	-0.1155	0.072	-0.198	0.265	0.091	0.3945	0.236	-0.252	0.335	-0.091	0.157	-0.0175	-0.4705	0.1155	-0.3945	-0.157	E9QJW0	E9QJW0	Mgst1	1	182	14	14	E9QJW0|Q91VS7|D3YU60|A0A0N4SV17|A0A0N4SVZ0	MOUSE	25963.8	38.4	670	670.1	211.22	211.22		229	Microsomal glutathione S-transferase 1	mitochondrion|mitochondrial inner membrane|	glutathione metabolic process|oxidation-reduction process|cellular response to lipid hydroperoxide|	glutathione transferase activity|glutathione peroxidase activity|	14	182	1.71e+12	38.4%
0.524	0.7045	0.862	0.827	0.8315	-0.524	0.13	0.291	0.267	0.2775	-0.7045	-0.13	0.193	0.141	0.2355	-0.862	-0.291	-0.193	-0.017	-0.0325	-0.827	-0.267	-0.141	0.017	0.014	-0.8315	-0.2775	-0.2355	0.0325	-0.014	Q64FW2	Q64FW2	Retsat	1	50	15	15	Q64FW2|H3BJ51|H3BKK1	MOUSE	67789.7	36.2	671	671.1	209.51	209.51		609	All-trans-retinol 13,14-reductase	nuclear outer membrane|endoplasmic reticulum membrane|membrane|nuclear membrane|	retinol metabolic process|oxidation-reduction process|	oxidoreductase activity|all-trans-retinol 13,14-reductase activity|	15	50	1.21e+10	36.2%
0.068	-0.0735	0.205	0.029	0.0495	-0.068	-0.108	0.062	-0.03	-0.0605	0.0735	0.108	0.178	0.175	0.0975	-0.205	-0.062	-0.178	-0.135	-0.1215	-0.029	0.03	-0.175	0.135	-0.018	-0.0495	0.0605	-0.0975	0.1215	0.018	Q8C0D5	Q8C0D5	Efl1	1	35	20	20	Q8C0D5|A0A140LHB7	MOUSE	127201.1	23.1	672	672.1	209.02	209.02		1127	Elongation factor-like GTPase 1		translational elongation|mature ribosome assembly|	translation elongation factor activity|GTPase activity|GTP binding|ribosome binding|	20	35	1.1e+10	23.1%
-0.351	0.6105	-0.52	-0.331	-0.0995	0.351	1.004	-0.206	0.003	0.2175	-0.6105	-1.004	-1.208	-0.945	-0.7115	0.52	0.206	1.208	0.214	0.4255	0.331	-0.003	0.945	-0.214	0.182	0.0995	-0.2175	0.7115	-0.4255	-0.182	Q9D8N0	Q9D8N0	Eef1g	1	68	16	16	Q9D8N0	MOUSE	50402.1	36.1	673	673.1	209	209		437	Elongation factor 1-gamma	nucleus|cytoplasm|membrane|extracellular exosome|endoplasmic reticulum|	translational elongation|response to virus|	translation elongation factor activity|	16	68	4.37e+10	36.1%
0.053	0.2675	-0.086	0.281	0.2875	-0.053	0.226	-0.155	0.27	0.2075	-0.2675	-0.226	-0.357	0.1	0.0365	0.086	0.155	0.357	0.341	0.3405	-0.281	-0.27	-0.1	-0.341	-0.066	-0.2875	-0.2075	-0.0365	-0.3405	0.066	Q9JIK5	Q9JIK5	Ddx21	1	34	18	18	Q9JIK5	MOUSE	94177	29.9	674	674.1	208.77	208.77		851	Nucleolar RNA helicase 2	nucleus|nucleoplasm|nucleolus|membrane|	osteoblast differentiation|rRNA processing|transcription from RNA polymerase II promoter|response to virus|RNA secondary structure unwinding|response to exogenous dsRNA|	RNA binding|RNA helicase activity|double-stranded RNA binding|ATP-dependent RNA helicase activity|protein binding|ATP binding|rRNA binding|snoRNA binding|poly(A) RNA binding|7SK snRNA binding|	18	34	4.17e+09	29.9%
-0.142	0.0765	-0.125	0.046	0.1485	0.142	0.255	-0.032	0.128	0.2395	-0.0765	-0.255	-0.328	-0.125	-0.0055	0.125	0.032	0.328	0.145	0.2735	-0.046	-0.128	0.125	-0.145	0.113	-0.1485	-0.2395	0.0055	-0.2735	-0.113	P51410	P51410	Rpl9	1	64	15	15	P51410|A0A140T8T4|D3Z629|D3YZT0|S4R1R7	MOUSE	21995.1	75.5	675	675.1	208.49	208.49		192	60S ribosomal protein L9	nucleus|nucleolus|cytoplasm|focal adhesion|membrane|cytosolic large ribosomal subunit|	translation|	structural constituent of ribosome|rRNA binding|	15	64	7.55e+10	75.5%
0.087	0.4875	-0.221	-0.223	0.0525	-0.087	0.422	-0.333	-0.357	-0.0355	-0.4875	-0.422	-0.744	-0.712	-0.4285	0.221	0.333	0.744	0.031	0.3055	0.223	0.357	0.712	-0.031	0.238	-0.0525	0.0355	0.4285	-0.3055	-0.238	B1AX58	B1AX58	Pls3	1	34	15	13	B1AX58|Q99K51	MOUSE	72258.3	32.8	676	676.1	208.12	179.44		639	Plastin-3	cytoplasm|	bone development|	actin binding|calcium ion binding|	15	34	6.41e+09	32.8%
0.115	-0.2955	-0.375	0.227	-0.1695	-0.115	-0.37	-0.537	0.103	-0.2965	0.2955	0.37	-0.078	0.512	0.1625	0.375	0.537	0.078	0.558	0.2095	-0.227	-0.103	-0.512	-0.558	-0.342	0.1695	0.2965	-0.1625	-0.2095	0.342	Q61233	Q61233	Lcp1	1	3	4	2	Q61233	MOUSE	70775.6	8.7	676	676.2	55.32	26.64		627	Plastin-2	ruffle|phagocytic cup|podosome|extracellular space|cytoplasm|cytosol|actin filament|plasma membrane|focal adhesion|actin cytoskeleton|filopodium|actin filament bundle|ruffle membrane|extracellular exosome|stress fiber|actin filament|	T cell activation involved in immune response|response to wounding|protein kinase A signaling|cell migration|extracellular matrix disassembly|regulation of intracellular protein transport|actin filament bundle assembly|positive regulation of podosome assembly|	calcium ion binding|protein binding|identical protein binding|actin filament binding|GTPase binding|	2	3	24300000	5.2%
0.062	-0.1555	0.514	-0.325	0.1755	-0.062	-0.2	0.478	-0.413	0.1225	0.1555	0.2	0.698	-0.245	0.2935	-0.514	-0.478	-0.698	-0.853	-0.3365	0.325	0.413	0.245	0.853	0.537	-0.1755	-0.1225	-0.2935	0.3365	-0.537	P50285	P50285	Fmo1	1	28	15	15	P50285|Q8C9C1	MOUSE	60483.9	36.2	677	677.1	206.7	206.7		532	Dimethylaniline monooxygenase [N-oxide-forming] 1	endoplasmic reticulum membrane|integral component of membrane|	organic acid metabolic process|response to osmotic stress|toxin metabolic process|drug metabolic process|response to lipopolysaccharide|NADPH oxidation|	monooxygenase activity|N,N-dimethylaniline monooxygenase activity|flavin adenine dinucleotide binding|NADP binding|	15	28	8.1e+09	36.2%
-0.353	0.1305	-0.274	-0.1	-0.0995	0.353	0.423	0.068	0.303	0.2155	-0.1305	-0.423	-0.267	-0.151	-0.1725	0.274	-0.068	0.267	0.21	0.1025	0.1	-0.303	0.151	-0.21	-0.045	0.0995	-0.2155	0.1725	-0.1025	0.045	G3X972	G3X972	Sec24c	1	36	17	17	G3X972|A0A286YDI8	MOUSE	120119.5	21.6	678	678.1	206.61	206.61		1096	SEC24 related gene family, member C (S. cerevisiae), isoform CRA_a	COPII vesicle coat|	intracellular protein transport|ER to Golgi vesicle-mediated transport|	zinc ion binding|	17	36	7.24e+09	21.6%
0.129	0.3105	0.113	-0.202	0.0695	-0.129	0.199	-0.102	-0.488	-0.1945	-0.3105	-0.199	-0.264	-0.554	-0.3145	-0.113	0.102	0.264	-0.275	0.0235	0.202	0.488	0.554	0.275	0.263	-0.0695	0.1945	0.3145	-0.0235	-0.263	Q8QZR5	Q8QZR5	Gpt	1	44	17	17	Q8QZR5	MOUSE	55940.4	31.8	679	679.1	205.99	205.99		496	Alanine aminotransferase 1	cytoplasm|extracellular exosome|	biosynthetic process|L-alanine catabolic process|	L-alanine:2-oxoglutarate aminotransferase activity|pyridoxal phosphate binding|	17	44	1.08e+10	31.8%
-0.085	0.0945	0.05	0.136	0.2395	0.085	0.215	0.085	0.198	0.3035	-0.0945	-0.215	-0.112	0.036	0.1285	-0.05	-0.085	0.112	0.164	0.3205	-0.136	-0.198	-0.036	-0.164	0.15	-0.2395	-0.3035	-0.1285	-0.3205	-0.15	P62717	P62717	Rpl18a	1	86	16	16	P62717|A0A1D5RLW5|A0A1D5RM79|A0A1D5RMC7	MOUSE	21017.2	65.9	680	680.1	205.81	205.81		176	60S ribosomal protein L18a	membrane|cytosolic large ribosomal subunit|	translation|	structural constituent of ribosome|poly(A) RNA binding|	16	86	1.31e+11	65.9%
0.135	0.0315	0.056	0.016	0.1065	-0.135	-0.119	-0.107	-0.071	0.0115	-0.0315	0.119	0.032	-0.06	0.1385	-0.056	0.107	-0.032	-0.028	0.1275	-0.016	0.071	0.06	0.028	0.044	-0.1065	-0.0115	-0.1385	-0.1275	-0.044	F8VQN6	F8VQN6	Arhgef12	1	28	20	20	F8VQN6|Q8R4H2	MOUSE	173671.7	16.7	681	681.1	205.73	205.73		1544	Rho guanine nucleotide exchange factor 12	cytoplasm|extracellular exosome|	G-protein coupled receptor signaling pathway|regulation of Rho protein signal transduction|intracellular signal transduction|termination of G-protein coupled receptor signaling pathway|positive regulation of GTPase activity|	G-protein coupled receptor binding|Rho guanyl-nucleotide exchange factor activity|	20	28	3.62e+09	16.7%
-0.005	0.2405	0.04	0.238	0.0705	0.005	0.239	0.059	0.223	0.1265	-0.2405	-0.239	-0.207	0.017	-0.0825	-0.04	-0.059	0.207	0.178	0.0535	-0.238	-0.223	-0.017	-0.178	-0.141	-0.0705	-0.1265	0.0825	-0.0535	0.141	A0A0A0MQN4	A0A0A0MQN4	Atg7	1	38	17	17	A0A0A0MQN4|Q9D906|S4R2T5|S4R2D5	MOUSE	83530.5	29.2	682	682.1	205.61	205.61		741	Ubiquitin-like modifier-activating enzyme ATG7	pre-autophagosomal structure|cytoplasm|cytosol|	liver development|protein lipidation|C-terminal protein lipidation|cellular amino acid metabolic process|autophagy|cellular response to nitrogen starvation|organelle organization|mitochondrion organization|adult walking behavior|cellular response to starvation|post-embryonic development|positive regulation of autophagy|macroautophagy|positive regulation of macroautophagy|cerebellar Purkinje cell layer development|pyramidal neuron development|central nervous system neuron axonogenesis|cerebral cortex development|protein catabolic process|neuron projection development|regulation of protein ubiquitination|positive regulation of protein modification process|protein modification by small protein conjugation|piecemeal microautophagy of nucleus|suppression by virus of host autophagy|negative stranded viral RNA replication|response to starvation|positive regulation of apoptotic process|negative regulation of apoptotic process|late nucleophagy|positive regulation of protein catabolic process|neurological system process|defense response to virus|cardiac muscle cell development|membrane organization|positive regulation of mucus secretion|cellular response to hyperoxia|regulation of mitochondrion degradation|negative regulation of histone H4-K16 acetylation|	protein binding|transcription factor binding|Atg12 activating enzyme activity|Atg8 activating enzyme activity|protein homodimerization activity|	17	38	5.54e+09	29.2%
-0.848	0.2165	-1.647	-0.502	-0.7805	0.848	0.85	-0.908	0.256	-0.0055	-0.2165	-0.85	-1.657	-0.507	-0.9115	1.647	0.908	1.657	1.155	0.7985	0.502	-0.256	0.507	-1.155	-0.31	0.7805	0.0055	0.9115	-0.7985	0.31	Q9QYY9	Q9QYY9	Adh4	1	31	14	14	Q9QYY9	MOUSE	41351.1	63.1	683	683.1	205.56	205.56		377	Alcohol dehydrogenase 4	cytoplasm|	retinoid metabolic process|alcohol metabolic process|ethanol metabolic process|ethanol oxidation|cellular aldehyde metabolic process|retinol metabolic process|alcohol catabolic process|quinone metabolic process|	NADPH:quinone reductase activity|alcohol dehydrogenase (NAD) activity|alcohol dehydrogenase activity, zinc-dependent|alditol:NADP+ 1-oxidoreductase activity|retinol dehydrogenase activity|all-trans retinal binding|zinc ion binding|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|benzaldehyde dehydrogenase activity|retinol binding|ethanol binding|NAD binding|	14	31	9.84e+09	63.1%
0.037	0.2205	0.026	0.292	0.3555	-0.037	0.145	-0.054	0.206	0.2915	-0.2205	-0.145	-0.24	0.122	0.1215	-0.026	0.054	0.24	0.296	0.3925	-0.292	-0.206	-0.122	-0.296	0.031	-0.3555	-0.2915	-0.1215	-0.3925	-0.031	O70152	O70152	Dpm1	1	38	15	15	O70152|A2BDX2	MOUSE	29231.2	49.6	684	684.1	205.33	205.33		260	Dolichol-phosphate mannosyltransferase subunit 1	endoplasmic reticulum membrane|	GPI anchor biosynthetic process|protein mannosylation|protein O-linked mannosylation|	dolichyl-phosphate-mannose-protein mannosyltransferase activity|dolichyl-phosphate beta-D-mannosyltransferase activity|	15	38	1.03e+10	49.6%
0.021	-0.1165	-0.18	-0.158	-0.2225	-0.021	-0.146	-0.184	-0.136	-0.2495	0.1165	0.146	0.005	0.022	-0.1045	0.18	0.184	-0.005	0.001	-0.0735	0.158	0.136	-0.022	-0.001	-0.044	0.2225	0.2495	0.1045	0.0735	0.044	P42208	P42208	Sept2	1	33	14	14	P42208|E9Q3V6	MOUSE	41753	52.9	685	685.1	205.1	205.1		361	Septin-2	exocyst|condensed chromosome kinetochore|nucleus|nucleoplasm|nucleolus|cytoplasm|actomyosin contractile ring|spindle microtubule|plasma membrane|cell cortex|cell surface|actin cytoskeleton|microtubule cytoskeleton|midbody|cleavage furrow|ciliary transition zone|cell projection|myelin sheath|synapse|perinuclear region of cytoplasm|ciliary membrane|extracellular exosome|cell cortex|	cytokinesis|regulation of L-glutamate transport|mitotic nuclear division|smoothened signaling pathway|neuron projection development|regulation of protein localization|cilium assembly|regulation of catalytic activity|protein polymerization|	GTPase activity|protein binding|GTP binding|enzyme regulator activity|protein complex scaffold|identical protein binding|	14	33	7.51e+09	52.9%
0.144	0.2135	0.233	0.012	0.1945	-0.144	-0.015	0.015	-0.177	-0.0505	-0.2135	0.015	0.061	-0.181	-0.00850000000000001	-0.233	-0.015	-0.061	-0.116	-0.0485	-0.012	0.177	0.181	0.116	0.123	-0.1945	0.0505	0.00850000000000001	0.0485	-0.123	Q9QUI0	Q9QUI0	Rhoa	1	44	14	5	Q9QUI0|H3BL56|Q9CR99|P62746	MOUSE	22124.1	80.3	686	686.1	204.75	67.47		193	Transforming protein RhoA	nucleus|mitochondrion|endosome|cytosol|cytoskeleton|plasma membrane|focal adhesion|cell cortex|lamellipodium|axon|midbody|vesicle|cleavage furrow|ruffle membrane|apical junction complex|extracellular exosome|	cell morphogenesis|response to hypoxia|alpha-beta T cell lineage commitment|regulation of transcription from RNA polymerase II promoter|cytoskeleton organization|cell adhesion|cell-matrix adhesion|integrin-mediated signaling pathway|Rho protein signal transduction|skeletal muscle tissue development|response to mechanical stimulus|response to glucose|regulation of neuron projection development|cerebral cortex cell migration|forebrain radial glial cell differentiation|actin cytoskeleton organization|cell differentiation|positive regulation of cell growth|regulation of cell migration|positive regulation of cell migration|androgen receptor signaling pathway|positive regulation of actin filament polymerization|stress-activated protein kinase signaling cascade|positive regulation of cytokinesis|regulation of actin cytoskeleton organization|negative regulation of intracellular steroid hormone receptor signaling pathway|regulation of osteoblast proliferation|cleavage furrow formation|apolipoprotein A-I-mediated signaling pathway|response to drug|positive regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of I-kappaB kinase/NF-kappaB signaling|stress fiber assembly|response to amino acid|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|apical junction assembly|beta selection|negative regulation of neuron apoptotic process|positive regulation of neuron apoptotic process|ossification involved in bone maturation|wound healing, spreading of cells|response to ethanol|negative regulation of neuron differentiation|positive regulation of neuron differentiation|positive regulation of translation|positive regulation of vasoconstriction|positive regulation of smooth muscle contraction|positive regulation of alpha-beta T cell differentiation|neuron projection morphogenesis|regulation of dendrite development|negative chemotaxis|response to glucocorticoid|positive regulation of stress fiber assembly|regulation of calcium ion transport|positive regulation of lipase activity|trabecula morphogenesis|regulation of microtubule cytoskeleton organization|positive regulation of podosome assembly|mitotic spindle assembly|negative regulation of oxidative phosphorylation|skeletal muscle satellite cell migration|negative regulation of reactive oxygen species biosynthetic process|regulation of neural precursor cell proliferation|	GTPase activity|protein binding|GTP binding|myosin binding|GDP binding|protein domain specific binding|Rho GDP-dissociation inhibitor binding|	14	44	2.94e+10	80.3%
-0.069	0.2895	0.495	0.318	0.3395	0.069	0.37	0.472	0.361	0.4265	-0.2895	-0.37	0.125	0.046	0.0905	-0.495	-0.472	-0.125	-0.144	-0.0085	-0.318	-0.361	-0.046	0.144	0.14	-0.3395	-0.4265	-0.0905	0.0085	-0.14	Q91VT4	Q91VT4	Cbr4	1	44	15	15	Q91VT4	MOUSE	25585.4	58	687	687.1	204.4	204.4		236	Carbonyl reductase family member 4	mitochondrion|mitochondrial matrix|	fatty acid biosynthetic process|daunorubicin metabolic process|doxorubicin metabolic process|protein homotetramerization|oxidation-reduction process|	NAD(P)H dehydrogenase (quinone) activity|NADPH dehydrogenase (quinone) activity|quinone binding|NADPH binding|	15	44	2.67e+10	58.0%
0.043	0.0835	0.112	0.069	0.0785	-0.043	0.025	0.162	0.067	0.0495	-0.0835	-0.025	0.148	0.032	0.0185	-0.112	-0.162	-0.148	-0.078	-0.0655	-0.069	-0.067	-0.032	0.078	0.046	-0.0785	-0.0495	-0.0185	0.0655	-0.046	Q8BY87-2	Q8BY87-2	Usp47	1	29	18	18	A0A1L1SV73|Q8BY87-2|Q8BY87	MOUSE	156207.9	16.3	688	688.1	204.07	204.07		1376	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 47	nucleus|cytoplasm|SCF ubiquitin ligase complex|	base-excision repair|cellular response to DNA damage stimulus|negative regulation of G2/M transition of mitotic cell cycle|protein deubiquitination|positive regulation of cell growth|cellular response to UV|monoubiquitinated protein deubiquitination|response to drug|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|proteasome-mediated ubiquitin-dependent protein catabolic process|negative regulation of transcription, DNA-templated|regulation of proteasomal protein catabolic process|negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage|	cysteine-type endopeptidase activity|ubiquitin-specific protease activity|WD40-repeat domain binding|	18	29	3.42e+09	16.3%
